date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,21.23,7.07,41053,193337,60553.52,6770.25,5387.39,3773.58,180,9574,-38842,34881
2011-07-01,20.42,6.72,39835,195096,59069.09,5376.58,4328.67,3773.58,183,2607,-17032,20696
2011-10-01,15.62,5.42,30588,195782,67510.9,4063.73,713.1,3773.58,170,5035,-13668,5987
2012-01-01,10.58,3.7,21246,200773,59233.49,4612.71,3455.28,2358.49,168,-15071,-7923,18257
2012-04-01,7.13,2.48,14359,201437,62188.46,3796.8,2774.2,2358.49,169,-15334,-12354,26442
2012-07-01,8.02,2.83,16525,206076,61757.31,3377.44,5831.41,2358.49,165,-29598,-4562,27282
2012-10-01,5.88,2.09,11865,201779,67370.89,1059.54,-1009.96,2358.49,163,-34590,-8092,37741
2013-01-01,4.74,1.6,9721,205194,58212.32,1863.3,2869.99,1886.79,176,-22828,-8874,34284
2013-04-01,4.5,1.53,9290,206408,64504.7,2928.16,1867.05,1886.79,176,-7935,-6678,11327
2013-07-01,0.6,0.21,1258,208825,53665.29,1532.11,74.77,1886.79,174,4998,-12424,6426
2013-10-01,1.62,0.54,3331,206187,66445.06,1024.38,-295.13,1886.79,180,4928,-12634,10017
2014-01-01,0,0,-1171,205803,53487.38,-1127.95,-93.25,0,181,5012,-11802,-6241
2014-04-01,0,0,-8190,198453,57357.38,-7578.94,-6861.39,0,198,3624,-13631,7354
2014-07-01,0,0,-22544,183837,55401.57,-10439.48,-8741.77,0,220,12599,-14027,3699
2014-10-01,0,0,-21142,181379,68388.28,-86.14,-1850.35,0,220,15025,-4281,8368
2015-01-01,0,0,-22104,181200,66100.37,-1986.26,-1034.37,0,223,-10996,-3791,31692
2015-04-01,0,0,-19141,176029,64059.06,-2732.41,-3578.44,0,222,-16422,-3606,30164
2015-07-01,0,0,-12265,167707,53000.55,-8158.63,-6072.61,0,234,-12948,4236,22677
2015-10-01,0,0,-16134,164196,61563.47,-3886.59,-4795.15,0,221,-6374,-1385,6127
2016-01-01,0,0,-11982,166566,55543.89,1013.16,3946.04,0,219,23138,-1652,-5932
2016-04-01,0,0,-5608,189778,50864.64,1103.5,786.41,0,182,32141,731,-15619
2016-07-01,2.64,0.91,5097,192985,43534.97,908.72,1543.86,0,168,28968,-4033,-13125
2016-10-01,3.42,1.16,6516,190496,45470.72,766.15,-3427.19,0,175,26492,-5248,-8760
2017-01-01,7.98,1.51,8516,106673,28092.49,628.71,2120.26,0,351,16233,-4116,-6575
2017-04-01,25.59,9.24,49741,194362,28255.64,673.23,43534.35,0,160,12337,1289,-18002
2017-07-01,23.72,9.13,46266,195043,20928.39,427.4,84.47,0,144,19998,4581,-27606
2017-10-01,22.1,8.43,41411,187387,23781.87,-1590.69,-4814.47,0,146,5934,5964,-21225
2018-01-01,16.99,6.97,30277,178229,18370,-781.18,186.94,0,131,9373,7682,-23033
2018-04-01,0,0,-9730,176204,19534.6,-1213.83,-875.94,0,130,-3822,1127,-3576
2018-07-01,0,0,-11764,176993,20367.99,516.9,33.76,0,119,-6773,-2106,-1651
2018-10-01,0,0,-6910,167899,22394.43,-1859.35,-2855.96,0,89,1265,-57,-3294
2019-01-01,0,0,-7045,168027,18482.06,106.63,99.81,0,87,-4029,955,-6394
2019-04-01,0,0,-1056,164481,14336.14,355.43,-516.72,0,86,747,3275,-272
2019-07-01,0,0,-351,164404,268.26,-160.17,-104.05,0,86,-6391,9362,7300
2019-10-01,1.42,0.69,2318,163444,481.83,-55.83,-225.62,0,94,-14641,-3296,9732
2020-01-01,2.54,1.2,4194,165191,615.34,217.16,738.24,0,100,-14043,5745,15934
2020-04-01,0.9,0.41,1487,165124,313.95,-212.92,-109.43,0,105,-17951,6812,22914
2020-07-01,0.18,0.09,302,164038,407.13,-117.45,-235.31,0,100,-12593,-5774,21879
2020-10-01,0,0,-11781,154109,387.41,-258.62,-4123.54,0,103,-901,4570,12268
