date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,8.78,2.58,536,6107,24.99,-10,-3.33,200,249,71,43,-125
2011-07-01,9.43,2.92,580,6156,25.45,-6.44,1.83,200,230,-73,4,-59
2011-10-01,7.12,2.09,467,6554,25.09,-0.5,-29.83,200,248,336,-40,-13
2012-01-01,8.98,2.71,572,6373,65.39,33.83,39.93,200,240,460,-47,-3
2012-04-01,7.74,2.34,505,6528,23.99,-4.68,-1.73,200,238,359,-81,-17
2012-07-01,7.72,2.46,510,6608,26.22,-3.39,2.26,200,221,507,-60,-42
2012-10-01,10.87,3.37,741,6814,26.85,-3.05,3.42,200,221,-156,-86,-20
2013-01-01,7.35,2.25,467,6355,27.91,-5.32,-2.07,200,227,-319,36,-6
2013-04-01,8.6,2.42,569,6614,25.44,-5,0.09,200,255,-214,75,-36
2013-07-01,5.42,1.86,351,6473,25.17,-4.28,-0.04,200,191,-405,70,-6
2013-10-01,9.89,2.93,722,7301,22.05,-0.88,7.45,200,236,70,68,-27
2014-01-01,9.06,3.15,610,6735,26.93,-3.73,-0.6,200,188,120,-71,-158
2014-04-01,8.66,2.71,603,6963,28.64,-2.5,0.72,200,219,-249,86,39
2014-07-01,11.88,3.98,845,7109,29.54,-0.91,1.08,200,198,-21,193,-54
2014-10-01,7.71,2.43,584,7568,27.8,-0.38,2.07,200,218,67,114,-27
2015-01-01,8.55,2.84,603,7049,34.47,-2.78,-0.65,200,201,-14,73,204
2015-04-01,8.51,2.48,620,7290,37.83,-0.71,1.61,200,243,358,-106,-30
2015-07-01,9.22,2.78,691,7495,46.5,0.15,1.68,200,231,139,-211,-11
2015-10-01,8.6,2.4,700,8141,92.36,28.48,27.28,200,258,178,-54,-29
2016-01-01,10.66,3.7,819,7683,52.17,-2.79,-1.63,250,188,116,-71,-186
2016-04-01,10.48,3.21,833,7953,50.15,-1.73,0.77,250,227,35,-6,1
2016-07-01,9,3.15,718,7977,41.29,-4.68,-2.04,250,186,246,-81,-43
2016-10-01,10.23,2.95,902,8817,87.23,27.17,5.14,250,247,136,-140,-38
2017-01-01,10.02,3.18,824,8220,101.46,51.23,48.95,250,215,380,-45,199
2017-04-01,6.94,2.07,575,8292,51.85,-1.11,2.68,250,235,288,-128,-34
2017-07-01,8.39,2.35,712,8491,40,-5,2.33,250,257,539,-143,-37
2017-10-01,9.57,1.93,705,7361,96.27,48.22,44.15,250,395,515,-153,-36
2018-01-01,9.56,2.25,854,8932,62.27,24.74,37.66,250,325,24,-22,-257
2018-04-01,8.91,2.44,801,8992,36.43,-5.2,-2.28,250,265,436,45,-171
2018-07-01,7.35,1.91,668,9083,41.88,-3.03,-1.17,250,284,121,27,-73
2018-10-01,11.72,2.41,922,7870,31.61,-4.88,-28.75,250,385,-420,17,11
2019-01-01,7.66,2.08,736,9608,34.73,-5.01,1.55,300,269,-107,-137,170
2019-04-01,10.35,2.46,761,7345,30.46,-11.79,-12.76,300,321,-392,-24,-50
2019-07-01,5.93,1.45,422,7114,39.39,-4.63,-0.26,300,308,-116,60,-73
2019-10-01,10.68,3.03,921,8629,163.07,128.15,-20.65,300,252,198,117,-163
2020-01-01,12.21,3.95,983,8046,32.3,-3.7,-1.28,300,209,383,84,-321
2020-04-01,12.53,4.05,1012,8081,30.54,-9.98,-7.36,300,210,196,-41,-109
2020-07-01,14.99,4.42,1191,7948,34.24,-4.92,-3.42,300,239,148,-8,-101
2020-10-01,6.22,1.7,546,8774,221.94,196.09,31.89,300,265,111,122,-92
