date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,13.23,5.32,17636,133293,3351.66,902.7,704.41,2800,146,24177,-9356,-17025
2011-07-01,22.8,9.59,35137,154135,3561.75,1082.79,14943.47,2800,135,23529,3657,-9799
2011-10-01,21.74,9.11,34271,157644,3577.02,457.62,-735.5,2800,136,27221,8137,-20847
2012-01-01,19.46,8.1,31483,161747,12166.45,9405.58,8389.94,3200,139,27413,3514,-20149
2012-04-01,16.13,6.97,25684,159203,3929.1,1038.67,443.25,3200,130,17361,6440,-5836
2012-07-01,7.01,3.04,11506,164147,3513.87,810.01,479.56,3200,129,7757,-2282,3461
2012-10-01,7.71,3.61,12820,166230,3888.63,920.95,224.55,3200,107,11616,-24619,-2421
2013-01-01,5.11,2.32,8577,167821,4066.05,1018.76,817.32,3200,113,18205,-16450,-513
2013-04-01,8.11,3.74,13896,171334,3773.69,1031.91,1080.71,3200,115,29935,-21128,-8487
2013-07-01,6.69,3.2,11571,173028,3595.03,861.11,465.49,3200,102,24821,-25342,-6635
2013-10-01,4.61,2.13,7894,171293,3503.31,673.58,6.8,3200,109,13790,-19791,6346
2014-01-01,3.54,1.58,5990,169200,5918.51,2925.52,2628.08,0,116,7819,-30693,6905
2014-04-01,1.65,0.74,2755,166868,3215.62,326.87,-238.95,0,115,-412,-31803,18354
2014-07-01,0,0,-1191,167026,3565.93,592.99,193.07,0,121,-4445,-29772,22614
2014-10-01,0,0,-6367,162218,3197.15,-306.5,-1196.02,0,119,9272,-25695,17100
2015-01-01,0,0,-4085,165057,3356.84,789.31,626.91,4800,102,21002,-20196,1262
2015-04-01,1.51,0.71,2598,172284,2727.94,-489.37,-1095.24,4800,104,27307,-12968,-9322
2015-07-01,2.87,1.48,5028,175298,4093.48,461.99,1532.95,4800,88,41521,-951,-33674
2015-10-01,5.13,2.7,8813,171836,6493.74,3085.22,-1120.78,4800,84,40857,-13454,-27682
2016-01-01,6.75,3.52,11659,172791,3982.39,1492.95,566.45,6400,85,41102,-15211,-14820
2016-04-01,6.75,3.56,12089,179129,2718.95,-209.21,-1241.17,6400,84,48694,-22798,-20192
2016-07-01,7.92,4.33,14336,181046,2729.19,-86.73,-375.63,6400,77,40533,-29915,-9813
2016-10-01,9.77,5.33,18074,184959,2566.63,-515.38,-2391.65,6400,78,36777,-20561,-20186
2017-01-01,11.41,6.13,21223,186032,8888.82,5928.14,5551.5,8000,81,25130,-16041,-18478
2017-04-01,9.3,5.3,17622,189566,2867.92,-466.19,-736.25,8000,71,18726,-5809,-22664
2017-07-01,10.77,6.02,21113,196043,15796.82,12348.51,12981.53,8000,74,20434,-7904,-21056
2017-10-01,11.63,6.37,22751,195586,3479.87,-718.77,-1796.73,8000,77,21802,-10662,-16708
2018-01-01,9.51,5.29,18547,195001,18912.01,15688.93,15682.93,8000,75,27694,-10423,-21776
2018-04-01,10.79,5.78,20935,193997,3380.37,-447.88,-786.08,8000,81,21435,-11048,-11221
2018-07-01,9.5,4.8,18355,193246,3891.27,-356.42,-696.88,8000,92,11664,-13411,-5202
2018-10-01,9.11,4.74,17856,195984,10613.98,5639.84,2550.03,8000,87,16995,-24694,6044
2019-01-01,7.72,3.65,14906,193150,19085.07,14830.94,14553.59,3000,102,13879,-43946,30603
2019-04-01,5.62,2.72,10980,195220,3194.74,-728.46,-1424.37,3000,98,17698,-42486,27314
2019-07-01,3.87,1.86,7612,196659,3716.21,-318.06,-576.18,3000,99,23071,-40634,28427
2019-10-01,0,0,-386,188906,4065.27,-856.86,-4631.64,3000,117,18258,-31668,16861
2020-01-01,0,0,-19241,168855,21798.35,16189.46,15720.37,0,136,6955,-14055,19509
2020-04-01,0,0,-24517,163227,4558.77,-1510.59,-1283.72,0,148,20064,-37992,33164
2020-07-01,0,0,-26210,162368,8696.07,1167.58,1240.73,0,149,17554,-34790,22513
2020-10-01,0,0,-23496,157240,3029.29,-2551.93,242.7,0,149,28509,-41288,21448
