date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,7.13,5.06,37057,519616,7846.21,409.89,1232.38,8000,41,1232,-2490,-9270
2011-07-01,13.64,9.47,61692,452220,7506.13,274.2,1990.34,8000,44,611,3571,-8946
2011-10-01,6.52,4.46,27191,416878,7969.75,-58.49,-1048.93,8000,46,403,3548,-1084
2012-01-01,15.64,10.61,68324,436811,6819.65,384.57,5799.47,8000,47,1179,1944,215
2012-04-01,13.38,9.2,56788,424316,7646.54,583.48,19.84,8000,45,399,1845,59
2012-07-01,9.69,6.74,41228,425684,6959.74,375.89,177.81,8000,43,241,-4689,342
2012-10-01,9.02,6.55,37114,411494,7304.54,138.56,-1931.2,8000,38,1058,-5659,-1217
2013-01-01,0.1,0.07,422,408147,6275.98,291.2,1249.95,8000,40,1531,-1814,-2309
2013-04-01,1.22,0.87,5043,411861,7643.58,678.11,360.7,8000,41,2250,-286,-2111
2013-07-01,1.96,1.39,8348,425935,7041.23,461.17,570.84,8000,40,3389,987,-1692
2013-10-01,4.9,3.53,20687,422454,7667.19,340.23,51.71,8000,38,3190,1040,-921
2014-01-01,3.25,2.32,13495,415442,6962.83,510.91,452.84,9000,40,3156,-458,-987
2014-04-01,3.44,2.46,14351,417179,8016.35,815.15,580.99,9000,40,3296,-1452,-1127
2014-07-01,3.39,2.43,14179,417671,7388.84,496.24,381.59,9000,39,3234,-2201,-1343
2014-10-01,5.26,3.78,27191,517279,7954.96,404.65,1467.69,9000,39,2765,-1648,-598
2015-01-01,5.51,3.93,28195,511544,6882.72,551.78,584.56,9000,40,2174,-1766,136
2015-04-01,5.07,3.45,27058,533806,7696.96,673.56,469.78,9000,47,1735,-7794,5079
2015-07-01,4.11,2.78,20596,500718,7769.23,862.52,-256.15,9000,48,1888,-7722,4822
2015-10-01,3.13,2.12,15271,487346,8327.49,480.18,771.98,9000,48,954,-8647,4639
2016-01-01,2.99,2,14783,494359,7103,708.95,474.72,9000,49,1603,-9606,4901
2016-04-01,3.18,2.11,15165,476597,8147.46,864.92,472.06,9000,51,2580,-4176,499
2016-07-01,4.26,2.85,22049,518128,7760.8,854.14,561.18,9000,49,2939,-4367,895
2016-10-01,2.56,1.66,12673,495508,8511.74,329.72,-184.91,9000,54,4311,-4980,2020
2017-01-01,3.82,2.5,18997,497221,7689.02,614.3,327.82,9000,53,4375,-4153,528
2017-04-01,11.37,7.4,62070,545832,8840.75,834.78,703.62,9000,54,4434,-4701,1269
2017-07-01,7.6,4.86,40281,530083,8923.05,918.14,658.56,9000,56,3525,-7632,1942
2017-10-01,0.71,0.44,3476,487121,8812.11,395.31,-1960.31,9000,63,3329,-6585,1417
2018-01-01,4.59,2.77,23577,513211,8056.79,486.1,3691.04,9000,65,3710,-8181,3840
2018-04-01,0,0,-52421,485300,8857.39,746.8,-3433.96,9000,56,4083,583,-4461
2018-07-01,0,0,-9360,508494,8107.49,715.73,3275.39,9000,53,4718,4520,-5732
2018-10-01,0,0,-1960,476706,8451.7,337.61,-3751.78,9000,56,5389,-502,-5239
2019-01-01,0,0,-30502,474501,6945.42,258.37,361.9,5500,58,4646,1710,-6360
2019-04-01,0,0,-13130,463303,7866.53,536,-1099.18,5500,63,3182,-10439,4144
2019-07-01,0,0,-47548,455840,7499.26,487.27,-536.63,5500,66,3390,-12154,5518
2019-10-01,0,0,-18512,370374,1654.83,113.17,81.6,5500,111,2747,-7111,5619
2020-01-01,0,0,-56628,475276,5506.88,262.74,-3050.61,5700,157,3376,-6888,4692
2020-04-01,0,0,-259,514814,5744.06,318.91,3944.17,5700,149,4258,177,2711
2020-07-01,0,0,-329,502250,5472.32,271.15,-700.39,5700,145,4201,1955,-2888
2020-10-01,12.24,4.98,67087,547897,3995.24,112.31,6864.94,5700,135,6799,-23,-6415
