date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,23.21,10.94,28220,121607,1501.07,182.47,210.43,3000,112,1377,-622,-597
2011-07-01,13.57,6.4,16501,121607,1322.05,78.22,1.01,3000,112,213,-266,-126
2011-10-01,14.51,5.34,20359,140327,1725.81,272.86,264.45,3000,163,384,-518,330
2012-01-01,12.98,4.93,18631,143542,1703.85,287.89,217.37,3000,155,560,-722,-33
2012-04-01,16.02,6.46,24762,154524,2177.94,508.21,364.16,3000,141,1158,-741,-548
2012-07-01,20.77,8.48,33668,162083,1974.78,254.73,233.56,3000,138,2315,-1315,-981
2012-10-01,18.45,7.57,30526,165446,1940.99,202.02,188.55,3000,137,2288,-1927,-668
2013-01-01,18.82,8.03,32450,172440,1811.63,162.1,104.48,3000,128,1925,-1606,-478
2013-04-01,16.61,7.58,30269,182202,1960.8,262.28,208.68,3000,113,1540,-761,-875
2013-07-01,13.24,6.19,24608,185893,1617.47,37.09,38.22,3000,114,1704,-541,-1314
2013-10-01,12.16,6,22816,187649,1548.23,-51.59,44.58,3000,102,1088,627,-1599
2014-01-01,9.29,4.53,17541,188750,1534.7,-14.36,-19.39,2000,105,1332,24,-1239
2014-04-01,6.77,3.33,12788,188929,1464.04,-161.64,-9.65,2000,103,1354,-452,-611
2014-07-01,7.81,3.87,15383,196964,1871.33,99.14,64.06,2000,102,884,-383,-204
2014-10-01,8.79,4.14,18052,205476,1853.29,9.64,-22.14,2000,112,1181,-1709,684
2015-01-01,6.41,2.88,12959,202202,1451.7,-105,-68.81,2000,123,849,-1382,777
2015-04-01,5.42,2.56,11129,205506,1595.94,-165.23,-63.5,2000,112,909,-1045,413
2015-07-01,4.91,2.14,10626,216369,1764.63,-17.29,-10,2000,129,768,-1609,1643
2015-10-01,1.63,0.72,3454,212173,1581.2,-210.94,-200.8,2000,128,559,-576,732
2016-01-01,4.4,1.95,9348,212381,1670.9,32.27,61.49,3000,126,457,-920,567
2016-04-01,6.13,2.83,13433,219256,2234.89,194.99,318.22,3000,117,1031,-1226,32
2016-07-01,7.9,3.78,17592,222560,2117.35,150.21,136.42,3000,110,1656,-451,-1434
2016-10-01,9.46,3.94,22321,235863,2276.85,179.79,79.67,3000,140,2100,-1183,945
2017-01-01,11.46,3.53,26740,233274,1998.01,73.99,98.56,4000,223,2606,-5006,2787
2017-04-01,11.85,3.81,28835,243333,2166.84,121.17,59.99,4000,209,2338,-5429,3139
2017-07-01,14.59,4.94,38381,263065,2323.45,261.59,196,4000,194,2039,-5620,3122
2017-10-01,18.41,6.51,49656,269673,2685.27,367.75,277.64,4000,183,2812,-4175,-168
2018-01-01,18.68,6.91,51602,276220,2165.7,148.08,341.12,3000,171,2274,255,-2380
2018-04-01,17.74,6.55,51439,290030,2234.76,149.21,81.3,3000,171,1983,-315,-1426
2018-07-01,10.64,3.97,30457,286131,2238.85,-9.84,30.95,3000,169,1771,457,-1878
2018-10-01,7.09,2.66,20569,290179,2576.63,144.5,74.04,3000,166,528,-663,-898
2019-01-01,6.59,2.28,19695,298958,2343.19,166.7,94.81,2000,182,570,-819,14
2019-04-01,6.29,2.18,18985,301603,2673.52,171.97,91.2,2000,182,700,-1755,1151
2019-07-01,7.07,2.47,21562,305163,2507.77,44.32,-33.02,2000,180,1127,-2620,1616
2019-10-01,4.31,1.52,12180,282554,0,0,0,2000,177,1933,-500,-900
2020-01-01,3.38,1.2,9865,291957,1646.6,58.13,84.6,5000,175,2526,-701,-1659
2020-04-01,7.86,2.92,24540,312065,1609.97,121.42,334.99,5000,163,4304,1197,-3262
2020-07-01,12.93,4.97,42462,328370,1887.93,177.77,114.67,5000,155,4426,364,-3309
2020-10-01,19.24,7.86,65388,339891,1876.22,200.45,255.25,5000,140,4022,-1306,-2130
