date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,0,0,-94,3483,2896.02,136.34,142.12,0,123,1428,810,-2226
2011-07-01,0,0,-147,3190,2955.38,36.28,-31.35,0,160,1692,589,-2328
2011-10-01,0,0,-132,3100,3500.76,273.69,-94.76,0,179,1170,-192,-1253
2012-01-01,0,0,-116,2964,2708.16,-205.29,-406.55,0,193,613,124,-694
2012-04-01,0,0,-57,3040,3684.17,293.76,106,0,190,851,-651,-136
2012-07-01,1.34,0.46,42,3103,3258.86,306.19,210.7,0,182,1010,-573,-359
2012-10-01,3.05,1.08,97,3179,3686.79,424.77,221.33,0,175,2048,-838,-1149
2013-01-01,3.29,1.13,100,3051,3068.46,-78.98,-357.1,0,182,2493,-869,-1543
2013-04-01,2.84,1,89,3137,3719.85,268.91,85.2,0,174,2689,-925,-1930
2013-07-01,3.75,1.38,122,3242,3397.61,313.42,247.7,0,164,3236,-962,-2190
2013-10-01,3.55,1.34,117,3297,3827.23,338.6,180.47,0,157,2542,-744,-1873
2014-01-01,7.09,2.69,234,3293,2990.16,126.6,20.43,0,155,2862,-694,-2254
2014-04-01,8.74,3.46,299,3417,3670.24,349.92,293.15,0,145,2991,-464,-2472
2014-07-01,7.47,3.02,260,3482,3369.5,292.85,147.46,0,141,2379,-372,-2201
2014-10-01,8.58,3.57,306,3560,3841.03,410.27,338.38,0,134,2776,-637,-2136
2015-01-01,10.49,4.46,381,3632,3005.89,246.44,227.65,0,130,2697,-507,-2257
2015-04-01,11.24,5.02,427,3804,3850.88,419.51,372.85,0,119,2902,-578,-2386
2015-07-01,12.62,5.9,497,3939,3609.5,504.24,358.67,0,109,3071,-332,-2797
2015-10-01,5.95,2.67,223,3752,3695.29,459.52,-460.65,0,118,2742,-127,-2649
2016-01-01,6.29,2.9,241,3840,3190.6,284.92,257.88,32,112,2854,-262,-2686
2016-04-01,6.01,2.88,189,3145,3556.27,528.7,367.51,32,105,2335,-285,-2052
2016-07-01,5.36,3.08,223,4154,3424.94,499.1,374.5,32,72,2373,-529,-1741
2016-10-01,10.23,5.59,433,4230,3942.23,470.89,349.38,32,77,1967,-742,512
2017-01-01,12.16,6.47,500,4114,2418.94,317.2,1931.27,214,84,1946,561,1086
2017-04-01,13.01,7.64,490,3766,2797.7,535.51,695.62,214,68,1720,674,110
2017-07-01,10.74,5.71,430,4000,2488.13,364.05,302.87,214,85,2184,-2009,2614
2017-10-01,15.41,8.78,657,4262,2627.81,527.87,1296.74,214,73,2982,-2230,48
2018-01-01,13.32,7.57,561,4209,2033.14,108.9,530.84,370,74,2987,-3527,-988
2018-04-01,11.03,6.35,471,4266,2663.62,448.18,273.08,370,72,3603,-3972,-559
2018-07-01,12.02,7.04,514,4279,2371.43,445.81,338.16,370,69,3356,-1456,-3367
2018-10-01,7.56,4.32,318,4207,2890.44,666.59,362.6,370,73,3160,-1157,-2569
2019-01-01,7.85,4.39,321,4088,2254.28,150.83,501.06,420,78,3433,-1276,-2197
2019-04-01,8.58,4.85,349,4071,2810.62,608.56,390.81,420,76,3604,-870,-2559
2019-07-01,7.95,4.41,320,4028,2451.01,415.63,261.8,420,79,3539,-737,-1700
2019-10-01,7.25,3.88,284,3916,2931.69,529.11,219.56,420,87,3660,-763,-2651
2020-01-01,7.78,4.13,298,3828,2068.8,261.71,579.2,440,88,3550,-785,-2485
2020-04-01,7.64,4.16,291,3805,2557.5,695.08,422.73,440,83,3558,-1394,-3012
2020-07-01,7.29,3.82,272,3738,2342.07,431.94,160.61,440,91,3602,-1370,-3099
2020-10-01,8.18,4.15,274,3354,2958.07,571.94,179.4,440,97,3859,-1388,-2856
