date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,5.43,3.55,602,11090,788.48,45.47,26.8,100,53,172,-164,-32
2011-07-01,6.81,4.41,771,11325,773.7,15.93,33.53,100,54,24,-140,125
2011-10-01,5.67,3.61,741,13056,892.09,12.89,7.95,100,57,-210,-111,125
2012-01-01,5.98,3.87,680,11374,746.47,19.61,18.33,100,54,-234,-117,117
2012-04-01,4.68,2.98,536,11469,653.47,14.54,8.47,100,57,-242,-130,260
2012-07-01,3.16,1.84,366,11593,832.31,19.28,11.86,100,71,111,-169,127
2012-10-01,5.8,3.39,792,13658,1181.14,62.51,53.5,100,70,277,-290,95
2013-01-01,8.19,4.49,1157,14137,863.73,36.91,37.1,100,82,387,-337,76
2013-04-01,7.84,4.4,1118,14262,747.76,20.93,24.82,100,77,513,-496,30
2013-07-01,8.75,4.58,1261,14411,872.38,31.16,7.59,100,90,-48,-555,390
2013-10-01,6,3.15,873,14553,1232.14,58.98,23,100,89,209,-675,226
2014-01-01,3.85,1.93,566,14694,770.79,24.38,24.28,100,98,-88,-677,583
2014-04-01,4.49,2.2,662,14765,856.31,9.15,-13.86,100,103,-324,-546,749
2014-07-01,3.24,1.53,482,14906,896.86,24.2,14.3,100,110,14,-544,434
2014-10-01,4.89,2.3,721,14749,1299.97,103.07,66.1,100,111,-133,-381,504
2015-01-01,5.06,2.39,754,14898,885.22,40.64,13.31,100,111,133,-327,164
2015-04-01,5.68,2.68,863,15204,916.49,12.68,19.9,100,111,270,-294,67
2015-07-01,7.61,3.45,1190,15636,1088.59,28.2,78.7,100,119,217,-124,-8
2015-10-01,8.15,4.16,1304,16005,1592.72,126.48,81.3,100,95,437,-72,-380
2016-01-01,12.19,6.8,2045,16774,1102.79,130.28,99.5,150,78,399,-95,-318
2016-04-01,14.78,8.31,2589,17520,938.82,65.78,49.45,150,77,540,-74,-470
2016-07-01,14.17,7.63,2504,17669,1219.53,75.33,35.16,150,85,588,-197,-427
2016-10-01,15.64,8.65,2898,18532,1799.69,94.36,102.25,150,80,614,-221,-350
2017-01-01,12.77,7.19,2383,18658,1133.93,61.37,16.57,200,77,626,-206,-388
2017-04-01,10.45,5.69,1999,19129,1213.27,67.44,70.72,200,82,235,-265,18
2017-07-01,12.67,6.42,2530,19976,1317.88,77.13,27.37,200,96,37,-274,267
2017-10-01,10.3,5.25,2074,20133,2033.12,114.25,48.26,200,96,201,-401,266
2018-01-01,10.83,5.38,2263,20887,1446.06,101.18,82.61,250,101,233,-446,177
2018-04-01,10.65,4.82,2280,21413,1308.39,57.68,58.24,250,121,-227,-490,743
2018-07-01,7.75,3.35,1670,21554,1417.49,77.97,44.02,250,131,2,-519,605
2018-10-01,8.85,4.24,1943,21970,2008.65,56.55,43.31,250,108,-145,-447,564
2019-01-01,6.96,3.24,1530,22002,1483.72,100.31,27.41,300,115,-66,-435,599
2019-04-01,7.5,3.56,1692,22551,1250.48,42.54,51.35,300,111,641,-385,-255
2019-07-01,9.42,4.41,2193,23281,1566.13,139.93,125.42,300,114,550,-364,-179
2019-10-01,9.26,4.57,2186,23611,2253.86,109.24,0.56,300,103,785,-515,-335
2020-01-01,11.06,5.27,2662,24082,1683.71,171.54,177.33,350,110,483,-538,93
2020-04-01,12.31,5.67,3077,25000,1724.27,94.62,55.43,350,117,396,-558,154
2020-07-01,11.83,5.33,3040,25699,1714.17,140.5,101.81,350,122,499,-511,-24
2020-10-01,11.96,5.67,3062,25603,2341.09,47.97,-145.69,350,111,576,-588,186
