date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,14.34,5.87,391,2726,111.25,-24.83,18.12,0,144,13,-288,295
2011-07-01,3.08,1.12,81,2631,118.8,-31.57,-7.97,0,174,-30,-253,183
2011-10-01,0,0,-120,2621,318.82,2.35,-1.82,0,207,-65,-173,174
2012-01-01,0,0,-43,2579,287.83,-12.15,-16.56,57.38,276,-355,-51,389
2012-04-01,0.37,0.11,10,2729,355.86,21.58,28.33,57.38,221,-165,24,179
2012-07-01,3.02,0.96,84,2770,234.18,11.11,6.61,57.38,214,-71,-15,183
2012-10-01,8.97,2.85,257,2868,627.9,108.64,35.12,57.38,215,117,-17,-35
2013-01-01,16.46,5.88,486,2949,289.45,36.21,28.55,81.97,180,380,5,-364
2013-04-01,15.64,6,484,3096,301.82,24.92,32.49,81.97,161,257,-18,-249
2013-07-01,11.67,4.21,349,2991,291.17,6.87,-21.18,81.97,178,168,-16,-223
2013-10-01,19.42,7.39,682,3514,736.95,134.37,107.85,81.97,163,17,-4,35
2014-01-01,18.38,7,643,3498,413.95,27.19,23.52,90.16,163,20,-7,91
2014-04-01,17.39,7.44,631,3627,474.45,58.4,27.12,90.16,134,-5,-13,40
2014-07-01,21.66,9.61,798,3685,401.02,43.92,43.38,90.16,125,69,10,31
2014-10-01,15.1,7.29,582,3856,541.46,35.93,22.98,90.16,105,131,-13,-4
2015-01-01,9.66,4.27,350,3620,319.75,-31.06,-34.78,40.98,124,-44,-37,81
2015-04-01,6.35,2.91,230,3617,418.71,-3.06,15.86,40.98,116,-15,-2,84
2015-07-01,5.52,2.22,207,3744,448.89,36.71,45.19,40.98,145,310,-4,19
2015-10-01,3.45,1.21,158,4587,536.76,105.88,53.67,40.98,182,6,-257,171
2016-01-01,0,0,-415,3154,259.62,13.86,-4.55,0,315,277,28,-211
2016-04-01,0,0,-1057,2940,437.67,19.05,26.63,0,394,-368,-291,656
2016-07-01,0,0,-1596,2575,458.67,89.35,50.88,0,471,-714,-231,715
2016-10-01,0,0,-2185,2443,527.65,53.21,-701.8,0,343,-406,-36,565
2017-01-01,0,0,-2199,1853,286.22,3.83,-28.16,0,472,-516,-287,795
2017-04-01,0,0,-2152,1400,427.64,15.24,-39.83,0,667,-12,102,-10
2017-07-01,0,0,-1579,1665,451.46,63.41,53.59,0,526,131,44,-119
2017-10-01,0,0,-651,2456,527.48,56.45,-313.67,0,253,194,67,-87
2018-01-01,0,0,-161,2430,273.58,5.37,6.28,0,213,59,51,-96
2018-04-01,7.86,2.63,192,2443,460.49,11.07,-8.55,0,207,165,-19,-38
2018-07-01,5.44,1.97,141,2589,492.56,36.3,79.12,0,177,24,-17,101
2018-10-01,8.36,3.39,236,2828,393.8,-35.66,48.01,0,144,-108,20,-58
2019-01-01,3.08,1.13,72,2349,153.74,-62.79,-50.63,0,170,-64,12,56
2019-04-01,1,0.4,20,2010,489.52,16.4,32.56,0,147,39,36,-80
2019-07-01,0,0,-19,2100,384.29,-11.25,30.9,0,150,-37,41,-150
2019-10-01,4.69,2.03,110,2350,590.12,45.17,88.44,0,129,203,49,-6
2020-01-01,10.17,4.45,240,2363,296.1,12.93,33.56,0,128,184,33,-36
2020-04-01,8.59,3.47,193,2250,300.99,-30.43,-33.18,0,147,124,-93,170
2020-07-01,2.65,1.06,58,2182,346.6,-37.46,-26.04,0,148,36,-35,149
2020-10-01,0,0,-220,2129,340.5,-107.41,-47.83,0,152,-57,4,109
