date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,16.95,14,30100,177625,541.81,144.03,127.6,1250,21,594,-508,-20
2011-07-01,16.93,14.06,31255,184625,536.08,115.98,111.48,1250,20,989,-596,-20
2011-10-01,16.86,13.74,32683,193875,537.45,175.44,153.84,1250,23,580,-541,-20
2012-01-01,16.55,13.66,33326,201375,566.61,152.72,140.29,1250,21,572,-585,-40
2012-04-01,16.01,13.59,33567,209625,504.71,142.32,131.46,1250,18,538,-614,-20
2012-07-01,15.32,12.75,33119,216125,508.27,106.02,104.32,1250,20,180,-167,-20
2012-10-01,14.87,12.49,33606,226000,558.44,180.8,161.62,1250,19,563,-438,-20
2013-01-01,14.12,11.87,32874,232813,527.56,141.12,128.59,1250,19,563,243,0
2013-04-01,13.69,7.22,33023,241188,495.66,138.22,133.83,1250,90,540,-3607,2866
2013-07-01,12.93,7.77,31893,246563,500.51,106.63,86.24,1250,66,545,-3082,1948
2013-10-01,11.88,7.4,30356,255438,542.34,173.85,137.04,1250,61,574,-2749,1780
2014-01-01,11.21,7.13,29267,261125,525.99,136.59,111.16,1250,57,492,-3199,1713
2014-04-01,10.21,6.64,27317,267500,493.61,127.73,102.63,1250,54,523,655,-1186
2014-07-01,10.07,6.75,27486,273063,505.3,106.76,88.95,1250,49,474,-50,-423
2014-10-01,9.42,6.47,26398,280375,523.3,147.28,119.62,1250,45,503,-55,-464
2015-01-01,9.26,6.49,26503,286188,518.8,136.13,112.85,1250,43,498,-44,-454
2015-04-01,9.13,6.59,26748,292813,485.81,127.65,106.54,1250,39,496,-16,-479
2015-07-01,9.11,6.66,27242,298875,503.72,113.34,96.86,1250,37,536,-53,-481
2015-10-01,9.34,6.96,28688,307125,544.99,170.6,142.75,1250,34,521,-56,-378
2016-01-01,9.26,6.95,28995,313188,529.73,139.57,117.77,1250,33,552,-66,-321
2016-04-01,8.98,7.08,28684,319563,503.74,132.48,101.56,1250,27,561,-66,-495
2016-07-01,8.9,7.09,29016,325938,515.48,115.58,102.18,1250,26,533,-91,-441
2016-10-01,8.53,6.95,28472,333938,555.29,172.84,134.04,1250,23,501,-92,-511
2017-01-01,8.32,6.9,28261,339813,517.38,130.16,114.39,1250,21,497,-98,-561
2017-04-01,8.54,7.27,29608,346563,507.53,136.47,123.12,1250,18,515,-101,-415
2017-07-01,8.43,7.26,29770,353063,505.18,114.89,104.77,1250,16,538,-39,-500
2017-10-01,8.26,7.3,29904,362125,566.38,181.37,136.19,1250,13,513,-36,-473
2018-01-01,8.12,7.25,29861,367875,513.21,128.94,113.7,3000,12,539,-19,-479
2018-04-01,7.66,7,28691,374438,488.07,113.95,104.39,3000,9,485,22,-413
2018-07-01,7.55,6.73,28764,381000,527.05,115.44,105.95,3000,12,506,-5,-225
2018-10-01,7.26,6.48,28183,387938,0,0,0,3000,12,538,-6,-76
2019-01-01,7.51,6.58,29475,392375,371.43,137.11,134.37,3500,14,649,-88,-36
2019-04-01,7.4,6.6,29521,398938,351.77,112.16,105.13,3500,12,678,-166,-64
2019-07-01,7.41,6.54,30088,406125,379.78,127.32,115.02,3500,13,671,-267,-64
2019-10-01,7.21,6.34,29793,413250,445.81,174.43,122.16,3500,14,742,-555,-64
2020-01-01,6.6,5.9,27436,415813,332.95,100.15,96.67,3500,12,450,-540,-48
2020-04-01,6.67,5.97,28231,423188,389.39,130.59,117.84,3500,12,605,-486,-56
2020-07-01,6.18,5.49,26499,428625,327.46,88.16,87.31,3500,13,578,-476,-56
2020-10-01,6.18,5.5,26975,436438,425.29,164.2,129.78,3500,12,506,-193,-56
