date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,5.53,3.46,7383,133460,2704.11,18.06,111.16,1250,60,846,-1121,-14
2011-07-01,5.25,3.46,7103,135320,1711.38,-113.91,94,1250,52,218,-678,-19
2011-10-01,6.5,3.28,8657,133220,5196.47,-80.08,-94.31,1250,98,454,-668,-10
2012-01-01,6.79,3.14,9231,136040,8056.06,163.5,350.69,1250,116,522,-595,-100
2012-04-01,6.59,4.14,9103,138120,2781.36,34.87,104.79,1250,59,-48,215,-95
2012-07-01,6.74,4.41,9460,140360,1847.49,-117.65,111.83,1250,53,172,-87,-104
2012-10-01,10.56,5.03,15180,143740,6166.63,77.2,29.12,1250,109,1026,-213,-109
2013-01-01,8.71,4.08,12843,147460,8075.15,102.22,285.67,1250,112,578,-444,-129
2013-04-01,11.06,6.79,17007,153820,3279.55,116.64,187.43,1250,62,572,-226,-126
2013-07-01,10.03,6.45,15460,154100,1875.5,-130.65,198.05,1250,54,855,-556,-72
2013-10-01,8.61,4.44,13423,155820,5628.46,22.59,-85.98,1250,92,689,-634,-63
2014-01-01,9.19,4.66,14773,160840,7500.54,129.32,328.13,1500,95,891,-1304,-51
2014-04-01,7.79,4.91,12845,164900,2884.3,72.88,127.25,1500,57,825,-1306,-48
2014-07-01,7.66,5.03,12721,166000,1926.54,-107.8,-17.79,1500,51,754,-864,-111
2014-10-01,7.26,3.79,12145,167320,5956.36,-58.09,92.25,1500,89,550,-1386,-120
2015-01-01,6.56,3.49,11235,171160,7224.67,182.59,336.61,1750,86,623,-1035,-112
2015-04-01,5.23,3.52,9064,173380,2365.68,-5.66,41.61,1750,47,451,-505,-104
2015-07-01,4.48,3.12,7735,172720,1496.7,-155.36,-73.57,1750,43,296,-527,-147
2015-10-01,5.12,3.11,8900,173880,4244.69,-32.74,171.31,1750,64,102,431,-98
2016-01-01,4.47,2.63,7906,176700,5817.34,195.5,321.15,1750,70,130,689,-91
2016-04-01,4.02,2.84,7160,178140,1830.91,-38.64,24.06,1750,42,453,-33,-105
2016-07-01,4.05,2.93,7165,177080,1232.16,-147.73,-96.05,1750,38,514,-128,-22
2016-10-01,2.62,1.59,4640,177260,3773.19,-68.43,96.61,1750,65,768,-986,-58
2017-01-01,2.72,1.61,4892,180000,5514.36,172.85,290.02,1750,69,343,-1084,-57
2017-04-01,2.29,1.61,4144,180760,2002.14,-67.01,-15,1750,42,285,-908,-62
2017-07-01,2.09,1.5,3753,179700,1484.34,-151.49,-88.86,1750,39,361,-419,-68
2017-10-01,3.98,2.36,7265,182480,4438.14,158.82,255.79,1750,69,449,-273,-77
2018-01-01,4.12,2.44,7660,185860,5912.4,196.98,356.91,1750,69,648,-1187,-68
2018-04-01,4.17,2.94,7789,186700,2073.63,-52.01,-0.48,1750,42,469,-322,-82
2018-07-01,4.4,3.18,8188,185920,1441,-169.68,-99.25,1750,38,312,-711,-81
2018-10-01,4.39,3.03,8277,188720,4393.41,54.32,49,1750,44,-1529,929,-76
2019-01-01,3.79,2.27,7247,191160,5698.75,179.78,216.77,1750,66,424,-265,-76
2019-04-01,4.56,3.23,8825,193620,2187.88,8.21,43.62,1750,41,472,-610,-74
2019-07-01,4.48,3.23,8644,192800,1511.16,-127.17,-71,1750,39,690,-763,-77
2019-10-01,3.03,1.85,5835,192800,4127.49,37.28,-48.63,1750,64,2115,-2188,-115
2020-01-01,3.1,1.82,6063,195400,5382.25,202.2,228.27,16750,70,673,-855,-204
2020-04-01,2.22,1.5,4345,196060,2205.89,-38.59,0.24,16750,48,812,-771,-158
2020-07-01,12.59,8.76,27470,218140,1322.7,-140.66,1340.72,16750,44,619,-179,-152
2020-10-01,12.71,7.77,26203,206100,3808.85,45.21,-31.05,16750,63,571,183,-697
