date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,0,0,-195,1456,323.64,-9.68,-14.34,0,265,58,-168,5
2011-07-01,0,0,-482,1194,229.12,-40.27,-87.81,0,379,44,-91,63
2011-10-01,0,0,-760,342,359.62,-19.87,-115.16,0,1443,3,-52,14
2012-01-01,0,0,-479,1020,517.72,48.96,57.4,0,516,-46,-54,47
2012-04-01,0,0,-241,1219,635.75,90.14,65.04,0,438,23,-65,86
2012-07-01,18.89,4.11,278,1474,720.03,103.55,85.46,0,359,118,-67,-37
2012-10-01,59.66,11.81,827,1387,671.29,59.67,43.28,0,390,282,-145,-106
2013-01-01,59.61,15.79,1127,1891,803.61,88.06,90.06,0,270,493,-135,-265
2013-04-01,57.01,17.22,1336,2344,756.44,102.69,75.2,0,225,469,-115,-218
2013-07-01,54.16,19.51,1406,2596,703.47,90.65,104.02,0,173,610,-126,-367
2013-10-01,46.4,15.78,1177,2536,415.7,-27.03,-25.21,0,188,438,-279,-99
2014-01-01,24.23,7.46,583,2407,396.33,-61.8,-77.66,0,217,129,-341,260
2014-04-01,5.79,1.65,133,2296,621.33,-16.02,-25.88,0,242,70,-386,254
2014-07-01,0,0,-252,2284,560.82,-34.26,-35.96,0,236,-148,-396,470
2014-10-01,0,0,-397,2542,449.48,-48.32,9.05,0,190,-238,-189,509
2015-01-01,0,0,-461,2407,553.5,-64.74,-77.26,0,229,-274,-167,594
2015-04-01,0,0,-875,1978,278.18,-127.61,-134.92,0,262,-231,-132,521
2015-07-01,0,0,-1163,1677,556.74,-106.53,-122.23,0,326,-195,-137,529
2015-10-01,0,0,-1438,1270,473.98,-195.74,-146.7,0,437,-46,-198,289
2016-01-01,0,0,-674,1833,473.78,-21.67,190.11,0,378,78,-270,247
2016-04-01,0,0,-575,1459,321.49,-79.32,-115.9,0,395,34,358,-384
2016-07-01,0,0,-152,1441,337.19,-52.7,23.57,0,354,51,550,-648
2016-10-01,8.63,1.89,118,1369,434.9,-0.11,-53.96,0,357,138,786,-821
2017-01-01,0,0,-352,1357,457.09,-5.59,35.68,0,388,55,897,-1032
2017-04-01,0,0,-34,1351,400.78,-14.35,-9.73,0,387,152,277,-400
2017-07-01,0,0,-86,1561,277.52,13.78,7.66,0,324,189,179,-152
2017-10-01,0,0,-260,1540,320.73,43.57,-125.46,0,316,-78,-5,71
2018-01-01,0,0,-347,1855,225.18,-40.98,9.58,0,309,-131,-22,140
2018-04-01,0,0,-533,1840,425.64,-62.23,-76.28,0,391,-290,-140,426
2018-07-01,0,0,-633,1696,587.06,-24.93,-12.39,0,400,-522,-209,519
2018-10-01,0,0,-831,2291,328.32,-99.47,-238.84,0,217,-374,-219,900
2019-01-01,0,0,-280,2982,874.89,177.58,216.06,0,186,-253,-313,664
2019-04-01,23.82,8.53,1036,4348,1863.37,454.01,436.05,0,179,-221,-153,416
2019-07-01,40.59,15.22,2362,5819,2482.85,526.18,482.84,0,167,-343,-189,759
2019-10-01,47.63,24.29,2606,5472,752.58,33.06,-131.53,0,96,-36,-178,175
2020-01-01,40.76,23.02,2395,5876,690.84,70.07,106.7,0,77,991,-109,169
2020-04-01,26.26,13.63,1611,6135,1197.32,208.92,128.34,0,93,841,-211,420
2020-07-01,5.86,3.43,361,6158,771.41,34.65,3.13,0,71,1300,-199,-354
2020-10-01,10.92,6.87,669,6128,605.29,25.36,4.19,0,59,1203,-175,-204
