date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,6.5,3.44,310,4767,448.51,9.3,5.83,50,89,-27,-26,73
2011-07-01,0,0,-194,4382,398.7,4.73,-50.87,50,75,-6,-26,55
2011-10-01,0,0,-306,4681,227.82,-8.2,-4.44,50,88,-24,-26,75
2012-01-01,0,0,-125,4486,298.26,17.78,33.32,50,94,-43,-27,104
2012-04-01,0,0,-97,4557,495.12,31.54,9.39,50,94,-36,-45,94
2012-07-01,10.3,7.14,490,4763,424.89,19.8,24.74,50,44,146,-52,-67
2012-10-01,6.99,4.22,342,4887,183.71,-36.65,-22.14,50,66,148,-66,-67
2013-01-01,2.15,0.98,109,5066,213.35,-5.15,-7.39,100,120,117,-109,-16
2013-04-01,11.83,4.52,675,5704,939.33,111.34,74.69,100,162,-45,-84,186
2013-07-01,14.67,7.94,881,6003,556.98,51.59,48.67,100,85,249,-64,131
2013-10-01,19.47,10.04,1174,6026,297.71,19.03,18.79,100,94,128,-130,31
2014-01-01,25.01,7.93,1427,5704,383.01,27.92,19.47,100,215,-246,-97,390
2014-04-01,24.53,8.28,1564,6376,1032.96,119.88,87.86,100,197,-172,-98,277
2014-07-01,5.56,2.39,418,7531,225.79,-104.9,-80.37,100,132,-696,-2,428
2014-10-01,4.65,2.09,357,7665,377.5,23.66,2.39,100,123,-628,72,590
2015-01-01,2.56,1.16,195,7622,292.54,3.96,35.76,0,122,-69,107,11
2015-04-01,0,0,-489,7537,582.38,12.78,-11.63,0,126,47,102,-128
2015-07-01,0,0,-245,7286,320.03,-41.82,-36.07,0,109,182,3,-179
2015-10-01,0,0,-1045,6443,262.83,-87.92,-91.84,0,125,325,-11,-283
2016-01-01,0,0,-1014,6516,339,11.29,1.78,50,133,246,-50,-234
2016-04-01,0,0,-830,6608,617.13,31.6,22.64,50,127,386,-38,-331
2016-07-01,0,0,-1204,5929,419.86,-29.56,-106.13,50,119,329,-52,-250
2016-10-01,0,0,-848,5602,274.1,6.8,-60.46,50,124,259,-48,-265
2017-01-01,0,0,-776,5642,374.59,31.5,24.93,200,136,279,-47,-235
2017-04-01,0,0,-430,6125,636.7,76.88,68.02,200,133,220,-58,-143
2017-07-01,5.33,2.52,332,6222,661.72,39.98,26.45,200,112,272,-128,-193
2017-10-01,11.61,5.63,692,5960,408.97,23.05,1.62,200,106,278,-166,-140
2018-01-01,13.81,6.87,889,6441,611.48,80.23,63.97,400,101,304,-152,-144
2018-04-01,15.78,7.87,1079,6838,969.14,140.21,112.94,400,101,491,-187,-281
2018-07-01,15.71,8.45,1060,6743,570.95,18.92,10.31,400,86,259,-104,-172
2018-10-01,15.9,8.56,1056,6639,668.14,-31.05,4.45,400,86,343,-101,-164
2019-01-01,26.52,13.7,2130,8030,1132.38,312.55,247.2,500,94,451,-193,-230
2019-04-01,22.93,13.96,1927,8405,903.14,118.61,100.24,500,64,225,-130,-217
2019-07-01,23.33,14.36,1961,8405,700.48,50.56,44.86,500,62,321,-280,-78
2019-10-01,26.52,14.69,2266,8545,593.6,17.33,11.39,500,80,334,-205,138
2020-01-01,11.35,6.04,1059,9334,827.4,115.91,71.59,500,88,232,-645,364
2020-04-01,13.79,7.6,1360,9860,752.16,113.6,110.85,500,81,441,-773,441
2020-07-01,20.87,11.63,2205,10565,1030.14,170.17,125.73,500,79,533,-652,283
2020-10-01,22.59,12.3,2374,10509,1018.47,157.08,92.08,500,84,347,-714,107
