date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,13.98,9.2,1457,10419,1397.51,64.42,106.05,150,52,-618,127,14
2011-07-01,12.86,8.47,1356,10539,1423.22,88.46,92.95,150,52,-99,128,-164
2011-10-01,6.11,3.14,812,13284,1568.41,32.29,38.04,150,94,-99,128,-164
2012-01-01,9.07,6,994,10968,1485.86,122.54,185.4,150,51,-32,-1,-217
2012-04-01,7.3,5.01,802,10981,1393.5,-34.79,24.34,150,46,269,-36,-271
2012-07-01,5.68,4.04,625,10998,1323.5,36.25,17.72,150,41,682,-173,-560
2012-10-01,5.63,3.05,802,14260,1578.19,-18.03,5.51,150,83,667,-383,-282
2013-01-01,6.44,3.35,927,14406,1306.93,21.1,136.62,150,91,994,-337,-262
2013-04-01,8.73,4.59,1305,14947,1405.25,45.92,123.38,150,89,854,-637,55
2013-07-01,11.74,6.27,1791,15254,1474.92,4.71,132.59,150,86,817,-661,189
2013-10-01,11.5,6.48,1845,16038,1586.28,14.54,-47.19,150,77,1037,-617,-53
2014-01-01,11.49,5.88,1822,15859,1436.7,47.72,81.14,200,94,1049,-799,30
2014-04-01,12.65,6.86,2054,16239,1347.64,56.02,226.03,200,83,1180,-654,-281
2014-07-01,11.28,6.03,1887,16738,1246.28,17.74,51.12,200,86,1061,-749,-188
2014-10-01,13.08,7.34,2368,18101,1586.99,70.25,119.24,200,77,906,-789,-164
2015-01-01,13.4,6.97,2378,17750,1317.14,70.67,182.46,260,91,993,-791,20
2015-04-01,12.56,6.84,2320,18475,1511.67,97.74,287.67,260,83,732,-766,232
2015-07-01,12.18,6.43,2311,18979,1445.43,87.06,90.58,260,88,884,-998,437
2015-10-01,8.45,4.59,1659,19633,1661.59,2.62,-42.01,260,83,1541,-1488,507
2016-01-01,8.4,4.32,1594,18981,1395.56,57.7,155.93,260,93,1246,-1560,518
2016-04-01,8.01,4.24,1556,19430,1405.74,37.11,244.9,260,88,1294,-1786,476
2016-07-01,9.63,5.35,1912,19852,1517.89,101.11,82.48,260,79,1159,-1477,176
2016-10-01,12.56,7.31,2784,22161,2069.18,129.93,166.19,260,71,972,-894,-205
2017-01-01,14.13,8.18,2999,21217,1742.3,101.79,229.17,400,72,1338,-948,-663
2017-04-01,14.5,8.52,3215,22175,1830.88,127.82,975.24,400,69,1747,-889,-764
2017-07-01,13.09,7.86,2975,22732,1914.25,97.74,142.55,400,66,1855,-1157,-687
2017-10-01,9.64,6.13,2288,23721,1721.08,1.12,-26.19,400,56,1512,-1236,-352
2018-01-01,8.09,4.8,1807,22338,1576.26,-32.21,58.49,400,68,1125,-1207,-118
2018-04-01,6.14,3.61,1393,22714,1741.79,11.36,130.1,400,69,828,-863,-91
2018-07-01,5.22,3.09,1185,22690,1707.9,1.9,61.34,400,68,537,-738,-27
2018-10-01,2.5,1.47,592,23667,2325.45,74.25,21.2,400,69,530,-589,-37
2019-01-01,2.23,1.26,524,23491,1779.25,-20.59,96.49,400,75,764,-423,32
2019-04-01,3.72,2.29,826,22185,4301.11,311.51,412.17,400,62,-53,-461,233
2019-07-01,4.03,2.46,913,22637,3653.2,-62.64,58,400,63,-501,101,489
2019-10-01,6.31,3.8,1419,22495,4337.36,214.85,251.56,400,65,-411,214,456
2020-01-01,6.4,3.83,1460,22821,4085.07,254.26,296.44,500,66,-276,-90,59
2020-04-01,2.99,1.83,670,22421,3424.09,166.01,173.14,500,62,110,-187,80
2020-07-01,3.44,2.01,988,28705,4422.41,372.4,265.68,500,70,815,-1113,326
2020-10-01,4.66,2.83,1363,29243,5462.39,247.13,182.1,500,64,1629,-1713,213
