date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,10.31,3.66,3639,35282,24659.57,1481.6,1720.97,500,176,-6114,104,2143
2011-07-01,12.51,4.52,4616,36897,25076.53,1660.54,1515.64,500,171,-4732,297,4731
2011-10-01,15.12,5.42,5705,37743,31128.28,656.67,790.16,500,172,-1557,-688,3450
2012-01-01,14.62,5.21,5654,38674,22144.9,1045.18,896.78,500,174,-5957,-2063,5604
2012-04-01,12.85,4.65,5039,39221,24684.04,752.96,938.56,500,169,-3863,-3023,4868
2012-07-01,11.04,4.02,4473,40523,25284.18,1344.16,1174.92,500,167,4182,-2965,1399
2012-10-01,11.21,4.07,4578,40845,32221.3,1014.04,459.93,500,168,281,-2081,1855
2013-01-01,11.56,4.21,4771,41281,22326.2,1209.21,999.67,500,166,1746,-3680,1506
2013-04-01,11.46,4.04,4851,42327,26078.85,1137.3,1091.95,500,175,6184,-3464,400
2013-07-01,11.05,3.88,4821,43635,26735.17,1264.78,874.78,500,174,-5119,-2061,4069
2013-10-01,9.15,3.07,3961,43306,30246.55,628.49,213.75,500,186,1175,-2212,1345
2014-01-01,8.31,2.82,3686,44377,24110.34,1247.1,924,500,182,514,711,2264
2014-04-01,7.86,2.59,3658,46571,30163.38,1327.28,1029.01,500,159,-3329,4627,-995
2014-07-01,6.47,2.1,3085,47698,25634.56,1020.13,412.55,500,163,8113,3145,-2312
2014-10-01,6.26,1.98,2975,47517,26762.32,107.91,-129.78,500,169,4261,3245,-802
2015-01-01,5.73,1.84,2806,48939,21962.3,1058.94,722.22,500,166,4954,2524,-896
2015-04-01,5.52,1.74,2752,49881,25869.62,1259.01,641.8,500,171,7782,-2840,3214
2015-07-01,5.65,1.77,2895,51202,26463.43,1360.16,857.69,500,171,6493,-8118,1185
2015-10-01,7.36,2.38,3780,51368,32868.02,1483.55,885.86,500,162,5960,-11738,307
2016-01-01,6.73,2.25,3535,52568,24438.24,1085.05,409.18,500,155,7237,-8863,-1416
2016-04-01,7.47,2.5,4027,53934,28061.35,1244.05,861.27,500,155,11381,-8074,-2835
2016-07-01,7.44,2.55,3993,53694,26428.91,1398.09,712.77,500,148,9075,-4192,-2890
2016-10-01,9.04,3.16,5138,56834,31482.27,2169.99,1248.11,500,145,10866,-7752,-1769
2017-01-01,8.7,3.09,4833,55549,24714.78,900.16,551.4,500,141,15111,-10776,-2988
2017-04-01,8.12,3.03,4660,57408,25328.65,968.36,867.68,500,131,13192,-12004,-4126
2017-07-01,7.32,2.82,4262,58228,25941.46,1327.92,690.52,500,123,6032,-6556,-3739
2017-10-01,3.12,1.23,1811,58078,25694.71,991.71,-620.96,500,118,5144,-163,-3809
2018-01-01,4.45,1.7,2476,55593,21272.44,847.91,945.71,500,124,4017,-214,-877
2018-04-01,4.45,1.76,2550,57273,25095.58,975.1,680.96,500,117,2304,3158,-1970
2018-07-01,4.67,1.85,2677,57285,26060.16,803.58,417.53,500,116,8573,-2793,-408
2018-10-01,6.08,2.38,3427,56341,27733.15,422.64,289.9,500,118,2494,-920,-373
2019-01-01,6.04,2.36,3476,57563,22448.21,950.58,1109.07,600,119,1142,3899,-1468
2019-04-01,5.82,2.34,3442,59091,26740,1005.33,715.09,600,114,8012,1573,-96
2019-07-01,7,2.93,4274,61035,23823.23,1023.04,692.6,600,106,3592,1269,-2656
2019-10-01,6.12,2.52,3659,59835,27135.14,726.69,192.82,600,109,4789,-1511,154
2020-01-01,6.45,2.51,3910,60603,22734.88,566.27,1008.21,600,120,15721,-5443,1016
2020-04-01,4.99,2.01,3025,60661,25122.12,868.04,288.67,600,113,7036,-5823,-241
2020-07-01,3.38,1.41,2053,60698,22480.31,715.6,485.92,600,106,11132,-3654,2937
2020-10-01,1.84,0.77,1098,59553,22863.82,213.72,-758.03,600,105,17297,-12192,955
