date,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
2011-04-01,4.83,2.03,725,15012,1829.82,219.23,286.71,1250,137,1016,-700,-293
2011-07-01,3.26,1.32,681,20900,2465.34,251.99,242.59,1250,147,1185,-546,-1011
2011-10-01,4.93,1.96,1009,20479,3796.34,174.87,-140.67,1250,151,2345,-573,-1934
2012-01-01,5.02,1.92,975,19403,3654.6,353.98,479.52,1250,162,1839,-474,-1850
2012-04-01,5.68,2.21,1150,20230,4324.78,289.02,624.05,1250,157,2033,-284,-2361
2012-07-01,6.2,2.45,1279,20629,4611.1,574.45,241.82,1250,153,2864,-900,-1938
2012-10-01,7.34,2.94,1489,20273,4154.8,164.78,-68.08,1250,150,1048,-924,-696
2013-01-01,7.72,2.93,1487,19254,3673.36,416.58,362.63,1100,164,1986,-979,-927
2013-04-01,5.04,1.94,981,19483,4172.3,386.7,137.94,1100,159,2567,-1174,-1590
2013-07-01,3.95,1.57,777,19647,4462.04,389.52,242.22,1100,152,1424,-973,-709
2013-10-01,5.72,2.22,1127,19715,3979.68,235.8,100.7,1100,157,2460,-705,-1840
2014-01-01,4.58,1.72,855,18667,3498.38,141.08,91.76,1000,166,2387,-735,-2226
2014-04-01,3.79,1.41,709,18720,4187.35,305.64,81.81,1000,169,2641,-739,-1641
2014-07-01,3.93,1.54,763,19417,4320.26,348.59,159.68,1000,156,3194,-477,-2547
2014-10-01,1.59,0.62,302,18929,4050.4,157.76,-20.69,1000,158,2472,-678,-1843
2015-01-01,2.3,0.84,414,18028,3767.04,251.98,65.95,1000,175,2217,-550,-649
2015-04-01,2.26,0.83,411,18146,4180.02,252.47,67.99,1000,172,2015,-635,-882
2015-07-01,2.61,0.97,486,18595,4365.06,440.86,209.43,1000,169,2303,-773,-330
2015-10-01,4.02,1.54,760,18881,4320.35,292.26,129.2,1000,161,3040,-781,-1235
2016-01-01,4.19,1.57,756,18071,3533.58,257.17,169.76,900,167,2324,-1026,-1871
2016-04-01,4.29,1.62,787,18325,4347.66,273.18,113.11,900,165,1643,-743,-1534
2016-07-01,3.01,1.15,554,18394,4217.12,250.07,63.74,900,162,1794,-801,-1534
2016-10-01,2.97,1.13,547,18412,4273.49,398.76,137.43,900,163,1847,-858,-1025
2017-01-01,0.92,0.34,158,17145,3622.84,-299.87,-223.13,800,173,1940,-708,-610
2017-04-01,1.21,0.45,211,17379,4314.38,340.69,148,800,168,2293,-991,-1159
2017-07-01,2.97,1.11,528,17804,4694.38,538.73,297.78,800,168,1191,-836,-811
2017-10-01,1.04,0.36,181,17351,4017.63,255.39,-36.4,800,188,3448,-1041,-1059
2018-01-01,3.13,1.11,521,16652,3704.41,186.54,47.65,800,182,441,-611,182
2018-04-01,2.74,1,460,16802,4344.46,243.94,87.67,800,173,862,-137,-555
2018-07-01,0.94,0.35,159,16888,4384.96,257.45,69.7,800,170,1260,-252,-851
2018-10-01,1.92,0.65,317,16565,4142.39,212.56,44.12,800,195,1410,-1013,-386
2019-01-01,0.53,0.17,82,15600,3787.74,-55.09,-136.82,700,214,1541,-677,-77
2019-04-01,0,0,-470,15247,4714.1,79.95,-314.18,700,217,1210,-1339,-118
2019-07-01,0,0,-236,15682,4760.18,464.19,233.63,700,210,2919,-1414,-542
2019-10-01,0,0,-603,14723,5039.45,313.89,-189.54,700,217,282,-661,-1116
2020-01-01,0.48,0.13,70,14539,4872.24,510.76,287.54,750,256,4687,-1722,-409
2020-04-01,6.51,1.6,984,15126,5296.12,460.41,315.9,750,305,9347,-1732,3025
2020-07-01,6.92,1.9,1075,15533,5657.33,601.36,300.05,750,264,4259,-1795,2826
2020-10-01,8.07,2.63,1236,15309,4667.2,235.15,-382.29,750,207,3828,-1411,-1166
