date,open,high,low,close,volume
20110401,17500,17650,17300,17500,17929
20110404,17750,17750,17350,17350,31811
20110405,17500,17550,17400,17500,19347
20110406,17500,17600,17100,17450,24832
20110407,17300,17550,17100,17300,41482
20110408,17650,19850,17300,19850,495110
20110411,21000,21350,18550,18800,414199
20110412,18900,19050,17700,17700,153615
20110413,17750,18100,17200,17450,137769
20110414,17450,17600,16750,17150,138207
20110415,17250,17300,16550,16700,94981
20110418,16800,16850,16300,16400,59309
20110419,16300,16500,16150,16150,52079
20110420,16200,16350,16100,16200,50738
20110421,16350,16600,16200,16400,65364
20110422,16500,16500,16100,16250,41668
20110425,16300,16300,15750,16000,39720
20110426,15800,15850,15550,15700,80351
20110427,15650,16100,15600,15600,57754
20110428,15600,16200,15600,16150,45970
20110429,16150,16350,15750,15900,61481
20110502,15850,16350,15800,16150,30321
20110503,16150,16450,16150,16250,21725
20110504,16200,16700,16200,16300,32819
20110506,16350,16550,16000,16000,28488
20110509,16050,16200,15750,16000,29643
20110511,15950,16250,15900,15900,24834
20110512,15800,16000,15700,15700,33626
20110513,15800,16150,15750,16000,21392
20110516,15900,16050,15800,15850,21677
20110517,15800,16100,15800,15800,16274
20110518,15800,16000,15700,15800,12558
20110519,15800,16000,15700,15900,16825
20110520,15850,16050,15850,15950,17178
20110523,16100,16100,15250,15400,29501
20110524,15200,15400,15050,15050,31431
20110525,15000,15150,14700,15000,52058
20110526,14700,15200,14700,15100,18561
20110527,14950,15200,14900,15150,12840
20110530,15250,15650,15100,15100,35217
20110531,15200,15350,15000,15350,16253
20110601,15350,15550,15200,15350,13266
20110602,15000,15200,14800,14850,23116
20110603,14950,15100,14750,14950,9313
20110607,14800,15650,14800,15550,25801
20110608,15750,15850,15000,15300,18841
20110609,15150,15250,14850,14850,32951
20110610,14850,15050,14850,14850,14426
20110613,14950,15100,14750,14750,8878
20110614,15000,15100,14750,14800,5431
20110615,14950,15100,14700,14950,11602
20110616,14950,15000,14750,14900,9055
20110617,14950,15100,14800,15050,10242
20110620,15050,15200,14850,15200,18771
20110621,15250,15450,15000,15000,16704
20110622,15000,15350,14800,15300,13691
20110623,15300,15300,14900,15050,18995
20110624,15050,15450,15050,15250,17976
20110627,15350,15350,15100,15200,4471
20110628,15200,15500,15200,15450,14012
