date,open,high,low,close,volume
20110401,16250,17100,16150,17100,828856
20110404,17400,17750,16850,17750,708887
20110405,18000,18550,17600,18100,1051289
20110406,18250,18600,17700,18350,759429
20110407,18550,18600,17850,17900,465192
20110408,17900,18800,17900,18450,643200
20110411,18550,18600,17800,17900,468412
20110412,17900,18050,17250,17400,464534
20110413,17350,18350,17350,18350,607344
20110414,18300,18750,18100,18250,551697
20110415,18200,18500,17250,18050,875702
20110418,18200,18200,16400,16450,1263364
20110419,16500,17200,16500,16850,826578
20110420,17200,17250,16200,16600,625371
20110421,17150,17350,16300,16300,768399
20110422,16300,16600,15500,16450,739533
20110425,16600,16800,16050,16100,457837
20110426,16000,16150,15300,15300,765247
20110427,15650,16500,15600,16400,697210
20110428,16800,16800,16150,16400,425024
20110429,16450,16600,15100,15250,712625
20110502,15550,16150,15450,16000,727086
20110503,15800,16500,15700,16400,516691
20110504,16200,16350,15350,15500,527881
20110506,15200,15500,14700,15000,456598
20110509,15000,15100,14250,14350,468867
20110511,14250,14500,13750,14200,1124491
20110512,14050,14550,13950,14100,702890
20110513,14300,15000,13900,13950,1172912
20110516,13850,14700,13700,14700,815671
20110517,14850,15000,12500,13300,3987084
20110518,13250,13650,12600,13200,1696907
20110519,13400,13450,12250,12350,871050
20110520,12300,13050,12300,12800,758347
20110523,12700,12950,12400,12700,333268
20110524,12600,13000,12550,12850,295285
20110525,12850,13150,12150,12200,411220
20110526,12350,13100,12300,12850,491549
20110527,12750,13400,12750,13250,392751
20110530,13500,13550,12900,12900,374722
20110531,12900,13200,12600,12850,428557
20110601,12900,13000,12550,12700,425447
20110602,12500,13350,12400,12700,715408
20110603,12700,13050,12300,12400,359363
20110607,12200,12250,10850,11000,1008468
20110608,11150,11400,11000,11250,595926
20110609,11100,11450,10950,11400,355048
20110610,11450,11450,10350,10600,527921
20110613,10350,10850,10000,10250,555220
20110614,10150,10800,10150,10450,658450
20110615,10600,10600,10100,10300,350588
20110616,10050,10200,9930,9980,503590
20110617,10150,10250,9430,9560,658911
20110620,9600,9760,9160,9160,459627
20110621,9320,9430,9120,9410,523318
20110622,9630,10250,9550,9900,1190798
20110623,9800,10350,9740,10200,565031
20110624,10250,10600,10000,10450,633101
20110627,10350,10500,10200,10200,369001
20110628,10400,10500,9940,9950,522071
20110629,10050,10250,9950,10100,382889
20110630,10100,10250,9790,9880,430259
20110701,10100,11350,10050,11200,2014587
20110704,11250,11950,11100,11400,1813946
20110705,11400,11450,10900,11400,849426
20110706,11400,11400,11100,11400,370260
20110707,11550,11950,11350,11500,900719
20110708,11650,11650,11300,11450,426670
20110711,11600,12100,11500,11850,899460
20110712,11650,11700,11150,11200,614029
20110713,11300,11350,10800,11100,624469
20110714,11000,11350,10850,11300,475545
20110715,11250,11700,11250,11550,508513
20110718,11600,11650,11200,11300,368401
20110719,11200,12100,11200,12100,1230336
20110720,12150,12250,11900,12150,763907
20110721,12100,12100,11800,11850,317009
20110722,12050,12450,11800,12050,670115
20110725,12150,12200,11900,11900,328350
20110726,12000,12400,11650,12400,644152
20110727,12350,12750,12100,12200,951752
20110728,11800,12050,11650,11800,675239
20110729,11900,12050,11550,11550,536837
20110801,11700,12200,11700,12200,548627
20110802,12100,12100,11600,11750,412074
20110803,11300,11400,10950,11000,582550
20110804,11100,11250,9350,10200,588507
20110805,9150,9820,9150,9530,834931
20110808,9400,9710,8110,8390,1075244
20110809,7750,8170,7150,8100,1191038
20110810,8600,8780,8300,8380,754292
20110811,7650,8460,7650,8460,664732
20110812,8850,8850,8420,8460,612871
20110816,8780,9330,8730,9090,692138
20110817,9200,9840,9050,9400,582508
20110818,9410,9600,8600,8900,696219
20110819,8340,8390,7730,7730,760475
20110822,7730,8240,7640,7730,498230
20110823,7850,8060,7820,8040,483672
20110824,8130,8180,7530,7670,568230
20110825,7850,8040,7710,7760,384377
20110826,7620,7800,7590,7800,269820
20110829,8020,8650,7950,8400,991462
20110830,8650,8710,8430,8460,555988
20110831,8470,8520,8240,8450,306817
20110901,8520,9070,8520,8690,654275
20110902,8670,8780,8320,8440,328374
20110905,8200,8240,7920,7920,352936
20110906,7690,7900,7500,7670,376468
20110907,7850,8200,7830,8150,416270
20110908,8240,8280,7900,8040,300409
20110909,7960,8470,7820,8130,586747
20110914,8300,8370,7660,7680,357357
20110915,8000,8070,7460,7600,411984
20110916,7800,8050,7740,8050,367020
20110919,7900,8030,7620,7730,488432
20110920,7600,7860,7550,7840,298176
20110921,7900,8720,7830,8230,1022416
20110922,8010,8150,7900,7980,380524
20110923,7540,7650,7340,7360,579184
20110926,7380,7490,6260,6260,891473
20110927,6330,6690,6330,6670,437834
20110928,6800,6800,6570,6570,318762
20110929,6520,6840,6260,6780,401755
20110930,6820,6920,6680,6920,285425
20111004,6360,6600,6300,6530,295894
20111005,6680,6680,6200,6300,308705
20111006,6500,6870,6480,6700,594191
20111007,6910,7010,6850,6900,384613
20111010,7040,7200,6990,7150,381170
20111011,7400,7460,7140,7150,350551
20111012,7150,7360,7020,7350,242936
20111013,7500,7530,7350,7360,269591
20111014,7350,7350,7170,7210,309923
20111017,7380,7790,7310,7710,381110
20111018,7500,7570,7350,7390,310991
20111019,7500,8070,7480,7900,632862
20111020,7900,8270,7420,7450,549436
20111021,7700,7960,7500,7880,322285
20111024,8070,8220,7950,8050,452035
20111025,8300,9130,8300,8420,1501426
20111026,8290,8890,8130,8630,732159
20111027,8770,8850,8550,8630,525673
20111028,8860,8960,8590,8700,393601
20111031,8650,8680,8260,8270,358456
20111101,8140,8370,8060,8210,274598
20111102,7900,8040,7840,8020,316304
20111103,8110,8110,7760,7790,327257
20111104,8000,8400,7960,8290,415650
20111107,8310,8450,8140,8350,253799
20111108,8410,8480,7950,8010,303479
20111109,8200,8220,7860,7880,319225
20111110,7560,7750,7300,7340,556166
20111111,7550,7710,7510,7620,297052
20111114,7730,7920,7720,7780,235981
20111115,7560,7630,7450,7460,472436
20111116,7500,7600,7200,7210,356626
20111117,7210,7320,7090,7310,242194
20111118,7150,7260,7070,7170,210681
20111121,7170,7170,6970,7040,278453
20111122,6900,7140,6840,7050,197334
20111123,7100,7120,6770,6830,217216
20111124,6750,6880,6620,6760,150902
20111125,6700,6730,6490,6590,258766
20111128,6670,6780,6590,6750,175552
20111129,6840,7030,6840,7020,194955
20111130,7000,7070,6890,6890,137016
20111201,7150,7230,6960,7020,401848
20111202,7020,7070,6930,6950,205631
20111205,7030,7200,6980,7190,233290
20111206,7190,7290,7050,7060,162727
20111207,7070,7180,7020,7150,142406
20111208,7150,7490,7090,7400,290742
20111209,7300,7340,7130,7230,227924
20111212,7320,7390,7140,7160,247422
20111213,7090,7400,6990,7320,399620
20111214,7490,8000,7430,7820,1136671
20111215,7820,7850,7530,7570,360773
20111216,7680,7680,7460,7500,229796
20111219,7600,7730,6900,7230,927989
20111220,7230,7700,7200,7620,408559
20111221,7840,7890,7660,7680,379743
20111222,7780,7800,7550,7610,209690
20111223,7660,7730,7620,7630,235089
20111226,7700,7750,7440,7500,205084
20111227,7400,7490,7130,7180,324369
20111228,7210,7400,7180,7320,123899
20111229,7300,7410,7180,7250,204789
20120102,7320,7740,7290,7740,368918
20120103,7900,7950,7710,7710,570947
20120104,7780,8180,7740,7980,809770
20120105,8060,8230,7900,8050,502042
20120106,8160,8160,7860,7940,384135
20120109,7950,8150,7780,8090,328012
20120110,8180,9060,8170,8660,1310107
20120111,8840,9240,8730,9070,889470
20120112,8960,9150,8680,9110,443993
20120113,9100,9540,9100,9220,534242
20120116,9050,9320,8950,9150,303074
20120117,9300,9360,8930,8950,413503
20120118,8950,9180,8710,8960,403012
20120119,9160,9500,9060,9400,829097
20120120,9520,9960,9520,9650,846320
20120125,9890,10050,9630,9900,587855
20120126,9900,10050,9710,9780,341704
20120127,9750,9750,9360,9520,437305
20120130,9400,9620,9180,9220,391771
20120131,9300,9370,9130,9290,314443
20120201,9340,9720,9150,9720,345124
20120202,9770,9860,9480,9500,430538
20120203,9520,9640,9170,9200,481074
20120206,9300,9450,8830,8900,564179
20120207,8900,9040,8610,8920,395023
20120208,9010,9180,8920,9170,244298
20120209,9100,9250,9020,9120,289375
20120210,9020,9100,8850,8880,405881
20120213,8890,9000,8870,9000,226680
20120214,8950,9270,8910,9270,432817
20120215,9390,9440,9190,9200,348369
20120216,9190,9190,8890,8900,240514
20120217,9050,9110,8820,8830,316095
20120220,8860,8920,8670,8700,345185
20120221,8710,8800,8400,8520,248759
20120222,8500,8700,8460,8610,155126
20120223,8620,8880,8620,8700,252695
20120224,8730,8800,8600,8600,176456
20120227,8600,8600,8410,8440,197431
20120228,8670,8790,8480,8610,257022
20120229,8700,9420,8680,9300,826177
20120302,9470,9540,9310,9440,496109
20120305,9500,9540,9330,9500,365542
20120306,9470,9520,9120,9340,376949
20120307,9100,9390,9090,9290,251529
20120308,9360,9850,9210,9800,891167
20120309,9910,10200,9690,10150,947299
20120312,10100,10400,10000,10150,426156
20120313,10100,10600,10100,10550,538068
20120314,10800,10800,10100,10150,643107
20120315,10050,10450,10000,10350,398011
20120316,10400,10750,10250,10450,487522
20120319,10450,10450,10100,10150,236778
20120320,10150,10650,9920,10550,545565
20120321,10500,11000,10350,10900,580721
20120322,10900,11050,10700,10700,393452
20120323,10700,10850,10500,10800,235013
20120326,10750,10800,10150,10250,313334
20120327,10300,10550,10100,10200,331502
20120328,10150,10500,10150,10300,227718
20120329,10300,10500,9990,10400,301686
20120330,10400,10450,10200,10200,221212
20120402,10200,10400,10100,10300,159636
20120403,10350,10450,9880,10050,312566
20120404,9950,10200,9660,9700,243728
20120405,9500,10350,9500,10350,413725
20120406,10250,10450,10150,10300,250212
20120409,10100,10100,9700,9700,327375
20120410,9700,9960,9170,9200,453364
20120412,9150,9290,8990,9050,294750
20120413,9240,9390,9130,9290,1481670
20120416,9140,9140,8850,9000,850891
20120417,9010,9150,8870,8960,288757
20120418,9160,9410,9070,9320,371795
20120419,9230,9320,9040,9180,269404
20120420,9070,9100,8930,9020,172276
20120423,8920,9000,8720,8720,226614
20120424,8570,8710,8400,8400,327631
20120425,8420,8560,8020,8460,361574
20120426,8560,8570,7990,8020,245690
20120427,8180,8240,8000,8200,149110
20120430,8120,8240,8050,8060,180533
20120502,8010,8250,7980,8250,132589
20120503,8300,8540,8250,8300,147567
20120504,8300,8430,8230,8380,72274
20120507,8150,8290,8010,8010,226494
20120508,8060,8240,8020,8190,193853
20120509,8120,8150,7990,8100,148963
20120510,8100,8170,8030,8120,126660
20120511,8070,8100,7620,7700,276853
20120514,7700,7800,7430,7500,221263
20120515,7370,7460,7150,7300,181483
20120516,7220,7620,7210,7420,198504
20120517,7420,7580,7040,7190,373151
20120518,7050,7150,6880,7000,344046
20120521,6950,7100,6880,7000,135682
20120522,7220,7380,7170,7350,166629
20120523,7300,7450,7110,7370,123146
20120524,7370,7550,7250,7370,153110
20120525,7390,7660,7380,7400,131330
20120529,7370,7570,7280,7530,156341
20120530,7530,7590,7390,7530,117933
20120531,7450,7510,7320,7510,90943
20120601,7500,7550,7410,7500,127354
20120604,7150,7250,6900,7040,232784
20120605,7060,7270,7060,7270,108506
20120607,7460,7580,7450,7490,111671
20120608,7550,7680,7470,7630,159972
20120611,7690,7830,7630,7710,116097
20120612,7580,7690,7580,7630,110050
20120613,7770,7780,7540,7580,84014
20120614,7580,7800,7440,7700,201575
20120615,7730,7740,7470,7510,168362
20120618,7640,7700,7570,7630,148196
20120619,7580,7640,7460,7510,170471
20120620,7560,7920,7460,7860,372546
20120621,7850,7980,7770,7860,210008
20120622,7770,7830,7640,7750,180396
20120625,7850,7850,7610,7620,124485
20120626,7590,7690,7380,7450,194099
20120627,7530,7530,7310,7390,112527
20120628,7450,7500,7270,7300,141070
20120629,7250,7390,7190,7380,144793
20120702,7450,7500,7370,7400,76614
20120703,7420,7530,7390,7430,105282
20120704,7500,7500,7380,7410,165126
20120705,7380,7690,7370,7670,265524
20120706,7670,7700,7510,7520,135081
20120709,7440,7490,7380,7400,106489
20120710,7410,7460,7240,7250,119198
20120711,7230,7330,7200,7300,86221
20120712,7300,7350,7160,7200,88971
20120713,7200,7200,6800,7070,173815
20120716,7130,7160,6930,7000,147501
20120717,6990,7090,6890,7060,81808
20120718,7120,7120,6860,6900,113300
20120719,7000,7030,6880,6900,77059
20120720,6920,7040,6910,6970,66988
20120723,6860,6920,6700,6780,112897
20120724,6720,6790,6670,6760,84634
20120725,6600,6800,6500,6500,159292
20120726,6500,6660,6500,6600,56741
20120727,6780,6780,6630,6650,76283
20120730,6730,6770,6610,6650,76250
20120731,6650,6780,6600,6730,197252
20120801,6730,6830,6690,6830,155824
20120802,6870,6880,6710,6710,128901
20120803,6650,6710,6520,6520,136969
20120806,6630,6830,6600,6770,158686
20120807,6810,6890,6770,6850,116072
20120808,6900,7030,6900,6900,156891
20120809,6900,7100,6900,7100,156985
20120810,7130,7170,7020,7030,99977
20120813,7160,7170,6950,6990,120862
20120814,6940,7100,6940,6950,113793
20120816,7100,7100,6970,7040,136054
20120817,7150,7150,7010,7040,155921
20120820,7020,7150,7020,7120,111692
20120821,7100,7430,7100,7360,283709
20120822,7450,7610,7320,7400,375642
20120823,7500,7510,7230,7290,171822
20120824,7210,7260,7000,7030,203460
20120827,7040,7140,7000,7090,139896
20120828,7050,7150,7050,7100,99040
20120829,7140,7140,7010,7060,134646
20120830,7060,7100,6900,6940,126014
20120831,6990,6990,6750,6790,283255
20120903,6830,6830,6680,6750,209456
20120904,6770,6900,6740,6850,157328
20120905,6850,6900,6800,6810,117674
20120906,6880,6890,6680,6680,127713
20120907,6810,6850,6750,6800,231637
