date,open,high,low,close,volume
20110401,132000,132000,130000,130500,4530
20110404,131000,133000,128500,132500,6352
20110405,131500,133000,131000,132000,4240
20110406,132000,132000,129500,129500,5202
20110407,130000,130500,129000,129000,2711
20110408,130500,130500,128000,128500,3222
20110411,129000,130500,128500,128500,5755
20110412,129000,129000,126500,127500,8291
20110413,127500,129000,126500,128500,6140
20110414,127500,128500,125000,128000,6739
20110415,126500,128500,126000,126500,4037
20110418,126500,127000,125500,126500,1855
20110419,126000,127000,124500,127000,2449
20110420,126500,129000,126000,127500,4598
20110421,129000,130500,128500,130500,4885
20110422,130500,131000,128500,131000,1506
20110425,131000,136000,130000,134500,6934
20110426,134500,134500,131500,132500,2891
20110427,132500,135500,132000,134000,5013
20110428,134000,135000,132500,133500,2150
20110429,132000,133500,130500,132500,2191
20110502,131000,134000,131000,134000,3117
20110503,134000,134000,132500,133000,1244
20110504,132000,137000,132000,136000,2290
20110506,136000,137000,131500,131500,3134
20110509,131500,132000,128000,129000,3130
20110511,129500,130000,126500,126500,3086
20110512,126000,128500,125000,125000,3661
20110513,126000,127000,124500,125500,2391
20110516,125000,127500,123500,124000,3554
20110517,125000,128500,124500,126500,2702
20110518,128000,132000,127000,131500,4411
20110519,131500,132500,129000,131000,3816
20110520,131500,132500,130500,130500,1547
20110523,131500,131500,127000,128500,2036
20110524,129000,129000,125000,125000,2734
20110525,125500,127000,124000,126000,3412
20110526,125000,126500,124000,125500,3661
20110527,125000,128500,124500,128500,2029
20110530,128500,129500,127000,129500,1504
20110531,127000,130500,127000,130500,3178
20110601,129000,131000,129000,131000,1829
20110602,130500,131500,129000,129000,3862
20110603,129000,133000,128000,133000,4964
20110607,133000,134000,131000,134000,3490
20110608,134000,134000,130000,131000,3294
20110609,129500,131500,127000,127500,7653
20110610,128000,130000,127500,128500,9098
20110613,128500,132500,127500,132500,4618
20110614,131500,134000,131000,134000,3280
20110615,134000,136000,132000,135000,2233
20110616,135000,136500,133500,136000,2777
20110617,135000,137000,134000,137000,3357
20110620,137000,139500,135000,139000,4421
20110621,139500,140500,138500,140500,2749
20110622,140000,142000,138500,141500,5158
20110623,140000,140000,137500,139000,2784
20110624,138500,141500,136000,137500,5035
20110627,138500,139000,132500,137500,7567
20110628,137500,138000,134500,137500,3786
20110629,135000,140000,135000,138000,3496
20110630,139500,141500,136000,141500,3504
20110701,141500,143000,137000,137000,5291
20110704,139000,140000,136500,140000,2462
20110705,139000,142000,138500,141000,2782
20110706,141000,143000,140500,143000,2176
20110707,143000,145500,143000,145500,3112
20110708,143000,146000,143000,145500,1660
20110711,144000,147000,143000,147000,1714
20110712,144500,147000,141000,141000,1364
20110713,141500,143000,140000,140000,1596
20110714,140000,140500,137000,139000,2979
20110715,138000,143000,138000,140500,2396
20110718,141500,142000,139500,141000,2442
20110719,142500,143000,140000,143000,837
20110720,144000,149000,142000,149000,3758
20110721,147000,153500,147000,151000,6140
20110722,151000,160500,151000,158000,10369
20110725,159000,160000,152000,153000,5681
20110726,153500,155000,152000,154000,3881
20110727,152500,156000,150500,154500,5083
20110728,154500,158500,151000,158500,1433
20110729,155500,162500,155500,161000,6541
20110801,159500,164500,158000,164000,5369
20110802,164000,165000,159500,160500,3122
20110803,158000,163000,153500,156000,7171
20110804,156000,163000,153500,162500,4093
20110805,157500,164000,152500,159000,8092
20110808,157000,160000,147000,154500,7128
20110809,151500,151500,132000,144000,9426
20110810,150000,150000,142000,146000,7955
20110811,140000,147500,140000,143500,6857
20110812,144500,151500,143000,149000,5113
20110816,150000,154000,141000,144500,36025
20110817,145500,150000,142500,149000,7932
20110818,149000,160000,146500,158500,7272
20110819,152500,157000,148500,148500,6245
20110822,148500,150000,139500,145500,6581
20110823,148500,151000,143000,148000,4431
20110824,148000,148000,143000,145500,5852
20110825,145500,148000,142000,143500,3217
20110826,145000,145000,138500,141500,1773
20110829,140500,144500,138000,139000,4095
20110830,139500,144000,139000,144000,2724
20110831,143000,145500,142500,145000,2441
20110901,145000,150500,143000,144500,3895
20110902,144500,146000,141500,141500,2209
20110905,141500,141500,138000,140000,1524
20110906,137500,139000,133000,135000,3776
20110907,138000,139000,136000,139000,675
20110908,142000,142000,138000,138000,1010
20110909,138000,139000,118500,137500,2149
20110914,136000,136500,128500,130500,8169
20110915,133000,139500,133000,139000,3303
20110916,139000,145000,138500,145000,2874
20110919,143000,146000,142000,145000,1524
20110920,145000,146000,142000,145000,1553
20110921,145000,145500,142500,144000,650
20110922,141000,143500,136500,141500,1343
20110923,136500,139000,131000,131000,2050
20110926,129000,134500,123000,127000,2502
20110927,128000,131000,126000,127500,2994
20110928,130000,130000,127000,128000,1676
20110929,127000,129500,126000,128000,1666
20110930,127000,131500,124500,130000,2806
20111004,127500,127500,125000,127000,1741
20111005,127000,129000,125000,127500,1709
20111006,127500,132500,127500,132500,2315
20111007,131000,133500,130000,132000,2916
20111010,130000,135000,130000,132500,1013
20111011,134000,135500,130500,131000,2307
20111012,131000,132000,129000,129000,1201
20111013,129500,132500,129500,131000,1662
20111014,131000,132500,130000,130500,851
20111017,130500,135000,130500,131500,2169
20111018,131500,133000,130000,130500,1265
20111019,130000,131000,129500,130500,2241
20111020,129000,130500,129000,130000,1792
20111021,130000,130500,128500,130000,2139
20111024,130500,132500,130500,132500,769
20111025,131500,132000,130000,130000,1346
20111026,129000,132000,129000,131000,1177
20111027,130500,132000,130000,131000,1868
20111028,132000,133000,131000,133000,3866
20111031,135000,135000,129500,131000,8719
20111101,131000,131000,129000,129000,4010
20111102,128500,132500,126000,129500,5273
20111103,130000,133000,129000,133000,2105
20111104,135500,136000,130000,131500,3968
20111107,132000,132500,129500,131000,2815
20111108,130500,132000,130000,131000,2209
20111109,130500,132500,129500,130500,2312
20111110,130500,131000,128500,130000,3360
20111111,131500,136000,128500,136000,6375
20111114,136500,138000,135000,138000,2743
20111115,136500,139000,135500,139000,1424
20111116,139500,139500,135500,135500,2818
20111117,135000,138000,133000,136000,2638
20111118,135000,135500,131500,132500,1835
20111121,134000,134000,130500,130500,1146
20111122,129500,131000,129500,131000,874
20111123,130500,131500,129500,131500,2271
20111124,131500,131500,129500,131500,1080
20111125,131000,132000,129500,131000,5781
20111128,131000,133000,130000,131000,1371
20111129,131000,132000,129500,129500,5828
20111130,130000,131500,130000,130000,3518
20111201,132500,133500,131000,131500,5847
20111202,132500,137500,132000,137000,6670
20111205,137500,138000,135000,137500,2785
20111206,137500,139000,135500,137000,3076
20111207,138000,157500,138000,157500,23672
20111208,157500,176500,148000,150500,94122
20111209,149000,149500,139000,139000,29877
20111212,142000,145000,140000,141500,14833
20111213,141500,144500,139500,141500,8396
20111214,141000,144000,140500,143000,4913
20111215,144000,147000,143000,146000,11441
20111216,147000,147000,145000,146000,6030
20111219,147500,157000,135000,143000,56715
20111220,144000,145500,141500,142000,9456
20111221,145000,150500,142000,150000,11223
20111222,148000,155500,148000,153500,9337
20111223,153500,154000,150500,153500,4750
20111226,153500,155500,151500,154500,4872
20111227,155500,155500,150000,154500,5654
20111228,154000,154000,151000,152000,1439
20111229,151000,155500,149000,155000,5540
20120102,154000,155000,152000,153000,5518
20120103,154500,156500,152000,154500,9853
20120104,155000,164000,154500,164000,9243
20120105,164000,166000,160500,163000,5416
20120106,162500,164500,161500,163500,3287
20120109,163500,170000,162500,169000,6654
20120110,170000,170500,162000,162500,3995
20120111,167000,173500,164000,168000,9786
20120112,167000,169500,163000,165000,4254
20120113,164500,165500,158000,158500,7154
20120116,158500,159000,155500,158000,2348
20120117,159500,164000,159500,162000,2343
20120118,162000,164000,159500,162000,1704
20120119,164000,164000,158000,158000,4669
20120120,158000,161500,156500,159500,4300
20120125,159500,162000,156500,160000,5186
20120126,161500,163000,156000,157000,4401
20120127,157500,159500,155000,157500,3269
20120130,157000,160000,156000,159500,2644
20120131,161000,162000,157500,160000,3158
20120201,160000,160500,158500,158500,1189
20120202,158500,160000,158500,158500,1102
20120203,159500,160000,152500,152500,2134
20120206,153000,161000,153000,161000,2756
20120207,160000,161000,156500,157500,1747
20120208,157000,158500,155000,156000,2399
20120209,156000,159000,154500,155000,3541
20120210,155000,163000,154500,161000,6776
20120213,163500,163500,155000,158500,1877
20120214,157500,161000,157000,158500,1667
20120215,159500,159500,157000,157000,2226
20120216,157000,161000,155500,158500,2150
20120217,155000,159000,155000,157500,1476
20120220,157000,159000,155500,158000,1889
20120221,157000,158000,155500,158000,2051
20120222,157000,161000,155500,161000,2516
20120223,158000,161500,158000,159000,2004
20120224,158500,160500,157000,157500,2814
20120227,157500,159000,156000,157500,1725
20120228,157500,160000,157000,160000,1938
20120229,160000,160500,158500,160000,1057
20120302,161000,161000,157000,159000,1847
20120305,157500,159500,156500,158000,1641
20120306,159500,162000,157000,161500,3324
20120307,161500,162500,156000,162500,4821
20120308,161500,162000,158500,158500,4265
20120309,158500,159500,157500,158500,1469
20120312,159500,159500,155000,156000,1869
20120313,154000,158000,154000,158000,2116
20120314,157000,158500,154000,157500,3156
20120315,156500,164500,156500,164000,5881
20120316,164000,167000,159500,163000,3902
20120319,165000,165000,160000,160500,2087
20120320,160500,161500,156000,156000,2097
20120321,156500,160000,155000,159500,3132
20120322,159500,160000,155000,155000,2499
20120323,155000,155500,150000,150000,2901
20120326,151000,153000,150500,153000,1450
20120327,153500,155500,152500,155000,1264
20120328,156000,156000,152500,152500,1099
