date,open,high,low,close,volume
20110401,31350,31700,30850,31600,6802701
20110404,30850,31800,30550,31800,12046547
20110405,32250,32700,32150,32450,8775396
20110406,32700,33000,32350,32500,8509539
20110407,32800,32900,31850,32000,7097712
20110408,31800,31850,31150,31300,10084204
20110411,31500,32150,31500,31800,6076949
20110412,32000,32600,31600,31700,6421672
20110413,31700,32400,31600,32350,6193410
20110414,32650,33800,32500,33750,12934539
20110415,33700,34200,33600,34150,7233661
20110418,34000,34450,33500,33800,7218572
20110419,33400,33750,32750,32800,8866655
20110420,33600,34500,33250,34300,8432079
20110421,35300,37200,35100,37000,19357750
20110422,36700,37400,36200,36600,10270340
20110425,36450,37000,36200,36450,5529488
20110426,36750,37200,34700,34750,19001814
20110427,35100,35500,33450,33900,18014715
20110428,34600,35050,34050,34350,10388984
20110429,34200,34300,32850,33800,11392768
20110502,33600,34600,33600,34600,5524897
20110503,34450,34700,33700,34450,7224077
20110504,34150,34200,32450,32450,13763373
20110506,31900,32850,31700,32500,7867052
20110509,33000,33550,32750,33300,5968611
20110511,33700,34200,33600,33700,6207767
20110512,33450,34300,33300,33750,6600699
20110513,34600,34850,34400,34500,6713597
20110516,35000,35200,34100,34400,5275126
20110517,34150,34250,33100,33100,8007576
20110518,33100,33350,32500,32800,9103458
20110519,32950,33350,31350,31550,8302142
20110520,31750,32350,31700,32200,5057674
20110523,31950,32450,30850,30850,6564960
20110524,30800,31450,30550,31250,5647670
20110525,31350,31600,29800,30000,7212000
20110526,30500,31250,30350,31100,5070024
20110527,31200,31600,30900,31300,4797661
20110530,31400,31500,29200,29500,15176513
20110531,29200,30100,29050,30100,11913318
20110601,30100,30100,28150,28400,22119286
20110602,27650,28250,27300,27550,18003988
20110603,27850,28100,27150,27650,9838831
20110607,27300,28800,27300,28600,9191909
20110608,28900,29350,28600,28900,12557220
20110609,29200,29250,28350,28700,9415804
20110610,28600,28700,26350,26700,24177110
20110613,26600,27150,25900,26350,8790991
20110614,26250,26800,26200,26650,6514032
20110615,26850,27650,26800,26950,6872322
20110616,26650,26850,26200,26250,4599234
20110617,26400,26450,24100,24650,20477438
20110620,24800,25600,24400,25200,8219371
20110621,25550,26200,24950,25900,8505024
20110622,26600,27150,26100,26100,8915253
20110623,26200,26750,26100,26350,4236692
20110624,26400,27900,26350,27900,9898892
20110627,27350,27400,26550,26700,9559487
20110628,26700,26750,25400,25550,13451515
20110629,25750,26100,24900,25550,12290225
20110630,25250,25550,24900,25050,8432185
20110701,25600,26750,25500,26700,13345738
20110704,27300,27700,26650,26950,13215741
20110705,27400,28150,27200,28000,12594246
20110706,27700,27900,25800,26500,18889817
20110707,27100,27200,26350,26400,8763541
20110708,26900,27350,26550,26600,10495898
20110711,26650,26850,26400,26450,4936683
20110712,25850,26150,25300,25350,8802917
20110713,25250,25250,24050,24300,17203663
20110714,24500,24750,23400,23700,14730395
20110715,23600,24400,23600,24000,9378791
20110718,23650,23850,22900,22950,11775269
20110719,22950,23750,22950,23350,10298790
20110720,24200,24400,23900,24200,10030134
20110721,24500,24700,23500,23650,9223301
20110722,24000,24100,23550,23750,7369926
20110725,23650,24300,23500,23900,6812398
20110726,24150,24550,23750,24500,7505839
20110727,24300,24350,23650,23800,7997090
20110728,23150,23750,23100,23550,5742429
20110729,23900,24700,23850,24250,15569978
20110801,24700,25600,24400,25550,10275261
20110802,25100,25950,24900,25450,11462084
20110803,25000,25050,24200,24300,10595808
20110804,24800,25300,23850,24100,11149944
20110805,22850,23650,22500,23550,12438185
20110808,23200,23650,20700,21850,17609715
20110809,21000,21200,19250,20200,23001206
20110810,21550,21600,20850,21000,15212209
20110811,19900,21900,19900,21850,13323654
20110812,21200,21650,19750,19750,26788209
20110816,20400,20700,20250,20500,8624717
20110817,20250,20650,19600,19600,13712538
20110818,19450,19750,17200,17200,35616692
20110819,16200,16600,15550,15600,23890629
20110822,15800,16300,15500,15750,18277535
20110823,16200,17050,16000,17050,21553936
20110824,17200,17550,15900,16250,21395980
20110825,16900,17700,16700,17300,20187641
20110826,17050,17950,16950,17950,14558460
20110829,18550,19600,18350,19450,17545626
20110830,19900,20250,19000,19000,16532870
20110831,18800,19150,18150,19100,13460683
20110901,19300,20100,19150,19200,16845832
20110902,19200,19650,18900,19100,8025667
20110905,18550,18600,17550,17550,9483784
20110906,16950,17500,16550,17000,11397318
20110907,17600,19550,17500,19500,15678828
20110908,19900,19900,18800,19300,17096701
20110909,19800,21300,19600,19900,29359964
20110914,20550,21150,19850,19850,18966529
20110915,21150,21400,20500,21100,20491884
20110916,21250,22000,20850,21900,20343850
20110919,21500,22150,20850,21000,11980863
20110920,20500,21850,20200,21650,14858543
20110921,21850,22300,21550,21600,9936965
20110922,21000,21750,20950,21550,9640910
20110923,20750,21350,20200,20250,13178942
20110926,20950,21050,19750,19950,14403585
20110927,20900,21250,20650,21250,9665974
20110928,21450,21500,20550,20550,8811547
20110929,20450,21850,20350,21850,9542657
20110930,21500,21900,21050,21350,9401314
20111004,20000,20700,19850,20700,10959265
20111005,21050,21400,20000,20000,11287269
20111006,20850,22000,20750,21200,14245183
20111007,22050,22100,21350,21500,9115213
20111010,21550,22100,21550,21950,7029961
20111011,22650,22700,22200,22250,8212865
20111012,22150,22550,22050,22550,5880365
20111013,22700,22850,21750,21850,9543524
20111014,21800,22100,21650,21950,4605910
20111017,22350,22400,21900,21950,5211940
20111018,21500,21850,21300,21800,4354331
20111019,22000,22100,21200,21750,7150548
20111020,21550,22550,21050,21050,10252965
20111021,21600,23200,21250,23200,17938542
20111024,23250,24150,22850,23900,12451097
20111025,24050,24200,23600,23650,5652614
20111026,23400,24150,23300,24150,5774628
20111027,23800,24300,23400,23800,9196704
20111028,24200,24450,22850,22900,11200673
20111031,22950,23550,22800,22850,5395050
20111101,22500,24150,22500,23900,10593299
20111102,23400,24200,23200,24000,8021546
20111103,24100,24100,23250,23300,5682575
20111104,24000,24850,23900,24850,9642217
20111107,24900,24950,23900,24100,8088193
20111108,24050,24100,23000,23000,12005275
20111109,22400,23050,21800,22050,22772116
20111110,21200,22550,20650,21500,23467154
20111111,22350,22600,21550,21550,14421635
20111114,22100,22900,22000,22300,10805252
20111115,22200,22700,22000,22050,7045165
20111116,22250,22950,22100,22350,9867606
20111117,23400,23600,22700,23200,13550780
20111118,22800,23400,22700,23300,7377636
20111121,23050,23150,22600,22900,5390048
20111122,22650,23350,22600,23250,5995517
20111123,23150,23200,21800,21850,10010655
20111124,21700,22400,21200,22150,6265997
20111125,22000,22300,21550,21750,4433721
20111128,22400,23300,22200,23300,9848049
20111129,23300,23550,22950,23400,10290437
20111130,23200,23400,22900,22950,5239801
20111201,23950,24050,23350,23450,9146677
20111202,23300,23600,22850,23100,6314973
20111205,23200,23350,22750,23250,4785846
20111206,23100,23150,22700,22750,3593535
20111207,22850,22950,22200,22400,8899221
20111208,22400,22400,21800,22050,6537903
20111209,21700,21700,21300,21400,6988929
20111212,21800,22400,21650,22250,6319715
20111213,22000,23000,21650,22650,9293904
20111214,22800,23100,22550,22850,6515855
20111215,22600,23150,22400,22750,6873946
20111216,23000,23000,21900,22150,6809614
20111219,21800,21950,19750,20850,9392801
20111220,21000,21250,20450,20750,5391267
20111221,21400,21500,21200,21350,5626938
20111222,21100,21350,20800,21150,5151591
20111223,21850,22100,21650,21700,6167013
20111226,21900,21900,21450,21600,2297003
20111227,21650,21850,21100,21100,3986592
20111228,21000,21300,20950,21150,2688208
20111229,21000,22000,20950,21950,5006606
20120102,22700,23500,22600,23450,12170153
20120103,23700,23850,23350,23650,7239708
20120104,23850,24350,23650,23850,9643808
20120105,23900,24550,23700,24000,5948158
20120106,24450,24550,24050,24400,7633067
20120109,24550,24600,23800,23850,5191657
20120110,24050,24350,23850,24350,4596542
20120111,24400,24700,24100,24250,4747105
20120112,24200,24350,23850,24150,3566256
20120113,24350,25150,24300,25150,7993006
20120116,25050,25600,24900,25400,6341825
20120117,25650,25800,25200,25550,5982819
20120118,25500,25800,25050,25250,4764455
20120119,25800,26500,25600,26300,8987450
20120120,26600,27150,26200,26950,8726770
20120125,27000,28000,26900,27450,8693588
20120126,27450,27450,26650,27050,9028099
20120127,26850,27000,25900,26000,12062057
20120130,25900,26750,25850,26250,7982762
20120131,26350,27100,26200,26850,6048223
20120201,26850,27200,26600,27200,5595741
