date,open,high,low,close,volume
20110401,164500,170000,164500,169500,8277
20110404,172000,174500,166500,174500,9882
20110405,173500,174000,171000,173000,3649
20110406,172500,172500,167500,170500,10026
20110407,170000,170000,166500,169500,5490
20110408,170000,170000,166000,169500,6270
20110411,169500,173000,167500,173000,4025
20110412,174000,174500,170000,174000,4142
20110413,174000,175000,172000,174500,1235
20110414,173000,177500,172500,177500,5245
20110415,179500,185000,177500,182500,11619
20110418,184500,192500,182000,188500,7941
20110419,190000,191000,187000,191000,7931
20110420,191500,192000,187000,191000,9864
20110421,192500,196000,189000,195000,6650
20110422,192000,193500,190000,192000,6025
20110425,192000,194000,187000,193000,5319
20110426,193000,198000,190000,195500,5139
20110427,195500,199500,194000,198500,6377
20110428,200000,209000,195000,201000,13740
20110429,200000,203000,199000,202500,6116
20110502,204000,204500,196500,197000,6953
20110503,196000,199000,191000,198500,4044
20110504,196500,196500,189500,191500,9856
20110506,191500,192500,186000,192500,6310
20110509,192500,192500,185000,185000,5562
20110511,183500,189500,182500,188500,5924
20110512,188500,195000,185500,195000,2179
20110513,195000,197500,190000,197500,3031
20110516,199500,200000,195000,197000,5674
20110517,197000,198500,195000,197500,8846
20110518,198500,198500,193000,197000,7001
20110519,197500,201500,193500,193500,5848
20110520,193500,194500,189500,192500,3255
20110523,190500,194000,190000,190000,5809
20110524,188000,195000,188000,194000,10561
20110525,194500,198000,186000,189500,16624
20110526,189500,195000,186000,190000,4021
20110527,190000,190500,186000,187500,5192
20110530,191000,199000,186000,198500,6080
20110531,198500,199500,193000,199000,6382
20110601,196000,200000,192000,195000,10132
20110602,191500,197500,191000,195000,3998
20110603,195500,197500,190500,194500,4657
20110607,194500,196000,190000,195500,7599
20110608,193500,199000,193500,195500,7033
20110609,195500,196000,192500,195500,4732
20110610,198500,198500,190500,197000,6709
20110613,195500,195500,190500,193000,7294
20110614,192000,195000,191000,194000,6770
20110615,197000,197500,191000,193000,7230
20110616,192000,195000,190500,193000,5027
20110617,192000,201500,190500,200000,5156
20110620,199500,202000,196500,202000,7353
20110621,201000,203500,199000,203000,6130
20110622,205000,207500,201000,201000,5369
20110623,203500,203500,196500,199500,5767
20110624,199500,200000,191500,191500,15674
20110627,191000,193000,189000,193000,8147
20110628,192500,193500,190500,192500,7946
20110629,192500,196000,192500,195000,6468
20110630,196000,196500,192500,195500,11101
20110701,197000,197000,188500,193000,13720
