date,open,high,low,close,volume
20110401,1495000,1499000,1477000,1480000,3980
20110404,1473000,1480000,1473000,1480000,4704
20110405,1496000,1506000,1477000,1485000,4026
20110406,1493000,1493000,1476000,1486000,1902
20110407,1480000,1485000,1453000,1467000,2172
20110408,1455000,1473000,1450000,1473000,2220
20110411,1456000,1464000,1451000,1451000,895
20110412,1445000,1445000,1407000,1416000,2066
20110413,1415000,1432000,1406000,1432000,1567
20110414,1423000,1432000,1404000,1431000,2117
20110415,1420000,1452000,1420000,1449000,1260
20110418,1449000,1458000,1428000,1449000,1473
20110419,1452000,1452000,1422000,1443000,1379
20110420,1440000,1492000,1435000,1484000,2335
20110421,1491000,1580000,1491000,1531000,2555
20110422,1532000,1578000,1526000,1578000,1415
20110425,1554000,1639000,1554000,1589000,1000
20110426,1600000,1628000,1583000,1592000,1540
20110427,1606000,1698000,1588000,1641000,1994
20110428,1642000,1677000,1535000,1535000,2124
20110429,1522000,1588000,1512000,1588000,1898
20110502,1562000,1633000,1562000,1611000,1965
20110503,1605000,1686000,1562000,1650000,2179
20110504,1649000,1671000,1632000,1636000,1259
20110506,1630000,1685000,1607000,1607000,979
20110509,1602000,1627000,1540000,1540000,1273
20110511,1565000,1647000,1544000,1605000,2663
20110512,1590000,1600000,1547000,1547000,2729
20110513,1552000,1570000,1521000,1521000,2057
20110516,1520000,1540000,1507000,1528000,1689
20110517,1519000,1552000,1511000,1512000,1612
20110518,1510000,1550000,1510000,1528000,1278
20110519,1530000,1550000,1509000,1509000,2831
20110520,1536000,1536000,1508000,1535000,670
20110523,1540000,1540000,1500000,1509000,920
20110524,1510000,1600000,1510000,1600000,1880
20110525,1600000,1610000,1553000,1567000,2612
20110526,1558000,1618000,1558000,1588000,1303
20110527,1571000,1600000,1563000,1590000,1265
20110530,1599000,1599000,1573000,1574000,629
20110531,1590000,1631000,1574000,1619000,3446
20110601,1608000,1618000,1588000,1618000,2004
20110602,1629000,1630000,1553000,1595000,1140
20110603,1561000,1720000,1560000,1719000,1853
20110607,1686000,1848000,1682000,1806000,2558
20110608,1785000,1803000,1715000,1726000,5650
20110609,1721000,1728000,1659000,1659000,3189
20110610,1687000,1706000,1659000,1691000,1809
20110613,1705000,1720000,1668000,1695000,849
20110614,1698000,1724000,1675000,1723000,962
20110615,1723000,1769000,1701000,1763000,2435
20110616,1760000,1760000,1706000,1706000,1620
20110617,1720000,1753000,1711000,1739000,2913
20110620,1770000,1770000,1722000,1737000,1625
20110621,1732000,1749000,1704000,1717000,1575
20110622,1730000,1739000,1711000,1739000,1714
20110623,1727000,1727000,1691000,1699000,1492
20110624,1691000,1740000,1691000,1736000,1828
20110627,1759000,1759000,1678000,1686000,1110
20110628,1691000,1727000,1689000,1700000,1246
20110629,1717000,1734000,1704000,1719000,1030
20110630,1719000,1730000,1701000,1701000,1121
20110701,1701000,1715000,1682000,1696000,986
20110704,1719000,1730000,1698000,1730000,1673
20110705,1723000,1770000,1723000,1760000,1401
20110706,1750000,1787000,1750000,1770000,1026
20110707,1782000,1813000,1780000,1802000,1459
20110708,1789000,1789000,1758000,1758000,1515
20110711,1758000,1777000,1734000,1758000,1218
20110712,1755000,1769000,1742000,1769000,549
20110713,1756000,1770000,1738000,1760000,1017
20110714,1748000,1748000,1694000,1717000,1774
20110715,1717000,1729000,1701000,1725000,873
20110718,1725000,1735000,1701000,1706000,1441
20110719,1701000,1733000,1701000,1714000,1361
20110720,1703000,1742000,1703000,1718000,1145
20110721,1733000,1750000,1721000,1734000,1204
20110722,1737000,1760000,1715000,1750000,2491
20110725,1749000,1790000,1721000,1774000,2030
20110726,1790000,1791000,1763000,1786000,1505
20110727,1770000,1828000,1752000,1800000,2139
20110728,1799000,1908000,1771000,1860000,3428
20110729,1860000,1872000,1801000,1801000,1544
20110801,1806000,1840000,1806000,1825000,1722
20110802,1807000,1808000,1753000,1753000,4111
