date,open,high,low,close,volume
20110401,12850,12950,12650,12800,376971
20110404,12700,12900,12450,12600,327134
20110405,12500,12850,12500,12800,136944
20110406,12800,12800,12500,12750,152105
20110407,12600,13350,12550,13350,452027
20110408,13250,13400,13100,13250,169902
20110411,13150,13200,12950,13150,121618
20110412,13000,13300,12800,12800,111215
20110413,12700,12900,12350,12550,412188
20110414,12450,12500,12100,12250,744051
20110415,12250,12750,12200,12700,421430
20110418,12750,12900,12600,12850,233530
20110419,12850,12900,12350,12600,269353
20110420,12650,12900,12500,12900,480075
20110421,12900,12950,12550,12700,420078
20110422,12650,12900,12600,12850,172732
20110425,12850,12950,12700,12900,206110
20110426,13000,13050,12350,12650,378924
20110427,12700,12850,12600,12750,135878
20110428,12800,12850,12400,12500,270434
20110429,12400,12450,12050,12300,475554
20110502,12300,12550,12150,12550,199117
20110503,12400,12450,12250,12250,64904
20110504,12350,12600,12250,12600,178594
20110506,12500,12550,12350,12450,45226
20110509,12450,12600,12300,12400,80628
20110511,12500,12700,12300,12500,244405
20110512,12500,12700,12400,12700,92595
20110513,12700,12700,12350,12400,92224
20110516,12300,12350,12100,12150,118954
20110517,12200,12400,12150,12300,86385
20110518,12300,12700,12300,12600,321823
20110519,12700,12800,12500,12800,668841
20110520,12750,12800,12550,12600,241839
20110523,12600,12600,12400,12500,113909
20110524,12350,12600,12350,12500,160467
20110525,12550,12600,12350,12600,209263
20110526,12550,12850,12500,12850,335820
20110527,12850,12900,12650,12650,258086
20110530,12700,13000,12550,12700,281293
20110531,12900,12900,12400,12600,415467
20110601,12550,12850,12450,12550,374259
20110602,12450,12750,12350,12550,394393
20110603,12650,13500,12550,13450,421229
20110607,13450,13900,13200,13550,552372
20110608,13500,13550,13100,13400,322362
20110609,13400,13650,13300,13400,248117
20110610,13400,13600,13150,13500,308286
20110613,13450,13700,13250,13400,216544
20110614,13350,13600,13200,13250,351040
20110615,13300,14050,13300,14000,548608
20110616,13850,14000,13700,13850,331528
20110617,13850,14250,13750,14250,999924
20110620,14100,14200,13900,14050,373814
20110621,14150,14250,13850,14000,234945
20110622,14050,14050,13550,13800,577123
20110623,13600,13750,13400,13650,565929
20110624,13650,13700,12900,13000,549865
20110627,13100,13100,12700,12850,190976
20110628,13000,13250,12900,12900,321560
20110629,13100,13400,13000,13350,332793
20110630,13350,14000,13300,13950,336829
20110701,14200,14250,13700,13850,316893
20110704,14100,14100,13900,14000,162295
20110705,14000,14150,13750,14000,173298
20110706,13850,14200,13850,14200,245010
20110707,14250,14250,13650,13650,303756
20110708,13750,13750,13050,13200,358854
20110711,13300,13500,13200,13350,270408
20110712,13300,13300,13100,13300,103743
20110713,13350,13750,13150,13600,284779
20110714,13450,13900,13450,13750,251785
20110715,13700,13950,13600,13600,184920
20110718,13700,13700,13350,13450,70997
20110719,13350,13650,13300,13300,452928
20110720,13450,13700,13400,13600,210315
20110721,13650,13700,13100,13200,343387
20110722,13350,13700,13300,13700,150277
20110725,13550,13600,13250,13400,133450
20110726,13500,13550,13300,13450,239172
20110727,13450,13450,13200,13350,441149
20110728,13100,13200,12950,13100,306463
20110729,13000,13450,12950,13200,326535
20110801,13150,13350,13050,13100,170427
20110802,13000,13250,13000,13050,158388
20110803,13000,13350,12950,13200,287741
20110804,13400,13950,13250,13800,673113
20110805,13250,13900,13200,13700,543996
20110808,13350,13600,12600,13150,571026
20110809,12800,12850,11800,12000,452300
20110810,12500,12650,12000,12000,380693
20110811,11600,12450,11600,12250,233028
20110812,12400,12500,12100,12400,227314
20110816,12400,12900,12400,12900,140310
20110817,12900,13050,12750,12750,85331
20110818,12850,12850,11900,12100,307857
20110819,11800,12950,11700,12850,279785
20110822,12850,13800,12700,13550,950579
20110823,13550,13800,13000,13350,426461
20110824,13400,13500,13050,13150,211628
20110825,13450,14150,13100,13650,1283036
20110826,13850,14600,13800,14400,838711
