date,open,high,low,close,volume
20201230,32000,32200,31500,32050,2308628
20201229,32400,32400,31850,32000,3583691
20201228,33450,33650,33300,33500,3722780
20201224,33100,33400,32950,33300,2853145
20201223,33000,33150,32600,32850,2122454
20201222,33500,33600,33150,33150,1832455
20201221,33500,33550,33050,33500,1854239
20201218,33350,33500,33200,33350,2827742
20201217,33500,33550,32800,33250,3221816
20201216,33750,33900,33450,33700,1936781
20201215,34000,34050,33150,33550,4323684
20201214,34300,34750,34100,34100,3055544
20201211,34600,34700,34400,34550,2038764
20201210,34050,34250,33600,34250,4462333
20201209,33750,34300,33550,34050,2263922
20201208,34000,34000,33500,33800,2532074
20201207,34600,34600,33650,34050,3017643
20201204,34200,34900,34000,34600,3381475
20201203,34250,34350,33750,34050,2624925
20201202,33650,34200,33500,34200,3300022
20201201,32650,33350,32600,33150,3135125
20201130,34050,34300,32200,32200,5779670
20201127,34100,34450,33800,34050,1791934
20201126,34300,34700,34100,34350,2071269
20201125,34500,35000,34100,34650,4045356
20201124,34250,34250,33700,33900,2528769
20201123,33500,34100,33300,33950,2678253
20201120,33150,33500,33000,33500,1708598
20201119,33300,33350,32750,33250,2483717
20201118,33250,33500,33100,33500,2167201
20201117,33550,33900,33050,33350,3167675
20201116,32650,33650,32450,33200,3843520
20201113,32450,32700,32100,32250,3283510
20201112,33700,33850,32800,32900,4474654
20201111,33050,34000,33000,33650,5100704
20201110,33000,33250,32350,32950,7202607
20201109,31900,31950,31350,31750,2496771
20201106,31650,31750,31400,31600,1947300
20201105,31350,31800,30800,31500,3089844
20201104,32600,32650,30800,31150,4538264
20201103,32200,32600,31700,32000,3435765
20201102,30600,31950,30500,31750,3894347
20201030,31400,32000,30350,30350,4189440
20201029,30850,31600,30750,31450,3103420
20201028,30000,31600,29900,31500,4419345
20201027,30500,30600,29800,30200,4310484
20201026,31550,31700,30850,30950,3771465
20201023,30500,31600,30350,31350,6673095
20201022,29100,30250,28850,30200,4540090
20201021,28700,29350,28700,29200,3384480
20201020,28950,29200,28600,29000,3020408
20201019,28100,29000,28050,29000,3804406
20201016,28100,28250,27950,27950,1591701
20201015,27850,28200,27800,28050,1332326
20201014,28200,28250,27900,27950,2222501
20201013,28550,28650,28150,28350,1886424
20201012,28200,28550,28100,28450,2396584
20201008,28650,28700,28350,28350,2335648
20201007,28250,28600,28000,28500,1520212
20201006,28550,28800,28200,28350,2128923
20201005,27350,28600,27300,28550,3155972
20200929,27700,27850,27550,27600,1715571
20200928,27500,27650,27350,27500,1193407
20200925,27300,27450,27200,27350,1927889
20200924,27350,27400,27100,27200,1870808
20200923,27600,27800,27300,27600,1771865
20200922,27800,27950,27500,27600,2362160
20200921,28100,28500,28100,28150,1366916
20200918,28350,28450,28150,28350,2219918
20200917,28700,28800,28450,28550,1612471
20200916,28550,28800,28500,28700,1244882
20200915,28750,28950,28600,28750,1471145
20200914,28500,29050,28400,28750,2004641
20200911,28100,28600,28100,28450,1732675
20200910,28550,28750,28450,28500,1994874
20200909,28500,28650,28300,28400,4212332
20200908,29100,29350,29000,29050,2761485
20200907,29550,29600,29000,29100,3761770
20200904,29600,29700,29400,29650,2284285
20200903,30400,30400,29950,30000,1618528
20200902,30000,30200,29850,30200,1293580
20200901,29600,30200,29550,30050,1751652
20200831,30350,30700,29550,29650,3547431
20200828,30400,30900,30200,30300,2354079
20200827,30600,30650,30000,30000,2229578
20200826,31200,31300,30500,30700,1469718
20200825,31150,31500,30800,31400,1377196
20200824,30750,30900,30100,30700,1091079
20200821,30350,31100,30350,30750,1344811
20200820,31050,31400,30200,30250,1790921
20200819,31800,32000,31300,31400,1456392
20200818,32600,32650,31000,31600,2923648
20200814,33700,33750,32600,32700,2294223
20200813,33600,33950,33100,33800,3437220
20200812,33350,34050,32300,33800,4929263
20200811,31300,32850,31200,32850,5025552
20200810,30400,30900,30200,30850,2038273
20200807,30800,30800,30050,30200,1604496
20200806,30000,31200,30000,30700,2473278
20200805,30200,30300,29900,30000,1295186
20200804,29800,30400,29800,30200,1274251
20200803,30100,30150,29800,29900,1649493
20200731,30800,31100,30050,30100,2110091
20200730,31300,31650,30800,30950,1905955
20200729,30550,31200,30400,31050,1461720
20200728,30550,30950,30450,30750,1723733
20200727,30200,30850,30200,30500,1240217
20200724,30200,30650,30050,30500,1214228
20200723,30750,30900,30100,30500,1496348
20200722,30800,31500,30400,30450,2739196
20200721,30350,30750,29900,30400,1730397
20200720,29750,30500,29500,30450,1742844
20200717,30050,30100,29600,29750,1027988
20200716,30050,30350,29850,30050,1622128
20200715,29700,30100,29500,29800,1810430
20200714,29450,29600,29050,29400,1493337
20200713,29450,29800,29000,29600,1498269
20200710,29550,29700,28900,29000,1721373
20200709,30000,30200,29750,29800,2614486
20200708,30200,30250,29900,30000,1143131
20200707,30600,30600,29950,30150,1604570
20200706,29900,30300,29400,30300,1494743
20200703,30100,30450,29700,30050,1038768
20200702,29600,30100,29500,29900,1348055
20200701,29100,30000,29050,29700,1553814
20200630,29250,29450,28750,28750,1616827
20200629,29050,29200,28750,29000,1720011
20200626,29900,29950,29500,29700,1435162
20200625,29700,29700,29300,29300,1754512
20200624,30000,30350,29850,30200,1606503
20200623,30350,30450,29350,29800,2110173
20200622,30300,30700,30050,30050,1835595
20200619,31300,31300,30300,30800,3816952
20200618,30250,31150,30200,30750,2559738
20200617,31200,31350,30400,31000,3674507
20200616,30050,32150,30050,32000,2692975
20200615,30350,31600,29500,29500,2915712
20200612,30600,31400,30600,31150,2612741
20200611,32600,32850,32000,32500,3142543
20200610,34400,34450,33200,33200,3567491
20200609,34500,35250,33900,34550,2215013
20200608,36000,36100,34650,34750,2167980
20200605,34450,35300,34000,35000,2397235
20200604,36650,37850,34450,34650,5239661
20200603,33000,36100,32800,35750,7122912
20200602,30750,32200,30550,32000,3416978
20200601,30300,30900,30300,30700,1491022
20200529,30050,30750,29750,30150,3659314
20200528,30550,31250,30100,30250,4274477
20200527,30100,30450,29700,29750,2389784
20200526,28950,30050,28900,29700,2120032
20200525,29200,29200,28750,29200,1101720
20200522,29500,29650,28800,29050,1821607
20200521,30200,30250,29400,29450,2434220
20200520,30000,30300,29850,29850,1626202
20200519,30100,30700,30100,30450,2602771
20200518,29100,29400,28650,28950,1441040
20200515,29400,29650,28950,29350,1743880
20200514,29150,29200,28600,28900,1665449
20200513,28150,29450,28150,29450,1617461
20200512,29250,29500,28800,28900,1825245
20200511,30150,30400,29550,29550,1445854
20200508,30600,30800,30050,30050,1488251
20200507,29500,30550,29400,30050,1969529
20200506,29850,30150,29250,29900,2262364
20200504,29900,30350,29500,29800,2946737
20200429,30200,30900,30000,30550,2223561
20200428,30750,31450,29600,30100,3284884
20200427,27700,30250,27600,30000,5258451
20200424,27200,27450,26900,27150,1759625
20200423,27400,27750,27200,27500,2055080
20200422,27350,27600,26850,27600,1498460
20200421,28000,28150,27200,27700,2552022
20200420,28850,28950,28150,28200,1979063
20200417,28300,29050,28300,28500,2377650
20200416,28050,28450,27900,28050,2608005
20200414,28850,29050,28400,29050,1524629
20200413,29100,29350,28400,28500,1725434
20200410,28500,29500,28350,29050,2806027
20200409,28400,28500,27900,28100,1761149
20200408,28500,28650,27800,27850,2368197
20200407,28350,28500,27700,28500,2830469
20200406,26750,27500,26550,27350,2180878
20200403,26250,27150,26250,26550,1925601
20200402,27250,27300,25850,26750,2900222
20200401,28500,28750,26750,26750,2216202
20200331,28150,29350,27550,28600,3312454
20200330,27100,27900,26400,27500,2380561
20200327,29300,29500,27400,28400,3397588
20200326,27350,29100,27050,27350,3837880
20200325,26300,27500,25200,27350,3088695
20200324,22600,24600,22250,23950,2261390
20200323,22400,23200,22000,22200,2185885
20200320,22900,24400,21850,24200,3288066
20200319,24300,24700,22300,22450,3227344
20200318,24900,25850,24400,24400,2406967
20200317,25000,25900,24900,25200,3565928
20200316,28200,28350,26800,26800,2154315
20200313,27950,28100,26250,27500,4971131
20200312,30400,30400,28700,29100,3444605
20200311,30050,31500,30050,30350,2667358
20200310,29450,30450,29400,30150,2142638
20200309,31400,31400,30000,30050,2147355
20200306,32200,32450,31750,31900,1990965
20200305,33150,33200,32400,32750,2369004
20200304,32100,33350,32050,33150,2272463
20200303,32300,32750,32050,32050,1761429
20200302,32350,32700,31900,32200,2163670
20200228,32500,32750,32200,32300,3505067
20200227,33950,34050,33500,33500,2489863
20200226,33400,34750,33350,34150,2480717
20200225,33350,34450,33350,34200,2156551
20200224,34750,35000,33900,34000,2434887
20200221,35850,35900,35350,35650,1481281
20200220,36500,36650,36000,36200,1264239
20200219,36500,36650,36000,36550,2347513
20200218,36900,37000,36350,36450,1335554
20200217,37700,37900,36700,36900,2254735
20200214,37600,38250,37600,37750,1047254
20200213,38200,38400,37900,37900,1738102
20200212,38300,38600,38050,38450,1616452
20200211,38100,38700,38000,38500,1326970
20200210,38700,38750,37900,38150,1774106
20200207,39350,39700,38800,39150,1448392
20200206,39550,39850,38900,39800,1482420
20200205,38900,39350,38700,39250,1495014
20200204,39650,39750,38750,38900,1734995
20200203,39550,39750,39100,39300,1508584
20200131,40300,40300,39150,39150,1285828
20200130,40050,40100,39600,39900,1064052
20200129,39900,40100,39600,39800,1001549
20200128,40350,40700,39700,40150,1463667
20200123,40700,41250,40650,41200,894645
20200122,41400,41550,40900,41000,1166603
20200121,41250,41850,41200,41400,1333154
20200120,41150,41900,41000,41300,1139491
20200117,41000,41400,40800,41050,1370331
20200116,41450,41450,40950,41300,1360022
20200115,41700,42050,41350,41500,1158426
20200114,41450,42100,41450,41850,1200364
20200113,41200,41800,40950,41750,988398
20200110,42100,42250,41200,41350,1405033
20200109,41850,42400,41800,42200,1254533
20200108,42100,42100,41750,42000,1122496
20200107,42500,42750,42100,42750,759544
20200106,42400,42700,41900,42100,719169
20200103,42750,43200,42650,42750,963717
20200102,43100,43450,42400,42600,772880
20191230,43800,43950,43150,43350,1151434
20191227,44200,44300,43850,44100,1181670
20191226,45850,45950,45400,45750,550143
20191224,45800,46000,45450,45550,731294
20191223,45350,45800,45100,45800,686108
20191220,45750,45800,45050,45350,1161672
20191219,45350,45450,44900,45450,940960
20191218,44650,45300,44600,45300,1297107
20191217,44400,44400,43700,44350,1546289
20191216,45600,46150,44150,44400,1360019
20191213,44600,45650,44550,45650,1384408
20191212,43600,44500,43600,44200,2231245
20191211,43600,44100,43500,43650,1118191
20191210,43650,44250,43650,44050,730172
20191209,43950,44300,43650,44100,763089
20191206,43700,43750,43400,43750,601523
20191205,43150,43900,43100,43400,1008145
20191204,43100,43600,43100,43350,1008097
20191203,43100,43600,42900,43450,819497
20191202,43550,43900,43300,43600,602272
20191129,44750,44800,43400,43550,991502
20191128,44350,44650,44200,44500,532711
20191127,45300,45450,44600,44650,924878
20191126,44800,44950,44250,44950,2152647
20191125,44200,44650,44000,44350,1182531
20191122,43900,44200,43500,44200,883071
20191121,44200,44250,43350,43600,1156886
20191120,43450,44350,43400,44200,956873
20191119,43250,43800,43150,43750,766646
20191118,43200,43700,43200,43700,889814
20191115,43650,44300,43550,43800,972681
20191114,43850,43850,43000,43700,1036221
20191113,44000,44000,43050,43300,597487
20191112,43450,43750,43150,43600,550187
20191111,43800,43950,43250,43350,670867
20191108,43500,44100,43400,43850,1030679
20191107,43050,43550,43000,43300,670608
20191106,43150,43850,42950,43400,922213
20191105,42850,43500,42500,43450,1447537
20191104,42400,43200,42400,42800,1054312
20191101,42400,43000,42400,42650,597378
20191031,42800,43150,42500,42500,994912
20191030,43650,43950,43000,43150,763938
20191029,43200,44100,43200,44000,842279
20191028,43550,43900,43400,43650,848490
20191025,43500,43800,43050,43550,528734
20191024,43850,44150,43450,43850,995450
20191023,42900,43550,42900,43550,798965
20191022,42600,43500,42600,43400,774368
20191021,42500,42950,42250,42850,613535
20191018,42550,42700,42000,42100,499137
20191017,42250,42850,42250,42700,573355
20191016,43550,43600,42450,42700,1220304
20191015,42800,43150,42350,42550,803578
20191014,41800,42600,41750,42500,701267
20191011,41400,42050,41200,41350,634462
20191010,40400,41400,40250,40900,1307311
20191008,40850,41800,40850,41400,873812
20191007,41100,41550,40800,41100,456818
20191004,41650,41750,40950,40950,861219
20191002,42000,42100,41350,41650,708320
20191001,42000,42600,41700,42350,511608
20190930,41700,42050,41500,41800,948341
20190927,43300,43400,41500,41850,862542
20190926,43050,43400,42700,43000,596081
20190925,42650,43250,42500,42800,608112
20190924,42800,43250,42500,42650,629171
20190923,42550,42950,42200,42850,696938
20190920,41900,42850,41900,42850,1285493
20190919,42050,42450,41950,42250,799147
20190918,42550,42700,42000,42200,1017756
20190917,42400,42750,42150,42750,1077943
20190916,42700,43550,42450,43050,1134944
20190911,42450,42800,42050,42250,1536226
20190910,41550,42350,41550,42200,860884
20190909,41100,42100,41100,41500,612392
20190906,40850,41950,40800,41450,732614
20190905,40900,41800,40750,40900,985650
20190904,40750,41200,40750,41200,976574
20190903,40650,41050,40550,40900,620475
20190902,41600,41600,40550,40850,610078
20190830,40100,40800,40100,40750,1131419
20190829,39850,40050,39600,39950,523113
20190828,39900,40050,39800,39900,846566
20190827,39750,40000,39550,39650,1429563
20190826,40350,40350,39350,39700,948017
20190823,40600,40600,40150,40350,654590
20190822,40500,40700,40300,40450,1025491
20190821,40300,40700,40100,40250,1535624
20190820,40150,40600,40100,40500,1309394
20190819,40600,40750,40000,40600,843633
