date,open,high,low,close,volume,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
20110401,59700,63200,59500,62800,87139,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110404,63400,64100,62100,62600,56751,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110405,63100,63100,61300,62700,10735,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110406,62800,62800,61200,62000,35081,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110407,62000,62000,59600,59600,43040,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110408,59900,60700,59400,59700,55254,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110411,59900,61400,59300,59600,33972,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110412,59100,59800,58100,58100,14057,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110413,58500,59500,56500,59500,40243,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110414,59600,60200,58200,59300,35050,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110415,59800,61900,59000,60800,55092,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110418,61000,61000,58500,58600,44670,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110419,57900,57900,56600,56700,44747,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110420,57200,60900,57200,60000,128989,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110421,60700,62000,59200,62000,84459,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110422,61500,63000,60900,62400,62666,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110425,61800,63500,61800,62500,36672,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110426,61600,63300,60500,63300,30209,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110427,63200,65400,63200,64500,113411,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110428,65300,65300,63300,63300,31530,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110429,63600,64500,62400,64000,63993,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110502,64000,65600,63800,64500,159177,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110503,63500,63700,54900,61200,99164,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110504,61600,63400,60700,62000,48486,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110506,61200,61200,58400,59300,68915,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110509,59400,61700,59400,61100,34288,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110511,61100,63600,61000,62300,37079,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110512,61200,61600,60100,60200,33627,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110513,61000,61000,59500,59500,24014,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110516,59500,60000,57600,58900,36044,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110517,59300,60500,58100,59800,34037,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110518,60400,60800,59300,59300,40380,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110519,59300,59300,56300,56500,65430,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110520,56500,56700,53100,53700,193508,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110523,53100,53400,51600,51600,49086,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110524,51200,53400,51100,52500,51529,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110525,52100,53000,51100,52000,56409,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110526,52900,54300,52100,53100,73184,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110527,53100,53400,52100,52100,39570,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110530,52100,52500,50800,50800,38529,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110531,50700,53400,50600,53400,61361,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110601,53500,53600,52200,52700,48599,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110602,51300,52500,50900,52300,77357,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110603,52000,52600,51100,51600,42060,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110607,51000,52600,51000,52000,34175,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110608,51700,52800,51700,52300,136319,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110609,52100,53300,51500,52900,44425,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110610,53300,53400,51700,51900,32229,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110613,51200,53200,51200,52700,38145,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110614,52700,54200,52500,53700,37350,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110615,53700,55200,53700,54600,78025,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110616,54100,54700,53200,54500,30192,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110617,54900,56200,53000,55800,66300,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110620,55300,56100,54900,54900,11513,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110621,55400,56200,54600,56200,22367,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110622,56200,56700,55700,55800,16437,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110623,55400,56800,55300,56300,14080,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110624,56300,57500,56300,56800,7946,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110627,56700,56800,55700,56000,6292,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110628,57500,57500,55900,55900,18424,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110629,56100,57000,55700,55900,28787,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110630,56900,56900,56100,56100,26182,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110701,56600,56700,55300,55900,23151,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110704,56100,57500,56000,56100,55422,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110705,56400,56500,55600,55600,19880,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110706,55100,56200,55100,55600,37838,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110707,55400,56300,55000,55100,43198,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110708,55600,57100,55200,56700,31357,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110711,56600,56600,55100,55300,12379,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110712,54600,54800,53300,53300,114187,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110713,53600,54100,53300,53600,7074,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110714,53600,54400,53400,53800,7139,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110715,53900,55400,53800,55200,11431,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110718,55200,57100,54800,55100,22024,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110719,54700,56700,54700,56700,20500,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110720,57200,57600,56500,56600,26396,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110721,57100,57100,56000,56400,4283,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110722,56500,58000,56500,57200,28985,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110725,57400,57700,56500,56500,9375,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110726,56100,58300,56100,57500,25715,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110727,57200,58100,56400,57300,57785,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110728,56700,58300,56500,57900,21829,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110729,57200,59000,57200,58600,23514,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110801,59500,61600,58500,61000,51461,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110802,59100,61000,59100,59800,30782,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110803,58900,60000,57700,60000,51973,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110804,59200,61000,59100,60100,20398,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110805,58600,59600,57000,58600,32843,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110808,56700,58400,56500,57100,41373,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110809,57000,58300,49300,56200,88409,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110810,58700,59000,55000,55000,28618,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110811,52500,54500,52000,54100,163335,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110812,54500,55800,53700,54300,51192,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110816,55600,59700,55400,59500,53879,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110817,58100,59800,58100,59800,23348,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110818,59800,60400,59000,59900,25731,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110819,58200,59400,55100,58000,21300,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110822,59400,59400,57700,58100,19445,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110823,57600,61800,57300,61100,33811,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110824,61700,61700,59000,60500,19440,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110825,61100,62800,60800,62400,28251,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110826,62400,67700,61700,61800,163142,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110829,63700,63700,53000,59000,72583,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110830,59700,59700,56900,59000,86649,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110831,59100,60600,58000,60400,43086,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110901,60400,62400,56900,61300,51640,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110902,61000,61000,59100,59100,16453,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110905,58500,58500,56800,56800,14011,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110906,54900,55600,54200,54800,86910,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110907,55800,55800,54200,55000,36778,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110908,54200,55000,52500,52600,115835,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110909,52600,54900,52600,54900,59660,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110914,55300,55300,49550,49550,53378,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110915,50800,51600,47000,49900,37099,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110916,50500,54900,50500,54900,47023,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110919,53600,55200,52200,54000,37168,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110920,53000,56000,53000,55800,24403,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110921,55900,59500,55800,58400,33431,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110922,57300,58200,56500,57000,21682,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110923,56500,56500,53800,53800,30929,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110926,54300,54600,52000,52200,35330,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110927,53600,56300,53600,56200,10709,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110928,56300,57100,54800,56500,12573,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110929,57000,57500,55300,56500,13521,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20110930,57000,57100,55400,57000,10588,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111004,54600,55000,52000,53500,37726,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111005,53200,54000,49700,50200,35528,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111006,51800,53200,51200,51800,32963,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111007,54000,54900,52300,52400,57258,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111010,52000,53200,51800,52200,39296,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111011,53300,55000,53200,53300,63597,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111012,53300,54000,52500,53300,25637,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111013,54300,54800,53600,54300,20757,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111014,53600,56500,52900,56500,23914,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111017,57000,57000,55400,55900,21291,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111018,54500,55800,54100,55100,11094,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111019,55400,56500,55100,56200,11646,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111020,55800,57000,54800,54800,12591,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111021,56000,59800,55100,59600,30474,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111024,59600,61500,58200,60500,21289,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111025,61400,61500,59500,61500,19340,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111026,60600,62500,59000,62100,29709,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111027,63000,63300,60800,62000,38383,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111028,63500,64500,62000,62000,26844,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111031,61800,62300,59200,59500,16252,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111101,58300,61000,58300,60800,8405,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111102,59800,61100,58100,60300,33867,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111103,58700,62600,58700,59300,10751,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111104,60500,61000,59500,59600,24946,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111107,59900,60000,58900,59100,4922,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111108,59200,59700,58400,58500,4749,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111109,58500,59100,58200,58400,4768,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111110,57400,57400,56500,56600,8591,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111111,56800,58000,56700,56700,10719,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111114,57100,58300,57100,58200,12325,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111115,57300,58000,56200,57000,13146,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111116,56500,56900,54600,54600,9463,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111117,54600,56500,54600,56300,13184,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111118,56000,56000,54800,55500,11147,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111121,54700,55500,54500,54500,4382,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111122,54000,54300,53200,53200,19332,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111123,53500,53500,52400,52500,7330,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111124,52200,54600,52000,54400,12368,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111125,53500,55000,53400,54400,16579,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111128,54000,55500,54000,54600,11139,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111129,54700,55000,54100,54300,13563,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111130,53700,55000,53700,55000,12534,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111201,58300,58500,56700,56700,32651,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111202,57000,59400,56600,58100,27877,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111205,58000,58400,57000,57000,10165,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111206,56200,58200,56200,57300,18106,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111207,57000,57900,57000,57000,2811,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111208,57100,57500,56500,56800,8826,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111209,55500,55900,54500,55200,27485,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111212,55800,56000,55100,55100,16564,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111213,54000,55200,53400,54300,31397,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111214,54300,54600,53300,53300,22277,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111215,52500,53300,52100,52100,15002,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111216,52700,53000,51800,51800,11021,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111219,52600,52600,49600,51000,27802,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111220,51000,52600,51000,52000,11113,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111221,53100,55300,52900,55100,20873,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111222,54900,55200,53800,55100,5370,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111223,54500,54900,54000,54100,10739,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111226,54500,54500,53800,54100,4302,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111227,54100,54400,52200,52700,10308,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111228,52000,53600,52000,53400,13646,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20111229,52700,55100,52700,54700,15968,15.32,3.22,5377,35090,1183.49,532.41,418.55,850,367,-539,-750,789
20120102,54000,56100,53200,55100,8344,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120103,55800,56700,55300,56200,7968,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120104,56200,57000,55400,55800,9808,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120105,56200,56500,54300,54300,19785,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120106,54900,55100,54300,55000,12717,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120109,55000,55800,53800,55800,11835,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120110,55100,56500,55100,56100,6055,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120111,55500,56500,55200,56300,16677,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120112,56300,58300,56200,58000,25567,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120113,57700,61000,57700,58100,27803,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120116,58100,59300,57000,57400,10019,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120117,56600,59400,56600,58700,18125,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120118,59700,59900,58500,58900,12656,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120119,60000,60100,58000,58100,13932,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120120,57600,59700,57600,58500,17568,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120125,57800,58500,56600,56900,26940,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120126,57400,57600,56600,57400,22396,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120127,57200,58900,56700,58400,37307,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120130,58500,59000,57500,58200,47725,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120131,57200,58700,57200,58500,55069,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120201,58200,59000,57900,58000,32753,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120202,58800,59400,58100,59000,39651,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120203,58500,59100,57600,58200,27611,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
20120206,58700,58800,56900,56900,34919,7.92,1.53,2938,37081,1119.09,82.66,63.83,450,415,254,385,467
