date,open,high,low,close,volume,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
20110401,39900,40200,39800,39950,8030,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110404,40000,40050,39750,39950,7618,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110405,40000,40050,39750,40000,9653,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110406,40000,40200,39850,39900,6920,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110407,39900,40000,39700,39850,8615,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110408,39800,40050,39800,40050,5971,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110411,40100,40900,40100,40350,5395,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110412,40350,40750,40200,40700,7172,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110413,40800,40950,40450,40900,5910,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110414,40550,41500,40400,41500,536041,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110415,41500,42300,41100,42100,15271,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110418,42950,48400,42800,45950,176289,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110419,45500,50100,44250,49900,81149,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110420,49300,55000,49250,52400,115385,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110421,53400,53900,50500,52000,59397,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110422,52100,52500,49350,49600,56990,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110425,48450,50500,47500,49450,60083,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110426,50000,50100,48000,48100,32037,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110427,48100,48800,47350,48200,31256,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110428,47850,51000,47850,50500,21554,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110429,50400,51200,49500,50800,13638,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110502,50000,50400,48100,50400,30816,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110503,50500,53000,50300,51900,26956,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110504,52300,52300,50600,52000,17786,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110506,51800,52400,50400,51900,11361,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110509,51000,52300,50800,50900,7506,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110511,51500,51500,49850,50100,7351,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110512,51500,52000,50300,51000,14285,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110513,51700,51700,50000,50900,5406,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110516,49600,50900,49150,49600,5897,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110517,49000,49300,47700,48700,12520,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110518,49300,50300,48900,49750,9020,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110519,50400,50600,49000,50200,12296,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110520,50400,50700,49550,50500,15377,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110523,50500,51900,49950,51200,18123,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110524,51500,51500,50100,51300,5591,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110525,51700,52000,51100,51300,8902,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110526,50300,52000,50300,51700,1428404,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110527,52400,57500,52100,57500,118807,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110530,57700,58400,55900,56700,33745,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110531,56200,58800,55000,57400,29502,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110601,58100,59000,55800,56000,22518,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110602,55000,55400,53000,54400,23102,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110603,54400,55800,53100,54900,18564,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110607,54900,55000,53600,54900,6630,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110608,54900,55800,54100,55400,11585,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110609,55400,56200,54600,55500,6718,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110610,54700,55500,53200,53700,18633,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110613,53700,54300,52500,53000,8069,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110614,53300,55500,52800,55200,9327,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110615,53300,56000,53300,55100,6804,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110616,55300,55300,54200,54900,2968,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110617,54900,55000,53600,54500,10639,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110620,53900,55300,53900,54000,4596,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110621,54000,55000,53700,55000,4405,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110622,55900,55900,54900,55300,3711,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110623,55300,58400,55300,58400,31410,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110624,58500,58500,56900,58300,9321,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110627,58000,58300,57000,57500,5634,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110628,58200,58200,56300,57500,9833,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110629,57100,58400,57100,58200,5861,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110630,58200,60100,57400,59700,30616,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110701,59800,60100,58600,59900,29364,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110704,60000,62400,59400,62300,34172,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110705,62800,64000,62300,63600,19709,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110706,64800,64800,62900,63700,14804,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110707,63600,64200,62600,62800,11490,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110708,62800,64000,62400,63500,18820,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110711,63000,64400,62400,63700,26074,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110712,63700,64500,63300,64000,15978,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110713,64400,65900,64000,65600,34039,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110714,65800,66500,65200,66000,21010,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110715,66200,66200,64900,66000,8598,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110718,66500,69000,66300,68400,53539,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110719,68600,70000,68600,69500,30892,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110720,70100,70100,68100,68800,38076,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110721,68100,69700,67500,68300,18795,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110722,68300,69200,68100,68200,13708,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110725,68200,68800,66100,67300,34876,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110726,67000,70000,67000,69800,37052,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110727,69300,71000,68900,71000,26078,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110728,70900,70900,69100,69900,18235,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110729,69100,70900,69100,70700,17280,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110801,71200,71200,68300,70200,27874,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110802,70200,70200,67300,67400,25111,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110803,67100,67100,63800,65900,30326,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110804,65900,69600,65000,67000,16599,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110805,60200,66800,60200,66700,48931,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110808,66400,66500,59400,65500,31410,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110809,62300,63900,60000,63400,46356,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110810,65000,66000,61500,62100,19333,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110811,55000,63600,55000,63600,37553,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110812,65500,65800,63100,64000,20009,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110816,64600,68400,64600,67200,47234,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110817,67300,70500,65600,70500,34891,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110818,70800,71800,69100,71200,62170,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110819,70000,71000,68100,70000,25710,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110822,67500,69500,67100,69000,49949,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110823,68900,69300,67600,69000,23596,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110824,69000,72100,68500,70800,60157,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110825,71900,72200,70200,72000,16274,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110826,71800,74900,70800,74400,41019,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110829,74400,75100,73600,74900,15857,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110830,74900,74900,73400,73400,18460,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110831,74100,75000,72900,75000,16467,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110901,75500,75500,73500,75500,30410,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110902,74600,76900,73900,76900,36807,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110905,76900,76900,75000,76700,16506,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110906,76300,77500,72200,75900,24845,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110907,77000,77500,75000,76900,20318,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110908,77500,77500,76000,77200,17812,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110909,77300,77300,75100,75100,24208,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110914,72100,75100,72100,74100,18671,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110915,74500,75200,73100,74400,15094,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110916,75000,77000,73700,75500,25268,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110919,76000,76000,74000,74400,5991,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110920,71100,75800,71100,75400,26997,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110921,75500,75500,73500,74500,8257,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110922,72100,74000,72100,74000,14006,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110923,71200,73200,70100,70100,19629,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110926,70100,71000,65000,67600,38778,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110927,67600,69000,66100,68500,21174,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110928,68700,69500,66300,68000,8364,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110929,67800,70600,66500,69900,12875,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20110930,71500,71500,68300,71300,11354,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20111004,66900,69000,66900,68600,14983,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20111005,68600,69000,65000,67700,11612,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20111006,68200,69000,66800,68600,10242,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20111007,69500,71000,69500,71000,8882,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20111010,75700,75700,71500,72000,10427,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20111011,73600,73600,71500,72300,8900,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20111012,72300,72500,70900,72400,5753,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20111013,72400,73900,71900,72400,12909,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20111014,71000,72800,71000,72100,8071,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20111017,72000,75400,72000,75000,26328,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20111018,74800,74800,73300,74000,11218,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20111019,74700,75600,73000,75600,19073,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
20111020,75600,76400,73500,75000,12477,10.45,4.2,9327,89226,13170.35,420.74,101.97,1588.79,149,1337,-1448,704
