date,open,high,low,close,volume,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
20110401,204000,205000,199500,203500,1260020,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110404,206500,207500,200000,201500,994192,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110405,200000,204000,196000,204000,946156,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110406,203500,212000,203500,210500,1285631,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110407,209000,210000,204500,205500,1039671,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110408,204000,206500,203000,205000,1080248,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110411,205000,207500,204000,206000,665981,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110412,207000,207500,199000,200000,1003932,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110413,201000,212500,200500,212500,1478398,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110414,211000,224000,211000,222000,2151190,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110415,218500,222500,217000,221500,1286525,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110418,221500,230000,220500,226000,1170187,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110419,223500,231000,221500,225500,1272294,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110420,227000,233500,224000,232500,1034926,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110421,232000,244000,229000,235500,1329175,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110422,235500,242500,232000,233000,1156743,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110425,233000,246000,232500,246000,886795,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
20110426,246000,250500,243500,245000,1185292,20.63,7.2,34755,168481,123526.0,15969.4,13073.19,1750,171,41322,-71160,31088
