day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210325,85500,88000,85200,87000,800,201111,3801519,456,16.24,24896,87000,87300,87000,87300,300,792
20210324,86000,86300,85000,86200,100,131961,3801063,9832,16.24,-2718,86200,86400,86200,86400,200,384
20210323,87600,87800,86100,86300,900,143417,3791087,-13235,16.2,18514,86300,86700,86300,86500,200,934
20210322,86900,87300,86000,87200,400,131961,3804226,6480,16.26,-12636,87300,87300,87000,87000,-200,1003
20210319,87000,87700,86800,86800,1300,173139,3797746,-32499,16.23,-10058,86900,87100,86900,87100,300,1109
20210318,88500,88500,87500,88100,100,133721,3830125,7432,16.37,-6102,88100,88100,87800,87900,-200,639
20210317,88900,88900,87300,88000,900,164381,3822453,-20769,16.33,-1139,88000,88000,87800,87900,-100,553
20210316,87900,89000,87300,88900,1200,215037,3843102,32680,16.42,16717,88900,88900,88700,88800,-100,1190
20210315,88000,88400,87000,87700,400,192800,3810422,2030,16.28,-13451,87700,87700,86900,87200,-500,3573
20210312,88400,88600,86600,87300,900,329409,3808392,22143,16.27,-56778,87300,87300,87000,87100,-200,3339
20210311,90000,90200,86000,88200,1300,483529,3786249,-28749,16.18,-7983,88400,88400,87900,87900,-300,2970
20210310,89500,91300,87300,89500,400,333585,3815646,18825,16.3,17232,89600,89800,89600,89800,300,1455
20210309,90500,94000,88800,89100,900,781061,3796821,23329,16.22,34532,89300,89800,89300,89700,600,2786
20210308,90400,90700,88700,90000,500,431568,3773492,34121,16.12,31569,89700,89700,89300,89300,-700,2298
20210305,87000,89900,86000,89500,1500,593463,3739371,65280,15.98,12951,89500,89600,89500,89500,0,3444
20210304,86400,88700,85600,88000,400,560851,3674091,-89742,15.7,64521,88000,88300,88000,88300,300,1587
20210303,82600,87900,82400,87600,5400,1108512,3763881,286334,16.08,66413,87300,87400,87200,87400,-200,6916
20210302,83900,83900,81500,82200,200,275921,3476875,3523,14.86,16653,82600,82600,82300,82400,200,1365
20210226,80900,82600,80200,82000,700,211597,3473352,-7077,14.84,-8582,82000,82200,82000,82200,200,796
20210225,81700,83300,81000,82700,2200,239597,3479757,-8719,14.87,20099,82700,83100,82700,83100,400,5518
20210224,84200,84400,80400,80500,2800,348782,3488476,-63810,14.91,28377,80700,81400,80700,81200,700,2431
20210223,81200,83900,80500,83300,2400,444321,3552286,77761,15.18,45536,83600,83700,83500,83500,200,2614
20210222,81100,82100,80400,80900,200,208181,3474213,-14744,14.85,1767,80900,80900,80400,80400,-500,2284
20210219,80700,81200,78700,80700,200,214284,3488957,-19038,14.91,-14140,80700,80800,80700,80800,100,843
20210218,80500,82200,80200,80500,0,267695,3507683,-9417,14.99,6497,80500,80600,80400,80400,-100,1527
20210217,81700,81700,80100,80500,900,154759,3517100,-7624,15.03,3330,80500,80500,80400,80400,-100,1026
20210216,81800,82100,80800,81400,100,189183,3524724,-8901,15.06,-22365,81400,81600,81400,81500,100,868
20210215,83300,83300,81000,81300,600,283484,3533625,-12515,15.1,1138,81300,81500,81300,81500,200,871
20210210,82700,83200,80900,81900,800,171296,3546140,-8945,15.15,-16928,82000,82200,82000,82200,300,596
20210209,84700,84800,82600,82700,1600,277616,3555085,-24487,15.19,-1963,82700,82700,82400,82500,-200,1461
20210208,83000,85000,81800,84300,2500,567690,3579572,101266,15.3,63921,84500,84700,84500,84700,400,2332
20210205,81300,82000,79300,81800,3500,376046,3478306,49010,14.86,78687,81900,82000,81800,82000,200,1587
20210204,79800,79800,77800,78300,1200,162492,3429296,1536,14.65,-65259,78400,79800,78400,78800,500,2926
20210203,80000,80300,78700,79500,500,130170,3427760,8806,14.65,-11305,79500,79700,79400,79700,200,428
20210202,78800,80200,77500,79000,500,156720,3418954,8160,14.61,5827,79100,79200,79000,79100,100,488
20210201,77700,78500,75100,78500,300,215171,3410794,3046,14.57,-36888,78700,78700,78600,78700,200,427
20210129,80300,80300,75600,78200,1400,281666,3407748,-23514,14.56,-26330,78200,78200,77600,77600,-600,756
20210128,78700,80400,78500,79600,1400,180471,3431262,-3754,14.66,-21003,79600,79700,79600,79700,100,447
20210127,82800,83300,80900,81000,1300,202083,3435016,-326,14.68,-55796,81000,81300,81000,81100,100,730
20210126,84200,84400,82200,82300,1700,227526,3435030,-24590,14.68,-34956,82300,82800,82300,82500,200,692
20210125,84200,85300,83500,84000,900,311236,3459620,-27516,14.77,-72368,84000,84600,84000,84500,500,1782
20210122,82000,85000,80700,83100,2500,382019,3487136,33262,14.9,-163,83100,83900,83100,83600,500,1401
20210121,80800,81000,80100,80600,900,181915,3453874,8780,14.76,-7620,80600,80900,80600,80900,300,754
20210120,80200,80200,78500,79700,100,153276,3445094,9503,14.72,-33678,79900,79900,79000,79600,-100,1243
20210119,77600,79600,77100,79600,2500,194881,3435567,35092,14.68,1853,79600,79800,79500,79800,200,985
20210118,78600,78800,76600,77100,1900,240787,3400475,2409,14.53,-28472,77000,77000,76700,76700,-400,2694
20210115,80300,81400,78700,79000,1000,226217,3398066,-3356,14.52,-21040,79000,79000,78800,78800,-200,837
20210114,81100,81900,80000,80000,500,247547,3401422,14492,14.53,-68489,80100,80500,80100,80400,400,1085
20210113,81400,81900,79400,80500,100,279493,3386930,16385,14.47,-33434,80500,80700,80500,80700,200,568
20210112,78300,81400,77600,80400,2700,538602,3370545,33927,14.4,-37836,80300,80300,79100,80200,-200,1366
20210111,79900,80000,76100,77700,1300,507630,3336618,-17692,14.26,-101428,77700,77900,77700,77900,200,1365
20210108,75100,79300,75000,79000,4300,614195,3354310,112309,14.33,71868,79800,79800,79500,79500,500,1755
20210107,73300,74800,73300,74700,1700,310646,3242001,-410,13.85,5409,74700,75000,74700,74800,100,1531
20210106,74600,74700,72600,73000,1000,303508,3242411,-26682,13.86,-29314,73000,73000,72800,72800,-200,932
20210105,72100,74000,72000,74000,2000,380483,3269093,55933,13.97,-28113,74000,74300,74000,74100,100,1480
20210104,71700,72600,71300,72000,600,292873,3213160,18488,13.73,-85177,71800,72200,71800,72200,200,745
20201230,70900,72000,70800,71400,600,191248,3194672,2340,13.65,-29102,71400,71600,71400,71600,200,743
20201229,70400,70900,70200,70800,100,136493,3192332,-8740,13.64,-52518,70800,70900,70800,70900,100,375
20201228,70500,71000,70200,70700,200,174936,3201072,-3315,13.68,13563,70700,71000,70700,71000,300,173
20201224,70300,71100,70000,70500,800,142672,3205707,-916,13.7,-42527,70500,70600,70500,70600,100,354
20201223,70200,70400,69400,69700,400,239999,3206991,-18759,13.7,-110947,69700,70000,69700,70000,300,462
20201222,70400,71100,70000,70100,300,163250,3226614,-15959,13.79,-31279,70100,70400,70000,70400,300,724
20201221,70200,70500,69800,70400,200,141751,3241882,-7552,13.85,-13380,70400,70400,70200,70200,-200,405
20201218,70300,70600,70000,70600,300,170858,3250078,13952,13.89,-76134,70600,70600,70500,70500,-100,269
20201217,70900,70900,70000,70300,500,187322,3236770,-8810,13.83,-53407,70300,70500,70300,70500,200,327
20201216,71100,71500,70800,70800,200,163856,3245902,-7976,13.87,-27943,70900,70900,70800,70800,0,1425
20201215,71000,71400,70200,71000,0,198729,3253878,4244,13.9,-37791,71000,71200,71000,71100,100,573
20201214,71500,72300,70900,71000,2300,428719,3248438,-7004,13.88,-108291,71200,71400,71200,71400,400,1219
20201211,73000,74100,72700,73300,600,153317,3255442,-13384,13.91,13524,73200,73500,73200,73200,-100,629
20201210,72400,73800,72000,72700,400,224472,3268826,-20267,13.97,-12637,72800,73400,72800,73300,600,228
20201209,71800,73700,71700,73100,1400,198396,3289093,-14855,14.05,-7851,73200,73200,73100,73200,100,556
20201208,72500,72600,71500,71700,400,202451,3304298,-23403,14.12,-37482,71700,71700,71500,71500,-200,796
20201207,73500,73600,71600,72100,2500,301583,3326758,-10285,14.22,-98512,72200,72400,72100,72300,200,2148
20201204,75400,76300,74300,74600,600,219655,3337043,-7765,14.26,-11664,74600,74600,74200,74300,-300,1017
20201203,75300,76900,74300,75200,0,303094,3344808,-76919,14.29,-1825,75400,75400,75200,75200,0,326
20201202,71600,75300,71500,75200,3900,459696,3421727,38997,14.62,41693,75200,75600,75200,75600,400,1392
20201201,71300,71700,70900,71300,400,143951,3382730,-26109,14.45,-13163,71400,71400,70600,71000,-300,4046
20201130,70900,72000,70900,70900,0,199808,3408839,-25181,14.57,-19230,70900,71300,70700,71200,300,655
20201127,70700,71300,69900,70900,200,209477,3434020,-13875,14.67,-25580,70900,71200,70900,71000,100,802
20201126,70800,71000,70200,70700,700,185957,3447895,-14237,14.72,-40397,70700,70700,70500,70500,-200,1695
20201125,72500,72700,70400,71400,400,268492,3462061,-10917,14.79,-53730,71400,71400,71200,71200,-200,724
20201124,72500,73500,71400,71800,400,246841,3472166,-16188,14.84,-56090,71800,71900,71800,71900,100,1936
20201123,71000,71800,70300,71400,500,231278,3488179,18863,14.91,-45752,71400,71400,71300,71400,0,1733
20201120,72100,72800,71500,71900,600,160394,3468919,-6672,14.82,17284,71900,72200,71900,72100,200,1016
20201119,70400,71700,69700,71300,900,205133,3475028,-8190,14.85,-13529,71400,71500,71400,71400,100,574
20201118,73300,74300,69700,70400,2000,481938,3483562,-10825,14.89,-121809,70400,70500,70400,70400,0,1781
20201117,72600,73900,71600,72400,2200,362085,3494387,-25644,14.92,38642,72500,72700,72500,72700,300,1233
20201116,69900,71100,67700,70200,300,226443,3520032,-31200,15.04,25522,70400,70600,70400,70600,400,528
20201113,70400,71300,69300,69900,600,206212,3551232,-9525,15.17,48143,69900,70000,69900,70000,100,345
20201112,67800,71300,67200,70500,1900,402462,3560757,16991,15.22,94980,70700,71700,70700,71000,500,378
