day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
19960731,37100,37100,37100,37100,0,0,0,0,0.0,0,0,0,0,0,0,0
19960801,39300,39300,39300,39300,2200,0,0,0,0.0,0,0,0,0,0,0,0
19960802,39300,39300,39300,39300,0,0,0,0,0.0,0,0,0,0,0,0,0
19960803,41600,41600,41600,41600,2300,0,0,0,0.0,0,0,0,0,0,0,0
19960805,44000,44000,44000,44000,2400,0,0,0,0.0,0,0,0,0,0,0,0
19960806,44000,44000,44000,44000,0,0,0,0,0.0,0,0,0,0,0,0,0
19960807,44000,44000,44000,44000,0,0,0,0,0.0,0,0,0,0,0,0,0
19960808,46600,46600,46600,46600,2600,0,0,0,0.0,0,0,0,0,0,0,0
19960809,49300,49300,49300,49300,2700,0,0,0,0.0,0,0,0,0,0,0,0
19960810,49300,49300,49300,49300,0,0,0,0,0.0,0,0,0,0,0,0,0
19960812,49300,49300,49300,49300,0,0,0,0,0.0,0,0,0,0,0,0,0
19960813,49300,49300,49300,49300,0,0,0,0,0.0,0,0,0,0,0,0,0
19960814,49300,49300,49300,49300,0,0,0,0,0.0,0,0,0,0,0,0,0
19960816,49300,49300,49300,49300,0,0,0,0,0.0,0,0,0,0,0,0,0
19960817,49300,49300,49300,49300,0,0,0,0,0.0,0,0,0,0,0,0,0
19960819,49300,49300,49300,49300,0,0,0,0,0.0,0,0,0,0,0,0,0
19960820,49300,49300,49300,49300,0,0,0,0,0.0,0,0,0,0,0,0,0
19960821,49300,49300,49300,49300,0,0,0,0,0.0,0,0,0,0,0,0,0
19960822,49300,49300,49300,49300,0,0,0,0,0.0,0,0,0,0,0,0,0
19960823,52200,52200,52200,52200,2900,0,0,0,0.0,0,0,0,0,0,0,0
19960824,55300,55300,55300,55300,3100,0,0,0,0.0,0,0,0,0,0,0,0
19960826,58600,58600,58600,58600,3300,0,0,0,0.0,0,0,0,0,0,0,0
19960827,62100,62100,62100,62100,3500,0,0,0,0.0,0,0,0,0,0,0,0
19960828,65800,65800,65800,65800,3700,0,0,0,0.0,0,0,0,0,0,0,0
19960829,69700,69700,69700,69700,3900,0,0,0,0.0,0,0,0,0,0,0,0
19960830,73800,73800,73800,73800,4100,0,0,0,0.0,0,0,0,0,0,0,0
19960831,78200,78200,78200,78200,4400,0,0,0,0.0,0,0,0,0,0,0,0
19960902,78200,78200,78200,78200,0,0,0,0,0.0,0,0,0,0,0,0,0
19960903,82800,82800,82800,82800,4600,0,0,0,0.0,0,0,0,0,0,0,0
19960904,82800,82800,82800,82800,0,0,0,0,0.0,0,0,0,0,0,0,0
19960905,82800,82800,82800,82800,0,0,0,0,0.0,0,0,0,0,0,0,0
19960906,87700,87700,87700,87700,4900,0,0,0,0.0,0,0,0,0,0,0,0
19960907,92900,92900,92900,92900,5200,0,0,0,0.0,0,0,0,0,0,0,0
19960909,98400,98400,98400,98400,5500,0,0,0,0.0,0,0,0,0,0,0,0
19960910,104000,104000,104000,104000,5600,0,0,0,0.0,0,0,0,0,0,0,0
19960911,110000,110000,110000,110000,6000,0,0,0,0.0,0,0,0,0,0,0,0
19960912,116500,116500,116500,116500,6500,0,0,0,0.0,0,0,0,0,0,0,0
19960913,116500,116500,116500,116500,0,0,0,0,0.0,0,0,0,0,0,0,0
19960914,116500,116500,116500,116500,0,0,0,0,0.0,0,0,0,0,0,0,0
19960916,116500,116500,116500,116500,0,0,0,0,0.0,0,0,0,0,0,0,0
19960917,116500,116500,116500,116500,0,0,0,0,0.0,0,0,0,0,0,0,0
19960918,116500,116500,116500,116500,0,0,0,0,0.0,0,0,0,0,0,0,0
19960919,123000,123000,123000,123000,6500,0,0,0,0.0,0,0,0,0,0,0,0
19960920,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19960921,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19960923,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19960924,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19960925,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19960930,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961001,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961002,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961004,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961005,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961007,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961008,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961009,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961010,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961011,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961012,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961014,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961015,123000,123000,123000,123000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961016,130000,130000,130000,130000,7000,0,0,0,0.0,0,0,0,0,0,0,0
19961017,130000,130000,130000,130000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961018,130000,130000,130000,130000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961019,130000,130000,130000,130000,0,0,0,0,0.0,0,0,0,0,0,0,0
19961021,130000,130000,130000,130000,0,0,0,0,0.0,0,0,0,0,0,0,0
