day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
19900327,1880,1880,1880,1880,0,400,0,0,0.0,0,0,0,0,0,0,0
19900328,1960,1960,1960,1960,400,4000,0,0,0.0,0,0,0,0,0,0,0
19900329,2040,2040,2040,2040,400,10600,0,0,0.0,0,0,0,0,0,0,0
19900330,2140,2140,2140,2140,500,11100,0,0,0.0,0,0,0,0,0,0,0
19900331,2240,2240,2240,2240,500,13900,0,0,0.0,0,0,0,0,0,0,0
19900402,2340,2340,2340,2340,500,26100,0,0,0.0,0,0,0,0,0,0,0
19900403,2440,2440,2440,2440,500,39100,0,0,0.0,0,0,0,0,0,0,0
19900404,2540,2540,2540,2540,500,85300,0,0,0.0,0,0,0,0,0,0,0
19900406,2640,2640,2440,2440,500,100600,0,0,0.0,0,0,0,0,0,0,0
19900407,2340,2340,2340,2340,500,11200,0,0,0.0,0,0,0,0,0,0,0
19900409,2240,2240,2240,2240,500,13100,0,0,0.0,0,0,0,0,0,0,0
19900410,2150,2260,2150,2250,50,43500,0,0,0.0,0,0,0,0,0,0,0
19900411,2250,2310,2200,2310,300,32900,0,0,0.0,0,0,0,0,0,0,0
19900412,2350,2350,2320,2320,50,78000,0,0,0.0,0,0,0,0,0,0,0
19900413,2330,2360,2330,2360,200,33400,0,0,0.0,0,0,0,0,0,0,0
19900414,2350,2360,2340,2350,50,8500,0,0,0.0,0,0,0,0,0,0,0
19900416,2270,2270,2270,2270,400,0,0,0,0.0,0,0,0,0,0,0,0
19900417,2210,2250,2210,2250,100,3300,0,0,0.0,0,0,0,0,0,0,0
19900418,2200,2210,2200,2200,250,5700,0,0,0.0,0,0,0,0,0,0,0
19900419,2100,2100,2100,2100,500,3000,0,0,0.0,0,0,0,0,0,0,0
19900420,2000,2000,2000,2000,500,3100,0,0,0.0,0,0,0,0,0,0,0
19900421,1910,2000,1910,2000,0,4200,0,0,0.0,0,0,0,0,0,0,0
19900423,2000,2000,1930,1930,350,6700,0,0,0.0,0,0,0,0,0,0,0
19900424,1930,1950,1930,1930,0,10000,0,0,0.0,0,0,0,0,0,0,0
19900425,1900,1910,1900,1910,100,2800,0,0,0.0,0,0,0,0,0,0,0
19900426,1870,1870,1850,1850,300,1400,0,0,0.0,0,0,0,0,0,0,0
19900427,1830,1840,1830,1840,50,4000,0,0,0.0,0,0,0,0,0,0,0
19900428,1850,1850,1850,1850,50,1000,0,0,0.0,0,0,0,0,0,0,0
19900430,1770,1770,1770,1770,400,0,0,0,0.0,0,0,0,0,0,0,0
19900501,1800,1820,1800,1800,150,6000,0,0,0.0,0,0,0,0,0,0,0
19900503,1850,1880,1850,1880,400,10600,0,0,0.0,0,0,0,0,0,0,0
19900504,1880,1920,1880,1880,0,4000,0,0,0.0,0,0,0,0,0,0,0
19900507,1900,1900,1810,1860,100,7200,0,0,0.0,0,0,0,0,0,0,0
19900508,1800,1830,1800,1830,150,1700,0,0,0.0,0,0,0,0,0,0,0
19900509,1850,1850,1850,1850,100,3000,0,0,0.0,0,0,0,0,0,0,0
19900510,1770,1770,1770,1770,400,5000,0,0,0.0,0,0,0,0,0,0,0
19900511,1740,1760,1740,1760,50,2500,0,0,0.0,0,0,0,0,0,0,0
19900512,1760,1760,1760,1760,0,700,0,0,0.0,0,0,0,0,0,0,0
19900514,1750,1760,1750,1760,0,2300,0,0,0.0,0,0,0,0,0,0,0
19900515,1760,1760,1730,1730,150,2800,0,0,0.0,0,0,0,0,0,0,0
19900516,1730,1770,1730,1770,200,1700,0,0,0.0,0,0,0,0,0,0,0
19900517,1780,1780,1780,1780,50,1700,0,0,0.0,0,0,0,0,0,0,0
19900518,1740,1740,1740,1740,200,0,0,0,0.0,0,0,0,0,0,0,0
19900519,1740,1740,1740,1740,0,0,0,0,0.0,0,0,0,0,0,0,0
19900521,1700,1700,1700,1700,200,4400,0,0,0.0,0,0,0,0,0,0,0
19900522,1730,1750,1720,1750,250,7600,0,0,0.0,0,0,0,0,0,0,0
19900523,1750,1800,1740,1800,250,10200,0,0,0.0,0,0,0,0,0,0,0
19900524,1800,1830,1800,1810,50,5100,0,0,0.0,0,0,0,0,0,0,0
19900525,1810,1810,1770,1790,100,5100,0,0,0.0,0,0,0,0,0,0,0
19900526,1750,1750,1750,1750,200,400,0,0,0.0,0,0,0,0,0,0,0
19900528,1750,1750,1730,1730,100,1800,0,0,0.0,0,0,0,0,0,0,0
19900529,1740,1750,1740,1740,50,1600,0,0,0.0,0,0,0,0,0,0,0
19900530,1740,1800,1720,1780,200,2800,0,0,0.0,0,0,0,0,0,0,0
19900531,1780,1780,1780,1780,0,2000,0,0,0.0,0,0,0,0,0,0,0
19900601,1770,1770,1750,1750,150,2200,0,0,0.0,0,0,0,0,0,0,0
19900602,1750,1750,1740,1750,0,7800,0,0,0.0,0,0,0,0,0,0,0
19900604,1750,1770,1730,1770,100,21600,0,0,0.0,0,0,0,0,0,0,0
19900605,1780,1780,1780,1780,50,6700,0,0,0.0,0,0,0,0,0,0,0
19900607,1800,1800,1800,1800,100,1600,0,0,0.0,0,0,0,0,0,0,0
19900608,1790,1790,1770,1790,50,1800,0,0,0.0,0,0,0,0,0,0,0
19900609,1790,1790,1730,1730,300,2700,0,0,0.0,0,0,0,0,0,0,0
19900611,1700,1730,1700,1730,0,1600,0,0,0.0,0,0,0,0,0,0,0
19900612,1720,1720,1720,1720,50,6500,0,0,0.0,0,0,0,0,0,0,0
19900613,1720,1720,1720,1720,0,4000,0,0,0.0,0,0,0,0,0,0,0
19900614,1700,1720,1700,1720,0,4600,0,0,0.0,0,0,0,0,0,0,0
19900615,1690,1690,1690,1690,150,100,0,0,0.0,0,0,0,0,0,0,0
19900616,1620,1720,1620,1690,0,5100,0,0,0.0,0,0,0,0,0,0,0
19900618,1690,1690,1690,1690,0,0,0,0,0.0,0,0,0,0,0,0,0
19900619,1610,1670,1610,1670,100,200,0,0,0.0,0,0,0,0,0,0,0
19900620,1600,1630,1600,1630,200,2200,0,0,0.0,0,0,0,0,0,0,0
19900621,1600,1600,1600,1600,150,200,0,0,0.0,0,0,0,0,0,0,0
19900622,1600,1600,1600,1600,0,600,0,0,0.0,0,0,0,0,0,0,0
19900623,1600,1600,1600,1600,0,1500,0,0,0.0,0,0,0,0,0,0,0
19900625,1600,1600,1600,1600,0,0,0,0,0.0,0,0,0,0,0,0,0
