day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
19991222,20400,20400,20400,20400,0,5340,0,0,0.0,0,0,0,0,0,0,0
19991223,19800,23000,18000,18600,1800,97840,0,0,0.0,0,0,0,0,0,0,0
19991224,20500,20500,17600,17600,1000,39650,0,0,0.0,0,0,0,0,0,0,0
19991227,17700,18100,16000,16000,1600,78210,0,0,0.0,0,0,0,0,0,0,0
19991228,15600,16500,15250,16000,0,42000,0,0,0.0,0,0,0,0,0,0,0
20000104,15200,16500,15200,15900,100,32050,0,0,0.0,0,0,0,0,0,0,0
20000105,16200,16200,15250,16100,200,20970,0,0,0.0,0,0,0,0,0,0,0
20000106,16000,16100,15600,16000,100,29250,0,0,0.0,0,0,0,0,0,0,0
20000107,15750,16300,15300,15300,700,26470,0,0,0.0,0,0,0,0,0,0,0
20000110,15900,16700,15500,15850,550,30610,0,0,0.0,0,0,0,0,0,0,0
20000111,16600,17500,16300,16900,1050,38550,0,0,0.0,0,0,0,0,0,0,0
20000112,17100,17300,16200,16500,400,12240,0,0,0.0,0,0,0,0,0,0,0
20000113,16000,17400,16000,17200,700,23090,0,0,0.0,0,0,0,0,0,0,0
20000114,17000,17350,16550,17300,100,18310,0,0,0.0,0,0,0,0,0,0,0
20000117,17600,17600,17050,17050,250,11300,0,0,0.0,0,0,0,0,0,0,0
20000118,17050,18000,16800,17050,0,19870,0,0,0.0,0,0,0,0,0,0,0
20000119,17800,17800,16300,16750,300,15740,0,0,0.0,0,0,0,0,0,0,0
20000120,17000,17000,16250,16900,150,7450,0,0,0.0,0,0,0,0,0,0,0
20000121,16900,17000,16800,16800,100,9090,0,0,0.0,0,0,0,0,0,0,0
20000124,16800,17200,16800,16800,0,7070,0,0,0.0,0,0,0,0,0,0,0
20000125,16500,16600,16300,16300,500,7140,0,0,0.0,0,0,0,0,0,0,0
20000126,16300,16500,16300,16500,200,6360,0,0,0.0,0,0,0,0,0,0,0
20000127,16600,17000,16500,16800,300,4640,0,0,0.0,0,0,0,0,0,0,0
20000128,17000,17000,16600,16750,50,5210,0,0,0.0,0,0,0,0,0,0,0
20000131,16750,17500,16750,17100,350,6450,0,0,0.0,0,0,0,0,0,0,0
20000201,17100,18600,17100,18000,900,14750,0,0,0.0,0,0,0,0,0,0,0
20000202,18000,18000,17500,18000,0,6480,0,0,0.0,0,0,0,0,0,0,0
20000203,18400,19200,18100,18900,900,15410,0,0,0.0,0,0,0,0,0,0,0
20000207,18500,19000,18200,18800,100,5630,0,0,0.0,0,0,0,0,0,0,0
20000208,18800,19000,18100,18100,700,5860,0,0,0.0,0,0,0,0,0,0,0
20000209,18500,18500,17500,17500,600,7820,0,0,0.0,0,0,0,0,0,0,0
20000210,17500,17500,17200,17500,0,3780,0,0,0.0,0,0,0,0,0,0,0
20000211,17700,17950,16900,17450,50,11590,0,0,0.0,0,0,0,0,0,0,0
20000214,16500,17400,16300,16300,1150,6250,0,0,0.0,0,0,0,0,0,0,0
20000215,16300,16500,16300,16350,50,6660,0,0,0.0,0,0,0,0,0,0,0
20000216,16000,16600,16000,16600,250,3800,0,0,0.0,0,0,0,0,0,0,0
20000217,16600,16800,16600,16700,100,490,0,0,0.0,0,0,0,0,0,0,0
20000218,16700,16800,16700,16700,0,4750,0,0,0.0,0,0,0,0,0,0,0
20000221,16700,16800,15900,16000,700,4430,0,0,0.0,0,0,0,0,0,0,0
20000222,16000,16900,16000,16000,0,1450,0,0,0.0,0,0,0,0,0,0,0
20000223,16450,16800,16000,16000,0,6470,0,0,0.0,0,0,0,0,0,0,0
20000224,16450,16450,16000,16400,400,2730,0,0,0.0,0,0,0,0,0,0,0
20000225,15450,16400,15450,16300,100,2150,0,0,0.0,0,0,0,0,0,0,0
20000228,16300,17000,16300,17000,700,5670,0,0,0.0,0,0,0,0,0,0,0
20000229,17000,19550,16650,17900,900,12950,0,0,0.0,0,0,0,0,0,0,0
20000302,17900,18000,16500,17100,800,7620,0,0,0.0,0,0,0,0,0,0,0
20000303,16500,17250,16500,16800,300,5780,0,0,0.0,0,0,0,0,0,0,0
20000306,16800,17950,16800,17900,1100,7180,0,0,0.0,0,0,0,0,0,0,0
