day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210326,5120,5130,4850,4860,-240,2653675,16763663,-140114,14.85,-5993,4850,4880,4845,4850,-10,48161
20210325,5280,5360,5050,5100,300,4309153,16903777,-348619,14.98,-7955,5120,5120,5030,5030,-70,121232
20210324,5090,5400,5010,5400,390,7100425,17252396,13517,15.28,-1299,5420,5500,5310,5380,-20,266902
20210323,5210,5850,4965,5010,10,30326207,17238879,16525,15.27,-1477,5040,5090,5040,5090,80,142269
20210322,4970,5170,4960,5020,60,3782574,17222354,-237120,15.26,-4128,5020,5140,5020,5070,50,221689
20210319,4775,5490,4710,5080,230,17879400,17459474,134450,15.47,3479,5080,5080,5020,5020,-60,108103
20210318,5100,5110,4850,4850,55,4620282,17325024,-205054,15.35,-1117,4840,4845,4760,4765,-85,133596
20210317,4675,4935,4625,4905,200,5285905,17530078,193735,15.53,1649,4940,4945,4865,4885,-20,104145
20210316,5000,5670,4705,4705,105,37079140,17336343,24088,15.35,-51105,4705,4715,4700,4715,10,86524
20210315,4680,4875,4605,4810,130,3177356,17312255,18684,15.34,-1632,4810,4820,4780,4820,10,33713
20210312,4580,4945,4505,4680,120,9193468,17293571,39038,15.32,31544,4710,4710,4665,4675,-5,49996
20210311,4610,4740,4455,4560,210,3976190,17254533,87082,15.29,-4743,4545,4600,4525,4560,0,73578
20210310,4735,4920,4560,4770,80,9617481,17167451,110572,15.21,-497,4725,4730,4605,4625,-145,333129
20210309,5080,5180,4585,4690,250,13268643,17056879,3757,15.11,-24840,4685,4685,4630,4630,-60,163356
20210308,5570,5810,4785,4940,0,43603360,17053122,-380886,15.11,-86838,4940,5000,4940,4980,40,227557
20210305,3805,4940,3770,4940,1140,36709897,17434008,-67554,15.45,-283260,4940,4940,4940,4940,0,8503
20210304,3755,3805,3680,3800,30,232923,17501562,-8438,15.5,10314,3825,3825,3820,3825,25,4110
20210303,3655,3830,3650,3770,110,239773,17510000,5231,15.5,1621,3770,3800,3770,3770,0,2383
20210302,3730,3820,3490,3660,50,236666,17504769,-10516,15.5,-22203,3660,3660,3620,3660,0,1500
20210226,3670,3740,3630,3710,60,160934,17515285,-9144,15.52,215,3710,3710,3710,3710,0,548
20210225,3725,3770,3715,3770,50,178903,17524429,10582,15.53,9659,3765,3765,3765,3765,-5,779
20210224,3750,3800,3690,3720,30,214322,17513847,-28419,15.52,12395,3715,3715,3710,3710,-10,1000
20210223,3685,3795,3670,3750,10,187833,17542266,-17475,15.54,-16695,3750,3750,3710,3710,-40,620
20210222,3800,3825,3755,3760,40,185098,17559741,-14684,15.55,3917,3740,3755,3735,3735,-25,3742
20210219,3800,3835,3735,3800,45,392328,17574425,-36512,15.57,1757,3800,3815,3800,3815,15,1181
20210218,3725,3820,3715,3755,30,410242,17610937,-28343,15.6,15993,3830,3830,3770,3770,15,1421
20210217,3670,3760,3640,3725,75,327045,17639280,-6624,15.63,-2389,3725,3730,3720,3725,0,3784
20210216,3615,3665,3605,3650,20,119267,17645904,12540,15.63,-2069,3650,3680,3650,3670,20,3095
20210215,3625,3680,3595,3630,5,161182,17633364,-7622,15.62,-1530,3640,3640,3615,3615,-15,1052
20210210,3660,3700,3610,3635,65,161765,17640986,-8385,15.63,1271,3635,3635,3615,3635,0,1052
20210209,3570,3800,3560,3700,130,1054483,17649371,-59593,15.64,12241,3710,3710,3650,3690,-10,8592
20210208,3540,3580,3500,3570,30,135609,17708964,10386,15.69,277,3570,3570,3555,3555,-15,1795
20210205,3600,3630,3540,3540,85,132756,17698578,2035,15.68,312,3540,3540,3540,3540,0,500
20210204,3640,3665,3570,3625,15,115185,17696543,-5143,15.68,-1049,3635,3640,3590,3640,15,187
20210203,3565,3640,3530,3640,110,121040,17701686,246,15.68,5291,3650,3650,3640,3640,0,1447
20210202,3580,3580,3500,3530,35,145094,17701440,4395,15.68,-3686,3575,3575,3575,3575,45,18
20210201,3450,3550,3440,3495,55,204401,17697045,1308,15.68,-16441,3535,3540,3530,3530,35,6506
20210129,3705,3710,3485,3550,150,423105,17695737,-58546,15.68,1476,3500,3540,3485,3535,-15,4876
20210128,3700,3720,3635,3700,50,233521,17754283,-35104,15.73,4885,3700,3700,3640,3640,-60,2717
20210127,3775,3805,3715,3750,5,148516,17789387,-7517,15.76,4675,3750,3800,3750,3795,45,1386
20210126,3825,3825,3710,3745,45,204208,17796904,9941,15.77,-2448,3745,3755,3745,3750,5,1931
20210125,3690,3825,3690,3790,110,394933,17786963,26700,15.76,3261,3820,3820,3790,3790,0,2742
20210122,3790,3790,3635,3680,70,428033,17760263,11035,15.73,3192,3680,3685,3680,3680,0,1147
20210121,3795,3820,3710,3750,10,307140,17749228,3479,15.72,-4818,3800,3800,3720,3750,0,2280
20210120,3755,3805,3700,3740,15,248966,17745749,43242,15.72,-3742,3850,3850,3790,3795,55,862
20210119,3720,3740,3640,3725,15,263121,17702507,28667,15.68,891,3725,3740,3725,3740,15,2759
20210118,3630,3785,3615,3710,40,338171,17673840,-5341,15.66,1309,3700,3710,3680,3680,-30,3379
20210115,3770,3810,3670,3670,95,312394,17679181,-25461,15.66,-32616,3660,3800,3660,3800,130,473
20210114,3715,3810,3680,3765,55,329760,17704642,-23106,15.68,-2340,3770,3770,3765,3765,0,1312
20210113,3635,3755,3590,3710,100,268125,17727748,51090,15.71,-9724,3750,3750,3715,3730,20,1125
20210112,3650,3695,3565,3610,50,368952,17676658,23632,15.66,-2524,3635,3635,3600,3625,15,614
20210111,3770,3780,3590,3660,110,667469,17653026,57427,15.64,3224,3655,3665,3645,3645,-15,4351
20210108,3885,3885,3760,3770,80,551987,17595599,-8014,15.59,-2190,3770,3770,3760,3760,-10,2771
20210107,3845,3910,3810,3850,10,556913,17603613,26090,15.6,6501,3850,3870,3850,3860,10,5680
20210106,3900,3920,3805,3860,20,544831,17577523,13229,15.57,8254,3860,3865,3860,3860,0,4638
20210105,3925,3965,3850,3880,100,786514,17564294,-121246,15.55,-8372,3880,3895,3860,3860,-20,14588
20210104,3840,3980,3840,3980,125,787770,17685540,23306,15.67,-2593,3990,4005,3980,3980,0,23612
20201230,3835,4060,3835,3855,20,1469750,17662234,-33151,15.65,-1453,3835,3855,3825,3825,-30,40815
20201229,3770,3875,3715,3875,95,1120454,17695385,20638,15.68,38764,3890,4015,3885,3965,90,131076
20201228,3970,4095,3765,3780,230,2148902,17674747,10276,15.66,-2009,3785,3815,3785,3795,15,33723
20201224,4070,4430,3860,4010,210,11730922,17664471,392,15.65,-2487,4000,4015,3985,3985,-25,113729
20201223,4250,4520,3630,3800,215,10155947,17664079,-85952,15.65,-2785,4070,4095,3950,4095,295,787710
20201222,3255,4015,3230,4015,760,15476493,17750031,-250170,15.73,-47436,3965,4230,3965,4230,215,419079
20201221,3205,3270,3180,3255,70,191458,18000201,12155,15.95,1740,3255,3260,3255,3255,0,257
20201218,3185,3195,3170,3185,5,89156,17988046,772,15.93,-2604,3185,3185,3175,3175,-10,2703
20201217,3185,3205,3150,3180,5,187548,17987274,7081,15.93,2409,3185,3185,3185,3185,5,65
20201216,3190,3200,3170,3175,10,173875,17980193,-10180,15.93,-574,3175,3175,3175,3175,0,356
20201215,3200,3210,3150,3165,30,250041,17990373,-81051,15.93,-14152,3175,3175,3165,3170,5,895
20201214,3220,3235,3195,3195,35,198475,18071424,-77939,16.01,-1742,3195,3215,3195,3215,20,650
20201211,3235,3245,3195,3230,5,206550,18149363,-52051,16.08,-1100,3250,3250,3235,3235,5,535
20201210,3200,3230,3180,3225,5,212009,18201414,-26268,16.13,1051,3250,3250,3225,3230,5,501
20201209,3225,3255,3200,3220,5,121535,18227682,-5256,16.15,-5074,3230,3230,3220,3230,10,115
20201208,3270,3270,3215,3215,55,212765,18232938,-14567,16.15,-10508,3260,3260,3205,3210,-5,2056
20201207,3255,3310,3245,3270,15,142682,18247505,-15126,16.17,-95,3270,3270,3270,3270,0,627
20201204,3320,3320,3265,3285,10,174173,18262631,-6108,16.18,-19693,3280,3300,3280,3300,15,3742
20201203,3300,3305,3270,3275,15,155733,18268739,-11366,16.18,-352,3300,3300,3300,3300,25,177
20201202,3285,3310,3270,3290,5,130374,18280105,-9494,16.18,4549,3300,3300,3285,3285,-5,1072
20201201,3265,3350,3265,3285,10,153133,18289599,10042,16.2,5665,3295,3295,3285,3295,10,161
20201130,3240,3275,3230,3275,45,156103,18279557,14507,16.18,8387,3275,3350,3275,3320,45,3882
20201127,3220,3240,3205,3230,5,163820,18265050,-67947,16.18,434,3220,3240,3220,3235,5,175
20201126,3260,3260,3210,3225,0,84699,18332997,-10829,16.24,-638,3230,3230,3215,3220,-5,333
20201125,3265,3275,3220,3225,35,154180,18343826,-30155,16.25,-15551,3220,3225,3220,3225,0,732
20201124,3275,3280,3240,3260,5,149645,18373981,-6839,16.28,-5316,3265,3265,3265,3265,5,11
20201123,3255,3280,3240,3255,15,132973,18380820,-8506,16.28,300,3255,3255,3245,3245,-10,395
20201120,3295,3295,3210,3270,10,99221,18389326,-5331,16.29,-2954,3270,3270,3265,3265,-5,51
20201119,3260,3305,3250,3280,5,112707,18394657,-16217,16.3,3736,3280,3280,3275,3280,0,3
20201118,3305,3325,3270,3285,40,104500,18410874,-7760,16.31,-6385,3280,3285,3270,3270,-15,334
20201117,3350,3375,3300,3325,25,180604,18418634,-13551,16.32,1157,3325,3325,3325,3325,0,752
20201116,3280,3355,3245,3300,30,152992,18432185,23840,16.33,3910,3305,3310,3305,3310,10,744
20201113,3290,3300,3255,3270,5,178222,18408345,8739,16.31,-13099,3270,3270,3265,3265,-5,1850
20201112,3260,3330,3240,3265,5,139574,18399606,16554,16.3,1569,3275,3275,3270,3270,5,18
20201111,3270,3290,3235,3260,20,177376,18383052,5196,16.29,1539,3260,3275,3140,3255,-5,8944
20201110,3255,3265,3215,3240,10,201347,18377856,-4792,16.28,-19918,3230,3255,3220,3255,15,857
20201109,3225,3260,3185,3250,65,121578,18382648,13547,16.29,-824,3250,3250,3240,3240,-10,31
20201106,3190,3265,3175,3185,15,142585,18369101,-12980,16.27,-929,3185,3210,3185,3210,25,617
20201105,3205,3225,3150,3200,25,119188,18382081,3526,16.29,1927,3210,3210,3210,3210,10,140
20201104,3220,3280,3170,3175,55,117104,18378555,4975,16.28,912,3175,3175,3155,3155,-20,317
20201103,3105,3235,3105,3230,115,268404,18373580,-1599,16.28,381,3230,3230,3230,3230,0,1020
20201102,3100,3145,3100,3115,0,148537,18375179,-32899,16.28,-281,3115,3115,3095,3095,-20,4311
