day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210325,301500,307500,299000,307500,7500,585517,28238161,-71745,20.91,32132,308500,310000,308500,309500,2000,12447
20210324,294000,302000,292000,300000,7500,567246,28309906,141755,20.97,50836,300000,301500,300000,301500,1500,12302
20210323,294000,304000,291000,292500,3500,718171,28167072,13986,20.86,1654,292500,292500,292000,292000,-500,7632
20210322,290000,294500,286000,289000,2000,465736,28152367,-19899,20.85,16321,290000,290000,288500,288500,-500,9496
20210319,288000,290500,284000,287000,5000,459008,28158570,-60873,20.85,-66448,288000,288500,288000,288500,1500,5591
20210318,295500,299500,292000,292000,1500,401776,28200590,-57679,20.89,5876,292500,292500,291000,291000,-1000,10854
20210317,296500,298000,291000,293500,3000,360539,28251976,-23633,20.92,-34920,293500,293500,292500,293000,-500,3411
20210316,290500,298000,289000,296500,7500,410799,28274712,67042,20.94,58722,297500,297500,296500,297000,500,4988
20210315,296500,297000,289000,289000,8000,474511,28207670,-113587,20.89,-89197,288500,289000,288000,289000,0,10811
20210312,296000,301000,293000,297000,4000,416941,28320962,27778,20.97,-2633,297000,297000,295500,295500,-1500,9960
20210311,285500,296500,284500,293000,7500,660641,28293184,184801,20.95,-92318,293500,293500,292000,293000,0,10209
20210310,291500,296500,284000,285500,2000,494901,28113243,-216367,20.82,-31600,285000,285000,284500,285000,-500,11019
20210309,288000,292000,280500,287500,3500,853291,28329610,37508,20.98,63203,286500,287500,286500,287000,-500,14924
20210308,304000,304000,290500,291000,10500,595881,28292102,-51216,20.95,-79973,290500,290500,288000,288500,-2500,17752
20210305,305000,307000,300000,301500,5000,469774,28343318,-91236,20.99,-56764,301500,302000,301000,301000,-500,9673
20210304,303000,310000,297500,306500,3500,772420,28434447,-147073,21.06,-16932,306000,308500,306000,308000,1500,9658
20210303,292500,306000,290000,303000,11500,878080,28581980,71299,21.17,95653,304000,304500,304000,304500,1500,10859
20210302,302500,307000,288500,291500,6000,909178,28505753,-100405,21.11,12673,290500,291000,290500,290500,-1000,10989
20210226,300000,304000,292000,297500,10500,1062427,28606158,-185132,21.19,-14695,298000,298000,297000,298000,500,10647
20210225,290500,309000,286500,308000,26000,1378139,28786362,15009,21.32,93489,305000,308000,305000,306500,-1500,18413
20210224,292500,301000,282000,282000,14000,1494863,28771353,145236,21.31,37832,282000,283500,282000,283500,1500,32139
20210223,311000,312500,296000,296000,13500,1261921,28626117,-71786,21.2,-127497,295500,295500,293500,293500,-2500,30093
20210222,322000,322500,308500,309500,9000,725100,28695611,-152326,21.25,-71698,309000,312000,309000,311000,1500,24023
20210219,310500,318500,306000,318500,4000,855583,28847937,52341,21.36,-729,318500,318500,318000,318000,-500,8426
20210218,320000,326500,314500,314500,7000,671084,28793304,-55096,21.33,5059,314000,314000,313000,313500,-1000,18025
20210217,324500,329000,315500,321500,3500,951224,28848400,-35381,21.37,-83309,321500,321500,320000,320000,-1500,16449
20210216,335000,335500,324500,325000,8000,827534,28883781,-9903,21.4,-110403,325500,325500,324000,324500,-500,11752
20210215,340000,343500,333000,333000,1000,1188210,28893684,-40865,21.4,-52653,333500,333500,332500,332500,-500,11386
20210210,326500,332000,324500,332000,4000,734865,28934549,165193,21.43,-121657,332000,333000,332000,333000,1000,10122
20210209,336000,337500,328000,328000,8000,984780,28769356,74878,21.31,-46669,327500,327500,327000,327000,-1000,19963
