day,cur_pr,high_pr,low_pr,clo_pr,pr_diff,acc_vol,for_stor,for_stor_diff,for,com_buy_vol,oot_cur_pr,oot_high_pr,oot_low_pr,oot_clo_pr,oot_pr_diff,oot_vol
20210326,17300,17300,17050,17100,-250,78690,2127676,-16866,8.59,-249,17100,17150,17100,17100,0,566
20210325,17050,17350,17000,17350,250,87204,2144542,-3297,8.64,618,17400,17400,17250,17250,-100,345
20210324,17300,17350,16950,17100,200,98784,2147839,-2083,8.67,-10724,17100,17200,17100,17200,100,23
20210323,17200,17300,17100,17300,150,114462,2149922,9308,8.68,12903,17250,17400,17250,17300,0,377
20210322,16900,17200,16800,17150,350,108295,2140614,1975,8.64,86,17300,17300,17100,17150,0,753
20210319,16800,16900,16700,16800,100,83781,2138639,6790,8.63,-11225,16900,16900,16900,16900,100,1207
20210318,16900,17200,16900,16900,0,114896,2131849,-5644,8.59,-5113,16950,16950,16900,16950,50,539
20210317,17000,17100,16700,16900,100,100344,2137493,-991,8.63,-13229,16800,16900,16800,16900,0,913
20210316,17100,17200,16900,17000,0,100280,2138484,-18156,8.63,-15079,17000,17000,16950,17000,0,356
20210315,16950,17000,16750,17000,150,69445,2156640,1374,8.69,-20194,17000,17000,17000,17000,0,245
20210312,16500,16900,16500,16850,450,90081,2155266,13823,8.69,-19997,16850,16850,16750,16750,-100,555
20210311,16200,16650,16200,16400,200,112799,2141443,-27132,8.71,-1955,16500,16550,16450,16550,150,1102
20210310,16950,17150,16200,16200,650,150186,2168575,-12112,8.82,-12,16250,16350,16200,16350,150,2858
20210309,17350,17350,16550,16850,500,197951,2180687,-32070,8.87,-19156,16800,16900,16800,16800,-50,981
20210308,17500,17750,17300,17350,0,116974,2212757,2746,9.0,10,17350,17350,17250,17250,-100,665
20210305,17600,17600,17200,17350,300,107595,2210011,-4238,8.98,-3057,17450,17450,17250,17350,0,776
20210304,17700,18100,17500,17650,0,203944,2214249,-43076,9.01,15122,17600,17700,17600,17700,50,1504
20210303,17400,17750,17300,17650,250,162015,2257325,-27933,9.19,-12018,17700,17850,17650,17850,200,1239
20210302,17950,17950,17300,17400,50,135557,2285258,-38291,9.3,-1382,17400,17550,17300,17300,-100,865
20210226,17250,17700,17150,17450,400,151848,2323549,741,9.45,-879,17450,17550,17450,17550,100,850
20210225,17800,17900,17600,17850,350,140267,2322808,-23038,9.45,-18001,17850,17900,17750,17850,0,858
20210224,18200,18200,17200,17500,600,267581,2345846,-56303,9.55,3186,17500,17550,17350,17550,50,4195
20210223,18350,18400,17950,18100,200,158805,2402149,-6303,9.77,1657,18100,18100,18050,18050,-50,1049
20210222,18500,18600,18200,18300,100,160839,2408452,-10932,9.8,758,18250,18250,18150,18150,-150,2617
20210219,18850,18900,18100,18400,500,309154,2419384,-45100,9.84,-152,18450,18550,18450,18500,100,3902
20210218,19100,19250,18550,18900,150,431769,2464484,3504,10.03,13470,18900,18900,18850,18850,-50,2001
20210217,19400,19450,18650,18750,250,929337,2460980,-68153,10.01,52728,18800,18900,18800,18900,150,6832
20210216,17850,18500,17650,18500,650,416236,2529133,21411,10.29,-10316,18550,18600,18550,18600,100,9966
20210215,17800,17900,17650,17850,100,101477,2507722,5675,10.19,-335,17950,17950,17900,17900,50,647
20210210,17500,17750,17400,17750,100,96125,2502047,-1438,10.18,1020,17800,17800,17750,17750,0,165
20210209,17600,18000,17600,17650,50,116724,2503485,-1409,10.19,186,17650,17650,17650,17650,0,76
20210208,17700,17700,17300,17600,50,86370,2504894,-4482,10.19,-840,17650,17650,17600,17650,50,739
20210205,17750,17750,17500,17650,0,54104,2509376,-2988,10.21,-310,17750,17750,17700,17700,50,1437
20210204,17500,17750,17400,17650,100,99831,2512364,9147,10.22,548,17650,17750,17650,17650,0,509
20210203,17550,17750,17400,17550,50,102648,2503217,-1770,10.19,-12676,17600,17650,17600,17600,50,972
20210202,17500,17700,17400,17500,50,109411,2504987,-6319,10.19,-20399,17500,17550,17450,17550,50,476
20210201,17200,17650,17050,17450,250,114711,2511306,4071,10.22,-8137,17450,17500,17450,17500,50,510
20210129,17750,17950,17050,17200,600,239688,2507235,31811,10.19,-5730,17250,17250,17200,17200,0,1404
20210128,17700,18150,17500,17800,350,241271,2475424,-29813,10.07,-9154,17800,17800,17650,17650,-150,1144
20210127,18000,18750,17700,18150,150,555708,2505237,-19494,10.19,-25241,18150,18250,18150,18250,100,489
20210126,18200,18250,17950,18000,250,196471,2524731,-15953,10.27,-30126,17950,18000,17900,17950,-50,3002
20210125,18050,18250,18000,18250,100,154070,2540684,13156,10.34,-309,18200,18250,18200,18200,-50,938
20210122,18550,18600,18100,18150,400,262047,2527528,-2726,10.28,-1831,18200,18200,18150,18150,0,1456
20210121,18350,18650,18200,18550,300,187804,2530254,28552,10.3,-1877,18400,18550,18400,18500,-50,2702
20210120,18200,18400,18100,18250,150,173922,2501702,-10361,10.18,-8460,18300,18350,18300,18300,50,384
20210119,18000,18400,17900,18100,150,260670,2512063,-32672,10.22,575,18100,18200,18100,18150,50,586
20210118,18300,18650,18050,18250,400,327255,2544735,-2487,10.35,-22339,18250,18250,18150,18150,-100,1062
20210115,19100,19100,18500,18650,350,327619,2547222,-48807,10.36,-32838,18650,18700,18650,18650,0,2081
20210114,19150,19150,18700,19000,0,243804,2596029,-19800,10.56,-24390,19000,19150,19000,19100,100,3332
20210113,19550,19750,18950,19000,300,397013,2615829,-51486,10.64,-16041,19000,19100,19000,19050,50,1242
20210112,18950,19500,18850,19300,450,617122,2667315,-5143,10.85,-15573,19300,19300,19200,19200,-100,1740
20210111,18950,19250,18400,18850,150,846585,2672458,1311,10.87,-24380,18850,18850,18750,18750,-100,1129
20210108,18750,18850,18550,18700,0,394148,2671147,-15393,10.87,-52540,18700,18800,18700,18700,0,2711
20210107,18500,19100,18450,18700,250,528741,2686540,-17175,10.93,-22704,18650,18700,18650,18700,0,2900
20210106,18500,18950,18350,18450,50,320602,2703715,-13501,11.0,-19685,18500,18500,18400,18450,0,1512
20210105,18550,18650,18300,18500,50,244207,2717216,-27329,11.06,-22598,18500,18500,18400,18450,-50,2175
20210104,18950,19000,18450,18550,300,314885,2744545,-23365,11.17,-58903,18650,18700,18650,18700,150,6530
20201230,18600,18850,18600,18850,150,213992,2767910,6129,11.26,21642,18850,18850,18800,18850,0,484
