date,open,high,low,close,volume,korcom,forvol
20101001,6170,6250,6030,6090,98043,-6681,1319869
20101004,6290,6950,6070,6070,441259,10300,1313139
20101005,6060,6290,6000,6250,99703,4380,1321469
20101006,6350,6350,6200,6300,91971,32890,1313759
20101007,6350,6600,6280,6580,142130,25680,1314079
20101008,6600,6690,6370,6590,94347,6645,1308499
20101011,6650,6830,6480,6730,179252,1080,1301002
20101012,6880,6880,6600,6780,118666,-22963,1294422
20101013,6800,6870,6650,6780,110732,29760,1297112
20101014,6890,6960,6730,6730,124658,9910,1309512
20101015,6730,6840,6710,6800,82262,-8030,1304632
20101018,6850,6850,6650,6760,61338,17900,1306742
20101019,6800,6840,6670,6690,41813,-10670,1312892
20101020,6730,6960,6600,6880,79784,6940,1317062
20101021,6870,7340,6860,7280,696260,436890,1326092
20101022,7280,7350,7190,7280,154123,22460,1291952
20101025,7300,7340,7030,7100,169354,3630,1289242
20101026,7040,7100,6770,6910,180110,-1850,1274262
20101027,6800,6910,6720,6870,81389,4360,1281362
20101028,6890,6890,6660,6660,126088,-6640,1242612
20101029,6660,6670,6470,6650,112870,41120,1217192
20101101,6650,6650,6340,6440,120457,-19490,1218192
20101102,6480,6540,6250,6540,88713,2850,1221712
20101103,6550,6730,6550,6560,79732,-630,1223452
20101104,6600,6600,6440,6470,76746,2130,1222942
20101105,6500,6600,6370,6440,112294,-12120,1224092
20101108,6530,6570,6440,6570,68763,-12510,1241162
20101109,6600,6630,6500,6600,65264,4410,1229922
20101110,6640,6660,6450,6470,30104,4540,1224182
20101111,6460,6600,6290,6330,76319,-3440,1221732
20101112,6270,6320,6060,6090,51020,2080,1215622
20101115,6120,6180,5730,6100,37816,21130,1216722
20101116,6150,6250,6080,6120,33804,-6660,1221612
20101117,6010,6140,6010,6030,56408,7460,1206632
20101118,6050,6350,6050,6120,99774,21790,1173842
20101119,6130,6300,6030,6100,52643,3930,1162592
20101122,6100,6110,5950,6000,79454,-3117,1148632
20101123,6000,6000,5900,5900,55476,20320,1128882
20101124,5630,5950,5630,5840,56234,5550,1128742
20101125,5810,6030,5790,5840,71390,-2170,1120642
20101126,5850,6090,5770,5800,48945,12160,1111202
20101129,5700,5950,5690,5850,30952,8670,1105842
20101130,5940,6150,5730,6150,40055,16010,1098062
20101201,6150,6210,6040,6150,19360,960,1093172
20101202,6150,6210,6030,6060,45775,7630,1073892
20101203,6070,6090,5800,5860,113529,-13440,1038603
20101206,5860,5950,5800,5840,39640,1030,1028963
20101207,5840,5980,5760,5820,29741,-5010,1020293
20101208,5760,5910,5760,5880,54360,-845,1009103
20101209,5940,5940,5770,5910,91830,-3530,996713
20101210,5910,5990,5850,5960,98208,31312,973623
20101213,6000,6010,5870,5920,55526,-10580,966653
20101214,5920,5980,5700,5850,96677,-45925,965203
20101215,5850,5850,5720,5800,54298,-10170,954833
20101216,5750,5840,5750,5780,55631,2340,958543
20101217,5820,5820,5750,5820,43491,-7760,957493
20101220,5710,5790,5650,5730,67612,10110,953673
20101221,5750,6240,5720,5930,75818,-16610,960443
20101222,5920,6290,5850,6020,207223,-13727,925733
20101223,6030,6230,6030,6170,145370,2430,903483
20101224,6110,6250,6080,6240,106859,-10540,902713
20101227,6240,6420,6200,6400,319672,-118287,831523
20101228,6550,6810,6310,6480,590051,-38630,763203
20101229,6450,6850,6410,6690,460714,-146060,711333
20101230,6990,7200,6450,6660,1030681,-162340,614673
20110103,6720,7030,6550,6570,942418,-178650,470713
20110104,6600,6710,6300,6380,630990,-2653,467803
20110105,6380,6590,6350,6500,297510,-32981,464873
20110106,6450,6680,6260,6500,348930,-2067,457093
20110107,6440,6670,6370,6660,230660,-320,440253
20110110,6660,6950,6390,6480,756809,-110850,378093
20110111,6500,6830,6450,6680,405897,1190,415283
20110112,6680,6810,6480,6530,353610,-6230,392753
20110113,6640,6670,6430,6440,183730,-7516,391263
20110114,6550,6630,6420,6490,243097,58240,398783
20110117,6550,6650,6440,6500,194495,52920,397583
20110118,6500,6700,6480,6630,210445,26590,400723
20110119,6650,6650,6460,6490,196888,34256,351503
20110120,6450,6560,6430,6560,116294,17110,350363
20110121,6620,6890,6480,6520,614811,-67060,339103
20110124,6550,6640,6420,6550,231560,1190,353473
20110125,6530,6620,6360,6410,185196,-390,320283
20110126,6400,6410,6090,6170,279922,10550,308723
20110127,6180,6270,6090,6100,100731,-11820,294112
20110128,6100,6100,5910,6000,137710,-16930,296562
20110131,5900,6060,5880,5880,81956,20890,292592
20110201,5880,6030,5850,5890,91952,0,293662
20110207,5930,6140,5930,6100,90967,-5000,289732
20110208,6170,6170,5890,5940,100043,-103,288232
20110209,6010,6200,5990,6070,90253,70,283679
20110210,6130,6140,5900,5990,66918,-1180,287199
20110211,5990,6050,5820,5910,113559,39090,279969
20110214,5900,6000,5890,5900,79441,2229,277079
