date,open,high,low,close,volume,korcom
20201230,14150,14350,13950,14300,148365,0
20201229,13550,14000,13350,13950,130358,0
20201228,13800,13850,13300,13300,134135,0
20201224,13500,14100,13300,13850,118856,0
20201223,14000,14150,13600,13600,137884,0
20201222,14300,14300,13700,13700,179642,-4862
20201221,14700,14750,14300,14400,146223,0
20201218,14350,14800,14350,14450,264644,0
20201217,14500,14950,14250,14350,424035,-38772
20201216,14300,14550,14200,14450,227980,-6000
20201215,14150,14500,14000,14200,211886,-12618
20201214,13950,14900,13750,14150,668327,-77778
20201211,14050,14200,13900,13950,132636,-39373
20201210,13800,14150,13550,14000,149669,-6671
20201209,13800,14000,13600,14000,202827,-12018
20201208,13600,13950,13450,13550,150757,-62745
20201207,13600,13750,13450,13700,75758,-6350
20201204,13650,13950,13500,13700,108322,-8450
20201203,14050,14050,13450,13650,210473,4972
20201202,14150,14200,13900,14050,145902,-6000
20201201,14450,14450,14050,14050,133438,-4590
20201130,14700,14750,14300,14450,161085,-4100
20201127,14400,15800,14300,14500,681115,-64435
20201126,14200,14650,13900,14150,241474,-16914
20201125,14550,14700,13900,14150,321750,-20514
20201124,14000,15500,13950,14650,1358491,-204825
20201123,13950,14150,13800,13950,121779,-4780
20201120,13800,14100,13800,14100,88562,3115
20201119,14150,14150,13750,13800,93814,-29502
20201118,14100,14150,13900,14100,60292,-2650
20201117,14350,14350,13850,14100,94523,-890
20201116,14500,14550,13850,14050,111461,-26583
20201113,14500,14500,14100,14350,103905,-12300
20201112,14850,14850,14300,14600,96946,800
20201111,14950,15000,14600,14750,130725,0
20201110,14900,15600,14400,14900,343664,29
20201109,14800,15100,14600,14750,214126,0
20201106,15250,15300,14550,14700,186934,0
20201105,15300,15400,14750,14950,229406,0
20201104,15750,15750,14500,14850,243713,0
20201103,15800,15950,15300,15400,2122179,660000
20201102,16200,16200,15650,15800,80944,0
20201030,16300,16350,15750,15800,75693,0
20201029,15950,16400,15600,16300,130293,0
20201028,15450,16700,15400,16500,335561,0
20201027,14800,18900,14800,15300,1068471,0
20201026,16350,16350,15500,15500,111698,0
20201023,16500,16900,16050,16350,108829,0
20201022,17300,17400,16000,16400,216225,0
20201021,17650,17800,16750,17300,152042,0
20201020,17800,18300,16750,17450,146049,0
20201019,18950,19000,17950,18050,114549,0
20201016,19150,19400,18000,18800,219093,0
20201015,18400,19250,18300,19150,375519,0
20201014,19200,19700,18300,18350,210545,0
20201013,18450,19300,18200,19300,224676,0
20201012,18400,19150,18200,18200,289916,-19802
20201008,17750,18200,17600,17900,191423,0
20201007,16950,17750,16800,17400,274663,-2415
20201006,16150,18100,16150,16550,522914,-48313
20201005,19150,19850,17900,17950,501854,0
20200929,18200,21500,17850,18950,994291,-1530
