date,open,high,low,close,volume,korcom
20130617,4050,4655,3455,4655,126189,0
20130618,5350,5350,4730,5350,139036,0
20130619,6150,6150,5550,6150,680800,-1
20130620,6350,7070,5950,5950,813938,0
20130621,6130,6810,5700,6180,623403,-30
20130624,6600,7100,6350,7100,187605,-6
20130625,8150,8160,8120,8160,32224,0
20130626,8210,8500,7350,8200,456974,-20
20130627,8500,9430,7230,7240,722367,0
20130628,7410,7640,6590,6630,204116,0
20130701,6910,7210,6410,6760,240218,0
20130702,6760,6980,5750,5750,208602,-10
20130703,6020,6610,5950,6610,144599,0
20130704,7200,7390,6100,6140,343574,0
20130705,6310,6850,5900,6210,248401,0
20130708,6410,6880,6150,6600,150902,0
20130709,6550,6680,6110,6260,117406,0
20130710,6380,6390,5910,5950,104218,-10
20130711,6100,6650,5860,6150,125493,0
20130712,6180,6500,6000,6010,75576,0
20130715,6150,6190,5890,6050,54518,0
20130716,6150,6450,5990,6030,53523,-9
20130717,6140,6230,5990,6200,49477,0
20130718,6340,6830,6200,6200,84160,0
20130719,6290,6340,6140,6260,30088,-10
20130722,6250,6300,6100,6210,30586,0
20130723,6340,7140,6330,7140,305558,0
20130724,7450,7480,6700,6910,115068,0
20130725,6980,7250,6560,7040,97517,-4
20130726,7000,8090,7000,8090,195264,0
20130729,8500,9290,7700,8530,274310,0
20130730,8580,8870,7950,7950,156993,0
20130731,8070,8200,7210,7480,123750,0
20130801,7500,7590,7200,7250,42360,0
20130802,7290,7350,7110,7300,33347,0
20130805,7360,7500,7210,7390,26799,0
20130806,7470,7540,7280,7300,19173,0
20130807,7300,7300,7060,7180,25487,0
20130808,7180,7180,7020,7100,13240,-10
20130809,7100,7260,6920,7130,11467,0
20130812,7120,7220,6920,7060,9880,0
20130813,7060,7090,6550,6570,26390,0
20130814,6550,6680,6320,6520,36909,0
20130816,6450,6600,6180,6520,33382,0
20130819,6410,6600,6210,6280,26000,0
20130820,6190,6280,5940,5940,34640,0
20130821,5910,5990,5560,5650,29390,0
20130822,5560,5860,5480,5550,17311,0
20130823,5610,5690,5540,5560,11546,0
20130826,5600,5670,5530,5670,7510,0
20130827,5700,5710,5330,5420,15403,0
20130828,5280,5280,5100,5110,11840,0
