date,open,high,low,close,volume,korcom,forvol
20101001,7620,7710,7560,7600,21731,0,579690
20101004,7550,7710,7520,7590,13684,-840,579770
20101005,7550,7610,7520,7610,2731,0,579960
20101006,7770,7770,7570,7690,4729,370,579780
20101007,7690,7690,7600,7630,6389,0,579770
20101008,7570,7670,7570,7620,5570,0,579770
20101011,7680,7680,7530,7620,10430,0,579890
20101012,7550,7670,7470,7550,5471,0,579880
20101013,7510,7640,7480,7560,8920,0,579880
20101014,7600,7600,7500,7600,26480,-12620,579880
20101015,7600,7610,7510,7600,6340,0,579800
20101018,7600,7680,7550,7590,16530,0,579800
20101019,7590,7700,7560,7680,19000,0,579930
20101020,7650,7800,7630,7750,9820,0,579860
20101021,7670,8000,7620,7900,19410,970,579730
20101022,7900,7980,7810,7890,26205,2540,579750
20101025,7890,7940,7830,7940,21328,0,579780
20101026,7940,7960,7900,7950,11453,0,579780
20101027,8000,8000,7930,7940,9960,0,579780
20101028,7930,8070,7810,8030,18000,5000,579680
20101029,8030,8040,7910,8010,24760,5890,579680
20101101,8100,8150,7980,8080,36090,20340,579870
20101102,8080,8260,8080,8150,38340,5890,579840
20101103,8370,8370,8190,8200,19159,0,579790
20101104,8290,8290,8100,8170,11930,-60,579790
20101105,8200,8250,7950,8040,30650,5000,579860
20101108,8080,8090,7950,8000,16646,-361,579810
20101109,7970,8120,7970,8000,12340,440,579820
20101110,8000,8100,7990,8010,5090,-150,579820
20101111,8050,8150,8040,8130,11830,-3070,579850
20101112,8240,8240,7720,8000,17500,4180,579800
20101115,7830,8110,7830,7860,10661,869,579880
20101116,7890,7890,7700,7740,16431,-560,579790
20101117,7700,8000,7650,7940,7020,2550,579680
20101118,7980,7990,7880,7940,7212,4788,579660
20101119,8000,8000,7800,7920,6530,-30,579640
20101122,7910,7920,7770,7850,7301,859,579630
20101123,7850,7850,7620,7710,22211,-189,579630
20101124,7510,7700,7450,7530,18532,-90,579850
20101125,7530,7840,7510,7530,43189,-34050,579700
20101126,7530,7710,7360,7420,18590,620,579730
20101129,7240,7580,7240,7450,4100,-10,579870
20101130,7290,7570,7290,7510,2131,-170,579810
20101201,7580,7700,7470,7690,11663,0,579690
20101202,7690,7880,7690,7820,22490,-10,579810
20101203,7820,7880,7750,7840,11810,-50,579810
20101206,7880,7920,7800,7880,7800,0,579800
20101207,7880,7880,7710,7820,9072,110,579690
20101208,7820,7890,7770,7870,11881,141,579690
20101209,7660,7870,7660,7850,740,-40,579720
20101210,7850,7920,7820,7860,1392,-2,579720
20101213,7800,7930,7710,7760,7057,68,579750
20101214,7850,7900,7760,7790,13370,-1080,579750
20101215,7700,7820,7700,7770,3894,-4,579750
20101216,7900,7900,7690,7770,10230,-6080,579790
20101217,7670,7860,7650,7850,27351,19890,579790
20101220,7780,7780,7660,7700,10552,0,579790
20101221,7700,7910,7700,7850,12672,2268,579840
20101222,7900,7910,7800,7850,11578,-10,580090
20101223,7890,8050,7800,8000,37636,0,580230
20101224,8000,8050,7950,8000,13540,0,580230
20101227,8000,8090,7950,8000,31330,7039,580180
20101228,8050,8140,8040,8120,26270,0,580180
20101229,7960,8080,7960,8000,10431,-1390,580180
20101230,8180,8180,7970,8040,6080,200,580180
20110103,7920,8120,7920,8100,14900,6351,580180
20110104,8050,8050,7930,8040,37133,18799,580280
20110105,8050,8160,8030,8030,5430,490,580280
20110106,8030,8120,7920,8050,13280,3430,580360
20110107,8050,8120,7910,8000,7681,620,580360
20110110,8000,8000,7720,7960,17420,-9690,580360
20110111,7820,7980,7790,7930,5000,420,580760
20110112,7980,7990,7810,7900,20802,-290,582870
20110113,7900,7970,7840,7900,17752,-4560,584380
20110114,7800,8000,7800,7930,17852,-5410,584380
