date,open,high,low,close,volume,korcom,forvol
20101001,36800,37400,36600,37100,2293151,-117614,103504139
20101004,37400,38700,37000,38200,4660855,-476551,104955637
20101005,38050,38900,37750,38600,3640102,-111945,105718276
20101006,38900,39200,38150,38200,4064274,-964851,106293954
20101007,38650,38650,37450,38000,4077248,-1006313,106549918
20101008,38000,38950,37800,38650,2683835,24531,106929145
20101011,39000,39900,38900,39700,3291262,-13312,107717684
20101012,40000,40450,38500,38900,4455581,-126488,107255253
20101013,38800,39300,38500,38850,2554489,-173146,107134773
20101014,38850,39600,38700,39450,2169680,-191947,107319183
20101015,39650,39700,39000,39100,1676129,-106421,107367311
20101018,39200,39350,38000,38000,3113271,-548170,107611708
20101019,38100,38950,38050,38350,2474474,-96923,108234958
20101020,37900,39250,37650,39000,2805428,659810,107862378
20101021,39100,39500,38550,39300,1876830,118261,108126009
20101022,39600,39900,39400,39750,1722361,337309,108303824
20101025,40450,42050,40400,42050,5106740,714264,109651185
20101026,42500,43350,42300,43000,4444934,-183453,110552411
20101027,43150,43350,42300,43250,2538291,-54235,110643931
20101028,43000,44000,42650,43550,2788468,211328,110580921
20101029,43900,45150,43300,44900,4512110,285143,110727906
20101101,45900,49900,45800,49500,7682225,-604781,111354271
20101102,49400,50900,48700,49700,5793987,-389228,110873621
20101103,50400,51600,49150,49900,5657319,-1033904,110790651
20101104,49900,50100,48700,49300,4802146,-1098336,110788015
20101105,49300,49900,46850,47500,7577815,-535695,110475553
20101108,47200,48900,46350,48650,5117182,-27582,110452486
20101109,48650,49600,48150,48550,2615567,125469,110457646
20101110,48400,49950,48350,49950,2899862,10063,110661726
20101111,50500,52000,50400,50700,6133887,164791,110357695
20101112,51500,53200,50500,51300,7399220,-210089,110251313
20101115,50800,51300,49400,49800,4385100,-152961,110127849
20101116,49850,51000,48250,50000,5928103,475200,109595233
20101117,49250,50900,49200,50000,2990068,112754,109475396
20101118,50300,50800,49800,50700,2318033,156814,109462120
20101119,50900,52300,50700,51800,2806497,44961,109639635
20101122,52100,52600,49900,50600,3474468,-650486,109547738
20101123,50200,50800,49000,49800,4615393,-402900,109283729
20101124,48500,50300,48450,49600,5104851,274838,108941983
20101125,50000,50100,49000,49250,2339794,-137839,108932432
20101126,48750,49150,47500,47550,4669211,-43174,108364422
20101129,47100,48250,47100,47900,2674939,295391,107959057
20101130,47750,49050,47600,48950,2771481,327208,108061992
20101201,48900,50500,48700,50500,3384592,-19474,108477632
20101202,51500,52300,51100,51400,4912042,20002,109571664
20101203,52100,52200,51400,51700,2986677,16240,110129627
20101206,50900,52100,50800,51200,2324903,-10849,110313605
20101207,51500,52000,50100,51600,2661420,142425,110231154
20101208,51600,52700,51400,51900,2930186,467005,110288258
20101209,52400,52500,51400,52300,2940579,-440246,110476243
20101210,52100,52800,50700,51100,2988720,-690411,110331277
20101213,50900,51300,50100,50600,2671201,-229352,109856792
20101214,50800,51700,50600,51300,2339221,5168,110225874
20101215,51700,52000,51100,51600,2029449,23442,110431568
20101216,51300,51800,50300,50700,1943902,22964,110199438
20101217,50800,51000,50200,50300,2157838,-127653,109979183
20101220,49200,50700,49100,50300,3021889,193144,110317533
20101221,50800,51200,49800,49850,2800754,-246960,110171936
20101222,49950,52400,49450,52100,4810275,-100576,111303644
20101223,52300,53300,51700,52100,4715093,335505,111510361
20101224,52400,53100,51300,51800,2816265,-194686,111613418
20101227,51700,51700,50000,50000,3382538,-529315,111664224
20101228,50300,50800,49850,49900,2884836,-121448,111821010
20101229,50300,51400,50100,51300,2003256,87080,111711790
20101230,51100,51500,50300,50600,1977978,-333793,111691173
20110103,51100,52500,50800,52500,3227347,240659,112731524
20110104,53000,55500,52500,55100,8331489,252290,114567598
20110105,55400,57500,55400,56900,5479639,-170467,115294626
20110106,57700,58000,56100,57100,4449754,-174470,115804183
20110107,57400,58500,56600,58300,3306467,35524,116108274
20110110,58400,60300,57600,59700,3682380,-43124,116160324
20110111,59100,59300,57600,58600,4400069,-33617,115213011
20110112,58600,59200,57800,58800,2284987,127532,115028544
20110113,58800,59300,57900,58200,3933468,-182783,114031831
20110114,57900,59500,57100,58900,4953056,-297532,113242652
20110117,58600,59300,57600,57900,2511234,-472694,113043881
20110118,57600,58600,57000,57000,4111002,-1040870,113035267
20110119,57200,57600,55700,57000,4932528,-995815,113317625
20110120,57200,58100,57100,57900,2334125,65653,113383563
20110121,57600,57800,56000,56000,3463260,-539589,113042083
20110124,56100,56800,54900,56300,2961793,-65503,113028795
20110125,57100,57500,56400,57000,2175023,153052,113132789
20110126,57300,59400,57300,59400,4469387,637548,113544788
