date,open,high,low,close,volume,korcom,forvol
20101001,5110,5200,5080,5130,41949,0,16645
20101004,5110,5240,5110,5150,40661,0,17749
20101005,5100,5200,5040,5120,42578,0,17942
20101006,5160,5280,5150,5260,74381,0,20947
20101007,5350,5560,5340,5400,254556,-2000,19934
20101008,5360,5470,5250,5270,63760,0,19256
20101011,5300,5300,5150,5180,50555,0,20250
20101012,5220,5230,5090,5130,65855,0,22096
20101013,5180,5210,5090,5110,48154,0,23456
20101014,5110,5250,5100,5150,52632,0,26737
20101015,5190,5390,5160,5350,92759,4600,31378
20101018,5420,5700,5350,5680,219877,52800,33791
20101019,5760,5780,5510,5640,186833,27400,28441
20101020,5550,5770,5530,5660,149833,-1000,29250
20101021,5720,5900,5620,5870,211423,-4000,29726
20101022,5870,5950,5640,5820,186727,0,20838
20101025,5800,5820,5640,5650,104419,0,20445
20101026,5650,5740,5610,5640,84338,7200,27251
20101027,5640,5700,5500,5520,117115,0,26444
20101028,5600,5600,5460,5530,89370,0,29820
20101029,5590,5600,5470,5600,78139,0,29987
20101101,5610,5730,5530,5730,141563,15000,24894
20101102,5820,5850,5680,5720,94019,-10000,19045
20101103,5660,5810,5550,5560,102464,0,16743
20101104,5560,5700,5560,5610,74007,0,18039
20101105,5680,5730,5590,5690,102914,5000,25732
20101108,5750,5850,5720,5760,255910,0,21176
20101109,5770,5780,5660,5700,102212,0,14698
20101110,5700,6150,5650,6150,691542,0,13876
20101111,6160,6240,6020,6240,307568,0,2567
20101112,6260,6260,5700,5900,354803,23000,2546
20101115,5900,6030,5750,5800,159068,7000,2665
20101116,5790,5910,5200,5320,399308,30000,4280
20101117,5360,5720,5300,5590,168565,0,4301
20101118,5620,5690,5560,5610,74879,0,4379
20101119,5710,5710,5520,5590,48355,0,5127
20101122,5600,6050,5600,5940,121134,0,7918
20101123,5990,6110,5760,5760,155194,-17500,1954
20101124,5450,5760,5400,5670,102336,10000,7000
20101125,5740,5830,5650,5700,85209,-7611,7891
20101126,5700,5700,5410,5430,99113,0,3532
