date,open,high,low,close,volume,korcom,forvol
20101001,10350,10700,10300,10650,702603,90620,3132878
20101004,10700,10800,10500,10600,357834,90,3120918
20101005,10500,10600,10350,10600,338973,20000,3138978
20101006,10750,10900,10600,10800,504222,-23679,3147468
20101007,10800,10850,10500,10600,332688,2740,3155488
20101008,10550,10600,10400,10550,266930,3610,3161708
20101011,10550,10850,10200,10350,846475,69771,3200818
20101012,10500,10800,10350,10600,772267,649,3207278
20101013,10650,10750,10350,10600,767108,22930,3207098
20101014,10650,10650,10400,10500,430798,-4750,3202788
20101015,10450,10450,10250,10400,365893,-1546,3340398
20101018,10400,10600,10350,10550,556203,2150,3347638
20101019,10600,10700,10500,10550,513626,22100,3313298
20101020,10400,10500,10350,10400,419110,-3160,3267748
20101021,10450,10500,10050,10150,661490,-5800,3230738
20101022,10150,10300,10100,10150,347656,7150,3222898
20101025,10200,10250,10100,10200,316589,-1617,3215158
20101026,10250,10300,10000,10000,458480,-97930,3236748
20101027,10050,10200,10000,10050,343036,10772,3232688
20101028,10000,10000,9820,9860,578962,-69440,3195928
20101029,9870,9930,9800,9810,312575,27569,3154188
20101101,9810,9890,9800,9820,223712,3211,3132498
20101102,9830,9860,9680,9800,347765,74869,3119488
20101103,9810,10100,9810,10100,273357,5960,3146298
20101104,10000,10100,9930,9940,132451,-202,3112828
20101105,10100,10100,9950,9950,286392,-12522,3124678
20101108,10050,10100,9940,9940,217404,-32500,3145274
20101109,9990,9990,9900,9950,125492,780,3171594
20101110,10000,10100,9940,10050,258994,-50890,3222794
20101111,10000,10050,9890,9890,388428,18130,3163584
20101112,9950,10100,9680,9760,451604,107657,3123294
20101115,9750,9900,9610,9760,375165,81810,3113074
20101116,9760,9760,9620,9640,229459,71370,3125254
20101117,9600,9770,9500,9770,226371,78020,3127744
20101118,9750,9870,9700,9800,157681,650,3141344
20101119,9850,9890,9750,9800,275488,108040,3115104
20101122,9800,9870,9750,9820,148627,19130,3122854
20101123,9820,9820,9650,9710,191628,17130,3127264
20101124,9400,9710,9380,9710,311978,116980,3108434
20101125,9710,9750,9610,9650,198395,43660,3078034
20101126,9690,9710,9480,9550,219364,96220,3074734
20101129,9500,9660,9450,9550,108021,23960,3084834
20101130,9630,9750,9540,9750,186663,35440,3095594
20101201,9840,9850,9710,9770,79175,-19723,3089764
20101202,9790,9810,9710,9750,188570,46460,3090564
20101203,9790,9790,9660,9700,127834,-410,3074168
20101206,9640,9700,9610,9620,126272,45800,3068088
20101207,9610,9680,9530,9540,222839,38400,3011862
20101208,9580,9590,9380,9490,333188,50680,2959278
20101209,9520,9710,9450,9710,268261,110670,2950218
20101210,9740,9770,9660,9730,139570,-11638,2951798
20101213,9750,9750,9630,9740,163661,12080,2961368
20101214,9670,9820,9670,9740,295210,-97940,2993208
20101215,9730,9730,9590,9660,249396,82054,3009708
20101216,9670,9690,9590,9690,150202,28449,3023858
20101217,9690,9710,9550,9590,312154,1526,3052028
20101220,9520,9590,9460,9560,214918,89600,3062513
20101221,9620,9980,9610,9800,522731,-117340,3099393
20101222,9670,9740,9540,9720,467400,113058,3134333
20101223,9730,9800,9650,9770,188228,53948,3131709
20101224,9790,9900,9710,9830,261136,46129,3148425
20101227,9860,9980,9780,9930,329563,44674,3168711
20101228,9880,10200,9790,9910,580552,7490,3178967
20101229,9990,9990,9840,9930,178610,1358,3169433
20101230,9940,9980,9780,9970,260004,42270,3159338
20110103,9970,9990,9860,9870,271743,-41400,3138428
20110104,9860,9900,9750,9840,343018,61080,3172078
20110105,9870,10050,9840,9920,555561,-165200,3176508
20110106,9950,9970,9820,9840,266201,45651,3173098
20110107,9910,9940,9800,9940,247561,1112,3172138
20110110,9940,9950,9800,9800,187568,-11480,3172978
20110111,9780,9910,9760,9890,213587,41730,3174818
20110112,9890,9950,9810,9890,162440,-5658,3163548
20110113,9910,9910,9710,9800,410189,126108,3051415
20110114,9770,9840,9710,9790,255430,62040,3043035
20110117,9820,9860,9740,9820,336915,103870,3068225
20110118,9790,9870,9700,9850,481661,145950,3064835
20110119,9870,10050,9760,9850,633179,-92240,3017155
20110120,9830,9850,9700,9830,309723,17860,3031215
20110121,9850,9850,9700,9730,202077,45693,3024165
20110124,9700,9760,9700,9740,122593,27590,3025455
20110125,9750,9840,9710,9770,232064,-8856,3049615
20110126,9740,9840,9690,9800,159111,47739,3045145
20110127,9800,9830,9700,9800,241844,8937,3065325
20110128,9800,9800,9710,9790,233153,123922,3074865
20110131,9690,9850,9690,9830,219419,68290,3094535
20110201,9900,10050,9740,9740,343894,-53880,3074465
20110207,9740,9860,9720,9740,150773,1929,3095175
20110208,9830,9830,9700,9730,146460,3174,3087605
20110209,9730,9800,9700,9770,229905,2300,3134725
20110210,9750,9900,9720,9790,336804,-7757,3127655
20110211,9830,9860,9600,9600,409674,76010,3070865
20110214,9610,9680,9450,9590,304349,165290,3040705
20110215,9630,9630,9450,9590,155227,48100,3045085
20110216,9560,9700,9560,9620,117269,10728,3076865
20110217,9580,9740,9510,9590,163212,51585,3044985
20110218,9570,9680,9540,9640,140462,4720,3031225
20110221,9580,9600,9460,9530,139634,-6280,3017455
20110222,9450,9500,9210,9240,280889,80740,2983265
20110223,9200,9390,9200,9290,132108,59112,2983209
20110224,9350,9350,9200,9330,116361,19420,3014099
20110225,9270,9590,9230,9520,151236,23340,2993839
20110228,9520,9650,9400,9650,151341,42860,2981999
20110302,9590,9730,9550,9570,117612,300,2957919
20110303,9580,9700,9570,9630,93791,350,2945329
20110304,9640,9700,9560,9560,154565,-1276,2941339
20110307,9550,9660,9530,9540,95541,343,2939899
20110308,9490,9790,9480,9700,168531,790,2943479
20110309,9750,9750,9680,9690,111481,340,2949669
20110310,9700,9750,9530,9530,139539,-6903,2921999
20110311,9450,9530,9270,9270,191600,-31020,2903389
20110314,9680,9700,9410,9620,373458,-2350,2896349
20110315,9680,9680,9120,9290,511729,-5432,2898569
20110316,9300,9440,9180,9290,138494,7956,2887689
20110317,9210,9280,9060,9150,239189,-48730,2880929
20110318,9150,9280,9010,9280,137366,9340,2898261
20110321,9290,9390,9280,9350,141274,-4800,2907591
20110322,9360,9390,9300,9360,109940,20631,2905901
20110323,9400,9440,9290,9390,145203,14450,2911851
20110324,9600,9630,9490,9550,350494,-17320,2923831
20110325,9590,9620,9470,9540,136790,9181,2929591
20110328,9650,9650,9500,9540,124272,4543,2935061
20110329,9520,9860,9520,9840,507683,-70540,2969461
20110330,9840,9850,9720,9850,306065,-5588,2986481
20110331,9840,9860,9690,9840,280191,-4601,3025555
20110401,9790,9860,9700,9800,259561,-4554,3077225
20110404,9740,9830,9720,9820,185515,-23840,3111815
20110405,9800,10050,9770,9820,555541,-247670,3141205
20110406,9850,9930,9720,9720,336360,-73770,3154355
20110407,9770,9770,9620,9650,179576,-242,3184225
20110408,9700,10300,9660,10000,1541591,-546464,3230055
20110411,10050,10350,9950,9980,990707,-462980,3196145
20110412,10200,10550,10050,10150,1752714,-544940,3146135
20110413,10200,10200,9800,9960,716789,-127164,3103975
20110414,10000,10050,9480,9660,1026766,-108240,3093435
20110415,9660,9670,9420,9560,692406,137979,3066475
20110418,9560,9560,9300,9450,613345,275204,3015285
20110419,9330,9780,9330,9670,631062,-99040,2992252
20110420,9700,9780,9500,9550,599316,40185,2936898
20110421,9650,9680,9450,9470,323996,22645,2955532
20110422,9470,9530,9330,9430,374538,-90250,2969472
20110425,9430,9470,9340,9410,196385,69650,2963212
20110426,9380,9520,9320,9390,267992,-15360,2960632
20110427,9410,9470,9320,9320,314207,-29864,2977862
20110428,9330,9350,9240,9320,243632,102711,2991848
20110429,9330,9400,9260,9400,227145,125950,2982288
20110502,9360,9450,9360,9410,194502,54520,2977808
20110503,9430,9450,9350,9350,190138,35760,2991158
20110504,9370,9440,9350,9410,145308,3640,3039278
20110506,9400,9420,9310,9410,169492,64130,3064598
20110509,9420,9440,9300,9300,204282,91562,3003058
20110511,9300,9320,9210,9250,208106,83060,2976838
20110512,9250,9260,9070,9200,280745,85910,2941838
20110513,9200,9220,9000,9000,220589,73220,2908788
20110516,8950,9010,8800,8900,324478,161610,2861248
20110517,8820,8920,8820,8870,194311,87280,2800188
20110518,8950,9150,8870,9060,182102,52920,2760268
20110519,9090,9090,8800,8900,211537,59270,2714488
20110520,8810,8910,8790,8830,162056,102470,2653918
20110523,8730,8830,8600,8620,248658,133570,2634608
20110524,8500,8640,8500,8600,115649,39762,2623098
20110525,8660,8660,8300,8410,150390,20289,2612608
20110526,8210,8450,8210,8340,106501,-2090,2611828
20110527,8260,8320,8210,8270,174705,15510,2610558
20110530,8300,8340,8030,8100,170096,25603,2592150
20110531,8000,8370,7990,8370,199555,14900,2608110
20110601,8340,8390,8240,8300,90921,9150,2595710
20110602,8200,8200,8100,8190,119118,10540,2599450
20110603,8180,8270,8120,8220,76904,-8160,2603370
20110607,8150,8300,8070,8300,66225,1550,2614780
20110608,8280,8380,8200,8200,68793,-990,2614490
20110609,8160,8320,8020,8240,158981,25326,2601270
20110610,8240,8460,8100,8450,138739,92870,2591140
20110613,8420,8470,8300,8450,113040,59770,2580540
20110614,8400,8540,8400,8450,59580,25109,2568720
20110615,8450,8500,8360,8500,70974,27200,2570800
20110616,8440,8530,8360,8500,80121,47009,2559050
20110617,8450,8520,8390,8500,140268,69976,2493662
20110620,8500,8560,8410,8550,43625,13301,2493532
20110621,8530,8630,8480,8610,81044,13610,2493190
20110622,8650,8740,8650,8700,62452,8869,2495810
20110623,8650,8760,8620,8710,55995,2562,2510780
20110624,8690,8870,8690,8770,85533,6750,2513050
20110627,8770,8870,8640,8800,102150,16056,2514560
20110628,8730,8870,8730,8850,60920,13120,2509640
20110629,8850,8980,8850,8960,82577,14090,2508370
20110630,9020,9150,8950,9150,136170,82730,2502370
20110701,9160,9310,9000,9040,133955,-6576,2494730
20110704,9120,9200,8800,8850,149623,-24531,2528240
20110705,8850,9100,8850,9100,96950,22410,2564420
20110706,9110,9160,9000,9140,55670,5680,2576910
20110707,9090,9240,9090,9160,80128,-10710,2611800
20110708,9200,9200,9080,9130,49645,13947,2624800
20110711,9080,9170,9030,9100,74361,23950,2633870
20110712,8980,9080,8840,8870,84475,8840,2633640
20110713,8800,8900,8750,8770,112395,-11600,2654590
20110714,8680,8790,8540,8640,175153,25670,2659090
20110715,8600,8710,8600,8700,73460,-32201,2673070
20110718,8900,8930,8700,8740,110801,-5820,2680150
20110719,8610,8800,8600,8740,87442,14071,2682300
