date,open,high,low,close,volume,korcom,forvol
20101001,50700,51900,46850,46850,1142065,21547,19014216
20101004,49300,51400,47600,48700,1608039,14683,19038237
20101005,48800,49900,48050,49800,630577,66169,19070200
20101006,51400,54900,49850,51000,2765911,-933913,19954760
20101007,51000,51200,48950,49150,551461,-14597,19891311
20101008,49000,49150,47550,48600,524594,-3911,19878920
20101011,48300,49050,47300,47700,391274,-30102,19849199
20101012,47200,49100,46100,46350,471097,-55280,19853799
20101013,46650,47200,44900,46650,669386,-33500,19808579
20101014,45800,46750,44850,46000,519812,-82170,19778169
20101015,46100,47200,45400,46200,414988,-60765,19831689
20101018,46900,47000,44300,44500,454052,-40474,19836709
20101019,44450,48950,43400,45000,1211880,-34568,19680662
20101020,45850,45850,44100,44100,479359,1280,19563092
20101021,44200,44800,43050,43400,481503,-49626,19564422
20101022,43850,44750,42550,43000,350576,-11781,19428880
20101025,42500,44300,42350,43400,307791,12860,19580710
20101026,43900,46150,43700,44200,1496949,-928875,20491790
20101027,44600,45800,43500,43500,430802,-67750,20432480
20101028,43400,43900,41050,41050,710036,-31914,20442550
20101029,39900,40700,39350,39750,569082,17679,20436640
20101101,40300,41600,39550,40400,382015,13925,20362020
20101102,40050,42500,39900,41750,385142,25193,20365415
20101103,43050,43600,42100,42100,276805,20149,20317955
20101104,41950,42500,40700,41200,244995,605,20329105
20101105,41050,44300,41050,42800,573890,-20604,20439576
20101108,42600,44450,42600,43400,357071,-50578,20519026
20101109,43000,44700,42150,43400,468178,-72604,20651796
20101110,44000,44850,42850,43300,347979,-55343,20664936
20101111,43700,49500,43600,46750,2187893,156880,20498363
20101112,48900,50100,45750,47250,1308638,-39960,20500689
20101115,48350,49100,45150,45150,714428,-24678,20518732
20101116,41500,44600,38400,38400,3086943,-52540,21023672
20101117,36800,37800,34650,34700,1958760,-8771,20939053
20101118,35000,36700,34850,35000,1732592,-69763,20759783
20101119,35300,37750,35300,37150,1303808,-22631,20767875
20101122,36600,36700,35600,35700,669511,6386,20769025
20101123,36150,37150,35850,35950,890932,8968,20824395
20101124,34450,37900,34100,35800,977609,10768,20852515
20101125,37800,37800,36300,37100,819520,-2802,20864115
