date,open,high,low,close,volume,korcom,forvol
20101001,37550,38700,37550,38600,195447,23877,1046970
20101004,39000,39800,38000,38000,205137,-1178,1043361
20101005,38000,38250,37500,37550,162900,-12709,1073371
20101006,38150,38300,37100,37550,309257,-14342,1084701
20101007,37300,38300,37300,37750,185184,11709,1142360
20101008,38200,39300,37850,38800,282609,77964,1165386
20101011,39800,40100,39300,39700,369433,11703,1269256
20101012,39900,40450,39000,39200,217465,-3677,1305875
20101013,39700,39700,38950,39400,115819,21462,1329212
20101014,39400,42000,39400,41700,454739,97890,1445054
20101015,42050,46600,42050,44000,752053,10262,1526947
20101018,44600,46400,44550,45500,617360,205148,1418438
20101019,46400,46400,44100,44650,331623,95290,1357649
20101020,43700,46150,43600,45150,209848,39599,1328406
20101021,46000,49500,45300,48300,594935,111586,1346039
20101022,48950,49850,47450,48200,336046,10678,1345856
20101025,49500,49800,48600,49700,232482,28722,1338101
20101026,49000,49700,47500,48000,370211,-18857,1343391
20101027,47500,47750,46400,47700,279547,11761,1351387
20101028,47750,48850,47100,47650,193195,2306,1353226
20101029,48400,49000,47250,48200,130960,21730,1354211
20101101,49000,49000,47700,48200,150446,-30525,1356615
20101102,48200,48200,46200,47250,183998,-16535,1359794
20101103,47950,47950,45000,45450,380617,-11671,1319451
20101104,45600,47450,45600,46900,249819,22144,1302876
20101105,48000,49550,47500,47700,357722,-20076,1319938
20101108,48350,48600,47200,48000,118461,18753,1317614
20101109,48000,48400,46750,48000,97641,9075,1316775
20101110,47950,48800,47350,48800,200972,72520,1238843
20101111,48850,48950,44250,45000,833331,104421,936333
20101112,46500,48400,46200,48000,521915,174848,948196
20101115,48500,50700,47850,50600,403666,107814,947325
20101116,50500,50900,49100,49400,238036,48054,926152
20101117,49200,49750,47850,47850,237493,-29682,910286
20101118,48150,48800,47050,47500,206411,-21356,912708
20101119,47950,49700,47900,49500,214359,10834,926671
20101122,50200,50600,47600,48200,241841,-28830,923292
20101123,48800,49650,47700,48600,169065,-40571,918226
20101124,46800,48350,46800,47850,184482,2288,953125
20101125,48500,48850,47200,47650,123263,-27709,967901
