date,open,high,low,close,volume,korcom,forvol
20101001,163500,165000,161500,162000,3707,-120,660947
20101004,160500,164500,155000,155500,3496,-74,661453
20101005,155500,160500,153000,158500,4688,-459,660388
20101006,156000,157000,152500,152500,2378,-886,659920
20101007,153500,154500,153000,154000,1514,-940,660352
20101008,154000,155000,152000,153000,4621,-3866,662272
20101011,153500,153500,149500,149500,4152,-1246,661238
20101012,149500,151500,149500,151500,1110,48,661420
20101013,153000,153000,149000,150500,4078,-428,663082
20101014,150500,152500,150000,151500,3256,-897,662913
20101015,152000,152500,150000,151000,2697,-264,662634
20101018,151000,153000,151000,152000,2045,-213,662511
20101019,152000,154500,152000,152000,2751,-71,662491
20101020,153000,153000,149500,149500,1794,-741,662300
20101021,153000,153000,145500,145500,5226,-2555,662010
20101022,145500,148500,145500,146500,2516,281,660592
20101025,146000,148000,144000,144000,4879,-2066,660948
20101026,144000,149000,143500,147000,3211,-893,661652
20101027,146500,147500,146000,146500,2083,-431,662433
20101028,144500,148500,144500,148000,6144,-4046,666781
20101029,146500,147500,145000,146000,2719,-418,665804
20101101,146500,148500,145000,147000,6456,-3473,668419
20101102,146000,150000,144000,150000,19368,1633,666346
20101103,148000,150000,147000,147000,1544,-172,666269
20101104,148000,148000,143500,144500,4475,-987,665538
20101105,144500,146500,141000,141000,7111,-2556,663184
20101108,141000,142500,140000,141500,5291,-2390,663188
20101109,141500,142000,140000,141500,3983,-1947,664623
20101110,142000,142000,140000,142000,6649,-1758,665911
20101111,142000,144500,139500,139500,12594,2737,663436
20101112,141500,143000,138500,138500,3566,-121,663565
20101115,138000,140500,137500,140000,6075,-4557,667008
20101116,140000,140000,136500,138000,2924,35,667311
20101117,135500,139000,135500,136500,1660,-11,667123
20101118,136000,141000,135500,138500,1723,95,667042
20101119,140500,140500,136000,138000,2507,17,667189
20101122,138000,139500,136500,137000,1869,-18,666706
20101123,137000,137000,135000,135500,9582,756,664939
20101124,135500,139000,134000,139000,3415,785,665138
20101125,138500,140000,135000,140000,4029,1520,665198
20101126,140000,141000,137500,139000,4045,834,663199
20101129,139000,140000,133500,135500,2911,485,661539
20101130,133000,134500,131500,132000,8647,577,653868
20101201,134000,134500,132500,133500,753,-183,654066
20101202,133500,134500,132500,133000,2099,-456,653685
20101203,133000,134000,132000,133000,1660,75,653022
20101206,133000,133000,130500,131000,2523,-31,651884
20101207,132000,133000,130000,131000,2794,-27,651153
20101208,130000,131000,128500,129500,6520,1151,647799
20101209,129500,133000,129000,132000,7738,3061,645306
20101210,132000,132000,129000,130000,3733,622,643257
20101213,130000,132000,130000,132000,2383,461,643408
20101214,133000,133000,130000,130000,3325,-472,642793
20101215,130000,130000,129000,129500,2361,-101,642830
20101216,130000,130000,128500,129500,4051,462,640411
20101217,129000,129500,127500,128000,7491,-626,638165
20101220,128000,130000,127500,128500,6559,-1342,639670
20101221,128500,130000,127500,130000,5042,-71,638312
20101222,130000,130500,129000,130000,3618,-79,635796
20101223,130000,131000,129000,129500,5784,204,632233
20101224,129500,130500,129000,130000,1568,-503,632207
20101227,130000,131500,128500,131000,2426,187,632135
20101228,131000,132500,130000,131500,6387,-487,629482
