date,open,high,low,close,volume,korcom
20201230,19550,20000,19450,19650,11849,0
20201229,19050,19550,18950,19550,12529,-1000
20201228,19250,19250,18750,18750,14233,0
20201224,19200,19600,18950,19150,14100,0
20201223,19450,19900,19150,19250,11292,0
20201222,19850,19850,19200,19450,16616,0
20201221,20000,20200,19800,19850,12879,0
20201218,20000,20500,19950,20200,26969,-4897
20201217,19900,20600,19700,19900,44585,0
20201216,19850,20000,19600,19700,18925,-2577
20201215,20100,20150,19500,19700,21518,0
20201214,19400,20800,19250,19900,116967,-5986
20201211,19450,19650,19300,19500,10881,0
20201210,19400,19750,19100,19400,12746,0
20201209,19350,19850,19250,19500,25147,-9912
20201208,19300,19500,19000,19000,19366,-2000
20201207,19300,19400,18900,19200,13596,-3
20201204,19200,19650,19150,19300,17828,-5225
20201203,19550,19750,19000,19350,23410,0
20201202,20300,20300,19500,19700,23275,0
20201201,20450,20600,19850,19900,31773,-2631
20201130,21000,21000,20200,20450,30603,-5902
20201127,20900,22950,20350,20550,161454,-9588
20201126,20300,20550,19900,20100,20992,-3000
20201125,20600,20600,19700,20100,52715,0
20201124,19950,21650,19950,20600,257684,-36087
20201123,20000,20000,19600,19950,11668,-3561
20201120,19550,20200,19400,20000,16064,0
20201119,19950,19950,19350,19550,17347,-3947
20201118,19750,19950,19650,19750,12554,-2331
20201117,19800,20150,19550,19750,21121,-5400
20201116,20500,20500,19700,19700,21946,-2470
20201113,20000,20150,19700,20050,21085,-3500
20201112,20900,20900,20000,20200,28676,-7859
20201111,21300,21300,20600,20700,31593,-8235
20201110,21150,21950,20500,21100,96757,-16136
20201109,21250,21500,20300,21100,72555,-32929
20201106,21600,21650,20900,21000,26367,-4805
20201105,21900,21950,20750,21350,68289,-23823
20201104,21850,22150,20800,21150,57644,-17648
20201103,23300,23300,21750,21850,559825,263358
20201102,22900,23200,22650,22950,8198,0
20201030,23300,23750,22700,22900,12853,0
20201029,23050,23400,22500,23250,26070,0
20201028,23000,24400,22950,23750,35467,0
20201027,22250,27500,22250,22950,326580,0
20201026,22300,23450,22000,23000,19576,0
20201023,23850,24000,23000,23300,12945,0
20201022,24100,24200,23750,23850,8797,0
20201021,24200,24700,23750,24100,17592,0
20201020,24800,25100,23750,24250,15340,0
20201019,25450,25450,24000,24700,16492,0
20201016,25150,25800,24850,25000,38439,0
20201015,24850,26000,24850,25500,52770,0
20201014,26000,26350,24700,24800,51802,0
20201013,26000,26350,25350,26100,67705,0
20201012,25900,26600,25250,25650,103161,0
20201008,25600,26000,25050,25250,84349,0
20201007,24400,26300,24050,25100,180615,-1000
20201006,24100,26500,23400,23900,149204,1000
20201005,26450,27500,25300,26050,95722,0
20200929,24050,29650,24050,26500,666494,-4700
20200928,23900,25000,23600,24000,50534,0
20200925,24650,25050,22950,23900,57744,600
20200924,25400,25800,24000,24150,38995,0
20200923,27400,28150,25600,26100,64136,0
20200922,25550,30950,23850,26650,432752,-2700
20200921,27300,28250,25500,26350,99568,-1100
20200918,30300,30500,27800,28250,119318,800
20200917,30300,31950,28750,29800,248661,0
20200916,28250,32900,28150,29000,762047,-3000
20200915,30000,32800,27100,27650,400123,2856
20200914,25500,32700,24900,30600,1258639,-856
20200911,26250,26250,24150,25250,116133,100
20200910,28600,28750,26000,26700,197042,8000
20200909,31700,32000,26950,27850,537251,-2000
20200908,29700,34900,27300,31700,2099818,0
20200907,21500,27150,20800,27150,558770,1816
20200904,19400,22200,19400,20900,157643,184
20200903,19600,22500,19600,20300,213837,0
20200902,19900,20200,19300,19600,13575,0
20200901,19850,20350,19400,19600,34843,0
20200831,19350,19800,19200,19400,11182,0
20200828,19700,20650,19000,19350,30233,0
20200827,20150,20150,19150,19150,24248,0
20200826,18950,22950,18200,20050,138545,0
20200825,18800,18850,18350,18750,13208,0
20200824,18150,18700,17600,18550,14831,0
20200821,18950,18950,17750,18250,18468,0
20200820,20000,20250,18150,18300,33943,0
20200819,19750,20250,19000,19700,19592,0
20200818,20600,21000,19000,19400,30212,0
20200814,21850,21850,20750,21050,23831,0
20200813,22050,22050,20900,21550,27942,0
20200812,22700,22700,21500,21700,24613,0
20200811,23300,23500,22150,22400,51030,0
20200810,22250,23250,21850,22650,105977,0
20200807,22200,22400,21800,22200,27880,0
20200806,21950,22300,21850,22150,20025,0
20200805,22650,22650,21700,21900,32583,0
20200804,22600,22800,22000,22250,30933,0
20200803,22200,22750,22000,22250,25924,0
20200731,22050,22750,22050,22500,29107,0
20200730,23500,23500,22150,22550,42890,-366
20200729,23950,26300,22550,23000,261930,366
20200728,22250,22550,21500,21900,64373,0
20200727,22200,24400,21400,21850,233854,0
20200724,20850,22750,20800,21200,62288,0
20200723,21850,22000,20900,21400,57986,0
20200722,22550,22750,21550,21850,47483,0
20200721,22050,23650,21700,22250,171973,0
20200720,22100,22200,21450,21950,48556,0
20200717,21350,22200,21100,21600,36224,0
20200716,22000,22550,21350,21350,47988,0
20200715,21950,23800,21300,22200,141060,0
20200714,24800,26000,21450,22100,231797,0
20200713,22700,27100,21800,24350,1059185,0
20200710,23100,23900,22050,22300,254087,0
20200709,21650,23800,21250,22500,335024,0
20200708,20900,21450,20100,20950,95937,0
20200707,20850,21550,20050,20900,60959,0
20200706,20650,22500,19900,20800,144780,0
20200703,20800,21950,19900,20600,187518,0
20200702,19050,24400,17800,22500,623944,0
20200701,20700,20950,18800,19050,61427,0
20200630,21000,21600,19700,20250,49316,0
20200629,19900,21500,19700,20200,51879,0
20200626,20900,21400,19900,20450,42226,0
20200625,20750,22100,19800,20750,102927,0
20200624,25400,26100,20750,21550,794921,0
20200623,18600,23900,18550,23900,883458,1042
20200622,18500,19850,16750,18400,200595,-300
20200619,22200,23000,18050,18850,200471,0
20200618,23650,24100,21300,21350,210470,300
20200617,21250,27700,20850,23400,752940,0
20200616,24050,26400,21200,22900,656281,0
20200615,35900,35900,21300,21900,2145811,-6548
20200612,22300,27650,22150,27650,509923,2287
20200611,17900,21300,16150,21300,1416374,-5721
20200610,13300,16400,12900,16400,1207823,9982
20200609,12500,12850,12150,12650,179439,0
20200608,11850,12500,11800,12250,64780,0
20200605,11400,12050,11250,11750,59228,0
20200604,12400,12450,11300,11500,71130,0
20200603,12600,13000,12150,12300,60705,0
20200602,12700,12900,12350,12600,70998,0
20200601,13250,13300,12600,12950,71051,0
20200529,12850,13250,12600,12900,74666,0
20200528,13600,14600,12600,13100,463759,0
20200527,13800,14450,13500,13600,189848,0
20200526,13450,15700,13350,14000,1746819,0
20200525,13250,14350,13100,13350,635440,0
20200522,12950,14100,12700,13300,395946,0
20200521,13250,13900,13050,13050,212585,0
20200520,12700,14350,12500,13350,593954,0
20200519,12850,13650,12450,12500,226351,0
20200518,12550,13800,12150,12900,543459,0
20200515,12300,13650,11850,12350,782122,0
20200514,12800,15900,12500,13100,1293416,0
20200513,12750,14600,12000,13250,1308694,0
20200512,12200,13900,11600,12650,2427602,-3478
20200511,8470,10750,8110,10750,1002837,3478
20200508,8180,8540,8170,8300,7426,0
20200507,8160,8320,8050,8150,6860,0
20200506,8190,8400,8050,8290,12888,0
20200504,8470,8470,8120,8180,11643,0
20200429,8500,8500,8200,8470,12311,0
20200428,8420,8700,8370,8430,12838,0
20200427,8410,8700,8220,8420,16226,0
20200424,8580,8740,8270,8400,13996,0
20200423,8640,8710,8450,8580,19037,0
20200422,8690,8690,8420,8640,16092,-32
20200421,8920,9150,8200,8700,67762,32
20200420,9180,9270,8880,9030,63907,0
20200417,8890,9450,8800,9180,99578,0
20200416,8800,10400,8350,9250,513614,0
20200414,8620,9720,8220,8750,725330,0
20200413,8500,8880,7960,7960,57949,0
20200410,8700,9130,8200,8300,165441,0
20200409,8500,9980,7980,9410,434769,0
20200408,7040,8790,6800,7970,271476,0
20200407,7050,7050,6760,6860,17730,0
20200406,6600,7100,6600,6840,47227,0
20200403,6640,6950,6440,6600,38999,0
20200402,6530,6820,6300,6530,16926,0
20200401,6350,7260,5970,6530,73808,0
20200331,6800,6800,6280,6460,36201,0
20200330,6250,6500,5880,6490,21340,0
20200327,7070,7770,6120,6420,84901,0
20200326,6420,6940,6200,6650,50429,0
20200325,7350,7600,6500,6550,190414,-5119
20200324,4985,6200,4980,6200,135288,5119
20200323,4610,5300,4500,4770,52853,0
20200320,4320,5600,4255,5230,145257,0
20200319,4900,5220,4100,4320,11140,-190
20200318,5590,5590,4970,4970,17177,190
20200317,5450,5450,5100,5290,18493,-256
20200316,5770,6070,5450,5450,15080,256
20200313,6190,6190,4770,5690,24753,0
20200312,7170,7180,6200,6260,30005,-328
20200311,7810,7820,7170,7170,16730,328
20200310,7300,8100,7300,7760,22227,0
20200309,8100,8320,7710,7810,22129,0
20200306,8380,8420,8160,8330,4849,-185
20200305,8550,8710,8340,8410,9579,185
20200304,8200,8360,8130,8360,7670,-582
20200303,8440,8440,8060,8090,9476,337
20200302,8290,8290,7970,8060,12026,245
20200228,8290,8430,7970,7970,15885,-475
20200227,9200,9200,8560,8560,10687,112
20200226,8970,9210,8910,9070,7404,363
20200225,9210,9670,9100,9230,16692,0
20200224,9600,9700,9210,9210,28483,0
20200221,10000,10250,9810,9990,40302,0
20200220,9960,10600,9700,10350,124817,0
20200219,10050,10100,9650,9880,20337,0
20200218,10050,10200,9910,9960,18402,0
20200217,10050,10200,10050,10050,16812,0
20200214,10150,10450,10000,10100,45347,0
20200213,10150,10300,10050,10150,20043,0
20200212,10400,10400,10150,10150,30756,0
20200211,10200,11050,10150,10250,142765,0
20200210,10100,10200,10000,10100,18406,0
20200207,10200,10300,10000,10100,27577,0
20200206,10150,10400,10000,10200,19296,0
20200205,10150,10450,10000,10100,37353,0
20200204,9850,10700,9850,9990,69483,0
20200203,9840,9950,9610,9800,16309,0
20200131,10300,10350,9900,9970,41069,0
20200130,10250,11650,10100,10400,285088,0
20200129,10450,10550,10100,10200,23055,0
20200128,10500,10550,10100,10250,31131,0
20200123,11050,11300,10800,10800,39707,0
20200122,10850,11550,10800,11100,101240,0
20200121,11300,11400,10800,10850,34573,0
20200120,11250,11300,10900,11100,30774,0
20200117,11300,11350,11000,11250,29120,0
20200116,11500,11500,11100,11250,44346,0
20200115,11550,11650,11250,11350,44208,0
20200114,11200,12300,11200,11350,250005,0
20200113,11250,11300,10600,10900,42634,0
