date,open,high,low,close,volume,korcom,forvol
20101001,15600,16450,15450,16400,3109356,1216818,70233722
20101004,16250,17300,16250,16950,2683234,501600,70585882
20101005,16850,17100,16550,16850,1377965,53414,70311296
20101006,17050,17300,16900,17200,1288117,-208564,70875489
20101007,17050,17500,16750,17500,1172917,-129330,71030366
20101008,17050,17150,16700,17050,2285409,304611,70238246
20101011,17000,17000,16200,16300,3453912,-1001068,69955209
20101012,16200,16950,16150,16700,2590633,867613,69994539
20101013,16900,17700,16850,17500,2170915,83721,70548579
20101014,17300,17400,16750,17200,2326952,411504,69917219
20101015,17100,17350,17000,17200,1009887,-258,69905699
20101018,16850,17050,16500,16550,915916,-161564,69865649
20101019,16750,16950,16300,16400,1241611,-343000,70122801
20101020,16300,17100,16100,16850,1213297,324638,69994031
20101021,16800,16900,16150,16400,1929719,-305811,69801400
20101022,16550,16800,16400,16500,1015316,-258590,70165382
20101025,16600,17000,16500,16800,1073250,9808,70199145
20101026,17000,17050,16350,16400,1518108,-219114,69881236
20101027,16350,16650,16050,16150,1162220,101501,69565671
20101028,16250,16750,16250,16650,1216699,301030,69577971
20101029,16800,16800,16100,16150,1771886,269863,68987538
20101101,16350,16350,16100,16300,1527728,-321991,68886589
20101102,16200,16250,15650,15900,2144762,6492,68309939
20101103,15950,16350,15900,16150,1333861,156252,68376009
20101104,16250,16700,16250,16700,1251304,54128,68571307
20101105,17150,17200,16750,16750,1877566,396622,68174341
20101108,16950,17000,16650,16650,1162646,64689,67825681
20101109,16650,16750,16300,16400,1424440,-78354,67618941
20101110,16400,16550,16300,16450,1068011,76340,67448551
20101111,16400,16600,15750,15750,2513113,211877,66899578
20101112,16300,16500,15600,16200,3132548,-14956,66598744
20101115,16100,16950,16100,16950,1917256,284485,66947820
20101116,17050,17200,16000,16550,2903541,328442,66823890
20101117,16400,16700,16250,16450,1256421,294093,66761660
20101118,16400,16600,16200,16500,1042704,-112067,66833340
20101119,16500,16550,16100,16250,1427835,-50670,66458225
20101122,16250,16450,16100,16450,846052,-57331,66474525
20101123,16400,17200,16250,16850,2155046,517664,66417379
20101124,16500,17000,16350,16550,2087786,57655,66392179
20101125,16800,17450,16750,17300,2866866,709935,66382699
20101126,17300,17450,16700,16850,1986200,2453,66321589
20101129,16750,16900,16200,16400,1452537,-309461,66377289
20101130,16450,16550,16050,16200,1506042,-91544,65990434
20101201,16250,16400,16100,16150,1362660,-514908,65726094
20101202,16350,16500,16200,16200,1736778,-241945,65669386
20101203,16450,16600,16250,16400,1685780,-163931,65640026
20101206,16450,16900,16300,16750,1815947,-29334,65705472
20101207,16700,16900,16550,16800,1114662,-24916,65642408
20101208,16800,16950,16550,16900,1592514,-80908,65883588
20101209,17050,17850,16800,17700,5425270,-68507,66937427
20101210,17800,18500,17750,18200,3167354,203724,67570517
20101213,18350,18500,18050,18500,1143891,120554,67696637
20101214,18400,18550,18250,18350,1684649,-115271,67984907
20101215,18350,19000,18200,18550,1526223,-124217,68321897
20101216,18400,18800,18300,18800,914221,-100454,68589945
