date,open,high,low,close,volume,korcom
20201230,15850,16150,15650,15950,52149,0
20201229,15650,15950,15550,15850,44003,0
20201228,16050,16050,15150,15600,85823,0
20201224,17050,17400,15600,16200,185202,0
20201223,16500,17350,16350,17050,88737,0
20201222,17550,17700,16350,16500,149069,0
20201221,18550,18550,17550,17750,171527,-16000
20201218,18950,18950,18150,18550,176445,-19950
20201217,18100,18600,17750,18200,90169,-12000
20201216,18450,18450,17600,17900,626320,48738
20201215,19200,19550,18150,18600,84021,0
20201214,20150,20200,18700,19050,122570,-46289
20201211,20250,20500,20050,20200,29768,0
20201210,20250,20950,19800,20100,91743,300
20201209,20800,21000,19950,20450,88724,0
20201208,20000,21900,19800,20700,222565,-224
20201207,20500,20900,20000,20050,86755,0
20201204,20050,20550,19300,20050,165702,22453
20201203,19300,20250,19000,20000,94284,5250
20201202,18700,19700,18650,19200,98939,19010
20201201,19550,19600,18800,18850,133959,0
20201130,20450,21000,19200,19750,322514,0
20201127,23250,23800,20100,20350,1592105,-569
20201126,17200,18500,17000,18400,182297,0
20201125,16800,17700,16700,17100,101507,0
20201124,16500,16900,16350,16700,31843,0
20201123,16650,16650,16200,16300,16872,0
20201120,16650,16750,16400,16650,18719,0
20201119,16950,16950,16600,16650,18365,0
20201118,16950,17250,16400,16800,26459,0
20201117,16500,17100,16300,16750,43832,-700
20201116,16250,16500,16250,16500,23541,-88
20201113,16600,16600,16000,16400,23298,0
20201112,16250,16800,16150,16550,38371,-976
20201111,16350,16350,15800,16250,20233,200
20201110,15750,16050,15750,16050,28059,100
20201109,15650,16050,15550,15750,28592,0
20201106,16000,16000,15400,15500,36064,664
20201105,15700,16100,15700,15750,31230,800
20201104,16150,16150,15550,15550,23410,0
20201103,15650,16000,15500,15700,29607,0
20201102,15250,15650,15200,15650,20461,0
20201030,15350,16200,15200,15200,45095,0
20201029,15400,15450,15100,15300,17474,0
20201028,15450,15800,15350,15500,22286,0
20201027,15050,17100,14850,15400,96649,0
20201026,16400,16400,15450,15450,39748,0
20201023,16500,16700,16100,16450,16988,0
20201022,16850,16850,16150,16500,25085,0
20201021,16400,16800,16250,16650,21349,0
20201020,16800,16800,15900,16500,51113,0
20201019,18000,18000,16800,16800,55611,0
20201016,16650,20100,16450,17600,357695,0
20201015,16700,16900,16100,16600,50104,-1870
20201014,16950,17150,16700,16850,18596,0
20201013,17150,17600,16900,16900,42260,0
20201012,17200,17350,17000,17000,21067,0
20201008,17350,17450,17100,17150,28206,0
20201007,17200,17400,16900,17200,23394,0
20201006,17350,17500,17150,17200,29686,0
20201005,17650,17650,17000,17250,24705,0
20200929,17500,18600,17050,17300,114974,0
20200928,16700,17450,16700,17250,34063,0
20200925,16750,17350,16450,16900,51215,0
20200924,17800,18200,17000,17100,82668,0
20200923,18700,19600,17450,18300,195953,0
20200922,17400,19000,16850,18900,261071,0
20200921,18200,18200,17200,17400,35822,0
20200918,18450,18450,17850,18000,42105,0
20200917,18500,18850,18050,18250,35058,0
20200916,18900,19100,18400,18600,65570,0
20200915,19100,19200,18300,18700,58356,-481
20200914,18600,20000,18200,18950,254171,481
20200911,17900,18450,17850,18050,95227,0
20200910,19050,19800,18350,18450,161695,912
20200909,19500,19850,18800,19050,331114,-1
20200908,21200,25600,19950,20300,2371387,-1
20200907,22200,22200,20850,22200,892034,-2574
20200904,16150,19250,16150,17100,341616,-283
20200903,16400,17100,15950,16900,73155,-295
20200902,16400,16400,15850,16050,22815,0
20200901,15850,16500,15650,16200,28076,0
20200831,15900,16100,15500,15850,39882,-1
20200828,15550,15850,15200,15600,36867,-1
20200827,15850,16200,15200,15500,49678,-2
20200826,16400,16400,14800,15750,183975,311
20200825,16100,16900,16100,16400,24065,-3
20200824,16100,16800,16000,16200,28080,-3
20200821,16900,16900,15800,16400,39164,-3
20200820,17900,18100,16200,16400,61391,-3
20200819,17850,18200,17050,17700,53070,-5
20200818,18950,19100,17100,17650,68583,-6
20200814,19700,19700,18900,19150,59681,-6
20200813,20500,20550,19700,19700,64030,-4
20200812,20300,20500,19650,20500,98380,-12
20200811,20700,22450,19550,20350,361164,-2
20200810,19150,21550,19150,20700,518251,-600
20200807,18800,18900,18450,18650,71558,-101
20200806,18600,19600,18250,18500,232631,-300
20200805,18300,18600,18150,18250,41826,600
20200804,18550,18550,18150,18250,26446,100
20200803,18350,18750,18000,18150,53703,-300
20200731,18400,18700,18050,18050,37480,600
20200730,18100,18300,17900,18300,39691,0
20200729,18800,19150,18100,18100,96877,0
20200728,18100,19350,17950,18250,302925,162
20200727,17600,17950,17250,17750,105453,-1
20200724,17650,18100,17650,17700,55544,199
20200723,18100,18350,17750,18100,73272,600
20200722,18400,18400,17900,17900,92148,0
20200721,18200,21000,17900,18400,588074,0
20200720,18650,18650,17800,18000,54324,0
20200717,18100,18450,17850,18100,58549,0
20200716,18050,18450,17550,17800,70208,993
20200715,18250,18250,17550,17850,54502,0
20200714,18450,18650,17550,17650,84558,1
20200713,18750,19700,18100,18450,179289,1
20200710,19450,19650,18600,18650,93712,1
20200709,19350,20200,18800,19450,164147,-4
20200708,19600,20550,18650,19200,204613,4
20200707,19500,19650,18650,18850,85459,0
20200706,19900,20200,18750,19100,178399,0
20200703,20100,21950,18500,19050,613829,-1
20200702,17400,22650,16950,22650,773411,-1584
20200701,17950,18950,17400,17450,60148,-1
20200630,18750,19100,17650,17950,54075,-2
20200629,18900,19100,18300,18700,53399,0
20200626,19600,20350,18700,19400,67458,1
20200625,19450,19650,18800,19200,93954,974
20200624,21250,21350,19950,20000,175453,0
20200623,19850,23150,19800,21250,797807,0
20200622,20200,20750,19300,19800,123080,0
20200619,21700,23100,18500,20600,430234,-300
20200618,22150,23200,21200,21450,208960,300
20200617,22600,25300,22050,22700,620292,-757
20200616,24300,25500,20600,23300,1185460,-2455
20200615,29350,29350,20000,21100,2453898,-12084
20200612,16050,22600,16000,22600,664763,2807
20200611,15150,18000,15000,17400,1365598,-7647
20200610,13750,16250,13500,14650,1025945,-3530
20200609,14100,14250,13650,13750,34620,0
20200608,14700,14700,13750,13800,61536,-5980
20200605,13550,14800,13500,14300,95902,-5
20200604,14000,14050,13450,13700,64633,0
20200603,14100,14600,13900,14150,131496,0
20200602,15150,15500,15000,15150,59553,0
20200601,14750,15350,14700,15050,88772,-5100
20200529,14350,14800,14200,14700,45933,-1199
20200528,15150,15300,14050,14350,116974,-100
20200527,15350,15500,14900,14950,82651,-1
20200526,15100,15950,14900,15350,350313,8302
20200525,15150,15350,14800,15050,149779,3221
20200522,14600,14800,14100,14800,97045,900
20200521,15100,15100,14600,14600,78299,1200
20200520,14400,15000,14300,14800,124244,0
20200519,14300,14850,14200,14400,77825,0
20200518,14000,15700,13750,14250,445470,0
20200515,14200,14650,13550,14200,164035,0
20200514,14750,15950,14450,14500,438190,-1
20200513,13800,17350,13550,15100,2631951,-7175
20200512,14600,15000,13700,13850,271815,1242
20200511,13100,16250,13100,14450,1183934,-3501
20200508,14000,14150,13600,13600,78839,1300
20200507,13000,13750,12950,13500,46335,0
20200506,13400,13600,12900,13200,58922,-29
20200504,13500,13650,12950,13300,56635,0
20200429,14250,14300,13700,14100,82714,0
20200428,14300,14450,13750,14050,92091,0
20200427,12900,13850,12650,13850,149263,3000
20200424,12950,13000,12300,12650,89419,0
20200423,13500,13600,12950,13200,72499,0
20200422,13400,13600,12950,13250,145446,0
20200421,14050,14300,12650,13850,187711,0
20200420,13700,14550,13600,14100,215614,0
20200417,14200,14750,13500,14150,200401,0
20200416,15000,16250,13800,14200,1866463,0
20200414,15850,15950,13300,14550,1006855,0
20200413,15300,16300,13850,14450,607273,2
20200410,13700,16500,12500,14200,2350440,-11561
20200409,13100,14400,12000,14400,1109124,-19405
20200408,9580,11800,9410,11100,1354656,-12437
20200407,9790,9790,8820,9090,79199,-598
20200406,8200,9190,8120,8820,191420,-7897
20200403,7650,8050,7560,7900,170591,1003
20200402,7320,7480,7040,7450,70280,4029
20200401,7330,7850,7130,7320,122571,6
20200331,7370,7370,7070,7220,45183,22
20200330,6950,7130,6770,7120,31922,0
20200327,7550,7630,6800,7150,85743,0
20200326,7600,7600,7120,7150,100931,0
20200325,7330,8010,7020,7430,282131,0
