date,open,high,low,close,volume,korcom
20201230,236500,240000,233000,240000,6157,-70
20201229,234000,241000,233500,236500,6837,-30
20201228,244000,244500,238000,238500,7674,-28
20201224,239000,243000,239000,242000,8251,60
20201223,239500,243000,231000,239000,8248,10
20201222,243000,243000,236500,237000,10633,70
20201221,243000,245500,240500,243000,7770,50
20201218,246000,247000,243000,243500,6532,0
20201217,246000,246500,241000,243000,7402,20
20201216,245500,247000,240000,241500,14350,-1438
20201215,253500,256000,241000,246000,23570,-30
20201214,262000,262000,253500,254000,13717,-170
20201211,259000,266000,252500,259000,27396,0
20201210,259000,262500,255500,259000,17146,0
20201209,264000,269000,257500,263500,23580,0
20201208,252000,277000,252000,263500,81779,-2
20201207,251000,254500,243500,251500,27366,-20
20201204,237000,258500,235500,247000,60746,852
20201203,236000,239000,231500,237000,17078,400
20201202,224500,239000,224000,234500,48528,140
20201201,221000,224000,219000,224000,9594,100
20201130,224000,225000,221000,221000,9005,200
20201127,222500,222500,220000,221500,4588,486
20201126,222500,224500,219500,221500,6895,400
20201125,223500,228000,215500,221500,22908,30
20201124,223000,226000,218500,220000,10402,0
20201123,217000,219000,215500,218500,7628,120
20201120,215000,219500,214000,217500,9964,0
20201119,216500,219500,212000,214500,14349,0
20201118,220500,227000,219500,219500,17765,0
20201117,224500,227000,219500,224000,34757,0
20201116,213000,233500,213000,230000,67868,-20
20201113,229000,237000,209500,214500,189313,-368
20201112,204000,206500,202500,204000,31601,0
20201111,199500,205000,197000,204000,14456,70
20201110,198500,199000,195500,198500,4570,21
20201109,194000,198500,194000,197000,3964,79
20201106,195000,197000,194000,194500,2603,0
20201105,193000,196000,193000,194500,3679,0
20201104,193000,194000,190500,191500,3099,0
20201103,191000,193000,191000,192000,3186,0
20201102,190000,192500,190000,191000,2945,0
20201030,194000,196000,190500,191500,4259,0
20201029,193000,193000,191000,193000,2924,0
20201028,194000,196000,193500,194500,2050,0
20201027,193500,197500,193500,194500,3377,0
20201026,197500,200500,196000,196000,5451,0
20201023,199000,200000,196500,197500,2834,0
20201022,198000,199500,196000,197000,2579,0
20201021,194500,201000,194500,200000,5846,0
20201020,197000,197000,193000,195000,4891,0
20201019,197000,199500,197000,197000,4416,0
20201016,202000,203500,197500,200000,6438,0
20201015,200500,202500,198500,201000,6245,0
20201014,218000,218000,201000,201000,42220,-40
20201013,199500,200000,198000,199000,10871,0
20201012,202500,202500,199500,200500,4063,0
20201008,197500,201500,197000,201000,7211,0
20201007,193000,197000,193000,197000,3017,0
20201006,196000,197500,194000,195000,4642,0
20201005,194500,197000,193500,196500,2958,0
20200929,195500,198000,193500,194500,3125,0
20200928,193500,196000,192000,194000,4920,-1500
20200925,190500,205000,189500,192000,10329,20
20200924,193000,196000,189000,190000,8791,0
20200923,200500,202000,195000,199500,6193,0
20200922,202500,207000,199500,200000,11173,0
20200921,210500,210500,205000,206500,7161,0
20200918,209500,212000,208000,210500,6991,0
20200917,215000,218000,207500,208500,14747,0
20200916,203000,226000,203000,214500,57312,-91
20200915,203500,203500,201500,203000,5464,0
20200914,202000,204000,200500,202500,5532,0
20200911,202500,205500,201000,201500,6744,-500
20200910,204500,205500,201500,203000,7358,0
20200909,204000,205500,199500,202000,11090,0
20200908,206500,208500,206000,206500,8533,0
20200907,205000,208500,205000,207500,10029,0
20200904,202500,208500,202500,207500,12864,0
20200903,210500,212000,210000,211500,7568,0
20200902,212500,212500,208500,210500,9739,0
20200901,210000,212500,207500,210000,9823,10
20200831,215500,219000,209500,211500,13129,10
20200828,212000,222000,210500,215500,23226,-80
20200827,214500,214500,209500,210000,11535,-150
20200826,217500,217500,211000,214500,12386,935
20200825,207500,218500,207000,216500,13686,-110
20200824,204500,207000,201000,206500,12133,140
20200821,202000,211500,198000,205000,18748,0
20200820,217500,217500,203500,203500,24865,112
20200819,214000,224500,214000,217500,11890,-90
20200818,230000,232000,215000,217000,21463,0
20200814,241000,244500,222000,229500,26005,80
20200813,240000,240500,236000,236000,17546,0
20200812,242000,243500,235500,237500,22460,10
20200811,250000,252500,243000,243000,27466,54
20200810,243000,258000,238000,248500,102720,-80
20200807,244500,244500,238000,241500,36141,-34
20200806,242500,247000,236000,239500,39581,170
20200805,230500,250500,225500,246000,81686,10
20200804,222500,229000,220500,228500,29071,27
20200803,225000,227500,218500,220500,21443,-768
20200731,230500,230500,226000,227500,22769,10
20200730,229500,234500,227500,232000,29707,-122
20200729,238000,238000,226000,227000,26708,10
20200728,233000,235500,227500,230000,33934,0
20200727,237000,252000,229500,233000,99660,-98
20200724,224500,264000,217000,222500,267186,78
20200723,295000,300000,233500,233500,230499,-541
