date,open,high,low,close,volume,korcom,forvol
20101001,19400,20350,19400,20100,846125,-50720,2437764
20101004,20450,22900,20100,21650,1676231,-143359,2672054
20101005,21550,22000,21100,21500,397935,-11354,2677874
20101006,21800,22050,21300,21500,527638,-62775,2656074
20101007,21450,22100,21300,21950,476531,7473,2706334
20101008,22000,22500,21550,21750,291340,-19347,2701744
20101011,21900,21900,20750,21050,403002,-15458,2696694
20101012,21150,21250,20250,20700,357224,4471,2720114
20101013,20750,21050,20600,20700,236553,-31822,2739214
20101014,20750,20800,20200,20600,393550,-79663,2734994
20101015,21050,21350,20650,20700,497519,-171530,2774894
20101018,20800,21300,20750,21150,375530,-44110,2763924
20101019,21350,22450,21350,22000,1063528,33910,2774014
20101020,21900,22550,21600,22050,537172,41325,2739874
20101021,22100,22550,21700,22300,569004,133422,2598644
20101022,22450,22450,21500,21500,433644,-29833,2577474
20101025,21400,21800,21150,21650,237478,-8091,2601324
20101026,21750,21800,21200,21350,285859,-2150,2610774
20101027,21300,21350,20450,20450,581662,-84954,2604044
20101028,20500,21200,20500,20700,257716,1031,2587724
20101029,20700,20700,19700,20450,377101,-16880,2572734
20101101,20150,20350,19900,20000,253895,2960,2553994
20101102,20200,20950,19900,20900,291626,-45400,2617894
20101103,21000,21050,20600,20650,223171,-19528,2605434
20101104,20650,21050,20350,20500,217473,-6667,2582874
20101105,20650,20650,20250,20250,172073,31230,2576174
20101108,20600,20800,20100,20650,169806,1489,2576974
20101109,20450,21700,20100,21700,583509,82721,2584904
20101110,21750,21850,21500,21650,327173,-8226,2625189
20101111,21650,22150,21450,21600,374144,-1107,2647799
20101112,21600,21850,20200,20500,377576,5330,2645079
20101115,21000,21650,20750,21300,321185,16516,2645349
20101116,20550,20800,19850,20550,416609,-65009,2629799
20101117,20100,21050,20050,20600,143704,20200,2622929
20101118,20800,21350,20650,21200,128779,11550,2615209
20101119,21400,21850,20950,21850,266807,54380,2607739
20101122,21850,21850,21350,21500,167860,2761,2572499
20101123,21500,21850,21200,21200,184489,-9150,2567749
20101124,20300,20900,20000,20700,234621,-15036,2570759
20101125,21000,21600,20700,21100,285291,47265,2573829
20101126,21200,21250,20200,20450,204698,13720,2573209
20101129,20100,20750,20050,20350,134852,-11303,2569629
20101130,20250,20700,20100,20700,129372,4700,2577029
20101201,20700,20700,20350,20500,86616,-22707,2575719
20101202,20650,21200,20450,20650,269935,-37804,2575579
20101203,20650,21150,20450,21050,211118,12813,2582589
20101206,21100,21250,20750,21150,207055,-10176,2583379
20101207,21400,21400,20950,21000,175112,9900,2579549
20101208,21050,21050,20450,20450,230867,-19958,2564389
20101209,20500,20650,20050,20300,204878,-17251,2567909
20101210,20350,20450,20100,20250,168341,-10874,2571979
20101213,20250,20700,20250,20500,144203,-12698,2581339
20101214,20650,20950,20550,20700,247314,-27130,2577979
20101215,20550,20700,19000,19000,815564,-118277,2572279
20101216,18300,18350,17050,17400,1483593,-290892,2550119
20101217,17950,18200,17450,17600,1051465,-322008,2454539
20101220,17350,17700,16900,17050,713502,21595,2360569
20101221,17350,17850,17350,17600,423230,40303,2291309
20101222,17650,17750,17000,17050,473363,-137058,2275039
20101223,17150,17400,16900,17100,261935,-7165,2273759
20101224,17350,17350,16350,16400,352825,-19154,2279619
20101227,16350,16700,15900,16050,333817,7063,2278099
20101228,16000,16150,15450,15750,695066,-15857,2297919
20101229,15750,16650,15750,16600,302644,9949,2294169
20101230,16400,16950,16400,16750,217940,-5160,2270629
20110103,16800,17200,16550,16800,266392,3115,2258679
20110104,16850,16850,16500,16650,262096,-940,2255309
20110105,16650,17000,16350,16400,305433,-9690,2264059
20110106,16450,16500,15700,16000,598185,5134,2256969
20110107,15950,16900,15950,16900,478489,35567,2265139
20110110,17150,17550,16950,17500,546049,47802,2294379
20110111,17350,17650,17200,17500,208494,-2106,2284469
20110112,17650,17650,16800,16900,391938,-39873,2198629
20110113,16750,16900,16500,16600,268763,-46195,2228809
20110114,16700,17150,16500,16550,351237,-744,2095369
20110117,16450,16750,16100,16200,235045,4600,2042983
20110118,16200,16550,15850,15900,499359,-50108,1985938
