date,open,high,low,close,volume,korcom,forvol
20101001,6850,7500,6850,7080,265402,30390,23900940
20101004,7200,7340,6940,7050,141777,-5256,23903130
20101005,6990,7200,6980,7070,104501,-7087,23915837
20101006,7120,7360,7010,7100,90640,-140,23902357
20101007,7190,7280,6930,7100,93319,1970,23907717
20101008,7110,7210,7030,7100,87149,263,23904657
20101011,7100,7100,6810,6840,109386,2980,23908007
20101012,6860,6880,6590,6860,149230,13700,23945987
20101013,6940,7070,6750,7050,106560,150,23968647
20101014,7100,7440,7100,7400,174353,3830,23988497
20101015,7470,7490,7210,7440,117467,12583,23992787
20101018,7440,7440,7230,7330,63841,3620,23985307
20101019,7300,7330,7100,7100,77400,-1320,23980987
20101020,6950,7300,6870,7280,90843,-87,24003277
20101021,7300,7300,7040,7090,49873,-1150,23999117
20101022,7050,7200,6990,7100,55234,470,24001020
20101025,7150,7150,6940,6980,66930,-10,23989450
20101026,6980,7070,6880,6950,57474,6338,23990770
20101027,7050,7050,6840,6850,68510,1750,23984640
20101028,6830,6900,6810,6850,38082,680,23985480
20101029,6860,6860,6570,6570,105700,9270,23966300
20101101,6660,6660,6320,6490,81454,4359,23976080
20101102,6510,6670,6370,6620,61218,-1350,23974870
20101103,6670,6950,6620,6910,83421,13720,23975700
20101104,6910,7000,6800,6820,59275,-1410,23964730
20101105,6850,6860,6760,6760,43181,-128,23971180
20101108,6750,6760,6570,6690,57841,-140,23983210
20101109,6740,6850,6620,6810,57335,5350,24002630
20101110,6810,6980,6720,6980,49120,140,24032350
20101111,6980,6990,6650,6650,132141,26960,24000630
20101112,6780,6880,5800,6730,72896,2050,24008380
20101115,6730,6730,6420,6490,38048,220,24002700
20101116,6600,6620,6310,6400,43673,2510,23998390
20101117,6410,6490,6260,6280,50892,100,23983590
20101118,6290,6460,6210,6370,55651,1440,23973020
20101119,6350,6500,6350,6450,34110,-372,23967040
20101122,6430,6700,6430,6580,47250,-2060,23970170
20101123,6580,6580,6380,6400,25205,-3420,23964840
20101124,6290,6350,6140,6240,71498,700,23963330
20101125,6210,6390,6190,6340,55193,-20510,23957570
20101126,6430,6430,6110,6190,20730,350,23956770
20101129,6250,6300,6150,6190,33640,3800,23954270
20101130,6430,6430,6220,6300,12870,400,23957330
20101201,6290,6380,6210,6380,30657,680,23960350
20101202,6430,6850,6380,6500,55693,910,23960170
20101203,6500,6550,6260,6260,43300,-3290,23958550
20101206,6260,6320,6180,6210,48460,-540,23963120
20101207,6210,6340,6020,6180,72700,-570,23970020
20101208,6210,6230,6120,6170,60388,-118,23971970
20101209,6170,6550,6170,6540,104055,39170,23986630
20101210,6540,6550,6460,6550,30622,-4100,23988630
20101213,6550,6580,6400,6550,37256,-3740,23994120
20101214,6580,6650,6460,6640,32802,-10,24001900
20101215,6690,6740,6550,6680,37574,-391,24006000
20101216,6690,6820,6600,6750,57573,14000,24007966
20101217,6820,6850,6650,6830,60900,9832,24014446
20101220,6310,6820,6310,6710,45794,3290,24018886
20101221,6710,6870,6710,6810,28875,117,24022426
20101222,6810,6900,6710,6790,37020,9880,24024306
20101223,6800,6800,6710,6720,27712,681,24025546
20101224,6770,6840,6600,6720,31710,500,24062306
20101227,6800,7050,6690,6960,70302,3940,24066626
20101228,6990,7340,6990,7140,191072,32278,24028086
20101229,7280,7280,6770,6770,122051,10760,23976926
20101230,6770,6770,6640,6740,94753,1480,23932206
20110103,6740,7160,6710,7160,103711,38150,23936456
20110104,7200,7250,7010,7120,99982,20691,23937476
20110105,7020,7310,7020,7300,113031,32290,23941266
20110106,7400,7880,7310,7880,328673,75790,23971056
20110107,7920,8070,7700,7950,249557,33500,23980436
20110110,8030,8260,7900,8240,203535,13122,23978766
20110111,8270,8300,7970,8150,109937,-410,23979456
20110112,8140,8140,7740,7820,137454,-410,23982346
20110113,7800,7820,7660,7660,162769,-5782,23957977
20110114,7710,8440,7710,8300,408920,-3130,23959317
20110117,8340,8340,8020,8310,174226,-6540,23944117
20110118,8300,8300,8100,8230,110327,1200,23934487
20110119,8160,8220,8070,8100,75687,-1050,23929387
20110120,8110,8270,7710,7720,134126,-398,23910227
20110121,7720,7800,7390,7450,136929,879,23907037
20110124,7520,7610,7400,7480,72120,-1650,23909687
20110125,7490,7700,7430,7440,55922,-1272,23909387
20110126,7460,7520,7230,7260,76207,-7524,23909677
20110127,7290,7350,7080,7350,81963,-483,23917517
20110128,7350,7440,7110,7170,61762,109,23916837
20110131,7250,7250,6990,7040,71300,-70,23917457
20110201,7040,7110,6850,6880,97341,740,23889887
20110207,7130,7130,6960,7060,46140,40,23905187
20110208,7100,7400,7020,7250,89498,-2160,23926287
20110209,7270,7390,7260,7320,54211,110,23944197
20110210,7350,7510,7200,7400,103056,35140,23963837
20110211,7350,7450,7240,7240,59080,8010,23966117
20110214,7260,7430,7010,7040,45129,-289,23975897
20110215,7040,7080,6950,6950,52153,-4620,23978567
20110216,6960,7090,6890,7020,67148,10630,23992187
20110217,6980,7120,6750,6800,36481,-652,23988397
20110218,6820,6930,6770,6830,37660,-9180,23989217
20110221,6830,6950,6660,6670,69874,-9030,23986237
20110222,6660,6660,6320,6330,79326,-12040,23983377
20110223,6350,6590,6260,6500,54305,2440,23993217
20110224,6490,6650,6370,6410,32262,-3794,23991557
20110225,6370,6500,6270,6450,59020,-2800,23997107
20110228,6450,6590,6210,6300,33860,-120,24005617
20110302,6290,6290,6110,6130,35644,-2940,24003457
20110303,6790,7040,6500,7040,366932,-18220,24000857
20110304,7300,7490,6530,6600,519057,-10290,24005117
20110307,6600,6670,6490,6510,51082,54,24004447
20110308,6580,6580,6360,6400,92953,-160,23979016
20110309,6450,6500,6350,6380,62273,-1630,23975543
20110310,6530,7090,6370,6670,222260,64940,23964483
20110311,6610,6850,6550,6800,112358,-1140,23953603
20110314,7700,7820,7200,7820,1027779,-169300,23902933
20110315,8160,8990,8160,8990,3910318,89780,23819503
20110316,9300,10250,7900,8200,7346527,-1481,23019673
20110317,8280,8290,7090,7290,2343455,-298,23067263
20110318,7450,7760,7310,7500,1494945,1045,23099645
20110321,7610,7950,7600,7720,736525,-20,23197785
20110322,7750,7760,7560,7750,508348,4070,23304835
20110323,8200,8800,8020,8320,2787715,12440,23360665
