date,open,high,low,close,volume,korcom,forvol
20101001,1328000,1366000,1328000,1355000,1205,36,594552
20101004,1351000,1351000,1320000,1325000,1146,-19,594673
20101005,1332000,1339000,1323000,1333000,1701,-187,595089
20101006,1330000,1350000,1324000,1337000,1468,-48,595000
20101007,1330000,1348000,1327000,1343000,1249,-130,595085
20101008,1343000,1366000,1326000,1366000,930,51,595226
20101011,1379000,1380000,1357000,1370000,1397,22,595254
20101012,1361000,1362000,1334000,1337000,749,-21,595419
20101013,1337000,1347000,1330000,1337000,648,-20,595425
20101014,1340000,1354000,1337000,1345000,1003,14,595241
20101015,1344000,1345000,1337000,1345000,734,-49,595347
20101018,1332000,1344000,1310000,1311000,1078,-12,595370
20101019,1310000,1310000,1281000,1283000,1579,-263,595252
20101020,1288000,1292000,1266000,1282000,977,-33,595118
20101021,1277000,1282000,1254000,1255000,3146,-268,594067
20101022,1260000,1270000,1257000,1269000,950,-176,594058
20101025,1265000,1282000,1261000,1272000,1844,32,593758
20101026,1273000,1273000,1263000,1266000,1764,-154,593729
20101027,1266000,1266000,1237000,1240000,3394,-109,592816
20101028,1241000,1252000,1238000,1250000,1723,450,592294
20101029,1251000,1251000,1228000,1230000,2348,-123,591565
20101101,1226000,1241000,1218000,1239000,1589,-122,591386
20101102,1230000,1257000,1228000,1252000,2345,-942,592445
20101103,1241000,1283000,1241000,1267000,2738,1042,592111
20101104,1266000,1309000,1265000,1303000,4103,876,592405
20101105,1293000,1349000,1293000,1333000,4220,-1103,594292
20101108,1316000,1343000,1310000,1333000,2407,-1007,595785
20101109,1319000,1349000,1318000,1338000,3098,129,595703
20101110,1330000,1344000,1320000,1344000,1645,-10,596217
20101111,1332000,1350000,1287000,1287000,4258,281,595475
20101112,1310000,1339000,1287000,1306000,2001,-455,596267
20101115,1349000,1349000,1312000,1313000,940,-238,596585
20101116,1313000,1332000,1292000,1308000,1585,-700,597354
20101117,1307000,1307000,1287000,1307000,746,114,597509
20101118,1299000,1340000,1291000,1323000,1095,-23,597653
20101119,1344000,1365000,1310000,1365000,1468,-70,598405
20101122,1364000,1388000,1349000,1352000,765,-136,598424
20101123,1337000,1352000,1322000,1336000,860,31,598436
20101124,1333000,1366000,1309000,1325000,1076,-1,598465
20101125,1326000,1340000,1311000,1330000,822,-109,598383
20101126,1337000,1356000,1323000,1351000,896,33,598632
20101129,1353000,1389000,1348000,1365000,876,47,598608
20101130,1344000,1384000,1333000,1384000,1214,-30,598759
20101201,1389000,1389000,1368000,1370000,495,-5,598764
20101202,1365000,1377000,1340000,1344000,1203,-202,598455
20101203,1338000,1352000,1333000,1350000,566,-10,598371
20101206,1340000,1341000,1329000,1341000,1045,33,598305
20101207,1349000,1368000,1332000,1368000,850,15,598580
20101208,1352000,1354000,1338000,1338000,865,-234,598762
20101209,1338000,1370000,1338000,1370000,1840,-83,599240
20101210,1357000,1367000,1340000,1367000,1195,-248,599419
20101213,1384000,1384000,1353000,1368000,449,-73,599479
20101214,1355000,1359000,1343000,1354000,835,-176,599793
20101215,1353000,1357000,1338000,1357000,494,-92,599989
20101216,1343000,1379000,1342000,1363000,867,181,600060
20101217,1363000,1410000,1341000,1379000,1207,137,599978
20101220,1386000,1410000,1381000,1403000,1273,177,599997
20101221,1417000,1451000,1406000,1451000,1558,-51,600088
20101222,1459000,1515000,1430000,1510000,1100,87,600244
20101223,1537000,1543000,1500000,1531000,753,-78,600227
20101224,1534000,1553000,1512000,1543000,461,-48,600857
20101227,1525000,1557000,1525000,1540000,1073,-339,601147
20101228,1540000,1588000,1540000,1570000,1714,55,601095
20101229,1534000,1566000,1526000,1535000,1070,-259,601132
20101230,1535000,1544000,1489000,1508000,1179,-400,601439
20110103,1499000,1518000,1499000,1505000,874,-344,601960
