date,open,high,low,close,volume,korcom,forvol
20101001,34750,34950,33650,33650,387273,-25853,3143980
20101004,33500,33750,31900,31900,925102,-302769,3284650
20101005,32250,32550,31650,32150,641725,-189200,3438510
20101006,32550,33700,32250,33650,618752,44906,3419960
20101007,33250,33850,31900,32400,626525,-53037,3359680
20101008,32600,33300,32500,32700,292465,-2830,3377820
20101011,32400,32750,30550,30600,1211057,-360588,3223380
20101012,30600,31050,30050,30650,521648,29538,3174180
20101013,31000,31700,30950,31550,421362,28233,3147590
20101014,31950,34100,31900,34100,992576,144204,3168930
20101015,34300,34550,33300,34300,686427,22974,3087190
20101018,34200,34650,33100,33450,554280,-6252,3069600
20101019,33200,34000,32750,33050,442894,57276,3049600
20101020,32600,33700,32300,32950,378698,-23909,3098590
20101021,33300,34400,32950,34400,376468,22600,3110410
20101022,34400,35350,33900,34650,757804,114656,3056840
20101025,34850,36100,34700,35850,809848,210372,3120060
20101026,35950,37600,35550,37500,895039,263970,3262240
20101027,37700,37800,37000,37500,479082,23421,3360380
20101028,37150,38200,36500,37450,499126,-6857,3495020
20101029,37950,39000,36950,38350,903848,188019,3601010
20101101,38550,40200,38550,39500,828828,107952,3612290
20101102,39600,39900,39000,39450,421082,-9529,3617275
20101103,39600,40000,38800,39450,401404,-13378,3673555
20101104,39200,39400,38150,38200,655480,-114227,3832255
20101105,38550,38650,36850,36950,707343,-30674,3937325
20101108,37450,39750,37200,39750,671377,-39979,4064895
20101109,39800,41150,39350,40200,636957,120891,4066905
20101110,40200,41500,40000,41500,531627,90998,4145805
20101111,41950,42800,41150,42150,737865,210829,4113365
20101112,42300,42900,39450,40150,634312,-12842,4048825
20101115,40200,41650,39950,40950,453701,72536,4036945
20101116,41000,41450,40150,40400,301237,78022,4026675
20101117,39800,43150,39650,42850,650521,141064,4003185
20101118,42900,43700,42600,43700,399767,57983,4019815
20101119,43750,44350,43000,43400,401749,22010,4016295
20101122,42850,43100,40300,40700,1348750,-216876,3914145
20101123,40400,41300,39400,40650,731494,8045,3894525
20101124,39300,40400,39150,39500,649908,-46431,3888985
20101125,39700,40700,39700,39700,361950,1884,3905325
20101126,40000,40200,37950,38150,367217,10004,3912405
20101129,38150,38950,38000,38650,238866,-10883,3928445
20101130,38900,40200,38750,39850,354875,70312,3881345
20101201,39550,40500,38850,40500,522160,9142,3849215
20101202,41050,41300,40550,41100,404175,24577,3860505
20101203,40950,40950,40400,40400,265372,-38660,3871255
