date,open,high,low,close,volume,korcom,forvol
20101001,99700,99700,99000,99400,726,-115,1026334
20101004,99500,99500,97900,98500,2227,-1145,1026267
20101005,97900,98200,97000,98100,896,42,1026258
20101006,98400,98500,98000,98000,560,-6,1026176
20101007,97900,98100,95500,96000,4572,125,1025386
20101008,96000,96000,93200,93900,3817,1113,1024743
20101011,94800,94800,90800,91500,6251,-1786,1023387
20101012,91500,92300,90700,92300,1181,-519,1023380
20101013,92200,93400,91900,92400,978,0,1023364
20101014,92400,92500,91300,91500,1438,120,1023369
20101015,92400,92700,91700,92600,1124,0,1023458
20101018,93300,93400,89400,91800,8248,1601,1023502
20101019,90600,92800,90000,92800,3170,2380,1023240
20101020,92800,92800,90600,92000,4715,-855,1026476
20101021,93000,93000,92000,92400,883,-500,1026477
20101022,92000,93000,92000,92900,1166,-272,1026502
20101025,93000,93000,92200,92800,114,1,1026525
20101026,92500,92500,89900,91200,2616,0,1026578
20101027,91000,92100,90900,91400,903,61,1026592
20101028,92200,92300,91000,91100,637,0,1026683
20101029,91200,92400,91000,92300,632,300,1026687
20101101,93100,95500,93000,95000,2618,-101,1026743
20101102,95500,99500,95500,99000,5187,-1819,1028676
20101103,99200,101000,98800,100000,3631,-701,1029668
20101104,100000,100000,98600,99200,1834,-804,1029667
20101105,98700,98700,97100,97100,978,-34,1029702
20101108,97100,97100,95600,95900,921,-30,1029790
20101109,95900,98900,95400,96600,1489,-1073,1029883
20101110,96600,96600,95300,96500,686,-22,1029933
20101111,96200,99000,94200,94500,3198,-122,1029996
20101112,97300,97300,93600,93600,1209,-414,1029987
20101115,91100,95700,91100,94800,552,-1,1029980
20101116,96800,96800,93300,94000,620,-53,1029941
20101117,93500,93900,92000,93200,736,0,1029958
20101118,93900,94200,92000,94200,2394,-765,1030005
20101119,94200,95800,93500,94800,1691,0,1030031
20101122,95000,96400,94800,96100,5421,-2693,1029955
20101123,96000,96500,95000,96000,2723,-294,1032212
20101124,95500,95500,91600,94500,3333,1130,1031456
20101125,94500,95600,93100,94900,5994,-50,1027182
20101126,94100,96400,93500,94000,980,1,1026975
20101129,95800,95800,93000,94700,508,-430,1026944
20101130,95600,95600,93400,93600,2501,-150,1025004
20101201,94000,94000,92500,93000,1730,-13,1024368
20101202,93000,95000,92600,93700,1432,-22,1023490
20101203,93700,93700,92100,93400,2649,-330,1022129
20101206,98000,98000,92700,93700,517,0,1022080
20101207,96400,96400,93300,94600,1464,0,1022065
20101208,93300,94600,93300,94000,567,297,1021866
20101209,94000,94900,93500,94000,6735,-3052,1021213
20101210,94000,95000,94000,95000,517,-85,1021524
20101213,94500,94800,93100,94800,134,75,1021524
20101214,94600,96500,93700,94200,203,0,1021472
20101215,95000,95000,93700,94400,1081,-288,1021530
20101216,93700,94000,93300,94000,1042,-142,1021130
20101217,94000,94500,91500,94300,1952,781,1020828
20101220,93000,94500,91400,93100,3360,260,1020518
20101221,93200,94000,93200,93900,486,214,1020517
20101222,93800,94800,93000,93000,842,-272,1020677
20101223,92300,94300,90000,92900,1544,141,1020673
20101224,92900,92900,91700,92500,1590,123,1021874
20101227,92500,94000,92500,92800,409,98,1022100
20101228,92800,94200,92800,92900,10269,-2751,1029188
20101229,92900,93700,91500,93300,1288,-157,1030178
20101230,94700,94700,93100,93800,3164,-2301,1033202
20110103,95000,95000,93700,93700,1480,186,1033202
20110104,93700,93700,92300,92400,11184,108,1031730
20110105,93000,93700,92000,92500,3175,-299,1030589
20110106,92600,94000,92500,93200,5425,330,1028153
20110107,93400,93600,91700,93600,1843,-130,1028153
20110110,93500,94700,93000,94700,6454,-130,1024752
20110111,94700,95400,94000,94700,10198,-1531,1020982
20110112,94500,94500,93500,93500,2871,0,1020053
20110113,93500,93500,93000,93500,3672,-413,1018796
20110114,93500,93500,92000,92500,3695,473,1017037
20110117,92500,92500,91500,92500,2668,355,1015211
20110118,92500,92500,92000,92500,1461,32,1014711
20110119,92500,94800,91500,94800,6281,-500,1011496
20110120,94800,95500,94000,95000,6730,-1752,1011392
20110121,95000,95000,93500,94500,1365,-15,1010843
20110124,94400,94500,94000,94500,1026,218,1010244
20110125,94500,95100,94000,94500,3639,-592,1009197
20110126,94500,95000,94500,94800,3742,-975,1007796
20110127,93900,94700,93900,94700,197,129,1007801
20110128,94100,94700,94100,94600,700,314,1007768
20110131,94600,94900,94300,94900,707,232,1007757
20110201,94900,94900,94400,94800,1093,-483,1007460
20110207,94800,95000,94700,94700,5834,2300,1002672
20110208,94700,94700,93500,94200,503,-4,1002267
20110209,94100,94100,91800,93600,378,231,1002212
20110210,93600,94000,91000,91400,1365,-2,1001812
20110211,91500,91900,87000,87100,6608,117,999576
20110214,87100,89500,86500,87100,513,-23,999564
20110215,86800,88900,82700,83200,5479,0,998575
20110216,83900,84000,83000,83900,13051,5896,992095
20110217,83900,84900,81600,81900,2195,-114,988065
20110218,82000,83500,81800,82800,1159,-460,988247
20110221,82800,82800,81600,81800,6122,-65,982569
20110222,81700,81700,79700,80000,1882,2,981873
20110223,80000,80900,79100,80900,1534,-194,981813
20110224,80500,80500,78000,79800,955,-148,981873
20110225,80000,81000,79100,80800,1638,697,981750
20110228,80800,80800,78500,79700,795,0,981530
20110302,79500,79500,77500,77500,1060,0,981175
20110303,78400,78400,76500,78000,4115,-329,979111
20110304,78000,78500,77900,78300,8016,175,976119
20110307,78700,78700,78100,78500,9153,-502,974341
20110308,79500,80900,78500,80900,13255,-144,974940
20110309,82000,82600,80900,81400,10195,-500,976441
20110310,81200,81400,79800,80900,8256,-242,976776
20110311,80100,80900,78100,78100,3632,-40,978796
20110314,78100,78500,77900,78000,4257,1872,975796
20110315,78000,79600,76000,78000,5017,-62,973977
20110316,79900,79900,77800,78000,19793,-7768,968393
20110317,77900,79900,76500,78000,19712,-13053,969876
20110318,78000,79200,77700,78000,6726,-2681,970000
20110321,78000,78300,77800,78100,5769,-5150,974335
20110322,78200,79000,78100,78200,5765,-5490,979186
20110323,78200,80500,78200,78200,4876,-2026,979322
20110324,78200,80600,78200,80000,18790,9912,966842
20110325,80000,80900,80000,80600,4575,-809,966819
20110328,80400,80800,80400,80600,2996,-1197,966736
20110329,80600,81000,80100,80600,3303,381,964662
20110330,80600,81700,80500,81100,5030,-1343,963458
20110331,82300,82300,81100,82000,4251,-1748,963687
20110401,82000,89900,81700,89900,7660,-1781,965981
20110404,89200,89200,86500,87000,3626,-2517,965865
20110405,86200,92800,86200,91900,6197,-2813,966785
20110406,92900,92900,90100,90700,940,-371,966685
20110407,90700,90700,88600,89400,1875,-1377,966592
20110408,89400,89400,87900,88900,1760,-316,966653
20110411,88900,89000,87800,88000,851,-255,966697
20110412,88000,88100,87500,88000,2705,-578,966782
20110413,88000,88000,87500,87600,591,-84,966782
20110414,89400,89400,87400,87600,12427,-6826,966719
20110415,87600,88500,87300,87600,10554,-9794,969190
20110418,89600,89600,87000,88100,3222,-439,969214
20110419,88100,89800,87500,89700,6087,-267,969146
20110420,89700,91700,88500,90700,1423,-783,969086
20110421,90000,91800,90000,91800,8002,-332,969250
20110422,91800,92400,89800,92100,3923,1814,969033
20110425,92100,92800,90600,92500,3109,-71,970593
20110426,91500,92000,90100,91900,3055,-735,971622
20110427,91900,92800,91100,91900,4116,-1860,973866
20110428,91100,92300,88200,92200,1639,-551,974568
20110429,91100,92300,89800,91000,5458,685,976118
20110502,91000,92200,90900,91700,2717,731,977292
20110503,91700,91800,90900,91700,2648,-673,978265
20110504,91700,91800,90300,91500,2200,354,978026
20110506,90400,91500,89900,90200,3294,-2065,979235
20110509,90200,90200,89000,89800,7666,-1408,983485
20110511,90100,90100,88400,88900,6358,-48,985984
20110512,88900,88900,87700,88300,478,0,986211
20110513,90900,90900,88200,89800,2319,-746,986733
20110516,91000,91000,89000,91000,616,199,986875
20110517,91000,92700,90900,91100,6829,533,987628
20110518,92400,92400,91000,91800,7010,-1563,989858
20110519,92300,93600,91700,93200,5410,-2125,991696
20110520,94000,96000,93800,95000,21846,-5095,1003082
20110523,95700,95700,94000,94100,3177,492,1005080
20110524,93500,94100,92600,93700,5784,751,1006687
20110525,94500,94500,92600,94000,6742,3182,1008609
20110526,94500,94500,92100,93900,148,1,1008651
20110527,93800,94100,93800,94100,1910,1276,1009038
20110530,95000,95000,93500,93800,892,-60,1009282
20110531,93500,94500,92600,94200,3299,1032,1007932
20110601,94500,94500,92800,94000,3264,2029,1006128
20110602,92100,93800,92100,93800,1866,1077,1005719
20110603,93500,94500,93100,94300,1337,399,1005797
20110607,94500,95000,94300,94300,12912,1416,1009210
20110608,94100,97100,92000,96600,3184,549,1009849
20110609,96500,96500,95900,95900,87,1,1009880
20110610,96300,96300,93700,93900,838,237,1010249
20110613,92200,97400,92000,97400,4486,1313,1011484
20110614,97000,97400,95000,97400,4048,624,1012727
20110615,97600,97600,96300,97400,1799,-558,1013349
20110616,93400,97900,93400,97500,4341,-147,1014765
20110617,97600,97600,96400,97000,3574,-453,1015956
20110620,97000,97000,93400,94400,7007,1330,1018912
20110621,94300,96000,93700,96000,47689,-34752,1060730
20110622,94700,96000,94700,95000,44064,-38174,1102505
20110623,93700,94700,93700,94400,5362,-729,1104689
20110624,94000,96700,94000,95900,4380,709,1105408
20110627,95000,95000,91900,92000,50838,-31970,1145638
20110628,92900,94900,92800,93900,6512,3100,1148045
20110629,94900,96300,93700,95500,5171,2643,1149817
20110630,96300,96300,95100,95100,5899,1558,1151235
20110701,96800,96800,95000,95700,17850,-800,1162465
20110704,96500,96500,94900,95900,4211,2500,1162732
20110705,97000,97000,93500,96600,5652,2745,1162745
20110706,96500,96600,94800,96600,4431,4050,1162550
20110707,96700,101500,95600,101000,10169,1633,1162632
20110708,101000,101000,97700,99800,6409,2291,1162831
20110711,100500,100500,97500,97600,8620,6608,1162822
20110712,97800,98800,95800,95800,3808,1316,1163989
20110713,97000,97500,95000,96900,1909,-271,1164510
20110714,98200,98500,97500,98100,14265,-12355,1177454
20110715,99400,100000,98200,100000,1717,168,1177774
20110718,102000,102000,99000,100000,1663,47,1178053
20110719,100000,107000,99800,101000,2844,-116,1178741
20110720,102000,102500,99800,101000,3363,-400,1181265
20110721,102000,104000,101000,102000,20212,-18448,1199505
20110722,105000,108000,105000,108000,4509,-547,1202192
20110725,106000,109000,106000,108500,5705,-4011,1206146
20110726,110000,112000,107000,110000,4756,-2284,1210089
20110727,109500,110000,106000,106500,1116,-544,1210190
20110728,106500,108500,105500,108000,1262,-925,1210573
20110729,107000,108500,107000,108500,793,-4,1210753
20110801,108500,109500,107000,109000,2529,-1180,1211294
20110802,107500,109500,106500,109000,1921,-418,1211668
20110803,110000,110000,106500,108000,3847,-1233,1213964
20110804,108000,110500,107000,108500,5889,-2406,1215626
20110805,102500,107000,102500,107000,3220,-470,1216379
20110808,106000,106000,97400,100000,5879,3616,1216157
20110809,96000,99800,92500,96400,4000,1563,1216998
20110810,101000,101000,96500,99900,5642,1061,1219025
20110811,99700,100000,95300,99800,5622,-894,1220178
20110812,101000,102000,100000,101000,5498,-3385,1224746
20110816,105000,105000,100500,101000,5058,-1669,1226718
20110817,101000,101500,100000,101000,5856,-1500,1225409
20110818,102000,103000,99900,101500,11079,-1986,1226533
20110819,100000,102000,99000,99900,4244,300,1230014
20110822,99000,99600,98000,98300,10065,0,1236537
20110823,98500,100000,98300,98300,5914,-300,1237990
20110824,99100,99100,98000,98300,4367,-1890,1241889
20110825,102000,102000,97500,99000,6258,-1311,1247973
20110826,98000,98200,97000,97800,8123,-6780,1253680
20110829,98000,98800,97800,98600,2119,-1492,1255151
