date,open,high,low,close,volume,korcom
20171030,68000,88400,68000,88400,268264,-64701
20171031,94000,114500,90100,114500,460821,-241
20171101,129500,132000,108500,108500,397464,-360
20171102,111500,111500,91000,93000,230881,-3
20171103,93000,104500,91600,92900,229421,0
20171106,93100,93500,85600,86800,86255,-202
20171107,85100,89100,82800,83100,66404,0
20171108,84500,88500,83200,83500,72194,0
20171109,84800,87900,83500,87300,37012,0
20171110,87500,87500,84600,85100,20985,0
20171113,86200,86300,82000,82400,25626,291
20171114,81400,81900,78500,79000,30285,234
20171115,79400,81300,76800,78300,34311,-166
20171116,78500,78500,76600,77300,18364,188
20171117,76700,82000,76100,80200,24598,0
20171120,80700,81800,79300,79300,18462,322
20171121,79300,79300,77000,77000,14413,383
20171122,79800,100000,79200,89000,416272,-115
20171123,91100,93000,82200,82900,91004,336
20171124,83200,84800,80400,80400,39645,0
20171127,79900,80100,78100,78300,22402,406
20171128,78400,93800,78400,81500,202953,204
20171129,80200,84300,79400,82500,27960,203
20171130,82800,83200,81100,81700,14816,0
20171201,78600,79000,75200,75700,285611,47601
20171204,77100,77700,75200,75500,29989,-2697
20171205,75600,75700,74000,74200,31328,-7275
20171206,73300,74000,71000,71000,34410,-3222
20171207,70100,71500,68200,68800,27022,-4000
20171208,68300,71400,68200,68400,21509,-2000
20171211,71200,71200,67900,68000,17697,-4646
20171212,68700,68700,66000,66200,20981,-2622
20171213,66000,68500,65900,66500,37142,-12217
20171214,66700,67800,64900,66100,31690,0
20171215,65200,65400,63700,64000,18925,0
20171218,64000,64200,61400,62300,15099,0
20171219,62000,62300,59400,59600,24827,-2803
20171220,58900,59400,57300,57800,19889,-2478
20171221,57500,61000,57200,58200,11204,0
20171222,58200,67800,57600,61400,57818,-1588
20171226,73300,78700,65300,74000,245797,0
20171227,71500,73800,67900,68800,62232,0
20171228,69300,69300,65500,67100,31403,0
20180102,66800,67800,65000,66900,20026,-2000
20180103,74200,77500,72900,74300,107834,34874
20180104,75200,75500,73000,73900,33023,-1869
20180105,73900,74000,71800,73000,14215,0
20180108,73000,73400,71300,71900,10979,0
20180109,72700,73600,70700,70700,9742,-1100
20180110,72000,72000,69300,71200,5532,0
20180111,71100,72500,70300,70300,5249,0
20180112,70600,71700,69000,69800,7353,0
20180115,70000,71300,68600,69600,11219,0
20180116,70300,71000,69000,70200,4344,0
20180117,70200,70800,69200,70000,6874,0
20180118,71000,71000,69300,69800,6475,0
20180119,70400,71000,69100,69400,7288,0
20180122,70000,70000,68700,69100,6488,0
20180123,68500,69800,68500,68900,5741,0
20180124,69000,70500,68700,69900,6681,-1700
20180125,70900,71400,70000,70100,5074,0
20180126,70700,71700,70200,71300,6614,0
20180129,70600,72500,70600,71700,10648,0
20180130,71700,72700,70800,70800,5742,0
20180131,70300,70400,69500,70300,5672,0
20180201,70200,70500,69600,70000,3803,0
20180202,70000,70500,68900,69100,5629,0
20180205,68800,69600,68100,68400,4146,0
20180206,66200,68000,65500,66300,8274,0
20180207,67200,67900,65200,65300,4846,0
20180208,65500,67000,65500,65700,2830,0
20180209,65000,66400,64300,65600,3514,0
20180212,66500,66800,65100,66400,3166,0
20180213,66400,68800,66000,66300,4474,0
20180214,63000,63800,62000,62800,12406,0
20180219,62600,64900,62600,63900,2001,0
20180220,64000,64700,63500,64500,2253,0
20180221,64200,65100,63700,64700,1234,0
20180222,65700,65700,63900,64200,1757,0
20180223,65200,65200,63700,64200,1443,0
20180226,64100,64700,63700,64000,1213,0
20180227,65400,65400,64000,64000,1750,0
20180228,64900,65000,63300,63400,1516,0
20180302,61900,63300,61900,63200,938,0
20180305,62900,62900,61300,61900,1207,0
20180306,61900,63000,61900,62900,2247,0
20180307,63000,63900,61800,61800,1594,0
20180308,61800,62300,61800,61900,555,0
20180309,61900,64000,61800,63000,2119,0
20180312,64400,64400,62800,63300,1500,0
20180313,63300,63600,62600,63500,688,0
20180314,63500,63500,62700,63200,752,0
20180315,63000,63200,62400,63100,1751,0
20180316,63200,63500,62700,63300,2081,0
20180319,63000,63400,62600,63300,1563,0
20180320,62600,63300,62600,62700,856,0
20180321,62100,63000,62100,63000,517,0
20180322,62600,63000,61500,62100,2028,0
20180323,61100,62700,61100,61600,1533,0
20180326,61000,61300,60000,61000,2098,0
20180327,61500,61900,61100,61300,3014,0
20180328,61500,61500,61000,61100,2087,0
20180329,61000,61500,60300,61200,3349,0
20180330,61300,61400,61100,61300,2024,0
20180402,61500,64400,61500,62600,13636,0
20180403,63700,64000,62200,63200,9055,0
20180404,63300,63300,62000,62500,3949,0
20180405,62300,62800,62000,62600,2793,0
20180406,63300,63300,61300,62200,3436,0
20180409,62200,62200,61300,61700,2271,0
20180410,61700,61700,60000,61200,2047,0
