date,open,high,low,close,volume,korcom
20150915,114500,116000,106000,113000,41492,7420
20150916,114500,116500,111000,111500,27335,-7036
20150917,114000,114000,108000,109000,18132,1831
20150918,110500,111000,108000,109500,9065,125
20150921,107500,109500,107000,107500,8652,2128
20150922,107000,108500,104500,106000,11848,1584
20150923,104000,104500,99900,100000,21503,3652
20150924,100000,103000,99700,100000,6881,2376
20150925,99600,100500,97000,99800,8752,895
20150930,97000,99400,97000,98900,3531,1544
20151001,99000,103000,97600,101000,5273,47
20151002,100500,102000,100000,101000,3046,817
20151005,101000,102500,100000,102000,3357,540
20151006,101500,103000,100500,100500,4618,360
20151007,100500,104000,100000,104000,7928,560
20151008,105000,105000,101000,102000,5164,1004
20151012,101500,103500,99700,99900,8820,-1295
20151013,100500,100500,98700,99500,6744,1871
20151014,99000,100500,99000,99100,4176,698
20151015,98000,100000,98000,99500,4610,815
20151016,100000,100000,99200,99600,3032,48
20151019,100500,100500,98800,98900,3565,181
20151020,98500,99000,98400,98800,4475,765
20151021,98500,100500,98500,100000,8020,972
20151022,102500,106500,99900,100500,13711,1849
20151023,100500,106500,100500,102000,5897,709
20151026,101500,102500,100000,101000,3052,-53
20151027,101000,102000,100000,101000,2015,-23
20151028,101500,102000,100000,101000,5045,-628
20151029,100000,106000,100000,104500,20851,2975
20151030,105500,112000,105500,108000,27715,4217
20151102,108000,113500,108000,112500,14472,6598
20151103,113500,115000,110000,114500,17821,3290
20151104,114500,115500,111000,113000,11147,7635
20151105,111000,113000,109500,111500,6043,2954
20151106,110500,112500,107500,110000,6055,2003
20151109,112500,112500,107000,109000,5906,1515
20151110,108000,112000,106000,108500,14025,6043
20151111,107000,110000,106000,106000,4944,-862
20151112,104500,109500,104000,106000,7305,-1596
20151113,104500,107000,102500,106500,6351,2243
20151116,105500,105500,102500,104500,8028,3553
20151117,104500,108500,104500,106500,7334,4537
20151118,104500,109000,104500,109000,6509,3798
20151119,112000,112000,109500,111000,7337,2111
20151120,111000,112000,109500,112000,5695,3263
20151123,112000,116500,112000,115500,13343,5252
20151124,114500,120000,114500,118500,20450,11127
20151125,117000,121000,117000,120500,8177,2244
20151126,120000,122000,119000,121000,9019,2582
20151127,121000,121000,118500,119500,4085,1060
20151130,118000,118500,114500,118500,3865,1909
20151201,117000,120500,116000,120500,8784,2583
20151202,120500,120500,118500,119500,9353,5591
20151203,118000,119000,116000,117500,6413,353
20151204,115500,117500,113000,115500,7072,-25
20151207,115000,116000,111000,111500,9656,-3562
20151208,110500,114000,109000,110000,6643,2211
20151209,112000,112000,107000,109000,9204,2739
20151210,109000,110000,106500,108000,4381,1598
