date,open,high,low,close,volume,korcom,forvol
20101001,16300,16350,15850,16200,221703,2427,3171912
20101004,16350,16800,16050,16450,387432,37623,3150862
20101005,16250,16450,15500,15850,292795,22177,3137722
20101006,16350,16400,15350,15350,298843,909,3141272
20101007,15750,15950,15000,15450,398753,-45756,3204132
20101008,15550,16300,15150,15950,311007,85765,3205172
20101011,16100,17350,16100,16650,1002437,50466,3221522
20101012,16500,16750,16200,16700,957391,513708,3207612
20101013,16900,17400,16650,16900,380503,41200,3186592
20101014,17250,17900,16950,17800,404709,111342,3174092
20101015,17750,17900,17350,17850,326233,70670,3146032
20101018,18300,18350,17150,17300,397575,-56946,3132752
20101019,17400,17750,17000,17300,249961,37536,3124672
20101020,17050,17650,17050,17400,207605,-23600,3113282
20101021,17600,17600,16850,16900,207556,-13913,3114782
20101022,17050,17800,16900,17750,414551,68259,3112832
20101025,18200,19250,18200,18950,621078,-11366,3131182
20101026,19050,19450,18500,19450,424532,17613,3107832
20101027,19500,19850,19100,19800,249213,-15267,3120692
20101028,19550,19650,18850,19550,320804,934,3107912
20101029,19050,19350,18850,19250,308049,26035,3107792
20101101,19250,20700,19200,20000,592744,-86394,3103692
20101102,20100,20100,19150,19200,335089,-62745,3100782
20101103,19450,19650,18000,18600,586669,-89685,3152062
20101104,18900,18900,18100,18300,400794,-142799,3175152
20101105,18600,18650,17400,17500,371897,-30591,3199442
20101108,17900,18200,17500,17800,308587,-94162,3232165
20101109,17900,18600,17600,18000,344456,-89791,3237165
20101110,17800,18450,17650,18450,256539,-5534,3219185
20101111,18450,18750,17850,18300,269995,-11460,3232715
20101112,18200,18200,16550,17500,401072,35519,3235245
20101115,17450,17500,16800,17150,203239,23812,3257161
20101116,17300,18150,16600,17750,358456,66254,3263821
20101117,17400,17700,16700,17500,484573,-25417,3243551
20101118,17500,17900,17500,17850,247837,78962,3246431
20101119,17900,18700,17900,18400,361526,33400,3270051
20101122,18700,18700,17800,17950,308951,-68134,3261281
20101123,17800,17950,16800,16950,419207,-82710,3226361
20101124,16050,16950,16000,16600,502071,-28661,3219181
20101125,16750,16900,16400,16500,162251,13190,3224391
20101126,16550,16750,15600,15950,328426,-19440,3235481
20101129,15800,16100,15150,15750,298584,2890,3234291
20101130,15550,16350,15500,16100,297562,5260,3235901
20101201,16000,16650,15700,16600,263975,-20210,3264161
20101202,16850,17200,16700,16800,352940,-54419,3306971
20101203,17100,17100,16300,16300,176767,-56384,3318261
20101206,17600,18000,16700,16700,1123455,-294054,3320091
20101207,16600,16700,16100,16400,300117,-3071,3320621
20101208,16400,16600,16050,16100,172436,-17018,3328771
20101209,16500,16800,16300,16800,179979,28160,3334181
20101210,17000,17400,16850,17150,194421,-1065,3335001
20101213,17200,17200,16600,16900,135103,850,3335411
20101214,17000,17950,17000,17800,561980,-17257,3393581
20101215,17900,18000,17600,18000,257556,67778,3373921
20101216,17800,17900,17600,17750,170563,19370,3380151
20101217,17900,17950,17250,17250,219792,-23567,3384651
20101220,16700,17000,16450,17000,160518,-3754,3398291
20101221,17500,17950,17350,17950,331384,-31277,3473411
20101222,17800,18250,17750,17850,196422,32772,3473521
20101223,17900,18600,17750,18450,368012,67605,3469021
20101224,18400,18700,17850,17950,177587,12670,3454201
20101227,18150,18150,17200,17300,177149,-7245,3455111
20101228,17300,17500,16750,16900,184131,-43617,3458911
20101229,16850,17000,16350,16700,314582,-72837,3417111
