date,open,high,low,close,volume,korcom
20201230,7150,7270,7040,7260,62187,0
20201229,7250,7270,7060,7210,106607,0
20201228,7400,7440,7180,7250,101259,0
20201224,7220,7460,7060,7350,117852,0
20201223,7230,7350,7000,7220,90196,0
20201222,7300,7430,7120,7230,115253,0
20201221,7240,7350,7180,7300,98033,0
20201218,7410,7430,7150,7300,118226,0
20201217,7200,7550,7200,7410,260546,0
20201216,7000,7390,6980,7100,132923,0
20201215,7010,7110,6920,7070,62660,0
20201214,7040,7100,6900,7080,86892,0
20201211,7130,7180,7020,7030,91655,0
20201210,7770,7770,7090,7130,273844,0
20201209,7500,7700,7150,7670,197752,0
20201208,7330,7670,7300,7400,113024,0
20201207,7590,7590,7140,7350,126606,0
20201204,7720,7920,7430,7460,261863,0
20201203,7350,7790,7300,7700,354698,0
20201202,7300,7590,7110,7400,170317,0
20201201,7370,7480,7200,7300,135149,0
20201130,7020,7440,6950,7370,196888,0
20201127,7100,7100,6810,6970,103100,0
20201126,7160,7210,6960,7070,64126,0
20201125,6830,7460,6810,7170,270524,-143
20201124,6630,6840,6580,6820,64579,0
20201123,6760,6760,6500,6630,62758,0
20201120,6910,6910,6690,6760,115772,0
20201119,6870,6990,6850,6920,32573,0
20201118,6950,7100,6810,6940,65174,0
20201117,6870,7010,6820,6950,43269,0
20201116,6810,6930,6770,6870,33326,0
20201113,7030,7030,6740,6770,71207,0
20201112,7080,7080,6890,6990,62167,0
20201111,7000,7100,6830,6980,172317,0
20201110,6880,6890,6750,6790,44109,0
20201109,6870,6880,6740,6880,79157,-5408
20201106,6680,6900,6550,6770,64261,-3604
20201105,6750,6750,6610,6660,32778,0
20201104,6710,6840,6620,6690,75224,0
20201103,6500,6850,6500,6700,131444,0
20201102,6120,6530,6100,6500,72150,0
20201030,6590,6590,6120,6150,76896,0
20201029,6060,6620,6060,6480,62603,0
20201028,6120,6420,6110,6400,52961,0
20201027,6320,6320,6070,6130,175256,0
20201026,6800,6800,6260,6450,148809,4634
20201023,6860,6940,6500,6750,138624,0
20201022,6820,7050,6550,6860,201598,4378
20201021,6920,7100,6690,6710,175509,0
20201020,7030,7200,6750,6850,133190,0
20201019,7340,7500,6900,7030,282287,0
20201016,7700,7850,7030,7200,248380,0
20201015,7050,7970,7050,7690,260925,0
20201014,8000,8240,7650,7700,462921,0
20201013,7950,8170,7490,7720,399717,0
20201012,7920,8270,7830,8090,488042,0
20201008,8060,8390,7770,8000,982552,0
20201007,7050,8100,7050,8100,781852,0
20201006,6930,7300,6790,7300,526539,0
20201005,6270,7000,6270,7000,803145,0
20200929,6390,6430,6190,6230,46654,0
20200928,6460,6550,6290,6330,57840,0
20200925,6100,6560,6070,6390,172529,0
20200924,6190,6250,6000,6030,82073,0
20200923,6300,6400,6000,6290,86769,0
