date,open,high,low,close,volume,korcom,forvol
20101001,195000,197000,194000,196000,239649,-98062,25258061
20101004,197000,199500,197000,197000,169688,-15843,25246311
20101005,196000,200500,195500,200500,345027,13387,25249396
20101006,200500,201500,197500,199500,194136,-49993,25238126
20101007,198000,200000,197500,200000,102796,-12614,25253450
20101008,199000,203000,198500,201000,144981,-32605,25316517
20101011,202500,203000,199500,200500,107963,-10374,25350502
20101012,200000,201500,197000,199000,80239,9772,25359343
20101013,200500,205000,199000,202500,214895,59305,25347264
20101014,203000,204500,197500,203500,259714,-51253,25429089
20101015,202000,202000,198500,200500,147798,-46130,25459551
20101018,200000,200500,195000,196000,132150,-32404,25469934
20101019,195500,197500,192500,194000,215637,10724,25437681
20101020,194500,196000,192500,195000,219427,47340,25335313
20101021,195000,195500,190500,193000,240246,-48815,25292733
20101022,193500,194000,191000,193000,93234,-14500,25290001
20101025,192500,195500,191500,193000,276266,60591,25207301
20101026,195000,196000,193000,194500,246558,-5247,25201635
20101027,195500,198500,194500,196000,191648,40821,25208067
20101028,196000,197000,194500,196000,103062,-14921,25221211
20101029,197500,197500,191000,193000,198117,-34232,25241746
20101101,192000,197000,191500,195000,119761,50430,25217552
20101102,194000,197000,192500,195000,142044,55458,25165684
20101103,195500,205000,195500,202000,303026,60142,25132891
20101104,201000,203000,198000,199500,131778,-28531,25161972
20101105,200000,201500,195000,196000,214849,-21396,25137079
20101108,196000,196500,193000,195500,157110,-33770,25135347
20101109,195000,201500,194000,199500,203114,31865,25133994
20101110,200000,201000,195500,201000,192489,9386,25112390
20101111,199000,200500,190500,190500,285193,30937,25014839
20101112,193000,193000,184000,185500,2790312,579603,26207334
20101115,188500,192000,188500,190500,307309,-31487,26128825
20101116,190500,191500,184500,187000,353657,-28527,26180764
20101117,185000,189500,185000,187500,166215,-33209,26222740
20101118,188500,190500,187000,187500,170530,-37279,26248166
20101119,189000,189500,186000,189500,210940,-24267,26277114
20101122,189500,190500,186000,189000,247474,-100612,26323600
20101123,187500,190500,187000,188500,193201,12136,26340221
20101124,184000,189000,183500,188500,219948,2814,26374632
20101125,189000,193000,187000,191500,241198,-32757,26446652
20101126,191500,192500,188500,189500,118801,15640,26453863
20101129,191500,191500,189000,191000,80289,9751,26471417
20101130,192500,195000,190500,191000,287803,-6421,26525856
20101201,192500,195000,191500,193000,152271,19834,26537509
20101202,194000,194500,191000,192000,167518,-84754,26603556
20101203,192500,193500,190500,192000,152338,-28501,26639546
