date,open,high,low,close,volume,korcom,forvol
20101001,5290,5290,5150,5210,48706,0,3798842
20101004,5270,5420,5160,5410,189502,32061,3797917
20101005,5400,5730,5350,5620,352830,-23261,3792229
20101006,5630,5700,5450,5540,176846,0,3787399
20101007,5540,5700,5460,5530,195123,0,3787629
20101008,5630,5630,5350,5610,114799,0,3787398
20101011,5650,5650,5440,5470,79532,0,3788576
20101012,5440,5500,5350,5360,100929,0,3787496
20101013,5370,5610,5280,5450,91007,0,3788358
20101014,5450,5580,5350,5400,108401,0,3787827
20101015,5480,5490,5310,5390,100471,-13548,3787141
20101018,5450,5450,5330,5420,94325,0,3791439
20101019,5430,5600,5410,5510,145493,0,3792149
20101020,5460,5690,5440,5620,242673,0,3790332
20101021,5620,5730,5540,5540,223044,0,3789939
20101022,5540,5660,5300,5340,172466,0,3788938
20101025,5340,5410,5290,5340,116250,-15872,3789773
20101026,5390,5440,5250,5260,120872,0,3790968
20101027,5260,5340,5190,5190,95937,0,3795101
20101028,5260,5320,5200,5290,68322,0,3798084
20101029,5340,5480,5290,5330,116816,0,3798077
20101101,5330,5440,5250,5250,79517,0,3799110
20101102,5300,5520,5250,5500,241855,0,3800971
20101103,5500,5770,5450,5700,366420,-7322,3800518
20101104,5790,6040,5700,5980,495525,0,3799208
20101105,6000,6280,5920,6100,427562,52853,3795181
20101108,6210,6210,5990,6070,239116,0,3795267
20101109,5990,6090,5800,5900,295655,0,3796871
20101110,5870,6130,5570,5800,565372,20000,3797264
20101111,5900,5920,5770,5820,150524,20000,3801137
20101112,5830,5900,5400,5540,311546,0,3796018
20101115,5500,5670,5410,5500,87789,10000,3798861
20101116,5630,5650,5360,5430,98821,0,3802236
20101117,5160,5530,5160,5470,113640,0,3801886
20101118,5540,6290,5470,6290,400120,0,3798972
20101119,6800,7230,6770,7230,3904789,-125000,3771621
20101122,7380,7500,7160,7330,2428730,0,3768295
20101123,7330,8060,7250,7320,3542519,-62853,3767464
20101124,6950,7870,6900,7480,1674724,0,3766754
20101125,7680,8600,7540,8600,2301684,-15000,3766350
20101126,9160,9450,8400,8620,4480535,0,3762860
20101129,8890,9480,8710,9060,2901314,0,3762302
20101130,9060,9160,8210,8600,1293309,0,3761559
20101201,8670,9110,8350,8450,1119693,0,3759322
20101202,8510,9100,8410,8950,1294183,0,3765169
20101203,9020,10150,9020,9190,3387758,0,3754030
20101206,9300,9540,9040,9290,794999,0,3754154
20101207,9290,9580,9030,9040,935265,-8800,3753089
20101208,9040,9310,8510,8510,963530,0,3768474
20101209,8650,8750,8220,8500,762192,0,3803925
20101210,8650,8820,8450,8500,435291,0,3793949
20101213,8520,8810,8360,8540,337513,0,3802525
20101214,8600,9500,8540,9160,1473803,0,3787161
20101215,9230,10500,8960,10500,1392180,0,3756868
20101216,11050,11900,9070,10350,14659706,0,3726345
20101217,10000,10500,9450,10000,3389918,0,3724910
20101220,9800,9840,9100,9310,1642009,0,3731965
20101221,9350,9730,8940,8960,1543437,0,3728686
20101222,8840,9120,8490,8580,1566138,0,3766009
20101223,8800,9000,8510,8510,1154127,0,3752619
20101224,8600,8650,8060,8200,976442,0,3754958
20101227,8280,8610,7900,8000,992706,0,3765886
20101228,8100,8870,7510,7700,3053298,0,3807699
20101229,7750,7960,7660,7890,575275,0,3847657
20101230,7910,8170,7890,7950,537682,0,3821566
20110103,7950,8480,7910,8280,818739,0,3821097
20110104,8240,8810,8060,8060,1186215,0,3818613
20110105,8330,8490,8100,8250,776722,0,3842470
20110106,8260,8320,7800,7860,506978,0,3843469
20110107,7860,7930,7510,7640,522385,0,3857666
20110110,7640,7840,7560,7760,351718,0,3879868
20110111,7850,8370,7760,7980,1026219,0,3881577
20110112,7900,7980,7700,7700,429160,0,3880537
20110113,7710,7760,7500,7570,301060,0,3870551
20110114,7570,7800,7570,7750,335019,0,3871456
20110117,7850,7870,7600,7600,241503,0,3858616
20110118,7650,7900,7630,7790,287956,0,3855443
20110119,7950,8060,7790,7870,411632,0,3842363
20110120,7760,8910,7650,8150,3046725,0,3846185
20110121,8170,8470,7860,7930,549142,0,3842402
