date,open,high,low,close,volume,korcom,forvol
20101001,9450,9730,9350,9700,271555,-7810,2682857
20101004,9790,9890,9610,9700,391063,37290,2656887
20101005,9610,9780,9440,9600,252806,5260,2648507
20101006,9900,10350,9850,10050,1166660,-9243,2648267
20101007,10000,10150,9770,9910,515293,-20,2637767
20101008,10050,10150,9750,10000,346010,42100,2636817
20101011,10150,11300,10150,10950,1872031,-14860,2608737
20101012,10850,11050,10250,10600,654969,6795,2575127
20101013,10700,11300,10400,11250,953973,140230,2576197
20101014,11250,11650,11150,11450,1033195,237910,2549087
20101015,11450,12150,11350,12000,1155501,104650,2547267
20101018,12100,12500,11900,12000,660008,49748,2542617
20101019,12300,12300,11400,11650,711311,82122,2569187
20101020,11500,11900,11400,11800,424983,6740,2587297
20101021,11950,12050,11300,11400,408710,35380,2590157
20101022,11500,12150,11450,12050,703041,37638,2654617
20101025,12250,12400,11950,12250,575304,-6803,2643167
20101026,12100,12150,11750,11950,412230,-16218,2641937
20101027,11900,11900,11400,11850,511219,-25183,2680077
20101028,11850,11850,11150,11450,531113,33060,2678337
20101029,11550,11700,11100,11150,401723,-11564,2663047
20101101,11050,11100,10250,11000,962533,183920,2694537
20101102,11250,11250,10650,11100,348554,23680,2684857
20101103,11100,11100,10600,10800,363077,13550,2695777
20101104,10850,11400,10850,11050,360564,8949,2701937
20101105,11250,11350,10650,10750,416125,42531,2685377
20101108,11050,11400,10950,11350,561214,-16150,2701087
20101109,11250,11250,10900,10900,394688,37679,2701897
20101110,11000,11600,11000,11500,673928,75640,2747717
20101111,11500,11800,11150,11150,408694,50840,2683927
20101112,11350,11500,10600,10800,605302,-10449,2675837
20101115,10600,11100,10600,10850,340625,41010,2638567
20101116,10900,11200,10800,11100,410625,-8770,2633257
20101117,10750,11150,10750,11100,268373,18970,2582827
20101118,11200,11400,11000,11350,263312,48080,2577127
20101119,11450,12150,11350,12050,957578,403123,2599167
20101122,12400,12600,12050,12450,786129,30680,2565227
20101123,12450,12500,11900,12000,511504,680,2533027
20101124,11400,11750,11400,11600,758721,-97140,2536217
20101125,11750,11800,11400,11400,338903,-41750,2534197
20101126,11400,11450,10700,11050,459397,30059,2547427
20101129,10900,11250,10800,11150,270994,-15620,2557917
20101130,11100,11200,10850,11100,212095,-13890,2557907
20101201,10900,11250,10900,11100,185780,19116,2554807
20101202,11350,11500,11150,11500,336760,50780,2561237
20101203,11550,11550,11200,11250,293821,-16950,2539937
20101206,11200,11250,10400,10450,590662,-138469,2554507
20101207,10450,10600,10000,10300,567720,-120970,2598167
20101208,10450,10750,10400,10500,295094,31129,2580318
20101209,10650,10850,10400,10850,348377,-9450,2606338
20101210,10850,10900,10600,10800,206900,-29326,2593438
20101213,10800,11450,10600,11300,399191,8990,2581398
20101214,11300,11700,11150,11200,722124,49060,2580178
20101215,11350,11400,10950,11050,415079,-67840,2623828
20101216,11050,11300,10850,10950,363158,-132295,2635453
20101217,10900,11150,10700,10800,476422,-126093,2681943
20101220,10550,10800,10350,10800,342921,4211,2698003
20101221,10850,11000,10750,10750,1501001,898014,2722173
20101222,10400,10650,10250,10450,974920,-527844,2742563
20101223,10500,10500,10300,10350,283340,-39701,2749143
20101224,10450,10450,10200,10250,179811,-27960,2753383
20101227,10250,10400,10150,10250,195146,-60348,2763753
20101228,10150,10550,10150,10300,236322,-3610,2782613
20101229,10400,10700,10350,10600,274304,-77940,2815973
20101230,10600,10800,10550,10800,226264,14940,2871273
20110103,11000,11050,10650,11050,272706,38420,2877773
20110104,11100,11150,10900,10900,219690,39702,2871413
20110105,10950,11000,10550,10750,245281,-6400,2876493
20110106,10750,10900,10600,10700,301714,23553,2883673
20110107,10700,11100,10650,10750,499257,-148737,2896763
20110110,10750,10900,10450,10450,403102,-166990,2910543
20110111,10450,10650,10350,10450,287069,-71750,2937583
20110112,10450,10600,10350,10350,233334,-125342,2899873
20110113,10500,10550,10350,10350,250255,-21770,2901820
20110114,10450,10700,10350,10500,210506,-26030,2897880
20110117,10550,10600,10300,10300,252099,4571,2905870
20110118,10200,10500,10200,10450,285461,-13850,2898340
20110119,10450,10650,10250,10500,246090,32730,2866180
20110120,10400,10650,10300,10450,197970,24762,2875080
20110121,10400,10450,10000,10000,329760,-64492,2871730
20110124,9900,10100,9740,9980,420536,-7260,2887610
20110125,10150,10800,10000,10600,631710,-39359,2897740
20110126,10700,10700,10400,10400,322875,-7949,2883860
20110127,10400,10800,10400,10400,320860,-20309,2916420
20110128,10350,11150,10350,10950,759909,52660,2926520
20110131,10850,11400,10800,11100,975490,-32540,2927760
20110201,11200,12050,11150,11600,1493385,-1230,2890370
20110207,11650,11800,11150,11200,562922,-22825,2877120
20110208,11300,11500,11000,11250,407411,-56917,2908610
20110209,11250,11450,10750,10750,483685,-105560,2921640
20110210,10750,11200,10550,10900,502300,29430,2953460
20110211,10800,12300,10800,11950,1653685,423426,2951520
20110214,12000,12550,11750,12300,1600858,262534,2854420
20110215,12500,13250,12250,13000,1739554,344580,2825060
20110216,13150,13500,12700,12950,1372741,305672,2804390
20110217,13150,14150,13050,13850,1584498,93519,2793680
20110218,13850,14000,13450,13900,975014,297671,2762440
20110221,13950,14550,13850,14250,1154708,112700,2754100
20110222,14050,14200,13350,14100,877993,118030,2747910
20110223,13950,15050,13950,14350,1230395,16798,2751736
20110224,14250,14300,13300,13700,1009220,83755,2765686
20110225,13750,15100,13750,14950,1030855,214190,2798996
20110228,15200,16400,14950,15800,2482622,382063,2721246
20110302,15600,16250,15250,15450,1168539,105638,2645126
20110303,15850,15900,15400,15650,596795,16287,2641096
20110304,15800,16300,14850,16150,1332337,5763,2673376
20110307,16000,16350,15850,16050,592764,65712,2654946
20110308,16050,16650,15700,16350,1105284,41743,2622346
20110309,16350,16450,15600,15600,651392,-82590,2632276
20110310,15300,15600,14700,14950,1035993,-7172,2695276
20110311,14750,15550,14600,15500,794551,15497,2714046
20110314,16050,16100,14750,15350,1047182,47843,2662026
20110315,15300,15550,13750,14800,879981,30954,2723546
20110316,15050,15350,14400,14650,593013,-94866,2728476
20110317,14050,14400,13900,14250,675755,-39296,2777486
20110318,14350,14650,14200,14200,546366,-131940,2789942
20110321,14600,16300,14500,16200,1589707,-3377,2872292
20110322,16350,16350,15550,16100,964680,7240,2803422
20110323,16100,16100,15550,15900,585632,38088,2797552
20110324,16200,16950,16000,16300,1367599,13320,2788912
20110325,16650,16800,15900,16400,873866,100940,2758392
20110328,16500,17800,16450,17350,1268522,54238,2766952
20110329,17450,17550,16950,17050,560997,24210,2746372
20110330,17400,17900,17000,17200,797326,-3809,2756012
20110331,17150,17150,16050,16200,1337147,-145281,2780124
20110401,16250,17100,16150,17100,828856,221699,2836024
20110404,17400,17750,16850,17750,708887,105510,2823824
20110405,18000,18550,17600,18100,1051289,276915,2785024
20110406,18250,18600,17700,18350,759429,247405,2765224
20110407,18550,18600,17850,17900,465192,4876,2756154
20110408,17900,18800,17900,18450,643200,162147,2801054
20110411,18550,18600,17800,17900,468412,-34983,2783304
20110412,17900,18050,17250,17400,464534,51573,2765444
