date,open,high,low,close,volume,korcom
20181219,6170,6220,5250,5560,132813,0
20181220,5510,5840,5510,5600,37389,0
20181221,5550,5640,5540,5640,5310,0
20181224,5700,5800,5600,5720,7623,0
20181226,5690,5780,5590,5690,6513,0
20181227,5710,5710,5400,5530,3291,0
20181228,5530,5560,5400,5530,8628,0
20190102,5500,5500,5350,5350,1789,0
20190103,5350,5410,5300,5390,2982,0
20190104,5270,5500,5270,5410,2528,0
20190107,5430,5540,5400,5430,2743,0
20190108,5490,5490,5420,5430,2465,0
20190109,5540,5540,5490,5490,3092,0
20190110,5540,5540,5410,5480,437,0
20190111,5500,5650,5410,5410,8988,0
20190114,5500,5650,5500,5630,3458,0
20190115,5690,5700,5600,5630,2779,0
20190116,5630,5670,5570,5670,1886,0
20190117,5690,5690,5550,5600,2400,0
20190118,5600,5650,5500,5630,3735,0
20190121,5620,5740,5620,5650,6980,0
20190122,5660,5700,5650,5700,1136,0
20190123,5650,5780,5650,5750,2464,0
20190124,5800,5800,5750,5770,3730,0
20190125,5720,5830,5720,5800,4674,0
20190128,5850,5850,5810,5820,5781,0
20190129,5830,5870,5810,5850,4549,0
20190130,5830,5880,5790,5850,5786,0
20190131,5890,5890,5830,5850,2592,0
20190201,5700,5850,5700,5850,1878,0
20190207,5850,5890,5850,5890,1822,0
20190208,5890,5890,5770,5860,3241,0
20190211,5860,5860,5800,5800,326,0
20190212,5870,5870,5750,5810,4838,0
20190213,5840,5840,5660,5750,12636,0
20190214,5720,5780,5680,5750,3394,0
20190215,5750,5750,5670,5740,3755,0
20190218,5750,5770,5690,5750,2184,0
20190219,5800,5840,5750,5840,7783,0
20190220,5840,5840,5780,5810,35699,0
20190221,5810,5810,5750,5800,685,0
20190222,5800,5900,5760,5800,3465,0
20190225,5730,5900,5730,5850,3627,0
20190226,5760,5880,5760,5770,4001,0
20190227,5880,5880,5780,5790,1840,0
20190228,5820,5830,5740,5800,1834,0
20190304,5800,5950,5800,5950,5779,4900
20190305,6000,6000,5820,5910,2379,0
20190306,5910,5910,5860,5900,1492,0
20190307,5930,5930,5780,5780,2353,0
20190308,5790,5820,5700,5800,4299,0
20190311,5780,5780,5700,5730,1974,0
20190312,5740,5800,5740,5800,317,0
20190313,5830,5830,5790,5810,46,0
20190314,5810,5810,5790,5790,2324,0
20190315,5800,5810,5750,5800,2425,0
20190318,5750,5800,5750,5770,3125,0
20190319,5800,5800,5770,5780,4984,0
20190320,5780,5780,5750,5750,1450,0
20190321,5760,5800,5750,5780,1332,0
20190322,5780,5790,5760,5790,1221,0
20190325,5780,5780,5740,5740,3327,0
20190326,5730,5750,5730,5750,1233,0
20190327,5750,5750,5700,5750,6654,0
20190328,5750,5750,5670,5710,3538,0
20190329,5710,5750,5660,5700,3642,0
20190401,5700,5710,5650,5700,14003,1062
20190402,5680,5700,5670,5700,3207,-379
20190403,5700,5700,5640,5700,17737,408
20190404,5700,5710,5650,5700,12527,730
20190405,5700,5750,5670,5730,10898,575
20190408,5730,5740,5630,5670,33137,312
20190409,5670,5700,5640,5680,5460,479
20190410,5690,5720,5670,5710,4788,-248
20190411,5710,5730,5690,5730,3963,-448
20190412,5780,5900,5690,5840,85011,21
20190415,5930,5950,5810,5890,19190,1
20190416,5900,5900,5760,5880,10812,-1618
20190417,5890,5980,5830,5940,19687,23
20190418,5940,6000,5900,5920,8587,28
20190419,5880,6000,5860,5930,9777,54
20190422,5950,5990,5890,5970,13879,1114
20190423,5970,6040,5950,6030,27951,-404
20190424,5970,6080,5970,6030,21102,2812
20190425,6030,6090,5950,6050,25124,3749
20190426,6040,6040,5930,6030,26143,2294
20190429,6060,6190,6020,6160,41585,5248
20190430,6150,6170,6070,6160,18769,2719
20190502,6160,6200,6110,6190,22994,3233
20190503,6190,6400,6180,6210,34430,-29
20190507,6120,6200,6070,6160,14910,4264
20190508,6030,6220,6030,6210,12417,1870
20190509,6240,6240,6010,6090,38685,266
20190510,6180,6180,6020,6100,7613,0
20190513,6190,6190,6010,6100,11198,3101
20190514,6010,6100,5970,6100,15263,3755
20190515,6140,6140,6050,6130,12993,2343
20190516,6160,6160,6070,6080,6176,2494
20190517,6150,6170,6080,6100,5878,3831
20190520,6100,6180,6070,6170,23149,4594
20190521,6150,7550,6150,6660,527999,-1960
20190522,6830,6890,6520,6600,104124,6182
20190523,6610,6900,6610,6670,169591,-741
20190524,6670,6910,6410,6500,188945,-91
20190527,6500,6600,6400,6510,35960,12122
20190528,6360,6530,6350,6490,30907,5001
20190529,6490,6490,6350,6400,30404,4359
20190530,6440,6440,6280,6440,42320,-116
20190531,6490,6530,6220,6420,11733,1077
20190603,6410,6580,6320,6560,20287,4548
20190604,6470,6580,6440,6570,24944,6863
20190605,6590,6600,6530,6560,16134,11399
20190607,6520,6700,6500,6600,40024,10000
20190610,6680,6680,6580,6630,16529,2000
20190611,6610,6610,6520,6600,19411,2000
20190612,6600,6600,6490,6510,15291,3205
20190613,6510,6550,6490,6530,14726,8500
20190614,6510,6530,6380,6390,40876,2813
20190617,6400,6450,6360,6400,7161,0
20190618,6400,6440,6350,6370,9634,-430
20190619,6430,6430,6360,6400,21115,-1904
20190620,6410,6420,6360,6400,7459,-541
20190621,6400,6420,6360,6420,13585,4890
20190624,6420,6490,6410,6480,10168,2862
20190625,6480,6490,6370,6380,9940,968
20190626,6400,6450,6360,6400,8247,2799
20190627,6440,6450,6350,6400,19219,-136
20190628,6410,6420,6300,6400,19433,-1783
20190701,6400,6410,6260,6290,20418,-938
