date,open,high,low,close,volume,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
20110401,26100,27000,25900,26900,98959,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110404,27400,28150,27300,27950,163999,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110405,28000,28200,27250,27600,93305,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110406,27600,28500,27500,28300,93670,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110407,28300,28500,27950,28500,63920,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110408,28500,28850,28000,28800,81285,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110411,28800,28800,28000,28000,71828,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110412,27700,27900,27100,27100,38728,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110413,27100,28700,27100,28700,76122,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110414,28600,28800,28150,28700,55770,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110415,28100,28550,27800,28300,80866,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110418,28300,28300,27500,27550,32962,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110419,27250,28100,27000,27100,69785,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110420,27300,28000,27300,27700,75569,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110421,28000,28000,26950,27300,105726,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110422,27750,27750,27000,27300,78864,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110425,27900,28850,27850,28700,192730,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110426,29150,29150,28250,28800,95620,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110427,28800,28950,28300,28400,97499,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110428,28750,28750,27950,28600,80450,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110429,28650,28950,27850,27950,104963,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110502,27800,28300,27600,27650,82150,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110503,27700,28900,27700,28800,133222,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110504,28800,29900,28600,29700,201725,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110506,29700,30450,29500,30000,180091,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110509,30100,30500,29250,29300,71378,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110511,29150,29700,29050,29500,66267,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110512,29500,29500,29000,29000,43653,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110513,29200,29950,28700,29950,93356,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110516,30200,30300,29300,30000,57858,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110517,29850,29850,29350,29450,50792,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
20110518,29550,30000,29300,30000,56559,12.62,4.14,1698,13454,1344.33,66.12,-13.01,277.78,203.0,836.0,-1396.0,860.0
