date,kospi,dollar,euro,jap,dollaridx,cny,gold,wti,nasdaq,dowjones,eurostock,nikkei,hangsen,usa2,usa5,usa10,usa30
20160215,"1,862.20","1,214.74","1,355.05",10.6022,95.982,187,"1,208.10",30.6,"4,337.51","1,864.78","2,833.87","16,022.58","18,918.14",109.54,121.15,130.85,165.89
20160216,"1,888.30","1,218.91","1,358.35",10.6852,96.875,187.03,"1,241.10",29.04,"4,435.95","1,895.58","2,821.26","16,054.43","19,122.08",109.45,121.23,130.91,165.72
20160217,"1,883.94","1,224.24","1,362.34",10.7291,96.8,187.53,"1,247.20",30.66,"4,534.06","1,926.82","2,897.72","15,836.36","18,924.57",109.39,121,130.44,164.56
20160218,"1,908.84","1,228.94","1,364.99",10.8521,96.96,188.53,"1,262.50",30.77,"4,487.54","1,917.83","2,895.15","16,196.80","19,363.08",109.44,121.23,130.92,166.09
20160219,"1,916.24","1,233.87","1,373.85",10.9609,96.604,189.18,"1,267.40",29.64,"4,504.43","1,917.78","2,871.05","15,967.17","19,285.50",109.37,121.14,130.91,166.59
20160222,"1,916.36","1,224.44","1,350.14",10.8401,97.388,187.69,"1,246.70",31.48,"4,570.61","1,945.50","2,933.91","16,111.05","19,464.09",109.34,121.04,130.78,166.19
20160223,"1,914.22","1,232.04","1,357.77",10.9891,97.485,188.75,"1,261.40",31.87,"4,503.58","1,921.27","2,887.38","16,052.05","19,414.78",109.36,121.15,130.94,166.75
20160224,"1,912.53","1,232.71","1,357.59",10.9882,97.464,188.73,"1,277.10",32.15,"4,542.61","1,929.80","2,820.24","15,915.79","19,192.45",109.39,121.19,131,166.69
20160225,"1,918.57","1,235.20","1,361.61",10.9314,97.282,189.06,"1,277.00",33.07,"4,582.20","1,951.70","2,877.42","16,140.34","18,888.75",109.45,121.47,131.45,167.34
20160226,"1,920.16","1,243.13","1,359.24",10.9047,98.175,190.07,"1,258.80",32.78,"4,590.47","1,948.05","2,929.16","16,188.41","19,364.15",109.27,121.01,130.75,165.62
20160229,"1,916.66","1,238.24","1,346.34",10.988,98.219,188.93,"1,273.30",33.75,"4,557.95","1,932.23","2,945.75","16,026.76","19,111.93",109.29,121.1,130.91,165.88
20160302,"1,947.42","1,225.10","1,331.43",10.7972,98.225,187.01,"1,283.00",34.66,"4,703.42","1,986.45","3,022.14","16,746.55","20,003.49",109.16,120.52,129.75,164
20160303,"1,958.17","1,212.07","1,328.25",10.6617,97.601,185.57,"1,300.70",34.57,"4,707.42","1,993.40","3,012.87","16,960.16","19,941.76",109.17,120.61,129.92,164.81
20160304,"1,955.63","1,198.50","1,318.83",10.5353,97.343,184.16,"1,315.60",35.92,"4,717.02","1,999.99","3,037.35","17,014.78","20,176.70",109.11,120.33,129.5,163.59
20160307,"1,957.87","1,199.89","1,321.57",10.5751,97.084,184.12,"1,310.30",37.9,"4,708.25","2,001.76","3,021.09","16,911.32","20,159.72",109.06,120.16,129.34,163.66
20160308,"1,946.12","1,210.24","1,331.39",10.7429,97.206,185.99,"1,309.00",36.5,"4,648.82","1,979.26","3,002.01","16,783.15","20,011.58",109.12,120.48,129.92,165.28
20160309,"1,952.95","1,209.85","1,330.66",10.6622,97.159,185.65,"1,303.40",38.29,"4,674.38","1,989.26","3,016.18","16,642.20","19,996.26",109.09,120.31,129.48,164.19
20160310,"1,969.33","1,205.44","1,347.99",10.6564,96.055,185.3,"1,320.10",37.84,"4,662.16","1,989.57","2,970.78","16,852.35","19,984.42",109.03,120.06,129.06,163.72
20160311,"1,971.41","1,187.90","1,324.62",10.4371,96.172,182.89,"1,308.60",38.5,"4,748.47","2,022.19","3,073.80","16,938.87","20,199.60",108.98,119.88,128.8,162.56
20160314,"1,972.27","1,189.05","1,320.55",10.4462,96.521,182.93,"1,294.40",37.18,"4,750.28","2,019.64","3,091.98","17,233.75","20,435.34",108.97,119.89,128.88,162.81
20160315,"1,969.97","1,194.94","1,327.46",10.5574,96.668,183.43,"1,280.20",36.34,"4,728.67","2,015.93","3,067.21","17,117.07","20,288.77",108.96,119.84,128.86,163.03
20160316,"1,974.90","1,178.94","1,323.37",10.4711,95.925,180.76,"1,280.90",38.46,"4,763.97","2,027.22","3,062.05","16,974.45","20,257.70",109.15,120.3,129.3,162.84
20160317,"1,987.99","1,154.94","1,307.28",10.3689,94.801,178.37,"1,314.10",40.2,"4,774.98","2,040.59","3,043.10","16,936.38","20,503.81",109.16,120.45,129.56,164.06
20160318,"1,992.12","1,164.30","1,312.16",10.4356,95.12,179.91,"1,302.00",39.44,"4,795.65","2,049.58","3,059.77","16,724.81","20,671.63",109.22,120.66,129.86,164.56
20160321,"1,989.76","1,161.30","1,305.41",10.3728,95.304,179.08,"1,292.70",39.91,"4,808.87","2,051.60","3,048.77","16,724.81","20,684.15",109.16,120.48,129.55,163.53
20160322,"1,996.81","1,157.27","1,298.11",10.2983,95.644,178.31,"1,298.80",41.45,"4,821.66","2,049.80","3,051.23","17,048.55","20,666.75",109.12,120.32,128.8,161.91
20160323,"1,995.12","1,168.85","1,307.23",10.4008,96.064,179.65,"1,274.00",39.79,"4,768.86","2,036.71","3,042.42","17,000.98","20,615.23",109.2,120.63,129.33,163.5
20160324,"1,985.97","1,168.55","1,305.73",10.3498,96.173,179.37,"1,272.40",39.46,"4,773.51","2,035.94","2,986.73","16,892.33","20,345.61",109.18,120.53,129.22,163.03
20160325,"1,983.81","1,169.05","1,305.36",10.3392,96.173,179.41,"1,216.70",39.46,"4,773.51","2,035.94","2,986.73","17,002.75","20,345.61",109.18,120.53,129.22,163.03
20160328,"1,982.54","1,165.99","1,305.45",10.2772,95.94,179.18,"1,270.70",39.39,"4,766.79","2,037.05","2,986.73","17,134.37","20,345.61",109.19,120.65,129.41,163.53
20160329,"1,994.91","1,155.74","1,304.95",10.2555,95.146,177.62,"1,286.30",38.28,"4,846.62","2,055.01","3,004.87","17,103.53","20,366.30",109.36,121.03,130,164.5
20160330,"2,002.14","1,143.85","1,296.89",10.1744,94.819,176.93,"1,276.90",38.32,"4,869.29","2,063.95","3,044.10","16,878.96","20,803.39",109.41,121.19,130.02,163.47
20160331,"1,995.85","1,144.97","1,302.97",10.1707,94.578,177.54,"1,280.90",38.34,"4,869.85","2,059.74","3,004.93","16,758.67","20,776.70",109.41,121.34,130.39,164.44
20160401,"1,973.57","1,147.89","1,307.22",10.2798,94.618,177.18,"1,268.90",36.79,"4,914.54","2,072.78","2,953.28","16,164.16","20,498.92",109.31,121.03,130.3,164.38
20160404,"1,978.97","1,152.16","1,312.54",10.3486,94.524,177.84,"1,264.70",35.7,"4,891.80","2,066.13","2,962.28","16,123.27","20,498.92",109.34,121.12,130.47,164.66
20160405,"1,962.74","1,160.81","1,321.47",10.5179,94.637,179.21,"1,274.50",35.89,"4,843.93","2,045.17","2,890.35","15,732.82","20,177.00",109.39,121.34,130.83,166.22
20160406,"1,971.32","1,155.84","1,317.54",10.5273,94.441,178.35,"1,268.80",37.75,"4,920.72","2,066.66","2,909.36","15,715.36","20,206.67",109.35,121.27,130.69,165.34
20160407,"1,973.89","1,160.80","1,320.63",10.7267,94.504,179.6,"1,282.30",37.26,"4,848.37","2,041.91","2,871.57","15,749.84","20,266.05",109.43,121.57,131.25,167
20160408,"1,972.05","1,151.64","1,313.05",10.6579,94.252,178.12,"1,287.30",39.72,"4,850.69","2,047.60","2,911.98","15,821.52","20,370.40",109.41,121.48,131.03,166.19
20160411,"1,970.37","1,142.64","1,303.53",10.5855,93.942,176.89,"1,302.40",40.36,"4,833.40","2,041.99","2,924.23","15,751.13","20,440.81",109.41,121.49,131.03,166.09
20160412,"1,981.32","1,143.89","1,302.43",10.5384,93.945,176.92,"1,306.40",42.17,"4,872.09","2,061.72","2,942.09","15,928.79","20,504.44",109.34,121.2,130.55,165.03
20160414,"2,015.93","1,153.74","1,300.04",10.5461,94.908,177.97,"1,272.10",41.5,"4,945.89","2,082.78","3,060.86","16,911.05","21,337.81",109.31,121.09,130.38,165.31
20160415,"2,014.71","1,146.99","1,294.15",10.5456,94.686,177.13,"1,279.70",40.36,"4,938.22","2,080.73","3,054.34","16,848.03","21,316.47",109.36,121.24,130.64,166.12
20160418,"2,009.10","1,144.28","1,294.64",10.5148,94.46,176.72,"1,280.30",39.78,"4,960.02","2,094.34","3,064.03","16,275.95","21,161.50",109.34,121.15,130.5,165.38
20160419,"2,011.36","1,128.99","1,282.31",10.3388,93.947,174.82,"1,300.80",41.08,"4,940.33","2,100.80","3,112.99","16,874.44","21,436.21",109.31,121.02,130.36,165.06
20160420,"2,005.83","1,133.74","1,280.79",10.3214,94.471,175.21,"1,302.30",42.63,"4,948.13","2,102.40","3,142.52","16,906.54","21,236.31",109.21,120.65,129.75,163.41
20160421,"2,022.10","1,141.39","1,288.41",10.4279,94.574,176.09,"1,299.50",43.18,"4,945.89","2,091.48","3,151.69","17,363.62","21,622.25",109.2,120.59,129.61,162.69
20160422,"2,015.49","1,149.99","1,291.85",10.2871,95.08,176.9,"1,278.80",43.73,"4,906.23","2,091.58","3,141.12","17,572.49","21,467.04",109.2,120.5,129.47,162.47
20160425,"2,014.55","1,151.21","1,297.18",10.3521,94.801,177.3,"1,289.10",42.64,"4,895.79","2,087.79","3,117.62","17,439.30","21,304.44",109.18,120.45,129.38,161.94
20160426,"2,019.63","1,147.90","1,296.95",10.3122,94.543,176.77,"1,292.40",44.04,"4,888.28","2,091.70","3,121.29","17,353.28","21,407.27",109.13,120.33,129.17,161.22
20160427,"2,015.40","1,149.01","1,300.85",10.3083,94.367,176.91,"1,299.80",45.33,"4,863.14","2,095.15","3,130.43","17,290.49","21,361.60",109.18,120.63,129.78,162.69
20160428,"2,000.93","1,137.60","1,291.51",10.5221,93.727,175.67,"1,316.80",46.03,"4,805.29","2,075.81","3,125.43","16,666.05","21,388.03",109.28,120.82,129.95,162.75
20160429,"1,994.15","1,144.83","1,311.52",10.7632,93.054,176.83,"1,341.40",45.92,"4,775.36","2,065.30","3,028.21","16,666.05","21,067.05",109.31,120.91,130.06,163.31
20160502,"1,978.15","1,137.10","1,311.53",10.6865,92.618,175.64,"1,347.30",44.78,"4,817.59","2,081.43","3,032.60","16,147.38","21,067.05",109.27,120.71,129.7,162.19
20160503,"1,986.41","1,151.89","1,324.34",10.8053,92.931,177.44,"1,342.80",43.65,"4,763.22","2,063.37","2,974.20","16,147.38","20,676.94",109.34,121.05,130.3,163.84
20160504,"1,976.71","1,167.10","1,340.64",10.9059,93.187,179.7,"1,324.30",43.78,"4,725.64","2,051.12","2,938.75","16,147.38","20,525.83",109.37,121.13,130.44,164.38
20160509,"1,967.81","1,175.60","1,338.18",10.8525,94.115,180.39,"1,312.90",43.44,"4,750.21","2,058.69","2,955.83","16,216.03","20,156.81",109.44,121.35,130.8,165.47
20160510,"1,982.50","1,170.94","1,331.60",10.7165,94.267,179.64,"1,311.30",44.66,"4,809.88","2,084.39","2,978.97","16,565.19","20,242.68",109.41,121.34,130.78,165.56
20160511,"1,980.10","1,165.55","1,331.57",10.7518,93.79,179.54,"1,322.60",46.23,"4,760.69","2,064.46","2,956.71","16,579.01","20,055.29",109.4,121.35,130.91,166.19
20160512,"1,977.49","1,170.35","1,331.50",10.7347,94.128,179.59,"1,317.70",46.7,"4,737.33","2,064.11","2,935.46","16,646.34","19,915.46",109.33,121.13,130.59,165.44
20160513,"1,966.99","1,176.80","1,330.60",10.8346,94.593,180.16,"1,319.50",46.21,"4,717.68","2,046.61","2,956.63","16,412.21","19,719.29",109.34,121.3,130.97,166.72
20160516,"1,967.91","1,178.20","1,333.66",10.8067,94.55,180.67,"1,321.80",47.72,"4,775.46","2,066.66","2,951.39","16,466.40","19,883.95",109.27,121.02,130.52,165.56
20160517,"1,968.06","1,177.24","1,331.93",10.7871,94.531,180.55,"1,324.90",48.31,"4,715.73","2,047.21","2,938.09","16,652.80","20,118.80",109.2,120.9,130.41,165.75
20160518,"1,956.73","1,189.55","1,334.32",10.7949,95.063,181.92,"1,324.30",48.19,"4,739.12","2,047.63","2,956.43","16,644.69","19,826.41",109.02,120.27,129.38,163.25
20160519,"1,946.78","1,187.48","1,330.33",10.7987,95.294,181.38,"1,305.90",48.16,"4,712.53","2,040.04","2,919.22","16,646.66","19,694.33",109.08,120.45,129.67,164.34
20160520,"1,947.67","1,186.20","1,331.39",10.769,95.343,181.12,"1,305.90",47.75,"4,769.56","2,052.32","2,962.16","16,736.35","19,852.20",109.06,120.45,129.7,164.25
20160523,"1,955.25","1,183.24","1,327.48",10.8321,95.216,180.49,"1,304.90",48.08,"4,765.78","2,048.04","2,932.93","16,654.60","19,809.03",109.05,120.45,129.75,164.47
20160524,"1,937.68","1,188.24","1,323.83",10.8032,95.576,181.21,"1,282.70",48.62,"4,861.06","2,076.06","3,010.12","16,498.76","19,830.43",109.02,120.34,129.56,164.06
20160525,"1,960.51","1,181.85","1,318.35",10.7226,95.34,180.32,"1,277.40",49.56,"4,894.89","2,090.54","3,061.60","16,757.35","20,368.05",109.04,120.31,129.47,163.59
20160526,"1,957.06","1,180.05","1,320.94",10.7507,95.162,179.97,"1,273.60",49.48,"4,901.77","2,090.10","3,071.21","16,772.46","20,397.11",109.13,120.59,129.89,164.56
20160527,"1,969.17","1,186.25","1,318.52",10.7611,95.5,180.74,"1,267.60",49.33,"4,933.51","2,099.06","3,078.48","16,834.84","20,576.77",109.1,120.52,129.8,164.31
20160530,"1,967.13","1,193.39","1,335.74",10.7832,95.5,182.03,"1,212.15",49.51,"4,933.51","2,099.06","3,090.01","17,068.02","20,629.39",109.01,119.84,129.38,162.64
20160531,"1,983.40","1,189.74","1,324.42",10.7465,95.878,180.73,"1,269.30",49.1,"4,948.06","2,096.96","3,063.48","17,234.98","20,815.09",109.12,120.55,129.8,164.72
20160601,"1,982.72","1,192.37","1,334.14",10.8848,95.456,181.35,"1,267.20",49.01,"4,952.25","2,099.33","3,038.77","16,955.73","20,760.98",109.07,120.41,129.64,164.94
20160602,"1,985.11","1,186.81","1,323.41",10.9017,95.566,180.25,"1,264.90",49.17,"4,971.36","2,105.26","3,033.86","16,562.55","20,859.22",109.09,120.55,129.92,166.06
20160603,"1,985.84","1,163.55","1,322.60",10.9228,94.028,177.24,"1,294.60",48.62,"4,942.52","2,099.13","2,997.55","16,642.23","20,947.24",109.32,121.2,130.95,168
20160607,"2,011.63","1,156.30","1,313.32",10.7703,93.832,175.95,"1,298.80",50.36,"4,961.75","2,112.13","3,040.69","16,675.45","21,328.24",109.31,121.24,130.94,167.91
20160608,"2,027.08","1,154.25","1,315.15",10.7889,93.58,175.89,"1,314.00",51.23,"4,974.64","2,119.12","3,019.76","16,830.92","21,297.88",109.31,121.23,130.89,168.28
20160609,"2,024.17","1,159.35","1,311.91",10.8254,93.952,176.68,"1,324.40",50.56,"4,958.62","2,115.48","2,989.03","16,668.41","21,297.88",109.35,121.32,131.08,168.97
20160610,"2,017.63","1,171.53","1,318.09",10.9504,94.561,178.54,"1,327.70",49.07,"4,894.55","2,096.07","2,911.11","16,601.36","21,042.64",109.42,121.57,131.45,169.78
20160613,"1,979.06","1,172.44","1,323.92",11.0353,94.399,178.03,"1,337.70",48.88,"4,848.44","2,079.06","2,853.52","16,019.18","20,512.99",109.45,121.74,131.69,170.22
20160614,"1,972.03","1,176.35","1,318.45",11.0856,95.04,178.33,"1,335.20",48.49,"4,843.55","2,075.32","2,797.18","15,859.00","20,387.53",109.44,121.77,131.72,170.38
20160615,"1,968.83","1,169.14","1,316.40",11.0282,94.68,177.63,"1,335.00",48.01,"4,834.93","2,071.50","2,830.30","15,919.58","20,467.52",109.51,121.95,131.98,170.66
20160616,"1,951.99","1,172.65","1,316.41",11.249,94.706,177.89,"1,345.60",46.21,"4,844.91","2,077.99","2,819.30","15,434.14","20,038.42",109.5,122.04,132.16,171.62
20160617,"1,953.40","1,170.46","1,319.93",11.2409,94.34,177.66,"1,342.90",47.98,"4,800.34","2,071.22","2,849.17","15,599.66","20,169.98",109.48,121.83,131.77,170.59
20160620,"1,981.12","1,159.89","1,312.31",11.1599,93.684,176.36,"1,344.20",49.37,"4,837.21","2,083.25","2,942.88","15,965.30","20,510.20",109.41,121.66,131.39,169.47
20160621,"1,982.70","1,153.55","1,296.76",11.0129,94.061,175.04,"1,324.60",48.85,"4,843.76","2,088.90","2,967.34","16,169.11","20,668.44",109.4,121.51,131.34,169.31
20160622,"1,992.58","1,149.28","1,298.34",11.0079,93.758,174.73,"1,322.10",49.13,"4,833.32","2,085.45","2,978.31","16,065.72","20,795.12",109.42,121.56,131.34,167.72
20160623,"1,986.71","1,141.75","1,300.28",10.7555,93.527,173.59,"1,317.70",50.11,"4,910.04","2,113.32","3,037.86","16,238.35","20,868.34",109.5,121.29,130.81,166.09
20160624,"1,925.24","1,171.95","1,302.86",11.4639,95.574,176.99,"1,376.80",47.64,"4,707.98","2,037.41","2,776.09","14,952.02","20,259.13",109.6,122.08,132.38,169.97
20160627,"1,926.85","1,180.55","1,301.38",11.5734,96.703,177.49,"1,378.80",46.33,"4,594.44","2,000.54","2,697.44","15,309.21","20,227.30",109.69,122.51,133.28,173.16
20160628,"1,936.22","1,167.07","1,291.54",11.3573,96.331,175.55,"1,372.20",47.85,"4,691.87","2,036.09","2,758.67","15,323.14","20,172.46",109.67,122.48,133.25,173.09
20160629,"1,956.36","1,154.32","1,284.18",11.2261,95.807,173.93,"1,381.40",49.88,"4,779.24","2,070.77","2,832.18","15,566.83","20,436.12",109.64,122.35,133.06,173
20160630,"1,970.35","1,152.35","1,279.74",11.1564,96.203,173.34,"1,375.00",48.33,"4,842.67","2,098.86","2,864.74","15,575.92","20,794.37",109.62,122.41,132.98,172.34
20160701,"1,987.32","1,150.00","1,280.64",11.2168,95.714,172.79,"1,394.30",48.99,"4,862.57","2,102.95","2,883.06","15,682.48","20,794.37",109.63,122.14,133.08,173.69
20160704,"1,995.30","1,152.14","1,285.28",11.2334,95.714,172.86,"1,352.00",48.65,"4,862.57","2,102.95","2,862.21","15,775.80","21,059.20",109.78,122.23,133.28,174.33
20160705,"1,989.85","1,159.05","1,283.76",11.394,96.259,173.52,"1,414.40",46.6,"4,822.90","2,088.55","2,812.88","15,669.33","20,750.72",109.71,122.48,133.89,176.25
20160706,"1,953.12","1,159.45","1,286.93",11.4428,96.131,173.24,"1,422.80",47.43,"4,859.16","2,099.73","2,761.37","15,378.99","20,495.29",109.65,122.35,133.67,175.88
20160707,"1,974.08","1,158.25","1,281.37",11.4923,96.383,173.37,"1,415.00",45.14,"4,876.81","2,097.90","2,780.10","15,276.24","20,706.92",109.63,122.37,133.69,176.25
20160708,"1,963.10","1,149.80","1,271.05",11.4356,96.327,171.91,"1,412.00",45.41,"4,956.76","2,129.90","2,838.01","15,106.98","20,564.17",109.59,122.4,133.8,176.94
20160711,"1,988.54","1,150.98","1,272.76",11.1958,96.59,171.94,"1,411.30",44.76,"4,988.64","2,137.16","2,885.32","15,708.82","20,880.50",109.51,122.03,133.16,175.69
20160712,"1,991.23","1,143.64","1,264.82",10.9236,96.487,170.99,"1,390.70",46.8,"5,022.82","2,152.14","2,933.44","16,095.65","21,224.74",109.44,121.74,132.52,173.81
20160713,"2,005.55","1,145.87","1,270.77",10.9657,96.208,171.38,"1,399.00",44.75,"5,005.73","2,152.43","2,926.14","16,231.43","21,322.37",109.47,121.86,132.83,174.97
20160714,"2,008.77","1,132.55","1,259.39",10.7508,96.1,169.45,"1,387.70",45.68,"5,034.06","2,163.75","2,963.07","16,385.89","21,561.06",109.42,121.67,132.39,173
20160715,"2,017.26","1,138.60","1,256.55",10.8598,96.563,170.22,"1,383.50",45.95,"5,029.59","2,161.74","2,958.65","16,497.85","21,659.25",109.34,121.37,131.88,171.66
20160718,"2,021.11","1,135.24","1,257.17",10.6937,96.587,169.32,"1,385.40",45.24,"5,055.78","2,166.89","2,949.17","16,497.85","21,803.18",109.37,121.47,132.03,171.56
20160719,"2,016.89","1,141.29","1,257.93",10.7542,97.108,170.44,"1,392.30",44.65,"5,036.37","2,163.78","2,931.10","16,723.31","21,673.20",109.38,121.53,132.23,172.22
20160720,"2,015.46","1,143.25","1,259.29",10.7001,97.263,171.21,"1,379.70",44.94,"5,089.93","2,173.02","2,966.95","16,681.89","21,882.48",109.33,121.38,131.98,171.47
20160721,"2,012.22","1,138.01","1,254.66",10.7547,97.046,170.48,"1,392.20",44.75,"5,073.90","2,165.17","2,968.49","16,810.22","22,000.49",109.39,121.59,132.23,171.47
20160722,"2,010.34","1,136.35","1,247.20",10.7127,97.516,170.12,"1,385.50",44.19,"5,100.16","2,175.03","2,972.23","16,627.25","21,964.27",109.35,121.49,132.12,171.62
20160725,"2,012.32","1,142.44","1,256.01",10.7997,97.326,171.06,"1,381.30",43.13,"5,097.63","2,168.48","2,973.22","16,620.29","21,993.44",109.3,121.4,132.06,171.56
20160726,"2,027.34","1,137.80","1,250.15",10.8719,97.168,170.53,"1,382.60",42.92,"5,110.05","2,169.18","2,978.90","16,383.04","22,129.73",109.3,121.42,132.12,171.88
20160727,"2,025.05","1,131.63","1,251.41",10.7365,97.042,169.66,"1,392.00",41.92,"5,139.81","2,166.58","2,999.48","16,664.82","22,218.99",109.38,121.69,132.55,173.22
20160728,"2,021.10","1,124.60","1,245.55",10.6836,96.721,168.97,"1,398.80",41.14,"5,154.98","2,170.06","2,966.10","16,476.84","22,174.34",109.38,121.7,132.56,173.34
20160729,"2,016.19","1,112.24","1,242.83",10.8963,95.491,167.57,"1,415.70",41.6,"5,162.13","2,173.60","2,990.76","16,569.27","21,891.37",109.5,122.02,133.05,174.44
20160801,"2,029.61","1,108.44","1,237.30",10.8252,95.677,166.84,"1,416.20",40.06,"5,184.20","2,170.84","2,967.31","16,635.77","22,129.14",109.46,121.94,132.8,173.59
20160802,"2,019.03","1,111.75","1,248.22",11.0189,94.988,167.75,"1,429.40",39.51,"5,137.73","2,157.03","2,906.98","16,391.45","22,129.14",109.47,121.84,132.55,172.34
20160803,"1,994.79","1,117.00","1,245.35",11.0337,95.525,168.37,"1,423.90",40.83,"5,159.74","2,163.79","2,911.06","16,083.11","21,739.12",109.46,121.88,132.58,172.16
20160804,"2,000.03","1,113.94","1,239.71",11.0057,95.717,167.72,"1,427.90",41.93,"5,166.25","2,164.25","2,932.34","16,254.89","21,832.23",109.52,122.07,132.95,173.16
20160805,"2,017.94","1,115.27","1,236.34",10.9544,96.136,167.55,"1,407.90",41.8,"5,221.12","2,182.87","2,973.71","16,254.45","22,146.09",109.36,121.53,132.14,171.56
20160808,"2,031.12","1,107.55","1,228.55",10.8111,96.34,166.26,"1,405.30",43.02,"5,213.14","2,180.89","2,982.92","16,650.57","22,494.76",109.36,121.5,132.05,171.66
20160809,"2,043.78","1,103.05","1,226.53",10.8253,96.132,165.73,"1,410.60",42.77,"5,225.48","2,181.74","3,029.18","16,764.97","22,465.61",109.39,121.64,132.34,172.72
20160810,"2,044.64","1,096.44","1,225.44",10.8254,95.608,165.18,"1,415.60",41.71,"5,204.59","2,175.49","3,018.46","16,735.12","22,492.43",109.45,121.84,132.73,173.47
20160811,"2,048.80","1,097.85","1,222.67",10.7679,95.838,165.65,"1,414.00",43.49,"5,228.40","2,185.79","3,049.03","16,735.12","22,580.55",109.33,121.43,132.05,171.78
20160812,"2,050.47","1,103.49","1,231.61",10.8928,95.682,166.31,"1,406.80",44.49,"5,232.90","2,184.05","3,044.94","16,919.92","22,766.91",109.41,121.7,132.53,172.97
20160816,"2,047.76","1,095.86","1,236.01",10.9253,94.764,165.41,"1,419.00",46.58,"5,227.11","2,178.15","3,016.19","16,596.51","22,910.84",109.32,121.4,132,171.09
20160817,"2,043.75","1,108.07","1,250.85",11.0509,94.69,167.02,"1,410.60",46.79,"5,228.66","2,182.22","2,980.54","16,745.64","22,799.78",109.33,121.44,132.11,171.59
20160818,"2,055.47","1,108.14","1,258.17",11.0941,94.137,167.11,"1,419.10",48.22,"5,240.15","2,187.02","2,995.30","16,486.01","23,023.16",109.38,121.63,132.38,171.91
20160819,"2,056.24","1,115.57","1,263.49",11.1312,94.483,167.68,"1,408.00",48.52,"5,238.38","2,183.87","2,968.20","16,545.82","22,937.22",109.31,121.38,131.95,171.09
20160822,"2,042.16","1,123.74","1,271.90",11.1998,94.499,168.96,"1,405.20",47.05,"5,244.60","2,182.64","2,960.37","16,598.19","22,997.91",109.33,121.52,132.28,172.38
20160823,"2,049.93","1,120.58","1,266.76",11.1784,94.494,168.74,"1,407.80",48.1,"5,260.08","2,186.90","2,993.73","16,497.36","22,998.93",109.3,121.47,132.22,172.44
20160824,"2,043.76","1,121.39","1,263.08",11.1642,94.747,168.4,"1,390.40",46.77,"5,217.69","2,175.44","3,008.59","16,597.30","22,820.78",109.3,121.48,132.22,172.25
20160825,"2,042.92","1,115.82","1,258.97",11.0998,94.743,167.56,"1,384.00",47.33,"5,212.20","2,172.47","2,987.69","16,555.95","22,814.95",109.27,121.38,132.06,171.72
20160826,"2,037.50","1,122.51","1,256.99",11.0223,95.542,168.25,"1,383.20",47.64,"5,218.92","2,169.04","3,010.36","16,360.71","22,909.54",109.14,120.93,131.38,170.31
20160829,"2,032.35","1,120.08","1,253.26",10.9903,95.543,167.74,"1,384.40",46.98,"5,232.33","2,180.38","2,998.50","16,737.49","22,821.34",109.23,121.26,131.95,172.09
20160830,"2,039.74","1,120.24","1,248.28",10.8797,96.041,167.68,"1,374.50",46.35,"5,222.99","2,176.12","3,030.75","16,725.36","23,016.11",109.23,121.23,131.89,171.78
20160831,"2,034.65","1,116.30","1,245.68",10.7933,96.012,167.12,"1,367.90",44.7,"5,213.22","2,170.95","3,023.13","16,887.40","22,976.88",109.25,121.24,131.88,171.84
20160901,"2,032.72","1,118.09","1,251.93",10.8295,95.66,167.59,"1,372.60",43.16,"5,227.21","2,170.86","3,017.49","16,926.84","23,162.34",109.27,121.26,131.89,171.94
20160902,"2,038.31","1,116.45","1,245.51",10.7361,95.844,167.12,"1,385.30",44.44,"5,249.90","2,179.98","3,079.74","16,925.68","23,266.70",109.25,121.25,131.72,170.97
20160905,"2,060.08","1,104.55","1,231.14",10.6788,95.844,165.44,"1,331.10",45.07,"5,249.90","2,179.98","3,077.66","17,037.63","23,649.55",109.27,121.16,130.69,169.17
20160906,"2,066.53","1,094.64","1,232.07",10.7302,94.823,163.98,"1,411.10",44.83,"5,275.91","2,186.48","3,070.16","17,081.98","23,787.68",109.35,121.58,132.3,172.12
20160907,"2,061.88","1,090.70","1,226.16",10.721,94.951,163.71,"1,407.10",45.5,"5,283.93","2,186.16","3,091.66","17,012.44","23,741.81",109.34,121.58,132.3,172.19
20160908,"2,063.73","1,098.63","1,237.16",10.7199,95.051,164.85,"1,400.20",47.62,"5,259.48","2,181.30","3,083.54","16,958.77","23,919.34",109.27,121.23,131.67,169.91
20160909,"2,037.87","1,108.73","1,245.38",10.7964,95.328,166.03,"1,393.10",45.88,"5,125.91","2,127.81","3,053.20","16,965.76","24,099.70",109.23,121.09,131.31,168.38
20160912,"1,991.48","1,107.68","1,244.36",10.875,95.088,165.81,"1,384.40",46.29,"5,211.89","2,159.04","3,012.88","16,672.92","23,290.60",109.28,121.21,131.45,168.34
20160913,"1,999.36","1,128.16","1,265.79",11.0005,95.645,168.9,"1,380.80",44.9,"5,155.26","2,127.02","2,974.80","16,729.04","23,215.76",109.22,120.96,130.97,166.81
20160919,"2,015.78","1,119.45","1,250.93",10.982,95.77,167.87,"1,374.40",43.3,"5,235.03","2,139.12","2,968.31","16,729.04","23,550.45",109.27,121.22,131.42,167.25
20160920,"2,025.71","1,117.20","1,246.12",10.9841,95.976,167.44,"1,374.70",43.44,"5,241.35","2,139.76","2,964.86","16,492.15","23,530.86",109.26,121.23,131.48,167.53
