date,kospi,dollar,euro,jap,dollaridx,cny,gold,wti,nasdaq,dowjones,eurostock,nikkei,hangsen,usa2,usa5,usa10,usa30
20110401,"2,121.01","1,087.05","1,546.99",12.9319,76.083,166.01,"1,428.10",107.94,"2,789.60","1,332.41","2,323.67","9,708.39","23,801.90",109.02,116.65,118.97,120.38
20110404,"2,115.87","1,088.45","1,547.83",12.9454,76.159,166.43,"1,432.20",108.47,"2,789.19","1,332.87","2,323.67","9,718.89","24,150.58",109.08,116.91,119.22,120.38
20110405,"2,130.43","1,087.50","1,546.64",12.8024,76.111,166.09,"1,451.80",108.34,"2,791.19","1,332.63","2,323.67","9,615.55","24,150.58",108.97,116.55,118.77,119.84
20110406,"2,126.71","1,085.85","1,556.07",12.7037,75.757,165.89,"1,457.70",108.83,"2,799.82","1,335.54","2,323.67","9,584.37","24,285.05",108.95,116.35,118.38,118.97
20110407,"2,122.14","1,087.60","1,555.65",12.8066,75.81,166.47,"1,458.50",110.3,"2,796.14","1,333.51","2,323.67","9,590.93","24,281.80",109.04,116.55,118.47,118.66
20110408,"2,127.97","1,082.50","1,567.57",12.7774,75.273,165.63,"1,473.40",112.79,"2,780.41","1,328.17","2,323.67","9,768.08","24,396.07",109.01,116.45,118.38,118.53
20110411,"2,122.39","1,088.25","1,571.27",12.8536,75.282,166.44,"1,467.40",109.92,"2,771.51","1,324.46","2,323.67","9,719.70","24,303.07",108.99,116.48,118.45,118.5
20110412,"2,089.40","1,092.00","1,580.78",13.0528,75.065,167.16,"1,452.90",106.25,"2,744.79","1,314.16","2,323.67","9,555.26","23,976.37",109.15,116.95,119.09,119.34
20110413,"2,121.92","1,086.55","1,569.25",12.9591,75.19,166.57,"1,454.90",107.11,"2,761.52","1,314.41","2,323.67","9,641.18","24,135.03",109.2,117.13,119.39,119.81
20110414,"2,141.06","1,086.30","1,573.62",13.0111,74.888,166.25,"1,471.70",108.11,"2,760.22","1,314.52","2,323.67","9,653.92","24,014.00",109.13,116.93,119.2,119.69
20110415,"2,140.50","1,088.00","1,570.20",13.0879,75.028,166.55,"1,485.30",109.66,"2,764.65","1,319.68","2,323.67","9,591.52","24,008.07",109.29,117.4,119.81,120.81
20110418,"2,137.72","1,088.50","1,549.37",13.1668,75.73,166.72,"1,492.30",107.12,"2,735.38","1,305.14","2,323.67","9,556.65","23,830.31",109.37,117.75,120.19,121.16
20110419,"2,122.68","1,085.45","1,556.26",13.1442,75.249,166.13,"1,494.50",108.15,"2,744.97","1,312.62","2,323.67","9,441.03","23,520.62",109.38,117.75,120.25,121.47
20110420,"2,169.91","1,078.70","1,566.11",13.0807,74.567,165.12,"1,498.30",111.45,"2,802.51","1,330.36","2,323.67","9,606.82","23,896.10",109.35,117.49,119.91,121
20110421,"2,198.54","1,080.95","1,573.00",13.2073,74.18,166.31,"1,503.20",112.29,"2,820.16","1,337.38","2,323.67","9,685.77","24,138.31",109.37,117.51,119.98,121.03
20110422,"2,197.82","1,081.05","1,573.57",13.2085,74.28,166.13,"1,503.20",112.29,"2,820.16","1,337.38","2,323.67","9,682.21","24,138.31",109.37,117.51,119.98,120.99
20110425,"2,216.00","1,082.28","1,578.07",13.2219,74.181,165.8,"1,508.60",112.28,"2,825.88","1,335.25","2,323.67","9,671.96","24,138.31",109.43,117.77,120.33,121.5
20110426,"2,206.30","1,083.00","1,585.84",13.2851,74.025,166.03,"1,503.00",112.21,"2,847.54","1,347.24","2,323.67","9,558.69","24,007.38",109.48,117.99,120.67,122.16
20110427,"2,206.70","1,077.55","1,592.40",13.1065,73.691,165.63,"1,516.70",112.76,"2,869.88","1,355.66","2,323.67","9,691.84","23,892.84",109.48,117.96,120.42,121.38
20110428,"2,208.35","1,073.40","1,591.21",13.1698,73.311,165.17,"1,530.80",112.86,"2,872.53","1,360.48","2,323.67","9,849.74","23,805.63",109.55,118.35,120.95,122.12
20110429,"2,192.36","1,068.50","1,581.59",13.154,73.107,164.61,"1,556.00",113.93,"2,873.54","1,363.61","2,323.67","9,849.74","23,720.81",109.56,118.47,121.14,122.38
20110502,"2,228.96","1,065.95","1,580.33",13.1242,73.139,164.18,"1,556.70",113.52,"2,864.08","1,361.22","2,323.67","10,004.20","23,720.81",109.59,118.49,121.23,122.59
20110503,"2,200.73","1,073.50","1,591.62",13.258,73.315,165.23,"1,540.10",111.05,"2,841.62","1,356.62","2,323.67","10,004.20","23,633.25",109.61,118.59,121.44,123.09
20110504,"2,180.64","1,076.75","1,596.23",13.3617,73.213,165.82,"1,514.90",109.24,"2,828.23","1,347.32","2,323.67","10,004.20","23,323.91",109.62,118.64,121.64,123.53
20110506,"2,147.45","1,085.55","1,553.47",13.4633,75.08,167.18,"1,491.20",97.18,"2,827.56","1,340.20","2,323.67","9,859.20","23,159.14",109.7,119.04,122.28,124.31
20110509,"2,139.17","1,081.50","1,553.47",13.4725,74.9,166.54,"1,502.90",102.55,"2,843.25","1,346.29","2,323.67","9,794.38","23,336.00",109.73,119.19,122.47,124.44
20110511,"2,166.63","1,076.50","1,528.41",13.2762,75.517,165.82,"1,501.10",98.21,"2,845.06","1,342.08","2,323.67","9,864.26","23,291.80",109.72,119.15,122.42,124.41
20110512,"2,122.65","1,088.50","1,550.35",13.4441,75.417,167.49,"1,506.60",98.97,"2,863.04","1,348.65","2,323.67","9,716.65","23,073.76",109.7,119.02,122.17,123.81
20110513,"2,120.08","1,086.95","1,534.88",13.454,75.938,167.28,"1,493.40",99.65,"2,828.47","1,337.77","2,323.67","9,648.77","23,276.27",109.74,119.2,122.5,124.44
20110516,"2,104.18","1,091.85","1,546.12",13.5063,75.651,167.75,"1,490.40",97.37,"2,782.31","1,329.47","2,323.67","9,558.30","22,960.63",109.77,119.41,122.75,124.97
20110517,"2,102.41","1,088.50","1,549.80",13.3681,75.545,167.31,"1,479.80",96.91,"2,783.21","1,328.98","2,323.67","9,567.02","22,901.08",109.77,119.52,122.94,125.44
20110518,"2,135.78","1,088.50","1,550.62",13.3142,75.632,167.27,"1,495.60",100.1,"2,815.00","1,340.68","2,323.67","9,662.08","23,011.14",109.72,119.25,122.53,124.72
20110519,"2,095.51","1,086.50","1,555.16",13.3125,75.277,167.03,"1,492.20",98.44,"2,823.31","1,343.60","2,323.67","9,620.82","23,163.38",109.77,119.37,122.61,124.62
20110520,"2,111.50","1,082.80","1,532.70",13.2517,75.579,166.76,"1,508.80",99.49,"2,803.32","1,333.27","2,323.67","9,607.08","23,199.39",109.81,119.48,122.81,124.84
20110523,"2,055.71","1,097.95","1,542.79",13.3961,76.234,168.79,"1,515.30",97.7,"2,758.90","1,317.37","2,323.67","9,460.63","22,711.02",109.77,119.54,123,125.09
20110524,"2,061.76","1,093.40","1,542.24",13.3423,76.023,168.25,"1,523.20",99.59,"2,746.16","1,316.28","2,323.67","9,477.17","22,730.78",109.8,119.57,123.08,125.28
20110525,"2,035.87","1,101.50","1,551.68",13.4345,76.03,169.68,"1,526.60",101.32,"2,761.38","1,320.47","2,323.67","9,422.88","22,747.28",109.8,119.7,123.14,125.06
20110526,"2,091.91","1,089.50","1,540.12",13.3927,75.632,167.86,"1,522.80",100.23,"2,782.92","1,325.69","2,323.67","9,562.05","22,900.79",109.91,120.09,123.75,125.97
20110527,"2,100.24","1,082.40","1,550.43",13.3969,75.018,166.7,"1,536.30",100.59,"2,796.86","1,331.10","2,323.67","9,521.94","23,118.07",109.91,120.13,123.86,125.88
20110530,"2,093.79","1,080.15","1,542.84",13.3434,75.03,166.62,"1,536.30",100.59,"2,796.86","1,331.10","2,323.67","9,504.97","23,184.32",109.57,119.09,123.86,124.77
20110531,"2,142.47","1,078.50","1,552.66",13.2258,74.696,166.47,"1,535.90",102.7,"2,835.30","1,345.20","2,323.67","9,693.73","23,684.13",109.96,120.28,124.03,126.16
20110601,"2,141.34","1,078.35","1,543.55",13.3245,74.731,166.44,"1,542.40",100.29,"2,769.19","1,314.55","2,323.67","9,719.61","23,626.43",109.99,120.64,124.73,127.25
20110602,"2,114.20","1,081.25","1,566.79",13.3644,74.375,166.66,"1,532.00",100.4,"2,773.31","1,312.94","2,323.67","9,555.04","23,253.84",109.95,120.45,124.39,126.19
20110603,"2,113.47","1,077.50","1,577.13",13.4217,73.807,166.29,"1,541.70",100.22,"2,732.78","1,300.16","2,323.67","9,492.21","22,949.56",110.01,120.66,124.73,126.56
20110607,"2,099.71","1,077.40","1,582.48",13.4549,73.528,166.22,"1,543.30",99.09,"2,701.56","1,284.94","2,323.67","9,442.95","22,883.27",110.05,120.78,124.66,126.22
20110608,"2,083.35","1,084.00","1,580.14",13.5602,73.939,167.31,"1,538.10",100.74,"2,675.38","1,279.56","2,323.67","9,449.46","22,661.63",110.07,121.12,125.09,126.94
20110609,"2,071.42","1,080.95","1,568.13",13.4513,74.201,166.89,"1,542.10",101.93,"2,684.87","1,289.00","2,323.67","9,467.15","22,609.83",110,120.78,124.66,126.5
20110610,"2,046.67","1,084.50","1,556.04",13.5006,74.798,167.36,"1,528.60",99.29,"2,643.73","1,270.98","2,323.67","9,514.44","22,420.37",110.04,120.9,124.92,126.97
20110613,"2,048.74","1,086.95","1,566.89",13.5462,74.596,167.67,"1,515.00",97.3,"2,639.69","1,271.83","2,323.67","9,448.21","22,508.08",110.05,120.84,124.77,126.69
20110614,"2,076.83","1,081.25","1,561.65",13.4308,74.692,166.75,"1,523.80",99.37,"2,678.72","1,287.87","2,323.67","9,547.79","22,496.00",109.95,120.38,123.98,125.19
20110615,"2,086.53","1,087.65","1,540.44",13.422,76.072,168.07,"1,525.60",94.81,"2,631.46","1,265.42","2,323.67","9,574.32","22,343.77",110.04,121.01,125.11,126.78
20110616,"2,046.63","1,091.85","1,551.58",13.5449,76.224,168.66,"1,529.30",94.95,"2,623.70","1,267.64","2,323.67","9,411.28","21,953.11",110.02,121.2,125.58,127.62
20110617,"2,031.93","1,085.95","1,554.10",13.565,75.461,167.82,"1,538.60",93.01,"2,616.48","1,271.50","2,323.67","9,351.40","21,695.26",110.02,121.12,125.38,127.19
20110620,"2,019.65","1,083.40","1,549.86",13.4977,75.5,167.38,"1,541.50",93.26,"2,629.66","1,278.36","2,323.67","9,354.32","21,599.51",110.04,121.05,125.31,127.09
20110621,"2,048.17","1,075.40","1,549.38",13.4006,74.931,166.3,"1,546.00",93.4,"2,687.26","1,295.52","2,323.67","9,459.66","21,850.59",110.05,121.02,125.25,126.94
20110622,"2,063.90","1,074.30","1,540.87",13.3727,75.188,166.25,"1,552.90",95.41,"2,669.19","1,287.14","2,323.67","9,629.43","21,859.97",110.05,121.05,123.66,125.38
20110623,"2,055.86","1,080.50","1,540.95",13.4166,75.904,167.38,"1,520.10",91.02,"2,686.75","1,283.50","2,323.67","9,596.74","21,759.14",110.09,121.5,124.34,126.44
20110624,"2,090.81","1,078.85","1,531.22",13.4135,76.21,166.62,"1,500.50",91.16,"2,652.89","1,268.45","2,323.67","9,678.71","22,171.95",110.11,121.81,124.73,126.59
20110627,"2,070.29","1,083.60","1,547.87",13.3952,75.828,167.16,"1,496.00",90.61,"2,688.28","1,280.10","2,323.67","9,578.31","22,041.77",110.03,121.55,124.41,125.5
20110628,"2,062.91","1,080.75","1,552.88",13.3245,75.49,167.05,"1,499.70",92.89,"2,729.31","1,296.67","2,323.67","9,648.98","22,061.78",109.88,120.82,123.33,124.22
20110629,"2,094.42","1,073.00","1,549.04",13.2871,75.074,166.01,"1,509.90",94.77,"2,740.49","1,307.41","2,323.67","9,797.26","22,061.18",109.95,120.64,122.84,123.56
20110630,"2,100.69","1,067.00","1,547.79",13.2497,74.635,165,"1,502.30",95.42,"2,773.52","1,320.64","2,323.67","9,816.09","22,398.10",109.95,120.42,122.33,123.03
20110701,"2,125.74","1,065.25","1,547.28",13.1781,74.674,164.77,"1,482.30",94.94,"2,816.03","1,339.67","2,323.67","9,868.07","22,398.10",109.62,118.98,121.98,122.69
20110704,"2,145.30","1,063.45","1,546.31",13.1664,74.57,164.54,"1,482.30",94.94,"2,816.03","1,339.67","2,323.67","9,965.09","22,770.47",109.7,119.13,121.98,122.74
20110705,"2,161.75","1,066.85","1,538.77",13.1579,74.985,164.95,"1,512.30",96.89,"2,825.77","1,337.88","2,323.67","9,972.46","22,747.95",109.73,119.49,122.66,123.19
20110706,"2,171.19","1,065.95","1,526.12",13.1713,75.44,164.81,"1,528.70",96.65,"2,834.02","1,339.22","2,323.67","10,082.48","22,517.55",109.77,119.73,122.98,123.66
20110707,"2,180.59","1,064.00","1,528.07",13.0962,75.257,164.56,"1,530.20",98.67,"2,872.66","1,353.22","2,323.67","10,071.14","22,530.18",109.64,119.26,122.47,123.28
20110708,"2,180.35","1,056.95","1,508.26",13.1071,75.514,163.5,"1,541.20",96.2,"2,859.81","1,343.80","2,323.67","10,137.73","22,726.43",109.84,120.14,123.72,124.97
20110711,"2,157.16","1,058.00","1,484.80",13.1871,76.374,163.59,"1,548.80",95.15,"2,802.62","1,319.49","2,323.67","10,069.53","22,347.23",109.91,120.6,124.55,126.19
20110712,"2,109.73","1,065.00","1,488.76",13.5255,76.234,164.51,"1,561.90",97.43,"2,781.91","1,313.64","2,323.67","9,925.92","21,663.16",109.88,120.62,124.62,126.47
20110713,"2,129.64","1,056.80","1,498.81",13.3747,75.547,163.25,"1,585.20",98.05,"2,796.92","1,317.72","2,323.67","9,963.14","21,926.88",109.91,120.74,124.8,126.72
20110714,"2,130.07","1,058.00","1,496.54",13.3653,75.562,163.86,"1,589.00",95.69,"2,762.67","1,308.87","2,323.67","9,936.12","21,940.20",109.9,120.55,124.44,125.81
20110715,"2,145.20","1,058.55","1,498.16",13.3782,75.52,163.81,"1,589.80",97.24,"2,789.80","1,316.14","2,323.67","9,974.47","21,875.38",109.92,120.81,124.86,126.03
20110718,"2,130.48","1,060.55","1,496.22",13.417,75.793,164.06,"1,602.10",95.93,"2,765.11","1,305.44","2,323.67","9,974.47","21,778.00",109.92,120.88,124.92,125.69
20110719,"2,130.21","1,056.85","1,496.08",13.3584,75.513,163.51,"1,600.90",97.5,"2,826.52","1,326.73","2,323.67","9,889.72","21,902.40",109.89,120.8,124.92,126.62
20110720,"2,154.95","1,054.40","1,499.09",13.3807,75.094,163.25,"1,596.70",98.14,"2,814.23","1,325.84","2,323.67","10,005.90","22,003.69",109.88,120.68,124.59,125.88
20110721,"2,145.04","1,051.15","1,515.97",13.4007,74.231,162.86,"1,586.80",99.13,"2,834.43","1,343.80","2,323.67","10,010.39","21,987.29",109.82,120.34,124,125.09
20110722,"2,171.23","1,050.88","1,508.63",13.381,74.412,162.99,"1,601.30",99.87,"2,858.83","1,345.02","2,323.67","10,132.11","22,444.80",109.86,120.52,124.33,125.84
20110725,"2,150.48","1,054.90","1,516.53",13.4717,74.254,163.69,"1,612.00",99.2,"2,842.80","1,337.43","2,323.67","10,050.01","22,293.29",109.8,120.44,124.12,125.06
20110726,"2,168.70","1,049.40","1,522.94",13.4694,73.629,162.79,"1,616.60",99.59,"2,839.96","1,331.94","2,323.67","10,097.72","22,572.08",109.86,120.7,124.53,125.84
20110727,"2,174.31","1,053.95","1,514.00",13.5165,74.273,163.57,"1,615.00",97.4,"2,764.79","1,304.89","2,323.67","10,047.19","22,541.69",109.78,120.49,124.23,125.66
20110728,"2,155.85","1,053.50","1,509.77",13.5481,74.391,163.56,"1,613.40",97.44,"2,766.25","1,300.67","2,323.67","9,901.35","22,570.74",109.84,120.69,124.5,126.06
20110729,"2,133.21","1,054.30","1,517.77",13.7359,74.036,163.79,"1,628.30",95.7,"2,756.38","1,292.28","2,323.67","9,833.03","22,440.25",109.96,121.45,125.69,128.12
20110801,"2,172.31","1,050.00","1,497.09",13.5948,74.456,163.19,"1,619.00",94.89,"2,744.61","1,286.94","2,323.67","9,965.01","22,663.37",109.96,121.68,126.14,129
20110802,"2,121.27","1,053.10","1,494.66",13.6624,74.666,163.57,"1,641.90",93.79,"2,669.24","1,254.05","2,323.67","9,844.59","22,421.46",110.04,122.05,126.95,130.81
20110803,"2,066.26","1,058.05","1,515.65",13.7338,74.199,164.44,"1,663.40",91.93,"2,693.07","1,260.34","2,323.67","9,637.14","21,992.72",110.02,121.98,127.05,131.28
20110804,"2,018.47","1,061.70","1,497.32",13.4223,75.36,164.91,"1,656.20",86.63,"2,556.39","1,200.07","2,323.67","9,659.18","21,884.74",110.12,122.48,128,133.5
20110805,"1,943.75","1,067.40","1,524.46",13.6148,74.802,165.73,"1,648.80",86.88,"2,532.41","1,199.38","2,323.67","9,299.88","20,946.14",110.1,121.95,127.05,132.19
20110808,"1,869.45","1,085.85","1,539.41",13.9659,74.938,168.38,"1,710.20",81.31,"2,357.69","1,119.46","2,323.67","9,097.56","20,490.57",110.18,122.59,128.58,135.28
20110809,"1,801.35","1,085.70","1,560.20",14.0762,74.724,168.83,"1,740.00",79.3,"2,482.52","1,172.53","2,323.67","8,944.48","19,330.70",110.33,123.37,129.83,137.19
20110810,"1,806.24","1,083.65","1,535.97",14.088,74.769,168.33,"1,781.30",82.89,"2,381.05","1,120.76","2,323.67","9,038.74","19,783.67",110.31,123.36,130.06,138.22
20110811,"1,817.44","1,078.45","1,536.14",14.0341,74.81,168.66,"1,748.80",85.72,"2,492.68","1,172.64","2,323.67","8,981.94","19,595.14",110.33,123.11,129.22,135.22
20110812,"1,793.31","1,079.05","1,537.60",14.0694,74.743,168.87,"1,740.20",85.38,"2,507.98","1,178.81","2,323.67","8,963.72","19,620.01",110.31,123.33,129.88,136.94
20110816,"1,879.87","1,071.25","1,543.35",13.9494,74.093,167.99,"1,782.40",86.65,"2,523.45","1,192.76","2,323.67","9,107.43","20,212.08",110.3,123.41,130.08,137.06
20110817,"1,892.67","1,068.80","1,543.03",13.9494,73.758,167.33,"1,791.20",87.58,"2,511.48","1,193.89","2,331.12","9,057.26","20,289.03",110.29,123.48,130.36,137.94
20110818,"1,860.58","1,083.30","1,552.32",14.146,74.315,169.58,"1,818.90",82.38,"2,380.43","1,140.65","2,206.61","8,943.76","20,016.27",110.28,123.52,130.78,139.62
20110819,"1,744.88","1,087.35","1,565.51",14.2054,74.106,170.12,"1,848.90",82.26,"2,341.84","1,123.53","2,159.07","8,719.24","19,399.92",110.27,123.52,130.8,140.22
20110822,"1,710.70","1,083.55","1,555.76",14.1005,74.168,169.29,"1,888.70",84.12,"2,345.38","1,123.82","2,183.39","8,628.13","19,486.87",110.27,123.41,130.59,140.16
20110823,"1,776.68","1,078.00","1,556.53",14.0556,73.961,168.48,"1,858.30",85.44,"2,446.06","1,162.35","2,199.98","8,733.01","19,875.53",110.25,123.38,130.33,139.03
20110824,"1,754.78","1,083.50","1,561.76",14.0787,74.087,169.6,"1,754.10",85.16,"2,467.69","1,177.60","2,238.70","8,639.61","19,466.79",110.21,123.11,129.58,136.84
20110825,"1,764.58","1,089.50","1,566.60",14.0572,74.362,170.49,"1,759.80",85.3,"2,419.63","1,159.27","2,216.70","8,772.36","19,752.48",110.26,123.38,129.98,137.56
20110826,"1,778.95","1,080.00","1,565.89",14.0937,73.869,169.09,"1,794.10",85.37,"2,479.85","1,176.80","2,190.44","8,797.78","19,582.88",110.28,123.52,130.28,138.16
20110829,"1,829.50","1,074.20","1,558.77",13.9779,73.777,168.33,"1,788.40",87.27,"2,562.11","1,210.08","2,239.30","8,851.35","19,865.11",110.26,123.3,129.72,136.81
20110830,"1,843.82","1,070.85","1,546.36",13.9597,73.996,168.22,"1,826.70",88.9,"2,576.11","1,212.92","2,239.14","8,953.90","20,204.17",110.27,123.61,130.39,138.56
20110831,"1,880.11","1,065.40","1,531.88",13.9032,74.173,166.86,"1,828.50",88.81,"2,579.46","1,218.89","2,302.08","8,955.20","20,534.85",110.27,123.5,130.03,137.31
20110901,"1,880.70","1,064.40","1,517.99",13.8351,74.557,166.64,"1,826.00",88.93,"2,546.04","1,204.42","2,305.75","9,060.80","20,585.33",110.28,123.69,130.61,138.69
20110902,"1,867.75","1,065.60","1,513.74",13.875,74.839,166.94,"1,873.70",86.45,"2,480.33","1,173.97","2,220.72","8,950.74","20,212.91",110.25,123.83,131.3,141.56
20110905,"1,785.83","1,069.60","1,507.28",13.9027,75.223,167.5,"1,873.70",86.45,"2,480.33","1,173.97","2,107.27","8,784.46","19,616.40",110.27,123.06,131.3,141.49
20110906,"1,766.71","1,074.65","1,504.46",13.8477,76.057,168.61,"1,869.90",86.02,"2,473.83","1,165.24","2,080.10","8,590.57","19,710.50",110.27,123.77,131.22,142.03
20110907,"1,833.46","1,069.65","1,507.99",13.8466,75.566,167.3,"1,814.20",89.34,"2,548.94","1,198.62","2,151.16","8,763.41","20,048.00",110.27,123.66,130.89,140.75
20110908,"1,846.64","1,076.00","1,494.03",13.8838,76.352,168.64,"1,854.40",89.05,"2,529.14","1,185.90","2,163.40","8,793.12","19,912.82",110.29,123.85,131.23,141.34
20110909,"1,812.93","1,077.50","1,471.11",13.8889,77.3,168.67,"1,856.40",87.24,"2,467.99","1,154.23","2,073.67","8,737.66","19,866.63",110.33,124.1,131.77,142.5
20110914,"1,749.16","1,107.15","1,521.89",14.4386,76.875,173.2,"1,823.50",88.91,"2,572.55","1,188.68","2,083.38","8,518.57","19,045.44",110.29,123.65,130.89,141.56
20110915,"1,774.08","1,114.00","1,546.95",14.5222,76.267,174.37,"1,778.50",89.4,"2,607.07","1,209.11","2,155.62","8,668.86","19,181.50",110.3,123.48,130.41,140.41
20110916,"1,840.10","1,112.50","1,535.19",14.4866,76.593,174.29,"1,812.10",87.96,"2,622.31","1,216.01","2,159.28","8,864.16","19,455.31",110.34,123.55,130.48,140.72
20110919,"1,820.94","1,139.95","1,559.96",14.8857,77.435,178.49,"1,776.40",85.7,"2,612.83","1,204.09","2,096.10","8,864.16","18,917.95",110.37,124.02,131.42,142.94
20110920,"1,837.97","1,144.50","1,568.77",14.9764,77.528,179.28,"1,806.60",86.89,"2,590.24","1,202.09","2,140.41","8,721.24","19,014.80",110.35,123.98,131.34,142.62
20110921,"1,854.28","1,149.85","1,560.92",15.0416,77.859,180.17,"1,805.50",85.92,"2,538.19","1,166.76","2,098.49","8,741.16","18,824.17",110.27,123.83,131.67,143.25
20110922,"1,800.55","1,179.85","1,588.38",15.4673,79.1,184.68,"1,739.20",80.51,"2,455.67","1,129.56","1,995.75","8,560.26","17,911.95",110.25,124.13,131.75,146.06
20110923,"1,697.44","1,165.50","1,573.25",15.2134,79.228,182.44,"1,637.50",79.85,"2,483.23","1,136.43","2,026.03","8,560.26","17,668.83",110.23,123.77,130.97,144.72
20110926,"1,652.71","1,182.00","1,599.72",15.4712,79.063,184.75,"1,592.50",80.24,"2,516.69","1,162.95","2,083.35","8,374.13","17,407.80",110.2,123.51,130.34,130.89
20110927,"1,735.71","1,169.80","1,589.59",15.2288,78.028,182.83,"1,650.60",84.45,"2,546.83","1,175.38","2,194.03","8,609.95","18,130.55",110.18,123.24,129.56,140.78
20110928,"1,723.09","1,175.10","1,590.49",15.3457,78.429,183.51,"1,616.30",81.21,"2,491.58","1,151.06","2,176.64","8,615.65","18,011.06",110.16,123.31,129.67,140.94
20110929,"1,769.29","1,174.55","1,596.74",15.2936,78.603,183.6,"1,615.50",82.14,"2,480.76","1,160.40","2,212.44","8,701.23","18,011.06",110.16,123.37,129.98,142.09
20110930,"1,769.65","1,181.10","1,581.02",15.3261,79.075,185.06,"1,620.40",79.2,"2,415.40","1,131.42","2,179.66","8,700.29","17,592.41",110.16,123.36,130.09,142.62
20111004,"1,706.19","1,198.90","1,600.89",15.5924,80.104,188.06,"1,614.70",75.67,"2,404.82","1,123.95","2,091.09","8,456.12","16,250.27",110.12,122.84,130.95,145.38
20111005,"1,666.52","1,187.00","1,584.29",15.4608,79.385,186.19,"1,640.30",79.68,"2,460.51","1,144.03","2,179.42","8,382.98","16,250.27",110.1,122.52,130.11,143.56
20111006,"1,710.32","1,183.95","1,590.11",15.4382,79.088,185.6,"1,651.90",82.59,"2,506.82","1,164.97","2,248.78","8,522.02","17,172.28",110.08,122.3,129.52,142.44
20111007,"1,759.77","1,171.00","1,566.51",15.2613,79.149,183.69,"1,634.50",82.98,"2,479.35","1,155.46","2,269.19","8,605.62","17,707.01",110.02,121.95,128.89,141.31
20111010,"1,766.44","1,167.95","1,593.43",15.2364,77.811,183.98,"1,669.60",85.41,"2,566.05","1,194.89","2,320.80","8,605.62","17,711.06",109.98,121.43,127.59,138.69
20111011,"1,795.02","1,171.50","1,598.57",15.2818,77.908,183.76,"1,659.70",85.81,"2,583.03","1,195.54","2,315.97","8,773.68","18,141.59",109.99,121.66,128.23,139.88
20111012,"1,809.50","1,165.00","1,606.24",15.0789,77.274,183.19,"1,681.30",85.57,"2,604.73","1,207.25","2,372.15","8,738.90","18,329.46",110.04,121.56,127.92,138.56
20111013,"1,823.10","1,158.75","1,596.18",15.0771,77.284,181.54,"1,667.30",84.23,"2,620.24","1,203.66","2,332.52","8,823.25","18,757.81",110.06,121.89,128.44,139.53
20111014,"1,835.40","1,156.10","1,604.32",14.9705,76.907,181.24,"1,681.80",86.8,"2,667.85","1,224.58","2,355.48","8,747.96","18,501.79",110.11,121.91,128.12,138.41
20111017,"1,865.18","1,148.50","1,578.27",14.9525,77.428,180.29,"1,675.50",86.38,"2,614.92","1,200.86","2,315.89","8,879.60","18,873.99",110.09,122.12,128.72,139.75
20111018,"1,838.90","1,149.75","1,579.53",14.9658,77.412,180.19,"1,651.70",88.34,"2,657.43","1,225.38","2,306.81","8,741.91","18,076.46",110.09,122.25,128.83,139.59
20111019,"1,855.92","1,134.00","1,559.88",14.7637,77.416,177.81,"1,646.00",86.11,"2,604.04","1,209.88","2,330.08","8,772.54","18,309.22",110.1,122.25,128.84,139.47
20111020,"1,805.09","1,147.50","1,580.85",14.9259,77.236,179.74,"1,611.90",85.3,"2,598.62","1,215.39","2,271.77","8,682.15","17,983.10",110.1,122.2,128.7,139
20111021,"1,838.38","1,147.35","1,594.36",15.0393,76.628,179.72,"1,635.10",87.4,"2,637.46","1,238.25","2,337.51","8,678.89","18,025.72",110.09,122.23,128.66,138.5
20111024,"1,898.32","1,132.55","1,577.14",14.8824,76.262,177.64,"1,651.50",91.27,"2,699.44","1,254.19","2,369.07","8,843.98","18,771.82",110.08,122.08,128.34,138.09
20111025,"1,888.65","1,131.05","1,572.55",14.8675,76.321,177.89,"1,699.60",93.17,"2,638.42","1,229.05","2,343.96","8,762.31","18,968.20",110.13,122.51,129.12,140.06
20111026,"1,894.31","1,133.50","1,575.96",14.8773,76.473,178.4,"1,722.70",90.2,"2,650.67","1,242.00","2,335.06","8,748.47","19,066.54",110.07,122.21,128.58,138.78
20111027,"1,922.04","1,106.60","1,569.88",14.5663,75.011,174.01,"1,746.70",93.96,"2,738.63","1,284.59","2,476.92","8,926.54","19,688.70",110.02,121.69,127.31,135.41
20111028,"1,929.48","1,103.00","1,560.58",14.5477,75.216,173.47,"1,746.20",93.32,"2,737.15","1,285.09","2,462.36","9,050.47","20,019.24",110.07,122.06,128.09,136.88
20111031,"1,909.03","1,112.35","1,541.55",14.2253,76.306,175.03,"1,724.20",93.19,"2,684.41","1,253.30","2,385.22","8,988.39","19,864.87",110.14,122.61,129.06,139.03
20111101,"1,909.63","1,122.30","1,537.11",14.3297,77.39,176.6,"1,711.00",92.19,"2,606.96","1,218.28","2,259.73","8,835.52","19,369.96",110.19,123.05,130.25,142
20111102,"1,898.01","1,122.15","1,542.56",14.3783,77.181,176.55,"1,728.70",92.51,"2,639.98","1,237.90","2,291.89","8,640.42","19,733.71",110.21,123.1,130.31,141.75
20111103,"1,869.96","1,127.65","1,557.91",14.4431,76.856,177.55,"1,764.20",94.07,"2,697.97","1,261.15","2,347.94","8,640.42","19,242.50",110.2,122.99,130.05,140.69
