date,open,high,low,close,volume,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
20110401,405500,418000,404500,418000,38999,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110404,413000,420500,407000,420000,35287,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110405,415000,420000,413500,419500,16374,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110406,415500,417500,411000,414500,16323,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110407,417000,417000,403000,408500,22710,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110408,402500,404500,398500,403500,37150,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110411,399000,403500,392000,395000,44956,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110412,395000,402000,392500,400500,26739,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110413,403000,406000,397500,406000,29774,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110414,406500,421000,400000,420000,42903,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110415,412000,425000,411500,422500,50013,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110418,422000,422500,407000,412500,35575,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110419,412500,423000,403000,411000,36692,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110420,411000,423000,408000,420000,28489,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110421,422000,440500,422000,433500,40620,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110422,433000,434000,424500,426500,21957,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110425,425000,429500,418000,426500,25106,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110426,423000,429500,418500,426500,42024,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110427,434000,446000,424000,432500,62696,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110428,426000,438500,424000,429500,41957,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110429,439000,439000,409500,431000,41892,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110502,423000,435000,420000,426000,14835,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110503,424000,435000,419000,429000,15633,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110504,425500,435000,425000,434000,44449,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110506,438500,438500,413000,413000,31460,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110509,412000,416000,402500,402500,26489,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110511,404500,413500,402500,412000,31317,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110512,404500,412000,396500,401000,37885,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110513,401000,417500,400500,417500,47515,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110516,420000,434000,411000,430000,45485,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110517,435000,442000,426000,433000,40383,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110518,437500,446500,433000,438000,43840,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110519,435000,445000,428500,433000,39466,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110520,442500,462500,440000,457500,54809,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110523,458500,466000,432500,433000,87600,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110524,437500,446500,427500,431000,44207,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110525,431500,435000,418500,429000,28161,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110526,429000,434500,424000,424000,39465,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110527,425000,432000,422500,427500,45128,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110530,428000,431000,422500,424500,25993,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
20110531,424500,441500,423500,441500,78305,26.54,11.48,16945,63854,4683.36,469.64,313.76,3500,123,2889,-1349,-1081
